[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210607_QEIC21-03-8_pt20_1-12,,,,,
EXPERIMENT NAME,20210607_QEIC21-03-8_pt20_1-12,,,,,
DATE,20210607,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
202075,20,A01,Group1,,205240110039,R01C01
pool_women,20,B01,Group1,,205240110039,R02C01
242075,20,C01,Group1,,205240110039,R03C01
pool_men,20,D01,Group1,,205240110039,R04C01
218112,20,E01,Group1,,205240110039,R05C01
201520,20,F01,Group1,,205240110039,R06C01
258112,20,G01,Group1,,205240110039,R07C01
241520,20,H01,Group1,,205240110039,R08C01
200334,20,A02,Group1,,205240110056,R01C01
204118,20,B02,Group1,,205240110056,R02C01
240334,20,C02,Group1,,205240110056,R03C01
244118,20,D02,Group1,,205240110056,R04C01
204689,20,E02,Group1,,205240110056,R05C01
207730,20,F02,Group1,,205240110056,R06C01
244689,20,G02,Group1,,205240110056,R07C01
247730,20,H02,Group1,,205240110056,R08C01
202367,20,A03,Group1,,205240110001,R01C01
210250,20,B03,Group1,,205240110001,R02C01
242367,20,C03,Group1,,205240110001,R03C01
250250,20,D03,Group1,,205240110001,R04C01
207933,20,E03,Group1,,205240110001,R05C01
203181,20,F03,Group1,,205240110001,R06C01
247933,20,G03,Group1,,205240110001,R07C01
243181,20,H03,Group1,,205240110001,R08C01
208776,20,A04,Group1,,205240110005,R01C01
210322,20,B04,Group1,,205240110005,R02C01
248776,20,C04,Group1,,205240110005,R03C01
250322,20,D04,Group1,,205240110005,R04C01
205363,20,E04,Group1,,205240110005,R05C01
201630,20,F04,Group1,,205240110005,R06C01
245363,20,G04,Group1,,205240110005,R07C01
241630,20,H04,Group1,,205240110005,R08C01
204471,20,A05,Group1,,205243940040,R01C01
203775,20,B05,Group1,,205243940040,R02C01
244471,20,C05,Group1,,205243940040,R03C01
243775,20,D05,Group1,,205243940040,R04C01
204709,20,E05,Group1,,205243940040,R05C01
200417,20,F05,Group1,,205243940040,R06C01
244709,20,G05,Group1,,205243940040,R07C01
240417,20,H05,Group1,,205243940040,R08C01
213612,20,A06,Group1,,205243940039,R01C01
201524,20,B06,Group1,,205243940039,R02C01
253612,20,C06,Group1,,205243940039,R03C01
241524,20,D06,Group1,,205243940039,R04C01
212529,20,E06,Group1,,205243940039,R05C01
205642,20,F06,Group1,,205243940039,R06C01
252529,20,G06,Group1,,205243940039,R07C01
245642,20,H06,Group1,,205243940039,R08C01
205118,20,A07,Group1,,205243940038,R01C01
208275,20,B07,Group1,,205243940038,R02C01
245118,20,C07,Group1,,205243940038,R03C01
248275,20,D07,Group1,,205243940038,R04C01
201059,20,E07,Group1,,205243940038,R05C01
204674,20,F07,Group1,,205243940038,R06C01
241059,20,G07,Group1,,205243940038,R07C01
244674,20,H07,Group1,,205243940038,R08C01
213247,20,A08,Group1,,205243940010,R01C01
205203,20,B08,Group1,,205243940010,R02C01
253247,20,C08,Group1,,205243940010,R03C01
245203,20,D08,Group1,,205243940010,R04C01
217828,20,E08,Group1,,205243940010,R05C01
202274,20,F08,Group1,,205243940010,R06C01
257828,20,G08,Group1,,205243940010,R07C01
242274,20,H08,Group1,,205243940010,R08C01
200756,20,A09,Group1,,205240110047,R01C01
205043,20,B09,Group1,,205240110047,R02C01
240756,20,C09,Group1,,205240110047,R03C01
245043,20,D09,Group1,,205240110047,R04C01
217476,20,E09,Group1,,205240110047,R05C01
204620,20,F09,Group1,,205240110047,R06C01
257476,20,G09,Group1,,205240110047,R07C01
244620,20,H09,Group1,,205240110047,R08C01
207300,20,A10,Group1,,205240110012,R01C01
213700,20,B10,Group1,,205240110012,R02C01
247300,20,C10,Group1,,205240110012,R03C01
253700,20,D10,Group1,,205240110012,R04C01
209442,20,E10,Group1,,205240110012,R05C01
210479,20,F10,Group1,,205240110012,R06C01
249442,20,G10,Group1,,205240110012,R07C01
250479,20,H10,Group1,,205240110012,R08C01
205637,20,A11,Group1,,205240110059,R01C01
201184,20,B11,Group1,,205240110059,R02C01
245637,20,C11,Group1,,205240110059,R03C01
241184,20,D11,Group1,,205240110059,R04C01
202994,20,E11,Group1,,205240110059,R05C01
203024,20,F11,Group1,,205240110059,R06C01
242994,20,G11,Group1,,205240110059,R07C01
243024,20,H11,Group1,,205240110059,R08C01
202250,20,A12,Group1,,205240110048,R01C01
201770,20,B12,Group1,,205240110048,R02C01
242250,20,C12,Group1,,205240110048,R03C01
241770,20,D12,Group1,,205240110048,R04C01
201185,20,E12,Group1,,205240110048,R05C01
202468,20,F12,Group1,,205240110048,R06C01
241185,20,G12,Group1,,205240110048,R07C01
242468,20,H12,Group1,,205240110048,R08C01
