[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210329_QEIC21-03-4_pt5_1-12,,,,,
EXPERIMENT NAME,20210329_QEIC21-03-4_pt5_1-12,,,,,
DATE,20210329,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
214068,5,A01,Group1,,205059630012,R01C01
207397,5,B01,Group1,,205059630012,R02C01
254068,5,C01,Group1,,205059630012,R03C01
247397,5,D01,Group1,,205059630012,R04C01
203388,5,E01,Group1,,205059630012,R05C01
204470,5,F01,Group1,,205059630012,R06C01
243388,5,G01,Group1,,205059630012,R07C01
244470,5,H01,Group1,,205059630012,R08C01
204082,5,A02,Group1,,205055470030,R01C01
209982,5,B02,Group1,,205055470030,R02C01
244082,5,C02,Group1,,205055470030,R03C01
249982,5,D02,Group1,,205055470030,R04C01
200606,5,E02,Group1,,205055470030,R05C01
208893,5,F02,Group1,,205055470030,R06C01
240606,5,G02,Group1,,205055470030,R07C01
248893,5,H02,Group1,,205055470030,R08C01
208979,5,A03,Group1,,205055470064,R01C01
212373,5,B03,Group1,,205055470064,R02C01
248979,5,C03,Group1,,205055470064,R03C01
252373,5,D03,Group1,,205055470064,R04C01
201645,5,E03,Group1,,205055470064,R05C01
201921,5,F03,Group1,,205055470064,R06C01
241645,5,G03,Group1,,205055470064,R07C01
241921,5,H03,Group1,,205055470064,R08C01
pool_women,5,A04,Group1,,205055470136,R01C01
210817,5,B04,Group1,,205055470136,R02C01
pool_men,5,C04,Group1,,205055470136,R03C01
250817,5,D04,Group1,,205055470136,R04C01
210872,5,E04,Group1,,205055470136,R05C01
218635,5,F04,Group1,,205055470136,R06C01
250872,5,G04,Group1,,205055470136,R07C01
258635,5,H04,Group1,,205055470136,R08C01
202027,5,A05,Group1,,205058490045,R01C01
217403,5,B05,Group1,,205058490045,R02C01
242027,5,C05,Group1,,205058490045,R03C01
257403,5,D05,Group1,,205058490045,R04C01
205016,5,E05,Group1,,205058490045,R05C01
202264,5,F05,Group1,,205058490045,R06C01
245016,5,G05,Group1,,205058490045,R07C01
242264,5,H05,Group1,,205058490045,R08C01
213562,5,A06,Group1,,205055460119,R01C01
202128,5,B06,Group1,,205055460119,R02C01
253562,5,C06,Group1,,205055460119,R03C01
242128,5,D06,Group1,,205055460119,R04C01
203490,5,E06,Group1,,205055460119,R05C01
207314,5,F06,Group1,,205055460119,R06C01
243490,5,G06,Group1,,205055460119,R07C01
247314,5,H06,Group1,,205055460119,R08C01
201942,5,A07,Group1,,205059630009,R01C01
206277,5,B07,Group1,,205059630009,R02C01
241942,5,C07,Group1,,205059630009,R03C01
246277,5,D07,Group1,,205059630009,R04C01
214309,5,E07,Group1,,205059630009,R05C01
203810,5,F07,Group1,,205059630009,R06C01
254309,5,G07,Group1,,205059630009,R07C01
243810,5,H07,Group1,,205059630009,R08C01
217268,5,A08,Group1,,205059630028,R01C01
217035,5,B08,Group1,,205059630028,R02C01
257268,5,C08,Group1,,205059630028,R03C01
257035,5,D08,Group1,,205059630028,R04C01
200543,5,E08,Group1,,205059630028,R05C01
214729,5,F08,Group1,,205059630028,R06C01
240543,5,G08,Group1,,205059630028,R07C01
254729,5,H08,Group1,,205059630028,R08C01
213954,5,A09,Group1,,205055450051,R01C01
200380,5,B09,Group1,,205055450051,R02C01
253954,5,C09,Group1,,205055450051,R03C01
240380,5,D09,Group1,,205055450051,R04C01
205886,5,E09,Group1,,205055450051,R05C01
213538,5,F09,Group1,,205055450051,R06C01
245886,5,G09,Group1,,205055450051,R07C01
253538,5,H09,Group1,,205055450051,R08C01
210403,5,A10,Group1,,205055450050,R01C01
213430,5,B10,Group1,,205055450050,R02C01
250403,5,C10,Group1,,205055450050,R03C01
253430,5,D10,Group1,,205055450050,R04C01
200624,5,E10,Group1,,205055450050,R05C01
213250,5,F10,Group1,,205055450050,R06C01
240624,5,G10,Group1,,205055450050,R07C01
253250,5,H10,Group1,,205055450050,R08C01
209062,5,A11,Group1,,205055450089,R01C01
206766,5,B11,Group1,,205055450089,R02C01
249062,5,C11,Group1,,205055450089,R03C01
246766,5,D11,Group1,,205055450089,R04C01
214219,5,E11,Group1,,205055450089,R05C01
203083,5,F11,Group1,,205055450089,R06C01
254219,5,G11,Group1,,205055450089,R07C01
243083,5,H11,Group1,,205055450089,R08C01
214252,5,A12,Group1,,205055450049,R01C01
203218,5,B12,Group1,,205055450049,R02C01
254252,5,C12,Group1,,205055450049,R03C01
243218,5,D12,Group1,,205055450049,R04C01
214246,5,E12,Group1,,205055450049,R05C01
201832,5,F12,Group1,,205055450049,R06C01
254246,5,G12,Group1,,205055450049,R07C01
241832,5,H12,Group1,,205055450049,R08C01
