[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210526_QEIC21-03-7_pt17_1-12,,,,,
EXPERIMENT NAME,20210526_QEIC21-03-7_pt17_1-12,,,,,
DATE,20210526,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
204466,17,A01,Group1,,205134950021,R01C01
205051,17,B01,Group1,,205134950021,R02C01
244466,17,C01,Group1,,205134950021,R03C01
245051,17,D01,Group1,,205134950021,R04C01
200056,17,E01,Group1,,205134950021,R05C01
210074,17,F01,Group1,,205134950021,R06C01
240056,17,G01,Group1,,205134950021,R07C01
250074,17,H01,Group1,,205134950021,R08C01
211169,17,A02,Group1,,205134950140,R01C01
206594,17,B02,Group1,,205134950140,R02C01
251169,17,C02,Group1,,205134950140,R03C01
246594,17,D02,Group1,,205134950140,R04C01
209283,17,E02,Group1,,205134950140,R05C01
211436,17,F02,Group1,,205134950140,R06C01
249283,17,G02,Group1,,205134950140,R07C01
251436,17,H02,Group1,,205134950140,R08C01
203944,17,A03,Group1,,205118950099,R01C01
214916,17,B03,Group1,,205118950099,R02C01
243944,17,C03,Group1,,205118950099,R03C01
254916,17,D03,Group1,,205118950099,R04C01
203222,17,E03,Group1,,205118950099,R05C01
203715,17,F03,Group1,,205118950099,R06C01
243222,17,G03,Group1,,205118950099,R07C01
243715,17,H03,Group1,,205118950099,R08C01
201004,17,A04,Group1,,205134950090,R01C01
207934,17,B04,Group1,,205134950090,R02C01
241004,17,C04,Group1,,205134950090,R03C01
247934,17,D04,Group1,,205134950090,R04C01
206544,17,E04,Group1,,205134950090,R05C01
203634,17,F04,Group1,,205134950090,R06C01
246544,17,G04,Group1,,205134950090,R07C01
243634,17,H04,Group1,,205134950090,R08C01
200955,17,A05,Group1,,205134950020,R01C01
202426,17,B05,Group1,,205134950020,R02C01
240955,17,C05,Group1,,205134950020,R03C01
242426,17,D05,Group1,,205134950020,R04C01
201133,17,E05,Group1,,205134950020,R05C01
218651,17,F05,Group1,,205134950020,R06C01
241133,17,G05,Group1,,205134950020,R07C01
258651,17,H05,Group1,,205134950020,R08C01
202765,17,A06,Group1,,205134950009,R01C01
210429,17,B06,Group1,,205134950009,R02C01
242765,17,C06,Group1,,205134950009,R03C01
250429,17,D06,Group1,,205134950009,R04C01
201082,17,E06,Group1,,205134950009,R05C01
207865,17,F06,Group1,,205134950009,R06C01
241082,17,G06,Group1,,205134950009,R07C01
247865,17,H06,Group1,,205134950009,R08C01
212631,17,A07,Group1,,205134950008,R01C01
206872,17,B07,Group1,,205134950008,R02C01
252631,17,C07,Group1,,205134950008,R03C01
246872,17,D07,Group1,,205134950008,R04C01
205421,17,E07,Group1,,205134950008,R05C01
202822,17,F07,Group1,,205134950008,R06C01
245421,17,G07,Group1,,205134950008,R07C01
242822,17,H07,Group1,,205134950008,R08C01
202995,17,A08,Group1,,205134950089,R01C01
206560,17,B08,Group1,,205134950089,R02C01
242995,17,C08,Group1,,205134950089,R03C01
246560,17,D08,Group1,,205134950089,R04C01
208397,17,E08,Group1,,205134950089,R05C01
204119,17,F08,Group1,,205134950089,R06C01
248397,17,G08,Group1,,205134950089,R07C01
244119,17,H08,Group1,,205134950089,R08C01
206883,17,A09,Group1,,205118950159,R01C01
212970,17,B09,Group1,,205118950159,R02C01
246883,17,C09,Group1,,205118950159,R03C01
252970,17,D09,Group1,,205118950159,R04C01
213792,17,E09,Group1,,205118950159,R05C01
200255,17,F09,Group1,,205118950159,R06C01
253792,17,G09,Group1,,205118950159,R07C01
240255,17,H09,Group1,,205118950159,R08C01
205532,17,A10,Group1,,205118950122,R01C01
208050,17,B10,Group1,,205118950122,R02C01
245532,17,C10,Group1,,205118950122,R03C01
248050,17,D10,Group1,,205118950122,R04C01
205538,17,E10,Group1,,205118950122,R05C01
210496,17,F10,Group1,,205118950122,R06C01
245538,17,G10,Group1,,205118950122,R07C01
250496,17,H10,Group1,,205118950122,R08C01
210259,17,A11,Group1,,205134950093,R01C01
201363,17,B11,Group1,,205134950093,R02C01
250259,17,C11,Group1,,205134950093,R03C01
241363,17,D11,Group1,,205134950093,R04C01
206859,17,E11,Group1,,205134950093,R05C01
215063,17,F11,Group1,,205134950093,R06C01
246859,17,G11,Group1,,205134950093,R07C01
255063,17,H11,Group1,,205134950093,R08C01
205831,17,A12,Group1,,205118950104,R01C01
217288,17,B12,Group1,,205118950104,R02C01
245831,17,C12,Group1,,205118950104,R03C01
257288,17,D12,Group1,,205118950104,R04C01
pool_women,17,E12,Group1,,205118950104,R05C01
209698,17,F12,Group1,,205118950104,R06C01
pool_men,17,G12,Group1,,205118950104,R07C01
249698,17,H12,Group1,,205118950104,R08C01
