[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210524_QEIC21-03-6_pt16_1-12,,,,,
EXPERIMENT NAME,20210524_QEIC21-03-6_pt16_1-12,,,,,
DATE,20210524,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
210633,16,A01,Group1,,205134950068,R01C01
205364,16,B01,Group1,,205134950068,R02C01
250633,16,C01,Group1,,205134950068,R03C01
245364,16,D01,Group1,,205134950068,R04C01
207060,16,E01,Group1,,205134950068,R05C01
213640,16,F01,Group1,,205134950068,R06C01
247060,16,G01,Group1,,205134950068,R07C01
253640,16,H01,Group1,,205134950068,R08C01
208559,16,A02,Group1,,205134950067,R01C01
210497,16,B02,Group1,,205134950067,R02C01
248559,16,C02,Group1,,205134950067,R03C01
250497,16,D02,Group1,,205134950067,R04C01
206602,16,E02,Group1,,205134950067,R05C01
210283,16,F02,Group1,,205134950067,R06C01
246602,16,G02,Group1,,205134950067,R07C01
250283,16,H02,Group1,,205134950067,R08C01
205602,16,A03,Group1,,205134950091,R01C01
206419,16,B03,Group1,,205134950091,R02C01
245602,16,C03,Group1,,205134950091,R03C01
246419,16,D03,Group1,,205134950091,R04C01
201398,16,E03,Group1,,205134950091,R05C01
205266,16,F03,Group1,,205134950091,R06C01
241398,16,G03,Group1,,205134950091,R07C01
245266,16,H03,Group1,,205134950091,R08C01
204790,16,A04,Group1,,205134950088,R01C01
201977,16,B04,Group1,,205134950088,R02C01
244790,16,C04,Group1,,205134950088,R03C01
241977,16,D04,Group1,,205134950088,R04C01
205514,16,E04,Group1,,205134950088,R05C01
204200,16,F04,Group1,,205134950088,R06C01
245514,16,G04,Group1,,205134950088,R07C01
244200,16,H04,Group1,,205134950088,R08C01
217829,16,A05,Group1,,205118950110,R01C01
209976,16,B05,Group1,,205118950110,R02C01
257829,16,C05,Group1,,205118950110,R03C01
249976,16,D05,Group1,,205118950110,R04C01
218248,16,E05,Group1,,205118950110,R05C01
201076,16,F05,Group1,,205118950110,R06C01
258248,16,G05,Group1,,205118950110,R07C01
241076,16,H05,Group1,,205118950110,R08C01
204201,16,A06,Group1,,205118950142,R01C01
202302,16,B06,Group1,,205118950142,R02C01
244201,16,C06,Group1,,205118950142,R03C01
242302,16,D06,Group1,,205118950142,R04C01
206866,16,E06,Group1,,205118950142,R05C01
202295,16,F06,Group1,,205118950142,R06C01
246866,16,G06,Group1,,205118950142,R07C01
242295,16,H06,Group1,,205118950142,R08C01
217180,16,A07,Group1,,205118950143,R01C01
208254,16,B07,Group1,,205118950143,R02C01
257180,16,C07,Group1,,205118950143,R03C01
248254,16,D07,Group1,,205118950143,R04C01
208904,16,E07,Group1,,205118950143,R05C01
204889,16,F07,Group1,,205118950143,R06C01
248904,16,G07,Group1,,205118950143,R07C01
244889,16,H07,Group1,,205118950143,R08C01
203063,16,A08,Group1,,205118950124,R01C01
207292,16,B08,Group1,,205118950124,R02C01
243063,16,C08,Group1,,205118950124,R03C01
247292,16,D08,Group1,,205118950124,R04C01
200485,16,E08,Group1,,205118950124,R05C01
218771,16,F08,Group1,,205118950124,R06C01
240485,16,G08,Group1,,205118950124,R07C01
258771,16,H08,Group1,,205118950124,R08C01
202232,16,A09,Group1,,205118950017,R01C01
207307,16,B09,Group1,,205118950017,R02C01
242232,16,C09,Group1,,205118950017,R03C01
247307,16,D09,Group1,,205118950017,R04C01
202911,16,E09,Group1,,205118950017,R05C01
213376,16,F09,Group1,,205118950017,R06C01
242911,16,G09,Group1,,205118950017,R07C01
253376,16,H09,Group1,,205118950017,R08C01
201395,16,A10,Group1,,205118950019,R01C01
201838,16,B10,Group1,,205118950019,R02C01
241395,16,C10,Group1,,205118950019,R03C01
241838,16,D10,Group1,,205118950019,R04C01
213292,16,E10,Group1,,205118950019,R05C01
pool_women,16,F10,Group1,,205118950019,R06C01
253292,16,G10,Group1,,205118950019,R07C01
pool_men,16,H10,Group1,,205118950019,R08C01
205742,16,A11,Group1,,205118950074,R01C01
211979,16,B11,Group1,,205118950074,R02C01
245742,16,C11,Group1,,205118950074,R03C01
251979,16,D11,Group1,,205118950074,R04C01
200525,16,E11,Group1,,205118950074,R05C01
201539,16,F11,Group1,,205118950074,R06C01
240525,16,G11,Group1,,205118950074,R07C01
241539,16,H11,Group1,,205118950074,R08C01
205556,16,A12,Group1,,205118950079,R01C01
210084,16,B12,Group1,,205118950079,R02C01
245556,16,C12,Group1,,205118950079,R03C01
250084,16,D12,Group1,,205118950079,R04C01
200109,16,E12,Group1,,205118950079,R05C01
213352,16,F12,Group1,,205118950079,R06C01
240109,16,G12,Group1,,205118950079,R07C01
253352,16,H12,Group1,,205118950079,R08C01
