protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
0688e2f7-9cd5-42af-a274-0d986372a530,2E,PAW72062,sample3,20240619_HSR,FLO-PRO114M,
