SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
0	1118	3900324	2110148
1	1118	7918	7918
2	1118	15000	15000
3	1118	12116	12116
4	1118	10447	10447
5	1118	14037	14037
6	1118	11715	11715
7	1118	6529	6529
8	1118	7020	7020
9	1118	9032	9032
10	1118	12646	12646
11	1118	11139	11139
12	1118	8774	8774
13	1118	9496	9496
14	1118	10398	10398
15	1118	9668	9668
16	1118	11466	11466
17	1118	11092	11092
18	1118	13087	13087
0	1119	3947785	1574830
1	1119	6054	6054
2	1119	11317	11317
3	1119	8776	8776
4	1119	7943	7943
5	1119	10495	10495
6	1119	8994	8994
7	1119	5075	5075
8	1119	5278	5278
9	1119	6970	6970
10	1119	9419	9419
11	1119	8314	8314
12	1119	6415	6415
13	1119	7114	7114
14	1119	7785	7785
15	1119	7459	7459
16	1119	8603	8603
17	1119	8066	8066
18	1119	10042	10042
0	1120	4091904	0
1	1120	0	0
2	1120	0	0
3	1120	0	0
4	1120	0	0
5	1120	0	0
6	1120	0	0
7	1120	0	0
8	1120	0	0
9	1120	0	0
10	1120	0	0
11	1120	0	0
12	1120	0	0
13	1120	0	0
14	1120	0	0
15	1120	0	0
16	1120	0	0
17	1120	0	0
18	1120	0	0
0	1121	3907268	2048217
1	1121	7538	7538
2	1121	13951	13951
3	1121	11435	11435
4	1121	10123	10123
5	1121	13200	13200
6	1121	11307	11307
7	1121	6464	6464
8	1121	6896	6896
9	1121	9052	9052
10	1121	12290	12290
11	1121	10567	10567
12	1121	8393	8393
13	1121	9225	9225
14	1121	10009	10009
15	1121	9610	9610
16	1121	11236	11236
17	1121	10435	10435
18	1121	12905	12905
0	1122	3969524	1344072
1	1122	5053	5053
2	1122	8496	8496
3	1122	7647	7647
4	1122	6716	6716
5	1122	8254	8254
6	1122	7462	7462
7	1122	4216	4216
8	1122	4422	4422
9	1122	5950	5950
10	1122	8207	8207
11	1122	7250	7250
12	1122	5624	5624
13	1122	6291	6291
14	1122	6806	6806
15	1122	6457	6457
16	1122	7555	7555
17	1122	7075	7075
18	1122	8899	8899
0	1123	4091904	0
1	1123	0	0
2	1123	0	0
3	1123	0	0
4	1123	0	0
5	1123	0	0
6	1123	0	0
7	1123	0	0
8	1123	0	0
9	1123	0	0
10	1123	0	0
11	1123	0	0
12	1123	0	0
13	1123	0	0
14	1123	0	0
15	1123	0	0
16	1123	0	0
17	1123	0	0
18	1123	0	0
0	1124	3908080	2044903
1	1124	7697	7697
2	1124	14397	14397
3	1124	11533	11533
4	1124	10023	10023
5	1124	13280	13280
6	1124	11303	11303
7	1124	6362	6362
8	1124	6764	6764
9	1124	8798	8798
10	1124	11840	11840
11	1124	10744	10744
12	1124	8481	8481
13	1124	9116	9116
14	1124	10110	10110
15	1124	9260	9260
16	1124	10848	10848
17	1124	10469	10469
18	1124	12799	12799
0	1125	3907516	2045186
1	1125	7584	7584
2	1125	14196	14196
3	1125	11608	11608
4	1125	10071	10071
5	1125	13203	13203
6	1125	11119	11119
7	1125	6665	6665
8	1125	6904	6904
9	1125	8865	8865
10	1125	12092	12092
11	1125	10829	10829
12	1125	8448	8448
13	1125	9071	9071
14	1125	9976	9976
15	1125	9452	9452
16	1125	11022	11022
17	1125	10531	10531
18	1125	12752	12752
0	1126	3909827	2029904
1	1126	7369	7369
2	1126	14169	14169
3	1126	11350	11350
4	1126	9935	9935
5	1126	13251	13251
6	1126	11146	11146
7	1126	6505	6505
8	1126	6820	6820
9	1126	8706	8706
10	1126	11774	11774
11	1126	10692	10692
12	1126	8172	8172
13	1126	9037	9037
14	1126	9935	9935
15	1126	9202	9202
16	1126	10772	10772
17	1126	10471	10471
18	1126	12771	12771
0	1127	3910133	2020746
1	1127	7467	7467
2	1127	14041	14041
3	1127	11284	11284
4	1127	9787	9787
5	1127	13005	13005
6	1127	11142	11142
7	1127	6443	6443
8	1127	6748	6748
9	1127	8981	8981
10	1127	11873	11873
11	1127	10495	10495
12	1127	8339	8339
13	1127	9121	9121
14	1127	9847	9847
15	1127	9221	9221
16	1127	10713	10713
17	1127	10382	10382
18	1127	12882	12882
0	1128	3913103	1993179
1	1128	7321	7321
2	1128	13584	13584
3	1128	11129	11129
4	1128	9715	9715
5	1128	12634	12634
6	1128	11064	11064
7	1128	6257	6257
8	1128	6510	6510
9	1128	8852	8852
10	1128	11902	11902
11	1128	10242	10242
12	1128	8492	8492
13	1128	8943	8943
14	1128	9536	9536
15	1128	9122	9122
16	1128	10718	10718
17	1128	10300	10300
18	1128	12480	12480
0	1129	3913706	1978922
1	1129	7151	7151
2	1129	13564	13564
3	1129	11243	11243
4	1129	9675	9675
5	1129	12536	12536
6	1129	10799	10799
7	1129	6297	6297
8	1129	6613	6613
9	1129	8811	8811
10	1129	11736	11736
11	1129	10547	10547
12	1129	8271	8271
13	1129	8816	8816
14	1129	9867	9867
15	1129	9028	9028
16	1129	10742	10742
17	1129	10013	10013
18	1129	12489	12489
0	1130	3914406	1963399
1	1130	7276	7276
2	1130	13522	13522
3	1130	11124	11124
4	1130	9680	9680
5	1130	12733	12733
6	1130	10893	10893
7	1130	6234	6234
8	1130	6544	6544
9	1130	8554	8554
10	1130	11511	11511
11	1130	10233	10233
12	1130	8108	8108
13	1130	8928	8928
14	1130	9725	9725
15	1130	9209	9209
16	1130	10755	10755
17	1130	10047	10047
18	1130	12422	12422
0	1131	3910441	2008575
1	1131	7348	7348
2	1131	14055	14055
3	1131	11256	11256
4	1131	10139	10139
5	1131	12890	12890
6	1131	11139	11139
7	1131	6264	6264
8	1131	6636	6636
9	1131	8694	8694
10	1131	11961	11961
11	1131	10606	10606
12	1131	8423	8423
13	1131	9149	9149
14	1131	9735	9735
15	1131	9255	9255
16	1131	10779	10779
17	1131	10339	10339
18	1131	12795	12795
0	1132	3913772	1970120
1	1132	7249	7249
2	1132	13826	13826
3	1132	10987	10987
4	1132	9715	9715
5	1132	12717	12717
6	1132	10808	10808
7	1132	6326	6326
8	1132	6672	6672
9	1132	8675	8675
10	1132	11664	11664
11	1132	10442	10442
12	1132	8315	8315
13	1132	8944	8944
14	1132	9600	9600
15	1132	9055	9055
16	1132	10777	10777
17	1132	10041	10041
18	1132	12319	12319
0	1133	3916624	1944145
1	1133	7098	7098
2	1133	13360	13360
3	1133	11008	11008
4	1133	9573	9573
5	1133	12264	12264
6	1133	10826	10826
7	1133	6165	6165
8	1133	6546	6546
9	1133	8554	8554
10	1133	11444	11444
11	1133	10109	10109
12	1133	8111	8111
13	1133	8875	8875
14	1133	9647	9647
15	1133	8960	8960
16	1133	10590	10590
17	1133	10034	10034
18	1133	12116	12116
0	1134	3916657	1936441
1	1134	7323	7323
2	1134	13215	13215
3	1134	10923	10923
4	1134	9539	9539
5	1134	12687	12687
6	1134	10783	10783
7	1134	6137	6137
8	1134	6351	6351
9	1134	8502	8502
10	1134	11251	11251
11	1134	10321	10321
12	1134	8047	8047
13	1134	8750	8750
14	1134	9590	9590
15	1134	8873	8873
16	1134	10708	10708
17	1134	9933	9933
18	1134	12314	12314
0	1135	3917074	1931644
1	1135	7159	7159
2	1135	13377	13377
3	1135	10900	10900
4	1135	9303	9303
5	1135	12516	12516
6	1135	10654	10654
7	1135	6132	6132
8	1135	6469	6469
9	1135	8612	8612
10	1135	11549	11549
11	1135	10371	10371
12	1135	8130	8130
13	1135	8608	8608
14	1135	9497	9497
15	1135	8918	8918
16	1135	10701	10701
17	1135	9760	9760
18	1135	12174	12174
0	1136	3915694	1953395
1	1136	7129	7129
2	1136	13292	13292
3	1136	10989	10989
4	1136	9532	9532
5	1136	12655	12655
6	1136	10812	10812
7	1136	6186	6186
8	1136	6469	6469
9	1136	8742	8742
10	1136	11743	11743
11	1136	10376	10376
12	1136	8074	8074
13	1136	8612	8612
14	1136	9658	9658
15	1136	9097	9097
16	1136	10674	10674
17	1136	9881	9881
18	1136	12289	12289
0	1137	3915349	1961546
1	1137	7122	7122
2	1137	13560	13560
3	1137	11023	11023
4	1137	9498	9498
5	1137	12643	12643
6	1137	10919	10919
7	1137	6202	6202
8	1137	6553	6553
9	1137	8626	8626
10	1137	11790	11790
11	1137	10371	10371
12	1137	8118	8118
13	1137	8614	8614
14	1137	9609	9609
15	1137	9045	9045
16	1137	10575	10575
17	1137	9993	9993
18	1137	12294	12294
0	1138	3915230	1958685
1	1138	7286	7286
2	1138	13663	13663
3	1138	11020	11020
4	1138	9733	9733
5	1138	12517	12517
6	1138	10652	10652
7	1138	6056	6056
8	1138	6367	6367
9	1138	8822	8822
10	1138	11729	11729
11	1138	10166	10166
12	1138	8189	8189
13	1138	8712	8712
14	1138	9730	9730
15	1138	9035	9035
16	1138	10631	10631
17	1138	9984	9984
18	1138	12382	12382
0	1139	3917566	1938013
1	1139	7127	7127
2	1139	13424	13424
3	1139	10772	10772
4	1139	9718	9718
5	1139	12316	12316
6	1139	10705	10705
7	1139	6103	6103
8	1139	6344	6344
9	1139	8539	8539
10	1139	11611	11611
11	1139	10104	10104
12	1139	8026	8026
13	1139	8766	8766
14	1139	9478	9478
15	1139	9056	9056
16	1139	10404	10404
17	1139	9893	9893
18	1139	11952	11952
0	1140	3920027	1909609
1	1140	6951	6951
2	1140	13114	13114
3	1140	10772	10772
4	1140	9195	9195
5	1140	12073	12073
6	1140	10418	10418
7	1140	6113	6113
8	1140	6302	6302
9	1140	8464	8464
10	1140	11239	11239
11	1140	10122	10122
12	1140	7859	7859
13	1140	8678	8678
14	1140	9412	9412
15	1140	8850	8850
16	1140	10567	10567
17	1140	9786	9786
18	1140	11962	11962
0	1141	3921597	1898515
1	1141	7062	7062
2	1141	12935	12935
3	1141	10674	10674
4	1141	9215	9215
5	1141	12112	12112
6	1141	10516	10516
7	1141	5930	5930
8	1141	6347	6347
9	1141	8149	8149
10	1141	11074	11074
11	1141	9863	9863
12	1141	7760	7760
13	1141	8580	8580
14	1141	9475	9475
15	1141	8791	8791
16	1141	10220	10220
17	1141	9594	9594
18	1141	12010	12010
0	1142	3924443	1857152
1	1142	6775	6775
2	1142	12865	12865
3	1142	10474	10474
4	1142	9274	9274
5	1142	12060	12060
6	1142	10230	10230
7	1142	5825	5825
8	1142	6084	6084
9	1142	8102	8102
10	1142	11085	11085
11	1142	9690	9690
12	1142	7775	7775
13	1142	8309	8309
14	1142	9074	9074
15	1142	8490	8490
16	1142	10037	10037
17	1142	9577	9577
18	1142	11735	11735
0	1143	3927291	1837037
1	1143	6789	6789
2	1143	12486	12486
3	1143	10284	10284
4	1143	8848	8848
5	1143	11665	11665
6	1143	10170	10170
7	1143	5803	5803
8	1143	6030	6030
9	1143	8104	8104
10	1143	10842	10842
11	1143	9736	9736
12	1143	7555	7555
13	1143	8199	8199
14	1143	9086	9086
15	1143	8314	8314
16	1143	9755	9755
17	1143	9391	9391
18	1143	11556	11556
0	1144	3925033	1850498
1	1144	6913	6913
2	1144	12592	12592
3	1144	10496	10496
4	1144	9038	9038
5	1144	11762	11762
6	1144	10186	10186
7	1144	5775	5775
8	1144	6244	6244
9	1144	8143	8143
10	1144	11108	11108
11	1144	9735	9735
12	1144	7703	7703
13	1144	8205	8205
14	1144	9238	9238
15	1144	8452	8452
16	1144	9977	9977
17	1144	9414	9414
18	1144	11890	11890
0	1145	3929291	1809476
1	1145	6440	6440
2	1145	12269	12269
3	1145	10480	10480
4	1145	8743	8743
5	1145	11387	11387
6	1145	9908	9908
7	1145	5592	5592
8	1145	6019	6019
9	1145	7884	7884
10	1145	10796	10796
11	1145	9576	9576
12	1145	7606	7606
13	1145	8126	8126
14	1145	8785	8785
15	1145	8330	8330
16	1145	9738	9738
17	1145	9364	9364
18	1145	11570	11570
0	1146	3931289	1784304
1	1146	6434	6434
2	1146	12216	12216
3	1146	9932	9932
4	1146	8740	8740
5	1146	11301	11301
6	1146	9823	9823
7	1146	5581	5581
8	1146	6007	6007
9	1146	7870	7870
10	1146	10740	10740
11	1146	9304	9304
12	1146	7328	7328
13	1146	8000	8000
14	1146	8848	8848
15	1146	8199	8199
16	1146	9638	9638
17	1146	9180	9180
18	1146	11474	11474
0	1147	3930806	1794195
1	1147	6481	6481
2	1147	12032	12032
3	1147	10070	10070
4	1147	8816	8816
5	1147	11420	11420
6	1147	9947	9947
7	1147	5706	5706
8	1147	5939	5939
9	1147	7921	7921
10	1147	10794	10794
11	1147	9359	9359
12	1147	7506	7506
13	1147	7951	7951
14	1147	8804	8804
15	1147	8331	8331
16	1147	9638	9638
17	1147	9120	9120
18	1147	11263	11263
0	1148	3931552	1795070
1	1148	6413	6413
2	1148	12141	12141
3	1148	10047	10047
4	1148	8633	8633
5	1148	11360	11360
6	1148	9952	9952
7	1148	5572	5572
8	1148	5906	5906
9	1148	7977	7977
10	1148	10456	10456
11	1148	9370	9370
12	1148	7393	7393
13	1148	7999	7999
14	1148	8690	8690
15	1148	8087	8087
16	1148	9821	9821
17	1148	9186	9186
18	1148	11349	11349
0	1149	3930466	1798526
1	1149	6565	6565
2	1149	11883	11883
3	1149	10103	10103
4	1149	8831	8831
5	1149	11290	11290
6	1149	9965	9965
7	1149	5735	5735
8	1149	6057	6057
9	1149	7825	7825
10	1149	10754	10754
11	1149	9285	9285
12	1149	7403	7403
13	1149	8074	8074
14	1149	9036	9036
15	1149	8348	8348
16	1149	9643	9643
17	1149	9230	9230
18	1149	11411	11411
0	1150	3930752	1792286
1	1150	6648	6648
2	1150	12336	12336
3	1150	10189	10189
4	1150	8676	8676
5	1150	11218	11218
6	1150	9731	9731
7	1150	5594	5594
8	1150	5968	5968
9	1150	7925	7925
10	1150	10563	10563
11	1150	9372	9372
12	1150	7510	7510
13	1150	7858	7858
14	1150	8875	8875
15	1150	8285	8285
16	1150	9828	9828
17	1150	9287	9287
18	1150	11289	11289
0	1151	3930161	1793654
1	1151	6646	6646
2	1151	12055	12055
3	1151	10267	10267
4	1151	8663	8663
5	1151	11498	11498
6	1151	9934	9934
7	1151	5694	5694
8	1151	5981	5981
9	1151	7836	7836
10	1151	10911	10911
11	1151	9360	9360
12	1151	7363	7363
13	1151	7878	7878
14	1151	8831	8831
15	1151	8391	8391
16	1151	9821	9821
17	1151	9227	9227
18	1151	11387	11387
0	1152	3930903	1791450
1	1152	6629	6629
2	1152	11811	11811
3	1152	10300	10300
4	1152	8984	8984
5	1152	11255	11255
6	1152	9920	9920
7	1152	5627	5627
8	1152	5923	5923
9	1152	7808	7808
10	1152	10786	10786
11	1152	9486	9486
12	1152	7398	7398
13	1152	7885	7885
14	1152	8794	8794
15	1152	8274	8274
16	1152	9804	9804
17	1152	8983	8983
18	1152	11334	11334
0	1153	3931842	1773810
1	1153	6718	6718
2	1153	11946	11946
3	1153	10007	10007
4	1153	8494	8494
5	1153	11380	11380
6	1153	9676	9676
7	1153	5679	5679
8	1153	5950	5950
9	1153	7813	7813
10	1153	10635	10635
11	1153	9391	9391
12	1153	7380	7380
13	1153	7900	7900
14	1153	8829	8829
15	1153	8305	8305
16	1153	9490	9490
17	1153	9016	9016
18	1153	11453	11453
0	1154	3933072	1759497
1	1154	6498	6498
2	1154	11770	11770
3	1154	9968	9968
4	1154	8560	8560
5	1154	11004	11004
6	1154	9706	9706
7	1154	5503	5503
8	1154	5898	5898
9	1154	7734	7734
10	1154	10698	10698
11	1154	9261	9261
12	1154	7374	7374
13	1154	7683	7683
14	1154	8762	8762
15	1154	8095	8095
16	1154	9637	9637
17	1154	9146	9146
18	1154	11535	11535
0	1155	3936832	1724906
1	1155	6318	6318
2	1155	11459	11459
3	1155	9748	9748
4	1155	8509	8509
5	1155	10764	10764
6	1155	9438	9438
7	1155	5364	5364
8	1155	5697	5697
9	1155	7651	7651
10	1155	10087	10087
11	1155	9226	9226
12	1155	7235	7235
13	1155	7864	7864
14	1155	8527	8527
15	1155	7967	7967
16	1155	9519	9519
17	1155	8893	8893
18	1155	10806	10806
0	1156	3936454	1728130
1	1156	6470	6470
2	1156	11308	11308
3	1156	9565	9565
4	1156	8489	8489
5	1156	10767	10767
6	1156	9447	9447
7	1156	5339	5339
8	1156	5881	5881
9	1156	7615	7615
10	1156	10360	10360
11	1156	9107	9107
12	1156	7163	7163
13	1156	7780	7780
14	1156	8543	8543
15	1156	8022	8022
16	1156	9504	9504
17	1156	8896	8896
18	1156	11194	11194
0	1157	3939089	1693708
1	1157	6262	6262
2	1157	11027	11027
3	1157	9649	9649
4	1157	8297	8297
5	1157	10957	10957
6	1157	9081	9081
7	1157	5319	5319
8	1157	5692	5692
9	1157	7607	7607
10	1157	10263	10263
11	1157	8963	8963
12	1157	6943	6943
13	1157	7569	7569
14	1157	8348	8348
15	1157	7905	7905
16	1157	9218	9218
17	1157	8538	8538
18	1157	11177	11177
0	1158	3941661	1663825
1	1158	5989	5989
2	1158	11006	11006
3	1158	9599	9599
4	1158	8107	8107
5	1158	10465	10465
6	1158	9262	9262
7	1158	5167	5167
8	1158	5494	5494
9	1158	7399	7399
10	1158	10147	10147
11	1158	8576	8576
12	1158	6944	6944
13	1158	7498	7498
14	1158	8372	8372
15	1158	7562	7562
16	1158	9289	9289
17	1158	8641	8641
18	1158	10726	10726
0	1159	3942721	1645791
1	1159	6110	6110
2	1159	10834	10834
3	1159	9416	9416
4	1159	7998	7998
5	1159	10376	10376
6	1159	8984	8984
7	1159	5233	5233
8	1159	5572	5572
9	1159	7311	7311
10	1159	10206	10206
11	1159	8674	8674
12	1159	6941	6941
13	1159	7415	7415
14	1159	8106	8106
15	1159	7780	7780
16	1159	9063	9063
17	1159	8472	8472
18	1159	10692	10692
0	1160	3944362	1639062
1	1160	5932	5932
2	1160	10637	10637
3	1160	9176	9176
4	1160	8255	8255
5	1160	10068	10068
6	1160	9045	9045
7	1160	5053	5053
8	1160	5344	5344
9	1160	7291	7291
10	1160	9786	9786
11	1160	8659	8659
12	1160	6877	6877
13	1160	7348	7348
14	1160	8151	8151
15	1160	7825	7825
16	1160	9076	9076
17	1160	8468	8468
18	1160	10551	10551
0	1161	3943742	1636868
1	1161	5817	5817
2	1161	10728	10728
3	1161	9314	9314
4	1161	7952	7952
5	1161	10137	10137
6	1161	9102	9102
7	1161	5022	5022
8	1161	5566	5566
9	1161	7388	7388
10	1161	10031	10031
11	1161	8578	8578
12	1161	6807	6807
13	1161	7482	7482
14	1161	8126	8126
15	1161	7627	7627
16	1161	9077	9077
17	1161	8550	8550
18	1161	10858	10858
0	1162	3944652	1624616
1	1162	6017	6017
2	1162	10672	10672
3	1162	9168	9168
4	1162	7926	7926
5	1162	10198	10198
6	1162	8812	8812
7	1162	5052	5052
8	1162	5349	5349
9	1162	7200	7200
10	1162	10144	10144
11	1162	8549	8549
12	1162	6977	6977
13	1162	7318	7318
14	1162	8059	8059
15	1162	7769	7769
16	1162	8941	8941
17	1162	8427	8427
18	1162	10674	10674
0	1163	3944149	1632070
1	1163	6094	6094
2	1163	10659	10659
3	1163	9327	9327
4	1163	8115	8115
5	1163	10211	10211
6	1163	9068	9068
7	1163	5268	5268
8	1163	5387	5387
9	1163	7247	7247
10	1163	9992	9992
11	1163	8501	8501
12	1163	6769	6769
13	1163	7406	7406
14	1163	8220	8220
15	1163	7541	7541
16	1163	8989	8989
17	1163	8354	8354
18	1163	10607	10607
0	1164	3942772	1646496
1	1164	6003	6003
2	1164	10675	10675
3	1164	9192	9192
4	1164	8092	8092
5	1164	10319	10319
6	1164	9185	9185
7	1164	5118	5118
8	1164	5536	5536
9	1164	7345	7345
10	1164	10060	10060
11	1164	8806	8806
12	1164	6924	6924
13	1164	7611	7611
14	1164	8294	8294
15	1164	7562	7562
16	1164	9118	9118
17	1164	8387	8387
18	1164	10905	10905
0	1165	3941472	1661345
1	1165	6032	6032
2	1165	10595	10595
3	1165	9544	9544
4	1165	8219	8219
5	1165	10309	10309
6	1165	9253	9253
7	1165	5158	5158
8	1165	5628	5628
9	1165	7402	7402
10	1165	10230	10230
11	1165	9049	9049
12	1165	7037	7037
13	1165	7516	7516
14	1165	8098	8098
15	1165	7799	7799
16	1165	9102	9102
17	1165	8569	8569
18	1165	10892	10892
0	1166	3941059	1652888
1	1166	6243	6243
2	1166	10887	10887
3	1166	9573	9573
4	1166	8069	8069
5	1166	10381	10381
6	1166	9252	9252
7	1166	5171	5171
8	1166	5541	5541
9	1166	7554	7554
10	1166	9993	9993
11	1166	8874	8874
12	1166	7054	7054
13	1166	7505	7505
14	1166	8388	8388
15	1166	7689	7689
16	1166	9223	9223
17	1166	8494	8494
18	1166	10954	10954
0	1167	3941465	1654485
1	1167	6123	6123
2	1167	10754	10754
3	1167	9425	9425
4	1167	8108	8108
5	1167	10414	10414
6	1167	9328	9328
