Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
349,6345022,2217649,143518,0,118685847927,14608364365,8762481307,3167498774,42683292460
350,6360507,2224086,143956,0,118998481496,14646860162,8785572619,3177710309,42819567333
351,6375958,2230160,144378,0,119311391113,14685387020,8808682585,3187432374,42950049317
352,6391460,2236193,144777,0,119625527144,14724179115,8831951625,3196866994,43075561502
353,6406894,2242254,145202,0,119942779214,14763231445,8855376856,3206729376,43206050854
354,6422125,2248460,145582,0,120252008531,14801371200,8878254594,3216476421,43335134080
355,6437400,2254168,145890,0,120565002873,14839932364,8901385175,3226197265,43465094582
356,6452932,2260337,146335,0,120876266064,14878220496,8924351846,3235560107,43588926061
357,6468290,2266153,146687,0,121185404569,14916232588,8947152964,3245513411,43720862178
358,6483254,2271981,147076,0,121496665090,14954583902,8970157801,3254936248,43845979379
359,6498619,2277708,147457,0,121803448326,14992400932,8992841848,3264215920,43969539196
360,6513620,2283788,147887,0,122114088499,15030610776,9015761786,3273835859,44098145658
361,6528773,2290017,148255,0,122427839538,15069219601,9038921065,3283420239,44225335656
362,6543630,2296056,148593,0,122730964374,15106527879,9061300077,3293543697,44359355934
363,6558721,2302051,148953,0,123046552399,15145225838,9084512766,3302606176,44480334715
364,6573660,2307762,149262,0,123347763886,15182374832,9106796198,3312562640,44612453500
365,6588544,2313835,149622,0,123653581287,15219990670,9129359749,3322425811,44743067965
366,6603212,2319724,149971,0,123950662676,15256609713,9151325267,3331945929,44869034819
367,6617930,2325660,150303,0,124245469346,15292914092,9173102042,3341579705,44996002445
368,6632809,2331478,150669,0,124551769146,15330493902,9195643971,3351038673,45121628253
369,6647535,2337169,151050,0,124859283803,15368154059,9218234159,3360328201,45244705149
370,6662204,2342912,151402,0,125160557007,15405220836,9240468375,3369496976,45365722235
371,6677118,2348720,151720,0,125454064826,15441411061,9262176543,3379085000,45494167889
372,6691796,2354969,152128,0,125751247242,15477916516,9284074008,3388720953,45623013172
373,6706603,2360840,152449,0,126062296282,15516206850,9307042306,3398250458,45749888147
374,6721170,2366892,152812,0,126357139253,15552510177,9328818465,3407855449,45877124107
375,6736015,2372683,153156,0,126661875851,15589995273,9351303549,3417000459,45999963333
376,6750705,2378617,153539,0,126977422970,15628575378,9374445770,3425893602,46118869727
377,6765271,2384797,153907,0,127280249654,15665821938,9396787921,3435619354,46247531729
378,6779976,2390641,154232,0,127577901991,15702410562,9418735236,3445466535,46378936697
379,6794378,2392531,154441,0,127870558165,15738413637,9440331283,3450962549,46647305270
380,6808758,2397453,154716,0,128172117843,15775485609,9462568688,3459581099,46821300837
381,6823106,2403286,155110,0,128472036140,15812332357,9484670977,3468895907,46945046174
382,6838052,2409291,155459,0,128799469617,15852535318,9508786723,3478475634,47072624783
383,6842550,2415294,155838,0,128917926738,15867012093,9517471019,3488077125,47200661899
384,6842587,2420817,156192,0,129074797958,15884822687,9528157360,3497018114,47319789318
385,6842733,2423668,156338,0,129081022525,15885673542,9528667814,3502255902,47388959677
386,6846369,2430363,156757,0,129139734094,15893039427,9533085896,3512260471,47521732604
387,6852670,2436023,157091,0,129223909584,15903343059,9539265556,3522816775,47703825306
388,6857184,2439866,157783,0,129278605653,15909998590,9543257087,3531454241,47913794975
389,6874798,2444213,158380,0,129588568341,15948352357,9566262279,3538846269,48106713195
390,6891719,2451384,158916,0,129932042237,15990888935,9591777498,3547289091,48220411437
391,6908449,2457321,159307,0,130274097821,16033278599,9617204562,3555745399,48357756361
392,6925002,2463293,159697,0,130609943563,16074872452,9642154218,3565235546,48482510506
393,6941080,2469112,160063,0,130946232457,16116423278,9667078280,3574558713,48605284184
394,6957514,2474970,160356,0,131283383726,16158114350,9692086313,3584503605,48735911827
395,6973496,2480804,160717,0,131610001206,16198499367,9716310998,3594005837,48860637946
396,6989696,2486800,161034,0,131935689804,16238761789,9740461949,3603720236,48988617528
397,7006062,2492884,161379,0,132263261468,16279287098,9764770576,3613774050,49121518801
398,7022090,2498850,161719,0,132590776663,16319806187,9789075584,3623028002,49243784866
399,7038049,2504962,162074,0,132920293588,16360515860,9813495024,3632875917,49373559756
400,7054016,2510837,162442,0,133254438590,16401707483,9838203603,3642105968,49495514556
401,7070177,2516572,162778,0,133583562298,16442382764,9862602347,3651827887,49624172640
402,7086985,2522544,163160,0,133924953992,16484352828,9887777669,3661432010,49750716515
403,7103005,2528375,163526,0,134244890810,16523939794,9911523474,3670896330,49875051806
404,7118686,2534343,163869,0,134567981531,16563891855,9935488398,3680542534,50003102692
405,7134403,2540167,164238,0,134890266098,16603653320,9959338963,3690063615,50127579420
406,7150026,2545982,164596,0,135204455612,16642483464,9982630772,3699331775,50249572906
407,7165714,2551873,164958,0,135523176123,16681800856,10006214958,3708313564,50368090431
408,7181360,2557694,165301,0,135843643843,16721355079,10029941278,3718456411,50501966305
409,7196507,2563348,165689,0,136157522847,16760144668,10053208991,3727972664,50627771253
410,7211909,2569224,166086,0,136480107575,16799898543,10077055135,3737540021,50754091811
411,7227075,2575358,166464,0,136793321203,16838539467,10100233641,3747257037,50880720654
412,7242527,2581391,166875,0,137106275115,16877154883,10123396706,3756713707,51005367382
413,7257816,2587232,167223,0,137422892905,16916148474,10146786764,3766254346,51130913103
414,7273002,2593332,167580,0,137732424605,16954376509,10169717478,3776049594,51260253409
415,7288267,2599085,167933,0,138045412682,16993095727,10192942901,3786085565,51392673838
416,7303466,2605368,168334,0,138359285123,17031744920,10216126281,3795436735,51515918271
417,7318912,2611263,168643,0,138681904939,17071418478,10239924232,3805175241,51644059467
418,7334212,2617154,168983,0,138997284495,17110272413,10263230509,3814567297,51767226526
419,7349262,2622932,169369,0,139309360355,17148794597,10286337845,3823992455,51892155965
420,7364480,2628667,169722,0,139620830163,17187193687,10309371248,3833277531,52014500263
421,7379498,2634777,170123,0,139934693264,17225903945,10332591432,3842378336,52135589666
422,7394573,2640252,170426,0,140241356720,17263771897,10355306112,3851936049,52261641447
423,7409602,2646525,170825,0,140552946988,17302215470,10378366235,3861734034,52391948856
424,7424837,2652228,171158,0,140878373533,17342047908,10402259655,3871212757,52516969744
425,7439792,2658208,171560,0,141189369262,17380278368,10425191898,3880783701,52643453723
426,7454709,2663997,171893,0,141495127136,17418032232,10447838221,3890063928,52766550647
427,7469733,2669867,172281,0,141807740563,17456557539,10470947435,3899243582,52888529630
428,7484490,2675729,172664,0,142115872735,17494616337,10493776841,3908538250,53012452347
429,7500126,2681797,173072,0,142494186452,17540562452,10521338340,3918540241,53144000218
430,7514773,2687452,173391,0,142789739778,17577051474,10543225847,3927971051,53270061522
431,7529170,2693096,173720,0,143086466264,17613716349,10565219024,3937478872,53395487233
432,7543621,2699026,174107,0,143383669365,17650390031,10587217448,3947045970,53522884743
433,7558191,2705118,174487,0,143682376554,17687289743,10609351448,3955892534,53640452045
434,7572468,2710875,174826,0,143974167451,17723315311,10630961074,3965311806,53765373300
435,7586708,2716751,175186,0,144268164141,17759580282,10652714384,3974999268,53892855171
436,7600958,2722451,175578,0,144580120686,17797878111,10675687371,3984358842,54016346322
437,7615199,2728384,175927,0,144876794206,17834413027,10697602631,3993913856,54143609670
438,7629334,2734005,176269,0,145171269769,17870704176,10719371636,4003831837,54275447619
439,7643486,2739888,176590,0,145465789661,17907068228,10741184434,4013233215,54399755558
440,7657459,2746012,176981,0,145752793446,17942462771,10762415575,4023200987,54531565369
441,7671485,2751794,177304,0,146044337540,17978444858,10783999222,4032482595,54655103559
442,7685627,2757617,177614,0,146340331090,18014863552,10805844797,4042104057,54782322047
443,7699730,2763576,177954,0,146629193257,18050470693,10827203455,4051711074,54908938365
444,7713587,2769726,178304,0,146925450174,18086940345,10849079710,4061622906,55039380163
445,7727800,2775519,178608,0,147217102707,18122935965,10870671350,4071688241,55171810370
446,7742662,2781755,178947,0,147571675192,18165995345,10896501040,4081560056,55301763044
447,7756794,2787712,179294,0,147863450659,18201985899,10918089758,4091131258,55427672413
448,7770808,2793532,179651,0,148152853597,18237631426,10939471463,4100726799,55555192436
449,7784867,2799727,179995,0,148447299145,18273943811,10961253230,4110758270,55687233624
450,7798531,2805609,180384,0,148737542262,18309753819,10982733787,4119802826,55807171084
451,7812528,2811425,180720,0,149026492048,18345366141,11004095613,4128983741,55929249696
452,7826553,2817340,181063,0,149313768104,18380769923,11025332270,4138883198,56060209943
453,7840157,2823151,181384,0,149599573810,18415957439,11046439278,4148419839,56186084473
454,7853959,2828867,181735,0,149887987810,18451484244,11067749832,4158420387,56319121748
455,7867956,2834601,182097,0,150181292751,18487564387,11089392273,4167548929,56439941242
456,7881228,2840411,182497,0,150463765063,18522351770,11110259429,4176976134,56565070001
457,7895012,2846262,182870,0,150751627859,18557853442,11131554900,4186196521,56686463014
458,7908664,2852499,183221,0,151037097718,18592974635,11152622178,4196198977,56819062337
459,7922473,2858224,183563,0,151318983741,18627695161,11173449024,4205837083,56946592691
460,7936006,2863925,183926,0,151598069893,18662104781,11194089394,4215288287,57071524908
461,7949524,2869506,184258,0,151882590921,18697146633,11215109060,4225004762,57200170336
462,7963083,2875440,184637,0,152163506755,18731734104,11235856106,4234496163,57326912615
463,7976623,2881416,184961,0,152445928288,18766516401,11256720025,4243969372,57452946122
464,7990208,2887214,185283,0,152735441763,18802126527,11278080700,4253299038,57576836470
465,8003841,2892949,185586,0,153015741563,18836664602,11298798090,4262911654,57704962649
466,8017510,2898757,185919,0,153296241094,18871219197,11319525423,4272050490,57825956541
467,8031013,2904776,186230,0,153592146462,18907449495,11341258228,4281537757,57951841573
468,8044650,2910611,186546,0,153879795457,18942827503,11362479555,4291801440,58086382482
469,8058133,2916401,186881,0,154179870362,18979510118,11384483767,4301110944,58209996815
470,8071615,2922147,187235,0,154456873924,19013629419,11404949944,4310425008,58333389710
471,8085155,2928040,187618,0,154741090119,19048613209,11425934766,4319987239,58460392414
472,8098409,2933993,187968,0,155031428911,19084195128,11447278640,4329443886,58585906553
473,8111765,2939927,188301,0,155311155998,19118656924,11467950337,4338855469,58710545969
474,8125083,2945763,188716,0,155600872323,19154167375,11489251252,4348488680,58839935575
475,8138255,2951471,189022,0,155876602796,19188109519,11509611276,4358260232,58969279518
476,8151465,2957544,189376,0,156157416089,19222649229,11530329792,4368062381,59099403705
477,8164702,2963399,189700,0,156438618543,19257198369,11551054031,4377554496,59224548683
478,8177789,2969340,190037,0,156712899458,19290956806,11571303900,4387359660,59354262855
479,8178839,2975488,190442,0,156769238318,19297782567,11575398932,4397284574,59485166685
480,8178867,2981285,190753,0,156898571272,19312398813,11584168669,4406729010,59610329234
481,8179199,2984049,190895,0,156915077820,19314674704,11585534075,4411674542,59675636628
482,8183630,2989157,191217,0,156967192874,19321107536,11589391967,4420101336,59787599313
483,8190150,2995797,191568,0,157050607648,19331314846,11595513744,4431045861,59931861274
484,8197211,3002676,192322,0,157145046312,19342903065,11602463836,4440751009,60064292138
485,8214047,3009958,192929,0,157484080088,19384894599,11627652001,4449232266,60177046875
486,8230456,3017333,193440,0,157827642178,19427466990,11653188883,4458346556,60296589279
487,8247063,3023754,193895,0,158177138849,19470665448,11679101318,4466840776,60408854551
488,8263254,3029637,194394,0,158516779944,19512687745,11704308189,4475669077,60525705246
489,8279385,3035310,194750,0,158850129265,19553906852,11729033189,4485868533,60659671111
490,8295141,3041026,195124,0,159186484340,19595521670,11753995767,4495516699,60787759236
491,8310711,3046850,195485,0,159521498504,19636897755,11778815191,4505242357,60916500985
492,8326428,3052581,195853,0,159851604060,19677703406,11803292272,4514593376,61039800836
493,8341945,3058351,196214,0,160176109384,19717808636,11827349199,4524126469,61166022658
494,8357556,3064012,196636,0,160507747687,19758805725,11851941188,4534350132,61302352297
495,8372848,3069741,197008,0,160841293236,19799877164,11876577955,4543586160,61424726911
496,8388274,3075466,197360,0,161169856036,19840465210,11900924626,4553831852,61561158441
497,8403876,3081048,197762,0,161493769678,19880466727,11924919263,4563395481,61687771610
498,8419346,3086824,198168,0,161813041296,19919934717,11948593878,4572870719,61814613293
499,8434570,3092421,198500,0,162128754937,19958956631,11972000992,4582252810,61938356833
500,8450172,3098263,198868,0,162452748398,19998995219,11996017921,4591957838,62067299960
501,8465626,3104002,199268,0,162779081772,20039290908,12020189161,4601693371,62197221080
502,8481042,3110063,199642,0,163106997851,20079728277,12044445388,4611237020,62322345626
503,8496502,3115773,199971,0,163436373993,20120383665,12068832392,4621253419,62455170813
504,8511847,3121931,200366,0,163760926882,20160388708,12092829347,4631156823,62586641464
505,8527000,3127923,200738,0,164078454477,20199578595,12116337189,4641155475,62718680650
506,8542396,3133899,201080,0,164395403065,20238718188,12139814754,4650980941,62848830480
507,8557550,3139941,201484,0,164728546171,20279694441,12164394437,4661080952,62981963222
508,8572850,3145774,201832,0,165047687234,20319100294,12188031825,4670519667,63107419273
509,8587912,3151719,202224,0,165367018641,20358474261,12211650170,4680367325,63237562141
510,8603187,3157301,202533,0,165688529034,20398196300,12235477333,4690335419,63368890366
511,8618435,3163498,202926,0,166001005147,20436774458,12258618084,4699419435,63488866486
512,8633358,3169285,203237,0,166311446767,20475109645,12281613220,4709889884,63626532113
513,8648185,3174862,203536,0,166625233294,20513867822,12304862203,4718991223,63746903351
514,8663086,3180747,203851,0,166936308168,20552221095,12327868174,4728725275,63875734783
515,8677832,3186516,204174,0,167249149959,20590715354,12350958908,4738282033,64002808942
516,8692423,3192532,204536,0,167560676310,20629176651,12374029830,4747968545,64131333460
517,8707209,3198429,204892,0,167870383506,20667462944,12396995693,4757815227,64261398709
518,8721977,3204183,205251,0,168182117751,20705939653,12420075805,4767093332,64384428097
519,8736845,3209707,205612,0,168495543000,20744580564,12443254387,4776672576,64513893850
520,8751535,3215379,205916,0,168807633810,20783124273,12466374712,4786014575,64637356152
521,8766452,3221110,206266,0,169126401478,20822283877,12489864490,4795310441,64760769174
522,8781226,3227036,206620,0,169434297806,20860211431,12512615043,4805160992,64893053076
523,8796037,3232667,206977,0,169742029830,20898233536,12535422399,4814413867,65016080299
524,8810660,3238309,207369,0,170050357404,20936322845,12558270109,4823771777,65140693743
525,8825317,3243991,207730,0,170363636596,20974892948,12581406278,4833005421,65263286621
526,8840166,3249625,208040,0,170676031032,21013468716,12604545805,4842608622,65391185472
527,8854707,3255329,208399,0,170983903446,21051469716,12627340592,4852036314,65516190567
528,8869449,3261412,208791,0,171297246283,21090048311,12650481809,4861920949,65647902242
529,8883838,3267082,209174,0,171618663405,21129448789,12674116313,4871001756,65768182155
530,8898437,3272936,209511,0,171920964473,21166679688,12696449077,4880315102,65891165001
531,8912931,3278713,209831,0,172224739155,21204138388,12718918460,4889633326,66014838865
532,8927402,3284580,210180,0,172523358731,21240981938,12741018758,4899177740,66143112940
533,8941747,3290347,210518,0,172824294865,21278106929,12763288014,4909237380,66277555138
534,8955847,3296208,210913,0,173120978760,21314743714,12785264441,4918157444,66396545221
535,8970186,3301982,211231,0,173426802115,21352427901,12807869171,4928113549,66528938268
536,8984297,3307754,211580,0,173726818006,21389428860,12830064070,4937789980,66657361664
537,8998635,3314028,211973,0,174038206093,21427789028,12853074423,4948035446,66794298805
538,9012932,3319880,212314,0,174340127048,21465010591,12875401590,4957645784,66921373366
539,9027329,3325647,212711,0,174655021834,21503700083,12898609522,4967320195,67049905684
540,9041571,3331368,213071,0,174968489779,21542069240,12921625294,4977627522,67186808113
541,9055696,3337443,213469,0,175281822471,21580622778,12944751762,4986795203,67308839235
542,9069826,3343214,213807,0,175583194029,21617689906,12966986405,4996933929,67443583081
543,9083807,3349051,214205,0,175879929789,21654289334,12988940472,5006323836,67567970481
544,9097836,3354967,214586,0,176191718560,21692786453,13012033152,5015923491,67695722347
545,9111915,3360551,214950,0,176492174510,21729812567,13034243176,5025063214,67816706270
546,9125841,3366072,215295,0,176793333676,21766960702,13056526480,5034171911,67938673644
547,9140566,3371483,215591,0,177166619103,21811926169,13083499818,5043313354,68060481093
548,9154464,3376366,215887,0,177460931500,21848299436,13105318257,5051244508,68165737266
549,9168418,3382109,216219,0,177760545973,21885290614,13127507423,5061248223,68298822834
550,9182351,3388091,216596,0,178067677132,21922811632,13150014426,5070573348,68422569734
551,9196048,3393784,216908,0,178362053677,21959093426,13171778113,5080246813,68550852281
552,9209817,3399353,217265,0,178650795138,21994719011,13193148007,5089399877,68672638555
553,9223567,3401688,217479,0,178941668326,22030547963,13214639880,5095960559,68931149125
554,9237338,3406196,217806,0,179237586150,22066901432,13236446539,5104233684,69101217595
555,9251184,3412118,218153,0,179535263124,22103507318,13258404505,5113974103,69230787247
556,9265534,3417677,218470,0,179860973203,22143091275,13282149159,5123835571,69360832291
557,9279406,3423389,218858,0,180155368159,22179360332,13303905062,5132568462,69477669546
558,9292939,3429289,219170,0,180459638510,22216931085,13326442098,5143057856,69616967792
559,9306720,3435193,219559,0,180745736936,22252243189,13347623840,5152877726,69747964506
560,9320165,3441124,219979,0,181034678722,22287769981,13368934594,5162843507,69880931154
561,9333728,3447002,220375,0,181329688571,22324058072,13390702012,5172476315,70010593276
562,9347355,3453121,220771,0,181612468275,22358893677,13411597970,5182504708,70143729121
563,9360977,3458915,221155,0,181900178663,22394313707,13432844521,5192468125,70275316358
564,9374589,3464834,221517,0,182188944762,22429780189,13454118989,5202062726,70402756508
565,9388207,3470664,221872,0,182472052084,22464624653,13475020201,5212762293,70545781290
566,9401498,3476636,222240,0,182754042400,22499331591,13495839099,5222309702,70673231749
567,9414434,3482559,222612,0,183036938922,22534109240,13516700520,5232164335,70804449249
568,9427691,3488759,222996,0,183317247787,22568604916,13537392643,5242371456,70940588963
569,9440886,3494468,223341,0,183599964772,22603399033,13558263821,5251677675,71063983745
570,9454052,3500275,223720,0,183884353138,22638498223,13579318076,5261331040,71191978212
571,9467232,3506110,224086,0,184167958291,22673408421,13600258887,5270903133,71319039645
572,9480390,3511700,224438,0,184446917796,22707759830,13620864443,5281086122,71453258562
573,9493574,3517781,224812,0,184732685515,22742869024,13641924636,5290261859,71575753710
574,9504542,3523783,225158,0,184985257647,22773901989,13660540035,5300215179,71708331547
575,9504732,3529629,225516,0,185107143016,22787667771,13668799433,5309748234,71835622063
576,9504745,3535411,225882,0,185107361666,22787692847,13668814474,5319302208,71963546895
577,9505167,3542219,226337,0,185128333450,22790595462,13670555866,5329722148,72101569121
578,9510343,3549542,226695,0,185198097368,22799139384,13675680149,5338649303,72217741333
579,9516063,3556707,227076,0,185273984474,22808455686,13681267651,5347981323,72340685371
580,9524081,3564227,227742,0,185394214430,22823260007,13690147024,5356685661,72455694862
581,9538315,3571693,228315,0,185689967079,22859859447,13712100982,5366910136,72590558917
582,9552373,3578480,228800,0,185985245006,22896446201,13734047361,5375086375,72696444669
583,9566384,3584783,229259,0,186279755861,22932938713,13755937272,5383657797,72810829371
584,9580052,3590604,229679,0,186572421900,22969204799,13777691487,5393388959,72940428814
585,9593787,3596370,230139,0,186859816285,23004768786,13799024400,5402761123,73063812770
586,9607269,3602097,230556,0,187148914688,23040508226,13820462661,5412649640,73194211930
587,9620582,3607877,231041,0,187434848874,23075912227,13841699729,5421965281,73317086932
588,9633970,3613381,231417,0,187724428027,23111636663,13863129092,5432249954,73453330538
589,9647295,3619157,231828,0,188011708196,23147100737,13884402185,5441918710,73581274637
590,9660568,3624769,232226,0,188292014228,23181774139,13905200907,5451195336,73704249268
591,9673827,3630543,232632,0,188574429439,23216704621,13926153922,5461162455,73836274496
592,9687036,3636260,233067,0,188856485954,23251599339,13947085466,5471024804,73967454586
593,9700420,3641964,233482,0,189137799428,23286415510,13967969854,5480594112,74093831556
594,9713454,3647629,233893,0,189416404699,23320820989,13988607933,5490236651,74221530239
595,9726569,3653134,234207,0,189698848435,23355689370,14009523652,5500041628,74351102705
596,9739884,3658994,234645,0,189977625665,23390115963,14030174255,5509711364,74479403458
597,9752977,3664506,235011,0,190257561851,23424711229,14050926183,5519738962,74611770007
