barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	23204411	26f25936952b009c7c9e44bf5f825d313f73d96f	20250929_ORID0085C	Pich31-12-24	PBE45781	2025-09-29T13:57:23.091430+02:00
