Channel State,Experiment Time (minutes),State Time (samples)
adapter,1355,8055069
adapter,1356,7685548
adapter,1357,7747656
adapter,1358,7959578
adapter,1359,8026835
adapter,1360,7874973
adapter,1361,7862886
adapter,1362,7966429
adapter,1363,7863496
adapter,1364,7788313
adapter,1365,8037251
adapter,1366,7865930
adapter,1367,7803528
adapter,1368,7600941
adapter,1369,8162103
adapter,1370,7896039
adapter,1371,7850529
adapter,1372,7929013
adapter,1373,7722304
adapter,1374,7588784
adapter,1375,7882533
adapter,1376,7574781
adapter,1377,7614366
adapter,1378,7699438
adapter,1379,7679525
adapter,1380,7968801
adapter,1381,7913920
adapter,1382,7801546
adapter,1383,7708844
adapter,1384,7660855
adapter,1385,7443766
adapter,1386,7716716
adapter,1387,7454543
adapter,1388,7739247
adapter,1389,7340076
adapter,1390,7327561
adapter,1391,7487892
adapter,1392,7435989
adapter,1393,7603330
adapter,1394,7177673
adapter,1395,7609801
adapter,1396,7543219
adapter,1397,7631579
adapter,1398,7536756
adapter,1399,7323557
adapter,1400,7546879
adapter,1401,7167837
adapter,1402,7350298
adapter,1403,7339243
adapter,1404,7356989
adapter,1405,6999764
adapter,1406,7271538
adapter,1407,7346190
adapter,1408,7367937
adapter,1409,7427782
adapter,1410,7131962
adapter,1411,7313164
adapter,1412,7133026
adapter,1413,7310055
adapter,1414,7210584
adapter,1415,7149823
adapter,1416,7405019
adapter,1417,7020448
adapter,1418,7506694
adapter,1419,7177281
adapter,1420,7132926
adapter,1421,6973322
adapter,1422,7106867
adapter,1423,7020684
adapter,1424,7105423
adapter,1425,7155772
adapter,1426,7104607
adapter,1427,6845016
adapter,1428,6669023
adapter,1429,6864993
adapter,1430,6869411
adapter,1431,6725030
adapter,1432,6826963
adapter,1433,6799435
adapter,1434,6932534
adapter,1435,6844199
adapter,1436,2858883
adapter,1437,15224
adapter,1438,667442
adapter,1439,3349264
adapter,1440,3200367
adapter,1441,1841818
adapter,1442,8421545
adapter,1443,8107624
adapter,1444,8067174
adapter,1445,7712720
adapter,1446,7720657
adapter,1447,7677485
adapter,1448,7627967
adapter,1449,7571930
adapter,1450,7514893
adapter,1451,7649907
adapter,1452,7501566
adapter,1453,7573129
adapter,1454,7302876
adapter,1455,7456340
adapter,1456,7543780
adapter,1457,7735930
adapter,1458,7448688
adapter,1459,7526801
adapter,1460,7538911
adapter,1461,7609144
adapter,1462,7511128
adapter,1463,7168115
adapter,1464,7448370
adapter,1465,7282512
adapter,1466,7397588
adapter,1467,7206766
adapter,1468,7131143
adapter,1469,7397534
adapter,1470,7212457
adapter,1471,7269022
adapter,1472,7164488
adapter,1473,7140615
adapter,1474,7030224
adapter,1475,7253249
adapter,1476,7175979
adapter,1477,7119664
adapter,1478,7403486
adapter,1479,7054324
adapter,1480,7234196
adapter,1481,7128070
adapter,1482,7074664
adapter,1483,6954787
adapter,1484,7110333
adapter,1485,7035798
adapter,1486,7110652
adapter,1487,7212856
adapter,1488,7267719
adapter,1489,7316759
adapter,1490,7080174
adapter,1491,7439121
adapter,1492,6952750
adapter,1493,6810204
adapter,1494,6752393
adapter,1495,6504642
adapter,1496,7155350
adapter,1497,6746446
adapter,1498,6682875
adapter,1499,6922302
adapter,1500,6728542
adapter,1501,6705203
adapter,1502,7079948
adapter,1503,6898184
adapter,1504,7013856
adapter,1505,6893517
adapter,1506,6758532
adapter,1507,6974798
adapter,1508,6671787
adapter,1509,6648657
adapter,1510,6913352
adapter,1511,6937051
adapter,1512,6723809
adapter,1513,6772645
adapter,1514,6637673
adapter,1515,6927558
adapter,1516,6897688
adapter,1517,6836269
adapter,1518,6685987
adapter,1519,6742605
adapter,1520,6705417
adapter,1521,6784936
adapter,1522,6634027
adapter,1523,6714592
adapter,1524,6468851
adapter,1525,6747009
adapter,1526,6634231
adapter,1527,6450181
adapter,1528,6638730
adapter,1529,6534901
adapter,1530,6579263
adapter,1531,6674698
adapter,1532,1137049
adapter,1533,16885
adapter,1534,1813270
adapter,1535,2868265
adapter,1536,2960991
adapter,1537,3296593
adapter,1538,8192315
adapter,1539,7728254
adapter,1540,7561413
adapter,1541,7256408
adapter,1542,7558619
adapter,1543,7120596
adapter,1544,7326821
adapter,1545,7244411
adapter,1546,7402804
adapter,1547,7345969
adapter,1548,7164428
adapter,1549,7238041
adapter,1550,6870362
adapter,1551,6907144
adapter,1552,6990054
adapter,1553,7062994
adapter,1554,7091262
adapter,1555,6994991
adapter,1556,6890568
adapter,1557,6910432
adapter,1558,6826157
adapter,1559,6978970
adapter,1560,6907962
adapter,1561,6976174
adapter,1562,7058348
adapter,1563,6673739
adapter,1564,6842267
adapter,1565,6886274
adapter,1566,6741963
adapter,1567,6923819
adapter,1568,6812816
adapter,1569,6561930
adapter,1570,6847127
adapter,1571,6898629
adapter,1572,6586210
adapter,1573,6919424
adapter,1574,6717122
adapter,1575,6619804
adapter,1576,6838943
adapter,1577,6543554
adapter,1578,6392571
adapter,1579,6562418
adapter,1580,6751476
adapter,1581,6593479
adapter,1582,6391680
adapter,1583,6532695
adapter,1584,6581885
adapter,1585,6642878
adapter,1586,6379665
adapter,1587,6772592
adapter,1588,6654939
adapter,1589,6484137
adapter,1590,6333654
adapter,1591,6336871
adapter,1592,6346137
adapter,1593,6440680
adapter,1594,6591620
adapter,1595,6193803
adapter,1596,6174027
adapter,1597,6234900
adapter,1598,6245938
adapter,1599,6262928
adapter,1600,6263377
adapter,1601,6031866
adapter,1602,6438768
adapter,1603,6243089
adapter,1604,6242160
adapter,1605,6338286
adapter,1606,6111049
adapter,1607,6221751
adapter,1608,6198089
adapter,1609,5992764
adapter,1610,6116885
adapter,1611,6195197
adapter,1612,6086422
adapter,1613,6086159
adapter,1614,6308523
adapter,1615,6015937
adapter,1616,5898907
adapter,1617,6058138
adapter,1618,5972090
adapter,1619,5940350
adapter,1620,6057795
adapter,1621,5897369
adapter,1622,5713900
adapter,1623,5852137
adapter,1624,5775046
adapter,1625,5702115
adapter,1626,5996242
adapter,1627,5274890
adapter,1628,102844
adapter,1629,27517
adapter,1630,2817550
adapter,1631,2713299
adapter,1632,3209113
adapter,1633,4372484
adapter,1634,7224673
adapter,1635,6973177
adapter,1636,7225791
adapter,1637,6972995
adapter,1638,6916791
adapter,1639,6716868
adapter,1640,6526966
adapter,1641,6879245
adapter,1642,6794579
adapter,1643,6584284
adapter,1644,6839515
adapter,1645,7083764
adapter,1646,6774349
adapter,1647,6683475
adapter,1648,6633450
adapter,1649,6623368
adapter,1650,6563752
adapter,1651,6336859
adapter,1652,6452238
adapter,1653,6473332
adapter,1654,6584997
adapter,1655,6531373
adapter,1656,6586379
adapter,1657,6319634
adapter,1658,6773363
adapter,1659,6733349
adapter,1660,6400246
adapter,1661,6562650
adapter,1662,6438466
adapter,1663,6370238
adapter,1664,6347299
adapter,1665,6362779
adapter,1666,6202058
adapter,1667,6164035
adapter,1668,6325070
adapter,1669,6228146
adapter,1670,6169745
adapter,1671,6276142
adapter,1672,6242415
adapter,1673,6191877
adapter,1674,6318044
adapter,1675,6099780
adapter,1676,6530455
adapter,1677,6296478
adapter,1678,6268876
adapter,1679,6073892
adapter,1680,6095995
adapter,1681,6220548
adapter,1682,6150091
adapter,1683,6108967
adapter,1684,6248021
adapter,1685,6292032
adapter,1686,6324671
adapter,1687,6179980
adapter,1688,6032528
adapter,1689,5953385
adapter,1690,6044338
adapter,1691,6102374
adapter,1692,6106364
adapter,1693,6299151
adapter,1694,6053690
adapter,1695,6046184
adapter,1696,6357296
adapter,1697,6038346
adapter,1698,6477913
adapter,1699,6114778
adapter,1700,6125563
adapter,1701,6132416
adapter,1702,6140192
adapter,1703,5778917
adapter,1704,5990261
adapter,1705,5988222
adapter,1706,5816918
adapter,1707,5931253
adapter,1708,6025112
adapter,1709,6076049
adapter,1710,6052635
adapter,1711,5972410
adapter,1712,5920112
adapter,1713,6080693
adapter,1714,5757135
adapter,1715,5965624
adapter,1716,5793675
adapter,1717,5911557
adapter,1718,5782196
adapter,1719,5658115
adapter,1720,5668844
adapter,1721,5825778
adapter,1722,5541693
adapter,1723,3919292
adapter,1724,20814
adapter,1725,8393
adapter,1726,3288876
adapter,1727,3020279
adapter,1728,2719930
adapter,1729,4848684
adapter,1730,6551850
adapter,1731,6334259
adapter,1732,6250684
adapter,1733,6267344
adapter,1734,6412543
adapter,1735,6229737
adapter,1736,6213877
adapter,1737,6156903
adapter,1738,6014017
adapter,1739,5998717
adapter,1740,6088085
adapter,1741,5983241
adapter,1742,6070661
adapter,1743,6099621
adapter,1744,5911822
adapter,1745,5903912
adapter,1746,6096583
adapter,1747,6106202
adapter,1748,6019496
adapter,1749,6074540
adapter,1750,5899109
adapter,1751,5946740
adapter,1752,6025702
adapter,1753,5765698
adapter,1754,5952129
adapter,1755,6155564
adapter,1756,5919893
adapter,1757,6135815
adapter,1758,5805848
adapter,1759,5900858
adapter,1760,6012419
adapter,1761,5815324
adapter,1762,5805339
adapter,1763,6139539
adapter,1764,5817398
adapter,1765,6035517
adapter,1766,5705810
adapter,1767,5704813
adapter,1768,5796341
adapter,1769,5742097
adapter,1770,5720893
adapter,1771,5790621
adapter,1772,5590567
adapter,1773,5588692
adapter,1774,5814543
adapter,1775,5653109
adapter,1776,5608384
adapter,1777,5787020
adapter,1778,5821902
adapter,1779,5765151
adapter,1780,5734097
adapter,1781,5672645
adapter,1782,5485573
adapter,1783,5583323
adapter,1784,5378688
adapter,1785,5727194
adapter,1786,5628062
adapter,1787,5507450
adapter,1788,5702043
adapter,1789,5585478
adapter,1790,5407026
adapter,1791,5390138
adapter,1792,5576274
adapter,1793,5547934
adapter,1794,5550226
adapter,1795,5519951
adapter,1796,5498610
adapter,1797,5571914
adapter,1798,5411425
adapter,1799,5519588
adapter,1800,5463240
adapter,1801,5531071
adapter,1802,5523378
adapter,1803,5201228
adapter,1804,5472948
adapter,1805,5510531
adapter,1806,5455938
adapter,1807,5472942
adapter,1808,5367337
adapter,1809,5582968
adapter,1810,5364432
adapter,1811,5455636
adapter,1812,5400265
adapter,1813,5412134
adapter,1814,5147529
adapter,1815,5226197
adapter,1816,5228472
adapter,1817,5224425
adapter,1818,5346600
adapter,1819,2639958
adapter,1820,15288
adapter,1821,571491
adapter,1822,3536355
adapter,1823,2880132
adapter,1824,1885598
adapter,1825,6603350
adapter,1826,6275977
adapter,1827,6119752
adapter,1828,6007220
adapter,1829,6162466
adapter,1830,5836421
adapter,1831,5651317
adapter,1832,5820047
adapter,1833,6022732
adapter,1834,5846534
adapter,1835,5800992
adapter,1836,6002892
adapter,1837,5906394
adapter,1838,5941448
adapter,1839,5763819
adapter,1840,5751582
adapter,1841,5878558
adapter,1842,5565275
adapter,1843,5859157
adapter,1844,5770011
adapter,1845,5659271
adapter,1846,5530417
adapter,1847,5701606
adapter,1848,5550791
adapter,1849,5609304
adapter,1850,5914651
adapter,1851,5685334
adapter,1852,5647409
adapter,1853,5756819
adapter,1854,5427087
adapter,1855,5547713
adapter,1856,5514631
adapter,1857,5609763
adapter,1858,5705823
adapter,1859,5617386
adapter,1860,5641273
adapter,1861,5716118
adapter,1862,5463672
adapter,1863,5726836
adapter,1864,5490792
adapter,1865,5486004
adapter,1866,5431948
adapter,1867,5292427
adapter,1868,5167080
adapter,1869,5291916
adapter,1870,5382819
adapter,1871,5200743
adapter,1872,5384105
adapter,1873,5504682
adapter,1874,5152971
adapter,1875,5276959
adapter,1876,5485294
adapter,1877,5470511
adapter,1878,5426323
adapter,1879,5271394
adapter,1880,5292673
adapter,1881,5174379
adapter,1882,5350077
adapter,1883,5011155
adapter,1884,5253658
adapter,1885,5076293
adapter,1886,5360680
adapter,1887,5432818
adapter,1888,5303017
adapter,1889,5255657
adapter,1890,5279241
adapter,1891,5183630
adapter,1892,5313193
adapter,1893,5312985
adapter,1894,5246791
adapter,1895,5092001
adapter,1896,5289490
adapter,1897,5180166
adapter,1898,5122810
adapter,1899,5298593
adapter,1900,5086642
adapter,1901,5042964
adapter,1902,5221222
adapter,1903,5018160
adapter,1904,5139790
adapter,1905,5243587
adapter,1906,5193358
adapter,1907,5194865
adapter,1908,5258843
adapter,1909,4929769
adapter,1910,5262285
adapter,1911,5252074
adapter,1912,4935964
adapter,1913,5087404
adapter,1914,5013790
adapter,1915,1031815
adapter,1916,19844
adapter,1917,1682870
adapter,1918,2956484
adapter,1919,2473616
adapter,1920,2766060
adapter,1921,6439583
adapter,1922,5858081
adapter,1923,5573845
adapter,1924,5546610
adapter,1925,5478451
adapter,1926,5335293
adapter,1927,5388197
adapter,1928,5274939
adapter,1929,5493418
adapter,1930,5368865
adapter,1931,5410278
adapter,1932,5148278
adapter,1933,5179562
adapter,1934,5304610
adapter,1935,5399811
adapter,1936,5189522
adapter,1937,5152905
adapter,1938,5273415
adapter,1939,5198341
adapter,1940,5117279
adapter,1941,5243904
adapter,1942,5185024
adapter,1943,5123248
adapter,1944,5150687
adapter,1945,4969388
adapter,1946,5065437
adapter,1947,5120272
adapter,1948,4834268
adapter,1949,5162329
adapter,1950,5348643
adapter,1951,5152784
adapter,1952,5263723
adapter,1953,5078459
adapter,1954,5161837
adapter,1955,5119374
adapter,1956,5208504
adapter,1957,5145337
adapter,1958,4977974
adapter,1959,5146612
adapter,1960,5235650
adapter,1961,4988927
adapter,1962,4949522
adapter,1963,5071550
adapter,1964,4862957
adapter,1965,5045834
adapter,1966,5196384
adapter,1967,4684577
adapter,1968,5088900
adapter,1969,4954710
adapter,1970,4862956
adapter,1971,5055192
adapter,1972,5029724
adapter,1973,5061742
adapter,1974,4976979
adapter,1975,4921765
adapter,1976,4835018
adapter,1977,4848437
adapter,1978,4677821
adapter,1979,4980582
adapter,1980,4872088
adapter,1981,4902717
adapter,1982,4823823
adapter,1983,4786589
adapter,1984,4913109
adapter,1985,4691270
adapter,1986,5027682
adapter,1987,4631239
adapter,1988,4586660
adapter,1989,4978103
adapter,1990,4820318
adapter,1991,4763831
adapter,1992,4862523
adapter,1993,4673265
adapter,1994,4755573
adapter,1995,4672142
adapter,1996,4541551
adapter,1997,4497103
adapter,1998,4613505
adapter,1999,4702079
adapter,2000,4715319
adapter,2001,4705119
adapter,2002,4637460
adapter,2003,4680653
adapter,2004,4429980
adapter,2005,4404289
adapter,2006,4717904
adapter,2007,4532479
adapter,2008,4435857
adapter,2009,4471183
adapter,2010,4068772
adapter,2011,127027
adapter,2012,26617
adapter,2013,2942972
adapter,2014,2478764
adapter,2015,2813121
adapter,2016,3608040
adapter,2017,5312862
adapter,2018,5370178
adapter,2019,5165666
adapter,2020,5224520
adapter,2021,5174787
adapter,2022,5108915
adapter,2023,5263775
adapter,2024,5076888
adapter,2025,5089421
adapter,2026,5182861
adapter,2027,5001391
adapter,2028,4791016
adapter,2029,4897055
adapter,2030,5103418
adapter,2031,5044205
adapter,2032,5056731
adapter,2033,4791592
adapter,2034,5063859
adapter,2035,4927073
adapter,2036,4932258
adapter,2037,4973220
adapter,2038,5019374
adapter,2039,4931164
adapter,2040,5036792
adapter,2041,4831304
adapter,2042,5039946
adapter,2043,4943737
adapter,2044,5095305
adapter,2045,4833961
adapter,2046,5029579
adapter,2047,4760211
adapter,2048,4874554
adapter,2049,4899291
adapter,2050,4739967
adapter,2051,4797838
adapter,2052,4900835
adapter,2053,4875044
adapter,2054,4836997
adapter,2055,4707575
adapter,2056,4764176
adapter,2057,4608645
adapter,2058,4718074
adapter,2059,4981265
adapter,2060,4633906
adapter,2061,4864231
adapter,2062,4808156
adapter,2063,4787347
adapter,2064,4451100
adapter,2065,4663490
adapter,2066,4531885
adapter,2067,4750847
adapter,2068,4689070
adapter,2069,4643140
adapter,2070,4560858
adapter,2071,4732827
adapter,2072,4448099
adapter,2073,4522836
adapter,2074,4708255
adapter,2075,4702725
adapter,2076,4605615
adapter,2077,4446671
adapter,2078,4762063
adapter,2079,4715895
adapter,2080,4562439
adapter,2081,4616061
adapter,2082,4560247
adapter,2083,4639100
adapter,2084,4735067
adapter,2085,4566008
adapter,2086,4715904
adapter,2087,4459869
adapter,2088,4683605
adapter,2089,4597704
adapter,2090,4484981
adapter,2091,4513641
adapter,2092,4536286
adapter,2093,4486639
adapter,2094,4569354
adapter,2095,4469253
adapter,2096,4677229
adapter,2097,4422051
adapter,2098,4745136
adapter,2099,4622393
adapter,2100,4499728
adapter,2101,4427106
adapter,2102,4348572
adapter,2103,4521750
adapter,2104,4632020
adapter,2105,4543451
adapter,2106,3207722
adapter,2107,16490
adapter,2108,32321
adapter,2109,3155622
adapter,2110,2526875
adapter,2111,2673428
adapter,2112,4076140
adapter,2113,4364510
adapter,2114,4277604
adapter,2115,4212597
adapter,2116,4187578
adapter,2117,4146093
adapter,2118,4044631
adapter,2119,4025366
adapter,2120,4181222
adapter,2121,3976608
adapter,2122,4165544
adapter,2123,4187931
adapter,2124,4175747
adapter,2125,4038649
adapter,2126,3908948
adapter,2127,4042368
adapter,2128,4162668
adapter,2129,4085099
adapter,2130,3949816
adapter,2131,4056137
adapter,2132,4143655
adapter,2133,3982415
adapter,2134,4006430
adapter,2135,4022246
adapter,2136,3913887
adapter,2137,3846389
adapter,2138,3909169
adapter,2139,4017570
adapter,2140,4124926
adapter,2141,3933401
adapter,2142,3898277
adapter,2143,4094292
adapter,2144,3979689
adapter,2145,3953553
adapter,2146,3921537
adapter,2147,3982875
adapter,2148,3819596
adapter,2149,3764920
adapter,2150,3795086
adapter,2151,3751778
adapter,2152,3856823
adapter,2153,3641713
adapter,2154,3761030
adapter,2155,3837218
adapter,2156,3920546
adapter,2157,3796244
adapter,2158,3982893
adapter,2159,3964284
adapter,2160,3949440
adapter,2161,3869407
adapter,2162,3849301
adapter,2163,3932081
adapter,2164,3901667
adapter,2165,3682632
adapter,2166,3851372
adapter,2167,3687789
adapter,2168,3803762
adapter,2169,3766322
adapter,2170,3732587
adapter,2171,3710824
adapter,2172,3889766
adapter,2173,3720518
adapter,2174,3943007
adapter,2175,3723872
adapter,2176,3655800
adapter,2177,3625654
adapter,2178,3680404
adapter,2179,3818499
adapter,2180,3719807
adapter,2181,3757947
adapter,2182,3694446
adapter,2183,3865530
adapter,2184,3892185
adapter,2185,3637107
adapter,2186,3856618
adapter,2187,3688576
adapter,2188,3697511
adapter,2189,3702167
adapter,2190,3690983
adapter,2191,3697144
adapter,2192,3569548
adapter,2193,3583610
adapter,2194,3727190
adapter,2195,3502101
adapter,2196,3605454
adapter,2197,3611506
adapter,2198,3494594
adapter,2199,3504979
adapter,2200,3656082
adapter,2201,3592366
adapter,2202,1793814
adapter,2203,15497
adapter,2204,553972
adapter,2205,3548979
adapter,2206,2823008
adapter,2207,1642401
adapter,2208,5456883
adapter,2209,4441830
adapter,2210,4484997
adapter,2211,4539742
adapter,2212,4619400
adapter,2213,4433415
adapter,2214,4443581
adapter,2215,4365912
adapter,2216,4456370
adapter,2217,4477337
adapter,2218,4419360
adapter,2219,4289927
adapter,2220,4338527
adapter,2221,4225420
adapter,2222,4500453
adapter,2223,4253494
adapter,2224,4378783
adapter,2225,4260078
adapter,2226,4146023
adapter,2227,4123803
adapter,2228,4329946
adapter,2229,4262053
adapter,2230,4328310
adapter,2231,4345586
adapter,2232,4410496
adapter,2233,4192932
adapter,2234,4379898
adapter,2235,4237819
adapter,2236,4279717
adapter,2237,4259140
adapter,2238,4325831
adapter,2239,4147701
adapter,2240,4265349
adapter,2241,4118963
adapter,2242,4141978
adapter,2243,4168709
adapter,2244,4224020
adapter,2245,4345189
adapter,2246,4430378
adapter,2247,4166633
adapter,2248,4254043
adapter,2249,4244257
adapter,2250,4391216
adapter,2251,4406032
adapter,2252,4192916
adapter,2253,4275509
adapter,2254,4175170
adapter,2255,4198763
adapter,2256,4146201
adapter,2257,4248739
adapter,2258,4329210
adapter,2259,4232690
adapter,2260,4055819
adapter,2261,3941751
adapter,2262,4154988
adapter,2263,3991099
adapter,2264,4110928
adapter,2265,4245035
adapter,2266,4118368
adapter,2267,4046755
adapter,2268,4210991
adapter,2269,4074553
adapter,2270,3946968
adapter,2271,3958215
adapter,2272,4134471
adapter,2273,4265719
adapter,2274,4229522
adapter,2275,4044521
adapter,2276,4167672
adapter,2277,3999143
adapter,2278,4045939
adapter,2279,4173871
adapter,2280,3842783
adapter,2281,4208978
adapter,2282,4066857
adapter,2283,4065805
adapter,2284,4085729
adapter,2285,4126109
adapter,2286,3825357
adapter,2287,4024041
adapter,2288,3937571
adapter,2289,4061040
adapter,2290,4029229
adapter,2291,3864706
adapter,2292,3958854
adapter,2293,3805120
adapter,2294,4020022
adapter,2295,4158969
adapter,2296,3911339
adapter,2297,3837526
adapter,2298,833781
adapter,2299,18205
adapter,2300,2650794
adapter,2301,2506320
adapter,2302,2767951
adapter,2303,2745424
adapter,2304,4050542
adapter,2305,4092490
adapter,2306,4004709
adapter,2307,4008023
adapter,2308,3904673
adapter,2309,4096754
adapter,2310,3768465
adapter,2311,3844727
adapter,2312,3938565
adapter,2313,3939352
adapter,2314,4094113
adapter,2315,4138180
adapter,2316,4063876
adapter,2317,3886524
adapter,2318,3960947
adapter,2319,3673063
adapter,2320,3947756
adapter,2321,3829738
adapter,2322,3873231
adapter,2323,3897199
adapter,2324,3795755
adapter,2325,3752941
adapter,2326,3910707
adapter,2327,3771690
adapter,2328,3723164
adapter,2329,3768954
adapter,2330,3829658
adapter,2331,3744898
adapter,2332,3670257
adapter,2333,3720538
adapter,2334,3577541
adapter,2335,3631968
adapter,2336,3585930
adapter,2337,3812863
adapter,2338,3450313
adapter,2339,3572558
adapter,2340,3441661
adapter,2341,3450119
adapter,2342,3652636
adapter,2343,3524820
adapter,2344,3736687
adapter,2345,3488792
adapter,2346,3612064
adapter,2347,3550051
adapter,2348,3631871
adapter,2349,3620207
adapter,2350,3670382
adapter,2351,3393522
adapter,2352,3597312
adapter,2353,3773172
adapter,2354,3711491
adapter,2355,3513152
adapter,2356,3658812
adapter,2357,3551436
adapter,2358,3542967
adapter,2359,3599516
adapter,2360,3590442
adapter,2361,3588453
adapter,2362,3514697
adapter,2363,3591851
adapter,2364,3517682
adapter,2365,3548258
adapter,2366,3444362
adapter,2367,3553600
adapter,2368,3541194
adapter,2369,3553922
adapter,2370,3390012
adapter,2371,3594875
adapter,2372,3453764
adapter,2373,3536472
adapter,2374,3467446
adapter,2375,3600760
adapter,2376,3532180
adapter,2377,3533557
adapter,2378,3567999
adapter,2379,3415259
adapter,2380,3422101
adapter,2381,3444842
adapter,2382,3557287
adapter,2383,3382104
adapter,2384,3491464
adapter,2385,3557490
adapter,2386,3509549
adapter,2387,3265073
adapter,2388,3068909
adapter,2389,3256352
adapter,2390,3374561
adapter,2391,3363958
adapter,2392,3460187
adapter,2393,2658978
adapter,2394,20632
adapter,2395,1218153
adapter,2396,3310156
adapter,2397,2548685
adapter,2398,1414583
adapter,2399,6126326
adapter,2400,4101967
adapter,2401,3868469
adapter,2402,4066232
adapter,2403,3886593
adapter,2404,3888966
adapter,2405,3794221
adapter,2406,4014965
adapter,2407,3927398
adapter,2408,3887609
adapter,2409,3957697
adapter,2410,3726861
adapter,2411,3747766
adapter,2412,4058125
adapter,2413,4007456
adapter,2414,3963182
adapter,2415,3740092
adapter,2416,3823130
adapter,2417,3751339
adapter,2418,3545726
adapter,2419,3529959
adapter,2420,3836147
adapter,2421,3767679
adapter,2422,3647147
adapter,2423,3721957
adapter,2424,3564782
adapter,2425,3624471
adapter,2426,3513070
adapter,2427,3591304
adapter,2428,3781210
adapter,2429,3359600
adapter,2430,3641277
adapter,2431,3666149
adapter,2432,3674206
adapter,2433,3640655
adapter,2434,3525687
adapter,2435,3593629
adapter,2436,3699694
adapter,2437,3514780
adapter,2438,3503488
adapter,2439,3539691
adapter,2440,3536037
adapter,2441,3839117
adapter,2442,3743129
adapter,2443,3538258
adapter,2444,3774133
adapter,2445,3814703
adapter,2446,3695646
adapter,2447,3500436
adapter,2448,3691643
adapter,2449,3446972
adapter,2450,3514331
adapter,2451,3393166
adapter,2452,3521881
adapter,2453,3613137
adapter,2454,3431402
adapter,2455,3305250
adapter,2456,3457904
adapter,2457,3539721
adapter,2458,3404786
adapter,2459,3426916
adapter,2460,3166451
adapter,2461,3357051
adapter,2462,3257097
adapter,2463,3351105
adapter,2464,3265056
adapter,2465,3265536
adapter,2466,3285982
adapter,2467,3331501
adapter,2468,3233466
adapter,2469,3294860
adapter,2470,3155012
adapter,2471,2978118
adapter,2472,3075236
adapter,2473,3020932
adapter,2474,3128411
adapter,2475,2967581
adapter,2476,2809792
adapter,2477,2803188
adapter,2478,2841719
adapter,2479,2737107
adapter,2480,2794247
adapter,2481,2684073
adapter,2482,2756046
adapter,2483,2590525
adapter,2484,2503594
adapter,2485,2534871
adapter,2486,2549930
adapter,2487,2439684
adapter,2488,2567980
adapter,2489,136356
adapter,2490,14266
adapter,2491,3241941
adapter,2492,2016831
adapter,2493,2145556
adapter,2494,4508613
adapter,2495,4079733
adapter,2496,3631902
adapter,2497,3474198
adapter,2498,3580572
adapter,2499,3454998
adapter,2500,3619997
adapter,2501,3723109
adapter,2502,3581700
adapter,2503,3431232
adapter,2504,3558220
adapter,2505,3582015
adapter,2506,3665062
adapter,2507,3538065
adapter,2508,3452739
adapter,2509,3515671
adapter,2510,3320731
adapter,2511,3422901
adapter,2512,3453373
adapter,2513,3449402
adapter,2514,3443951
adapter,2515,3243669
adapter,2516,3473982
adapter,2517,3366002
adapter,2518,3381746
adapter,2519,3557426
adapter,2520,3589917
adapter,2521,3473268
adapter,2522,3332741
adapter,2523,3407906
adapter,2524,3537482
adapter,2525,3308564
adapter,2526,3515430
adapter,2527,3294657
adapter,2528,3492192
adapter,2529,3385119
adapter,2530,3249566
adapter,2531,3266253
adapter,2532,3150801
adapter,2533,3271371
adapter,2534,3276847
adapter,2535,3303357
adapter,2536,3282525
adapter,2537,3399790
adapter,2538,3218756
adapter,2539,3153770
adapter,2540,3294777
adapter,2541,3210039
adapter,2542,3218525
adapter,2543,3211982
adapter,2544,3243193
adapter,2545,3127386
adapter,2546,3159890
adapter,2547,3165474
adapter,2548,3095571
adapter,2549,3019854
adapter,2550,2960901
adapter,2551,2962784
adapter,2552,2969235
adapter,2553,3127753
adapter,2554,3133843
adapter,2555,3030724
adapter,2556,3242817
adapter,2557,2867016
adapter,2558,2957823
adapter,2559,2735256
adapter,2560,2799433
adapter,2561,2824001
adapter,2562,2859219
adapter,2563,2840472
adapter,2564,2797041
adapter,2565,2990562
adapter,2566,2805241
adapter,2567,2740296
adapter,2568,2650803
adapter,2569,2664121
adapter,2570,2734259
adapter,2571,2507892
adapter,2572,2646799
adapter,2573,2377659
adapter,2574,2567893
adapter,2575,2383281
adapter,2576,2404276
adapter,2577,2233483
adapter,2578,2460348
adapter,2579,2193069
adapter,2580,2204401
adapter,2581,2139481
adapter,2582,2042446
adapter,2583,2033405
adapter,2584,861774
adapter,2585,11996
adapter,2586,1777665
adapter,2587,2529299
adapter,2588,1830905
adapter,2589,2521141
adapter,2590,3759643
adapter,2591,3152822
adapter,2592,3052952
adapter,2593,3242697
adapter,2594,2932954
adapter,2595,3006724
adapter,2596,3022310
adapter,2597,3020713
adapter,2598,2871513
adapter,2599,2994758
adapter,2600,2803468
adapter,2601,2820735
adapter,2602,2736443
adapter,2603,2722108
adapter,2604,2802671
adapter,2605,2681977
adapter,2606,2768901
adapter,2607,2707257
adapter,2608,2725804
adapter,2609,2629461
adapter,2610,2563624
adapter,2611,2626608
adapter,2612,2623772
adapter,2613,2579804
adapter,2614,2389535
adapter,2615,2468330
adapter,2616,2284951
adapter,2617,2277402
adapter,2618,2313127
adapter,2619,2204250
adapter,2620,2350455
adapter,2621,2227834
adapter,2622,2279655
adapter,2623,2184716
adapter,2624,2282728
adapter,2625,2250097
adapter,2626,2126803
