protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
84291f8c-b7a7-4891-90bb-8f68c00020fe,2B,PBE45781,Pich31-12-24,20250929_ORID0085C,FLO-PRO114M,
