[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,ORID0036-21_Neuromed_PT39,,,,,
EXPERIMENT NAME,ORID0036-21_Neuromed_PT39,,,,,
DATE,20251216,,,,,
[Manifests],,,,,,
A,EPIC-8v2-0_A2.bpm,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position
410452,,,208817100058,,208817100058,R01C01
410583,,,208817100058,,208817100058,R02C01
240427,,,208817100058,,208817100058,R03C01
240561,,,208817100058,,208817100058,R04C01
211077,,,208817100058,,208817100058,R05C01
410695,,,208817100058,,208817100058,R06C01
202527DB,,,208817100058,,208817100058,R07C01
240671,,,208817100058,,208817100058,R08C01
201011,,,208817110178,,208817110178,R01C01
214778,,,208817110178,,208817110178,R02C01
241011,,,208817110178,,208817110178,R03C01
208873,,,208817110178,,208817110178,R04C01
201017,,,208817110178,,208817110178,R05C01
411217,,,208817110178,,208817110178,R06C01
241017,,,208817110178,,208817110178,R07C01
241312,,,208817110178,,208817110178,R08C01
410493,,,208817110001,,208817110001,R01C01
201542,,,208817110001,,208817110001,R02C01
207050DB,,,208817110001,,208817110001,R03C01
241542,,,208817110001,,208817110001,R04C01
202187,,,208817110001,,208817110001,R05C01
203002,,,208817110001,,208817110001,R06C01
242187,,,208817110001,,208817110001,R07C01
243002,,,208817110001,,208817110001,R08C01
203075,,,208817110169,,208817110169,R01C01
203655,,,208817110169,,208817110169,R02C01
243075,,,208817110169,,208817110169,R03C01
243655,,,208817110169,,208817110169,R04C01
204858,,,208817110169,,208817110169,R05C01
212711,,,208817110169,,208817110169,R06C01
244858,,,208817110169,,208817110169,R07C01
207050,,,208817110169,,208817110169,R08C01
POOLW,,,208817100046,,208817100046,R01C01
205119,,,208817100046,,208817100046,R02C01
POOLM,,,208817100046,,208817100046,R03C01
245119,,,208817100046,,208817100046,R04C01
202527,,,208817100046,,208817100046,R05C01
410452DB,,,208817100046,,208817100046,R06C01
218856,,,208817100046,,208817100046,R07C01
205024DB,,,208817100046,,208817100046,R08C01
205024,,,208817100139,,208817100139,R01C01
205352DB,,,208817100139,,208817100139,R02C01
245024,,,208817100139,,208817100139,R03C01
214778,,,208817100139,,208817100139,R04C01
206469,,,208817100139,,208817100139,R05C01
205145,,,208817100139,,208817100139,R06C01
246469,,,208817100139,,208817100139,R07C01
245145,,,208817100139,,208817100139,R08C01
205352,,,208817110180,,208817110180,R01C01
410493,,,208817110180,,208817110180,R02C01
245352,,,208817110180,,208817110180,R03C01
211077DB,,,208817110180,,208817110180,R04C01
205119,,,208817110180,,208817110180,R05C01
206629,,,208817110180,,208817110180,R06C01
245119,,,208817110180,,208817110180,R07C01
246629,,,208817110180,,208817110180,R08C01
212711DB,,,208817100029,,208817100029,R01C01
202527,,,208817100029,,208817100029,R02C01
218856,,,208817100029,,208817100029,R03C01
206969DB,,,208817100029,,208817100029,R04C01
206785,,,208817100029,,208817100029,R05C01
207468,,,208817100029,,208817100029,R06C01
246785,,,208817100029,,208817100029,R07C01
247468,,,208817100029,,208817100029,R08C01
206969,,,208817100016,,208817100016,R01C01
206504,,,208817100016,,208817100016,R02C01
246969,,,208817100016,,208817100016,R03C01
246504,,,208817100016,,208817100016,R04C01
212711,,,208817100016,,208817100016,R05C01
POOLW,,,208817100016,,208817100016,R06C01
202527DB,,,208817100016,,208817100016,R07C01
POOLM,,,208817100016,,208817100016,R08C01
213345DB,,,208817100019,,208817100019,R01C01
210030,,,208817100019,,208817100019,R02C01
207050,,,208817100019,,208817100019,R03C01
250030,,,208817100019,,208817100019,R04C01
212798,,,208817100019,,208817100019,R05C01
410092,,,208817100019,,208817100019,R06C01
252798,,,208817100019,,208817100019,R07C01
240275,,,208817100019,,208817100019,R08C01
208716DB,,,208817100133,,208817100133,R01C01
211077,,,208817100133,,208817100133,R02C01
212798DB,,,208817100133,,208817100133,R03C01
207050DB,,,208817100133,,208817100133,R04C01
213345,,,208817100133,,208817100133,R05C01
217004,,,208817100133,,208817100133,R06C01
253345,,,208817100133,,208817100133,R07C01
257004,,,208817100133,,208817100133,R08C01
207923,,,208817100060,,208817100060,R01C01
208716,,,208817100060,,208817100060,R02C01
247923,,,208817100060,,208817100060,R03C01
248716,,,208817100060,,208817100060,R04C01
410493,,,208817100060,,208817100060,R05C01
410452,,,208817100060,,208817100060,R06C01
208873,,,208817100060,,208817100060,R07C01
240427,,,208817100060,,208817100060,R08C01
