filename_fastq	filename_fast5	filename_pod5	parent_read_id	read_id	run_id	channel	mux	minknow_events	start_time	duration	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	median_template	mad_template	pore_type	experiment_id	sample_id	end_reason
PBE45781_pass_84291f8c_26f25936_2.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	5390dd78-c990-48d9-8f15-fcf98f1970aa	5390dd78-c990-48d9-8f15-fcf98f1970aa	26f25936952b009c7c9e44bf5f825d313f73d96f	2628	4	3598	1137.993600	5.724600	TRUE	1137.995600	4768	5.722600	2308	20.103001	750.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	31ac2f27-adb1-47fa-9ea2-a52dfd25a205	31ac2f27-adb1-47fa-9ea2-a52dfd25a205	26f25936952b009c7c9e44bf5f825d313f73d96f	2844	4	154	41.786400	0.306400	FALSE	41.788400	253	0.304400	16	4.411613	769.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	4eeeeb2a-8c5c-4226-b4de-3c562892eb0e	4eeeeb2a-8c5c-4226-b4de-3c562892eb0e	26f25936952b009c7c9e44bf5f825d313f73d96f	2008	4	423	41.450600	0.809200	FALSE	41.452600	672	0.807200	6	3.194312	763.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	4ae42060-6642-47bb-ae92-5ed83445a34d	4ae42060-6642-47bb-ae92-5ed83445a34d	26f25936952b009c7c9e44bf5f825d313f73d96f	2771	3	184	34.435400	0.331800	FALSE	34.437400	274	0.329800	27	6.206934	739.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	47fb8806-a68e-4853-be1c-78ac534592cf	47fb8806-a68e-4853-be1c-78ac534592cf	26f25936952b009c7c9e44bf5f825d313f73d96f	2814	2	253	27.242400	0.448800	FALSE	27.244400	372	0.446800	7	3.193871	776.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	bd2a8acf-8bd5-4e72-97a6-1d56beb61bf3	bd2a8acf-8bd5-4e72-97a6-1d56beb61bf3	26f25936952b009c7c9e44bf5f825d313f73d96f	1906	2	405	26.754000	0.793400	FALSE	26.756000	659	0.791400	25	3.728818	776.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	bc494ecf-a01c-4913-935d-0c671027928a	bc494ecf-a01c-4913-935d-0c671027928a	26f25936952b009c7c9e44bf5f825d313f73d96f	2813	4	249	41.786400	0.473200	FALSE	41.788400	392	0.471200	8	2.700532	772.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	9b0a02ea-c052-44e5-aa55-2e572d62330b	9b0a02ea-c052-44e5-aa55-2e572d62330b	26f25936952b009c7c9e44bf5f825d313f73d96f	2824	1	257	19.903400	0.435400	FALSE	19.905400	361	0.433400	7	2.901995	773.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	e70811ef-5d1a-4ef5-bf20-cf45e118c0b2	e70811ef-5d1a-4ef5-bf20-cf45e118c0b2	26f25936952b009c7c9e44bf5f825d313f73d96f	1772	4	345	41.338200	0.754800	FALSE	41.340200	627	0.752800	29	5.140756	746.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	29b225d8-e034-424d-9260-1e500d8e0168	29b225d8-e034-424d-9260-1e500d8e0168	26f25936952b009c7c9e44bf5f825d313f73d96f	2517	1	327	19.791400	0.547200	FALSE	19.793400	454	0.545200	7	3.740667	765.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	d19f4217-e84c-48df-bc58-07b2db821ceb	d19f4217-e84c-48df-bc58-07b2db821ceb	26f25936952b009c7c9e44bf5f825d313f73d96f	2306	1	366	19.679800	0.659600	FALSE	19.681800	548	0.657600	6	2.923584	783.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	f1ed8fc1-0397-4ee3-a0e2-f88082ced776	f1ed8fc1-0397-4ee3-a0e2-f88082ced776	26f25936952b009c7c9e44bf5f825d313f73d96f	39	1	974	18.619600	1.573400	FALSE	18.621600	1309	1.571400	110	6.253419	734.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	d8bb766f-22ff-486a-9780-5aab5d34ffab	d8bb766f-22ff-486a-9780-5aab5d34ffab	26f25936952b009c7c9e44bf5f825d313f73d96f	27	3	1085	33.179800	1.748600	FALSE	33.181800	1455	1.746600	5	1.182423	743.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	2a707962-202f-4ad3-a8e6-089702010986	2a707962-202f-4ad3-a8e6-089702010986	26f25936952b009c7c9e44bf5f825d313f73d96f	822	2	847	26.290200	1.408400	FALSE	26.292200	1172	1.406400	25	2.847168	774.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	0258d985-6e09-414f-9aae-9937f59db39c	0258d985-6e09-414f-9aae-9937f59db39c	26f25936952b009c7c9e44bf5f825d313f73d96f	946	3	766	33.526400	1.402200	FALSE	33.528400	1166	1.400200	1	1.000000	751.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	4df8cdc6-7b2c-47dc-bd1a-3bcb6920315d	4df8cdc6-7b2c-47dc-bd1a-3bcb6920315d	26f25936952b009c7c9e44bf5f825d313f73d96f	454	4	1034	40.574000	1.682200	FALSE	40.576000	1400	1.680200	12	1.816514	756.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	590cb68e-a5e4-4cd4-9bed-64adc8651751	590cb68e-a5e4-4cd4-9bed-64adc8651751	26f25936952b009c7c9e44bf5f825d313f73d96f	2786	3	2222	34.435400	3.603200	FALSE	34.437400	3001	3.601200	63	1.000000	779.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
PBE45781_fail_84291f8c_26f25936_0.fastq.gz	-	PBE45781_84291f8c_26f25936_0.pod5	96af6a6e-7fe1-44f1-a217-30004179e41c	96af6a6e-7fe1-44f1-a217-30004179e41c	26f25936952b009c7c9e44bf5f825d313f73d96f	393	3	923	33.303400	1.625400	FALSE	33.305400	1352	1.623400	4	1.727600	762.171814	125.193878	not_set	20250929_ORID0085C	Pich31-12-24	signal_positive
