Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
its-C03_S170_L001_R1_001	94.61148730493176	57.0	249.78449484903285	251	36.36363636363637	0.763643
its-C03_S170_L001_R2_001	96.45750697642747	56.0	249.49362071020096	251	36.36363636363637	0.763643
its-C04_S178_L001_R1_001	97.13287865529304	56.0	250.68603167605193	251	36.36363636363637	0.898218
its-C04_S178_L001_R2_001	97.42924323493851	55.0	250.24961980276504	251	36.36363636363637	0.898218
its-C05_S186_L001_R1_001	97.29816014596021	48.0	250.16849003723723	251	36.36363636363637	0.7360909999999999
its-C05_S186_L001_R2_001	97.05878756838489	47.0	249.8286991689886	251	36.36363636363637	0.7360909999999999
its-C06_S194_L001_R1_001	97.09005816325562	56.0	250.42385049291698	251	36.36363636363637	0.843144
its-C06_S194_L001_R2_001	97.75020637044206	56.0	249.690220175913	251	36.36363636363637	0.843144
its-C07_S202_L001_R1_001	97.52651675278712	50.0	250.5541478043048	251	36.36363636363637	0.730953
its-C07_S202_L001_R2_001	97.64458179937698	50.0	250.1323956533457	251	36.36363636363637	0.730953
its-C08_S210_L001_R1_001	96.26532582131341	48.0	250.4066297226805	251	36.36363636363637	0.5843079999999999
its-C08_S210_L001_R2_001	97.63960103233227	48.0	249.7561645570487	251	36.36363636363637	0.5843079999999999
its-C09_S218_L001_R1_001	97.35931017299839	59.0	250.5573689512853	251	36.36363636363637	0.92313
its-C09_S218_L001_R2_001	97.01233845720537	58.0	250.53829579799162	251	36.36363636363637	0.92313
its-C10_S226_L001_R1_001	97.31533545382032	60.0	250.50056130537968	251	36.36363636363637	0.812392
its-C10_S226_L001_R2_001	97.51683916139007	59.0	250.3578998808457	251	36.36363636363637	0.812392
its-C11_S234_L001_R1_001	96.38898295147575	55.0	249.59864790967362	251	36.36363636363637	0.9125129999999999
its-C11_S234_L001_R2_001	97.42622844825225	55.0	250.34988542628983	251	36.36363636363637	0.9125129999999999
its-C12_S242_L001_R1_001	94.9547084217458	63.0	249.95671764103315	251	36.36363636363637	0.68335
its-C12_S242_L001_R2_001	98.1975561571669	61.0	248.67885417428843	251	36.36363636363637	0.68335
its-D01_S155_L001_R1_001	94.23476567370665	54.0	250.29230668748775	251	36.36363636363637	0.6736759999999999
