Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
its-F02_S165_L001_R2_001	(12.0, 14.0)	(13.0, 70.0)	(14.0, 122.0)	(15.0, 146.0)	(16.0, 148.0)	(17.0, 174.0)	(18.0, 233.0)	(19.0, 442.0)	(20.0, 843.0)	(21.0, 1434.0)	(22.0, 2131.0)	(23.0, 3470.0)	(24.0, 5250.0)	(25.0, 7387.0)	(26.0, 10120.0)	(27.0, 13149.0)	(28.0, 16691.0)	(29.0, 21022.0)	(30.0, 26464.0)	(31.0, 34531.0)	(32.0, 43991.0)	(33.0, 58488.0)	(34.0, 82058.0)	(35.0, 152926.0)	(36.0, 130721.0)	(37.0, 461.0)										
its-F03_S173_L001_R1_001	(17.0, 2.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 26.0)	(21.0, 130.0)	(22.0, 503.0)	(23.0, 1445.0)	(24.0, 3486.0)	(25.0, 6729.0)	(26.0, 11212.0)	(27.0, 17277.0)	(28.0, 24245.0)	(29.0, 31810.0)	(30.0, 41265.0)	(31.0, 53171.0)	(32.0, 68347.0)	(33.0, 88064.0)	(34.0, 114687.0)	(35.0, 186504.0)	(36.0, 173759.0)	(37.0, 66.0)															
its-F03_S173_L001_R2_001	(11.0, 1.0)	(12.0, 11.0)	(13.0, 113.0)	(14.0, 208.0)	(15.0, 242.0)	(16.0, 197.0)	(17.0, 165.0)	(18.0, 169.0)	(19.0, 195.0)	(20.0, 258.0)	(21.0, 472.0)	(22.0, 801.0)	(23.0, 1621.0)	(24.0, 3385.0)	(25.0, 5658.0)	(26.0, 8960.0)	(27.0, 12979.0)	(28.0, 17616.0)	(29.0, 23867.0)	(30.0, 31948.0)	(31.0, 43117.0)	(32.0, 56774.0)	(33.0, 76530.0)	(34.0, 108500.0)	(35.0, 229857.0)	(36.0, 198994.0)	(37.0, 93.0)									
its-F04_S181_L001_R1_001	(17.0, 3.0)	(18.0, 2.0)	(19.0, 4.0)	(20.0, 29.0)	(21.0, 160.0)	(22.0, 508.0)	(23.0, 1541.0)	(24.0, 3732.0)	(25.0, 7177.0)	(26.0, 11677.0)	(27.0, 17209.0)	(28.0, 23388.0)	(29.0, 30652.0)	(30.0, 39091.0)	(31.0, 50662.0)	(32.0, 65375.0)	(33.0, 86147.0)	(34.0, 114314.0)	(35.0, 185379.0)	(36.0, 185216.0)	(37.0, 314.0)															
its-F04_S181_L001_R2_001	(12.0, 14.0)	(13.0, 117.0)	(14.0, 195.0)	(15.0, 195.0)	(16.0, 180.0)	(17.0, 163.0)	(18.0, 154.0)	(19.0, 208.0)	(20.0, 268.0)	(21.0, 503.0)	(22.0, 999.0)	(23.0, 2119.0)	(24.0, 4222.0)	(25.0, 7200.0)	(26.0, 10486.0)	(27.0, 14242.0)	(28.0, 19023.0)	(29.0, 24747.0)	(30.0, 32713.0)	(31.0, 43728.0)	(32.0, 57298.0)	(33.0, 75607.0)	(34.0, 108274.0)	(35.0, 222872.0)	(36.0, 196878.0)	(37.0, 175.0)										
its-F05_S189_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 25.0)	(21.0, 88.0)	(22.0, 401.0)	(23.0, 1202.0)	(24.0, 3002.0)	(25.0, 5667.0)	(26.0, 9514.0)	(27.0, 14200.0)	(28.0, 19985.0)	(29.0, 27234.0)	(30.0, 36288.0)	(31.0, 49763.0)	(32.0, 67765.0)	(33.0, 102684.0)	(34.0, 149898.0)	(35.0, 107220.0)	(36.0, 112385.0)	(37.0, 440.0)
its-F05_S189_L001_R2_001	(11.0, 1.0)	(12.0, 8.0)	(13.0, 66.0)	(14.0, 176.0)	(15.0, 147.0)	(16.0, 165.0)	(17.0, 147.0)	(18.0, 145.0)	(19.0, 175.0)	(20.0, 226.0)	(21.0, 373.0)	(22.0, 776.0)	(23.0, 1640.0)	(24.0, 3213.0)	(25.0, 5687.0)	(26.0, 8605.0)	(27.0, 12282.0)	(28.0, 16293.0)	(29.0, 21655.0)	(30.0, 28838.0)	(31.0, 38183.0)	(32.0, 50647.0)	(33.0, 67095.0)	(34.0, 99706.0)	(35.0, 203750.0)	(36.0, 147576.0)	(37.0, 190.0)									
its-F06_S197_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 6.0)	(20.0, 24.0)	(21.0, 111.0)	(22.0, 375.0)	(23.0, 1092.0)	(24.0, 2663.0)	(25.0, 5524.0)	(26.0, 9155.0)	(27.0, 13833.0)	(28.0, 19179.0)	(29.0, 25267.0)	(30.0, 31906.0)	(31.0, 41044.0)	(32.0, 53157.0)	(33.0, 71780.0)	(34.0, 103579.0)	(35.0, 200437.0)	(36.0, 243319.0)	(37.0, 816.0)														
its-F06_S197_L001_R2_001	(12.0, 15.0)	(13.0, 92.0)	(14.0, 189.0)	(15.0, 194.0)	(16.0, 155.0)	(17.0, 156.0)	(18.0, 156.0)	(19.0, 190.0)	(20.0, 268.0)	(21.0, 431.0)	(22.0, 760.0)	(23.0, 1598.0)	(24.0, 3109.0)	(25.0, 5733.0)	(26.0, 9167.0)	(27.0, 13568.0)	(28.0, 19112.0)	(29.0, 26367.0)	(30.0, 35206.0)	(31.0, 47304.0)	(32.0, 60878.0)	(33.0, 77721.0)	(34.0, 112228.0)	(35.0, 239520.0)	(36.0, 168869.0)	(37.0, 282.0)										
its-F07_S205_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 5.0)	(20.0, 13.0)	(21.0, 82.0)	(22.0, 393.0)	(23.0, 1468.0)	(24.0, 4262.0)	(25.0, 8604.0)	(26.0, 14017.0)	(27.0, 19473.0)	(28.0, 24183.0)	(29.0, 30605.0)	(30.0, 38508.0)	(31.0, 50318.0)	(32.0, 67665.0)	(33.0, 96099.0)	(34.0, 160416.0)	(35.0, 198321.0)	(36.0, 31879.0)	(37.0, 21.0)
its-F07_S205_L001_R2_001	(12.0, 17.0)	(13.0, 74.0)	(14.0, 142.0)	(15.0, 162.0)	(16.0, 130.0)	(17.0, 145.0)	(18.0, 129.0)	(19.0, 179.0)	(20.0, 214.0)	(21.0, 255.0)	(22.0, 444.0)	(23.0, 862.0)	(24.0, 1909.0)	(25.0, 3736.0)	(26.0, 6178.0)	(27.0, 9627.0)	(28.0, 13904.0)	(29.0, 19516.0)	(30.0, 27792.0)	(31.0, 39061.0)	(32.0, 54585.0)	(33.0, 76941.0)	(34.0, 124881.0)	(35.0, 247052.0)	(36.0, 118297.0)	(37.0, 101.0)										
its-F08_S213_L001_R1_001	(19.0, 5.0)	(20.0, 33.0)	(21.0, 169.0)	(22.0, 537.0)	(23.0, 1325.0)	(24.0, 2878.0)	(25.0, 5445.0)	(26.0, 8660.0)	(27.0, 13309.0)	(28.0, 18985.0)	(29.0, 26337.0)	(30.0, 32635.0)	(31.0, 43152.0)	(32.0, 59180.0)	(33.0, 77587.0)	(34.0, 103596.0)	(35.0, 178805.0)	(36.0, 182652.0)	(37.0, 190.0)																	
its-F08_S213_L001_R2_001	(12.0, 3.0)	(13.0, 59.0)	(14.0, 183.0)	(15.0, 226.0)	(16.0, 209.0)	(17.0, 198.0)	(18.0, 187.0)	(19.0, 179.0)	(20.0, 287.0)	(21.0, 529.0)	(22.0, 925.0)	(23.0, 2042.0)	(24.0, 3950.0)	(25.0, 6541.0)	(26.0, 9745.0)	(27.0, 13867.0)	(28.0, 18547.0)	(29.0, 24366.0)	(30.0, 32724.0)	(31.0, 43583.0)	(32.0, 53625.0)	(33.0, 68110.0)	(34.0, 98482.0)	(35.0, 192905.0)	(36.0, 183892.0)	(37.0, 116.0)										
its-F09_S221_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 13.0)	(20.0, 55.0)	(21.0, 239.0)	(22.0, 696.0)	(23.0, 1958.0)	(24.0, 3990.0)	(25.0, 7429.0)	(26.0, 11404.0)	(27.0, 16839.0)	(28.0, 22763.0)	(29.0, 29278.0)	(30.0, 36819.0)	(31.0, 48533.0)	(32.0, 65332.0)	(33.0, 81658.0)	(34.0, 106834.0)	(35.0, 181113.0)	(36.0, 209232.0)	(37.0, 468.0)														
its-F09_S221_L001_R2_001	(11.0, 1.0)	(12.0, 8.0)	(13.0, 58.0)	(14.0, 151.0)	(15.0, 227.0)	(16.0, 212.0)	(17.0, 213.0)	(18.0, 196.0)	(19.0, 227.0)	(20.0, 337.0)	(21.0, 654.0)	(22.0, 1286.0)	(23.0, 2724.0)	(24.0, 4988.0)	(25.0, 8164.0)	(26.0, 11936.0)	(27.0, 15741.0)	(28.0, 20512.0)	(29.0, 26295.0)	(30.0, 34172.0)	(31.0, 44586.0)	(32.0, 56530.0)	(33.0, 72374.0)	(34.0, 102974.0)	(35.0, 200745.0)	(36.0, 219125.0)	(37.0, 220.0)									
its-F10_S229_L001_R1_001	(19.0, 7.0)	(20.0, 24.0)	(21.0, 97.0)	(22.0, 403.0)	(23.0, 1039.0)	(24.0, 2229.0)	(25.0, 4275.0)	(26.0, 7104.0)	(27.0, 10885.0)	(28.0, 15274.0)	(29.0, 20972.0)	(30.0, 27345.0)	(31.0, 37155.0)	(32.0, 51043.0)	(33.0, 66037.0)	(34.0, 85260.0)	(35.0, 140008.0)	(36.0, 168216.0)	(37.0, 527.0)																	
its-F10_S229_L001_R2_001	(12.0, 2.0)	(13.0, 30.0)	(14.0, 110.0)	(15.0, 185.0)	(16.0, 140.0)	(17.0, 138.0)	(18.0, 132.0)	(19.0, 154.0)	(20.0, 236.0)	(21.0, 395.0)	(22.0, 747.0)	(23.0, 1483.0)	(24.0, 2808.0)	(25.0, 4625.0)	(26.0, 7146.0)	(27.0, 9914.0)	(28.0, 13733.0)	(29.0, 18352.0)	(30.0, 24249.0)	(31.0, 32678.0)	(32.0, 42228.0)	(33.0, 55035.0)	(34.0, 78060.0)	(35.0, 155094.0)	(36.0, 189962.0)	(37.0, 264.0)										
its-F11_S237_L001_R1_001	(18.0, 7.0)	(19.0, 46.0)	(20.0, 273.0)	(21.0, 1104.0)	(22.0, 3095.0)	(23.0, 7066.0)	(24.0, 12924.0)	(25.0, 20282.0)	(26.0, 28246.0)	(27.0, 36174.0)	(28.0, 46569.0)	(29.0, 57691.0)	(30.0, 69501.0)	(31.0, 90774.0)	(32.0, 126604.0)	(33.0, 142767.0)	(34.0, 118256.0)	(35.0, 143984.0)	(36.0, 139102.0)	(37.0, 887.0)																
its-F11_S237_L001_R2_001	(12.0, 4.0)	(13.0, 48.0)	(14.0, 144.0)	(15.0, 233.0)	(16.0, 235.0)	(17.0, 199.0)	(18.0, 187.0)	(19.0, 250.0)	(20.0, 379.0)	(21.0, 715.0)	(22.0, 1416.0)	(23.0, 2663.0)	(24.0, 4708.0)	(25.0, 7531.0)	(26.0, 11116.0)	(27.0, 15178.0)	(28.0, 20159.0)	(29.0, 27710.0)	(30.0, 37997.0)	(31.0, 52287.0)	(32.0, 66054.0)	(33.0, 86285.0)	(34.0, 127556.0)	(35.0, 273246.0)	(36.0, 308609.0)	(37.0, 443.0)										
its-F12_S245_L001_R1_001	(18.0, 3.0)	(19.0, 10.0)	(20.0, 68.0)	(21.0, 273.0)	(22.0, 929.0)	(23.0, 2408.0)	(24.0, 5051.0)	(25.0, 8545.0)	(26.0, 12675.0)	(27.0, 17737.0)	(28.0, 23987.0)	(29.0, 33171.0)	(30.0, 43550.0)	(31.0, 59790.0)	(32.0, 87620.0)	(33.0, 122568.0)	(34.0, 138445.0)	(35.0, 90686.0)	(36.0, 118127.0)	(37.0, 1230.0)																
its-F12_S245_L001_R2_001	(12.0, 6.0)	(13.0, 52.0)	(14.0, 101.0)	(15.0, 149.0)	(16.0, 144.0)	(17.0, 126.0)	(18.0, 127.0)	(19.0, 160.0)	(20.0, 262.0)	(21.0, 503.0)	(22.0, 1024.0)	(23.0, 2277.0)	(24.0, 4132.0)	(25.0, 6959.0)	(26.0, 10105.0)	(27.0, 13441.0)	(28.0, 17460.0)	(29.0, 22585.0)	(30.0, 29508.0)	(31.0, 39218.0)	(32.0, 50813.0)	(33.0, 65613.0)	(34.0, 95478.0)	(35.0, 200744.0)	(36.0, 205357.0)	(37.0, 529.0)										
its-G01_S158_L001_R1_001	(17.0, 1.0)	(18.0, 1.0)	(19.0, 7.0)	(20.0, 28.0)	(21.0, 130.0)	(22.0, 475.0)	(23.0, 1451.0)	(24.0, 3387.0)	(25.0, 6601.0)	(26.0, 10807.0)	(27.0, 16420.0)	(28.0, 23438.0)	(29.0, 31627.0)	(30.0, 42899.0)	(31.0, 57654.0)	(32.0, 77254.0)	(33.0, 106628.0)	(34.0, 157771.0)	(35.0, 251570.0)	(36.0, 266136.0)	(37.0, 794.0)															
its-G01_S158_L001_R2_001	(12.0, 11.0)	(13.0, 116.0)	(14.0, 233.0)	(15.0, 277.0)	(16.0, 205.0)	(17.0, 191.0)	(18.0, 232.0)	(19.0, 303.0)	(20.0, 436.0)	(21.0, 721.0)	(22.0, 1270.0)	(23.0, 2237.0)	(24.0, 4177.0)	(25.0, 6825.0)	(26.0, 10313.0)	(27.0, 14838.0)	(28.0, 20131.0)	(29.0, 26469.0)	(30.0, 36061.0)	(31.0, 49368.0)	(32.0, 67833.0)	(33.0, 91298.0)	(34.0, 129046.0)	(35.0, 286993.0)	(36.0, 305143.0)	(37.0, 352.0)										
its-G02_S166_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 8.0)	(20.0, 41.0)	(21.0, 158.0)	(22.0, 680.0)	(23.0, 1877.0)	(24.0, 4120.0)	(25.0, 7932.0)	(26.0, 12470.0)	(27.0, 18069.0)	(28.0, 23684.0)	(29.0, 30079.0)	(30.0, 37813.0)	(31.0, 48567.0)	(32.0, 62144.0)	(33.0, 82888.0)	(34.0, 118633.0)	(35.0, 192397.0)	(36.0, 144102.0)	(37.0, 691.0)
its-G02_S166_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 14.0)	(13.0, 82.0)	(14.0, 176.0)	(15.0, 177.0)	(16.0, 139.0)	(17.0, 143.0)	(18.0, 127.0)	(19.0, 184.0)	(20.0, 256.0)	(21.0, 455.0)	(22.0, 899.0)	(23.0, 1748.0)	(24.0, 3499.0)	(25.0, 6041.0)	(26.0, 9545.0)	(27.0, 13162.0)	(28.0, 17641.0)	(29.0, 23277.0)	(30.0, 30989.0)	(31.0, 42177.0)	(32.0, 55480.0)	(33.0, 74296.0)	(34.0, 107568.0)	(35.0, 221440.0)	(36.0, 176423.0)	(37.0, 419.0)
its-G03_S174_L001_R1_001	(17.0, 1.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 17.0)	(21.0, 54.0)	(22.0, 278.0)	(23.0, 827.0)	(24.0, 2140.0)	(25.0, 4239.0)	(26.0, 7290.0)	(27.0, 11163.0)	(28.0, 16389.0)	(29.0, 22814.0)	(30.0, 30233.0)	(31.0, 40788.0)	(32.0, 55695.0)	(33.0, 75615.0)	(34.0, 103969.0)	(35.0, 169080.0)	(36.0, 160403.0)	(37.0, 101.0)															
its-G03_S174_L001_R2_001	(12.0, 6.0)	(13.0, 56.0)	(14.0, 134.0)	(15.0, 167.0)	(16.0, 153.0)	(17.0, 129.0)	(18.0, 133.0)	(19.0, 181.0)	(20.0, 284.0)	(21.0, 375.0)	(22.0, 772.0)	(23.0, 1713.0)	(24.0, 3165.0)	(25.0, 5577.0)	(26.0, 8676.0)	(27.0, 12337.0)	(28.0, 17096.0)	(29.0, 23033.0)	(30.0, 30377.0)	(31.0, 40835.0)	(32.0, 53027.0)	(33.0, 70389.0)	(34.0, 104661.0)	(35.0, 204665.0)	(36.0, 123108.0)	(37.0, 49.0)										
its-G04_S182_L001_R1_001	(19.0, 1.0)	(20.0, 0.0)	(21.0, 11.0)	(22.0, 32.0)	(23.0, 87.0)	(24.0, 198.0)	(25.0, 439.0)	(26.0, 662.0)	(27.0, 985.0)	(28.0, 1264.0)	(29.0, 1721.0)	(30.0, 2089.0)	(31.0, 2722.0)	(32.0, 3563.0)	(33.0, 4445.0)	(34.0, 5891.0)	(35.0, 9882.0)	(36.0, 10031.0)	(37.0, 7.0)																	
its-G04_S182_L001_R2_001	(12.0, 3.0)	(13.0, 9.0)	(14.0, 18.0)	(15.0, 22.0)	(16.0, 23.0)	(17.0, 18.0)	(18.0, 20.0)	(19.0, 15.0)	(20.0, 37.0)	(21.0, 47.0)	(22.0, 71.0)	(23.0, 133.0)	(24.0, 271.0)	(25.0, 455.0)	(26.0, 647.0)	(27.0, 831.0)	(28.0, 1080.0)	(29.0, 1374.0)	(30.0, 1719.0)	(31.0, 2370.0)	(32.0, 2992.0)	(33.0, 3942.0)	(34.0, 5762.0)	(35.0, 12307.0)	(36.0, 9859.0)	(37.0, 5.0)										
its-G05_S190_L001_R1_001	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 6.0)	(20.0, 34.0)	(21.0, 159.0)	(22.0, 620.0)	(23.0, 1744.0)	(24.0, 4217.0)	(25.0, 7956.0)	(26.0, 12548.0)	(27.0, 18007.0)	(28.0, 24324.0)	(29.0, 32059.0)	(30.0, 41477.0)	(31.0, 54370.0)	(32.0, 75180.0)	(33.0, 113468.0)	(34.0, 176024.0)	(35.0, 127506.0)	(36.0, 134618.0)	(37.0, 568.0)													
its-G05_S190_L001_R2_001	(12.0, 9.0)	(13.0, 136.0)	(14.0, 176.0)	(15.0, 200.0)	(16.0, 159.0)	(17.0, 169.0)	(18.0, 138.0)	(19.0, 221.0)	(20.0, 299.0)	(21.0, 496.0)	(22.0, 1204.0)	(23.0, 2683.0)	(24.0, 5188.0)	(25.0, 8575.0)	(26.0, 12467.0)	(27.0, 16860.0)	(28.0, 21526.0)	(29.0, 27689.0)	(30.0, 34924.0)	(31.0, 46119.0)	(32.0, 60037.0)	(33.0, 78171.0)	(34.0, 114200.0)	(35.0, 234442.0)	(36.0, 158527.0)	(37.0, 276.0)										
its-G06_S198_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 5.0)	(20.0, 18.0)	(21.0, 58.0)	(22.0, 212.0)	(23.0, 590.0)	(24.0, 1557.0)	(25.0, 3404.0)	(26.0, 6209.0)	(27.0, 9707.0)	(28.0, 13871.0)	(29.0, 18646.0)	(30.0, 23990.0)	(31.0, 30259.0)	(32.0, 38947.0)	(33.0, 52341.0)	(34.0, 76700.0)	(35.0, 147798.0)	(36.0, 206561.0)	(37.0, 731.0)
its-G06_S198_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 13.0)	(13.0, 73.0)	(14.0, 161.0)	(15.0, 151.0)	(16.0, 160.0)	(17.0, 129.0)	(18.0, 123.0)	(19.0, 152.0)	(20.0, 218.0)	(21.0, 337.0)	(22.0, 644.0)	(23.0, 1408.0)	(24.0, 2696.0)	(25.0, 5083.0)	(26.0, 8075.0)	(27.0, 11870.0)	(28.0, 16241.0)	(29.0, 21818.0)	(30.0, 28320.0)	(31.0, 37314.0)	(32.0, 47428.0)	(33.0, 59272.0)	(34.0, 86588.0)	(35.0, 182805.0)	(36.0, 120320.0)	(37.0, 205.0)
its-G07_S206_L001_R1_001	(19.0, 1.0)	(20.0, 5.0)	(21.0, 32.0)	(22.0, 140.0)	(23.0, 731.0)	(24.0, 2223.0)	(25.0, 4801.0)	(26.0, 7952.0)	(27.0, 11604.0)	(28.0, 15906.0)	(29.0, 20915.0)	(30.0, 26494.0)	(31.0, 34740.0)	(32.0, 46232.0)	(33.0, 65781.0)	(34.0, 101612.0)	(35.0, 213336.0)	(36.0, 119716.0)	(37.0, 104.0)																	
its-G07_S206_L001_R2_001	(12.0, 20.0)	(13.0, 134.0)	(14.0, 159.0)	(15.0, 142.0)	(16.0, 105.0)	(17.0, 106.0)	(18.0, 118.0)	(19.0, 156.0)	(20.0, 192.0)	(21.0, 284.0)	(22.0, 584.0)	(23.0, 1439.0)	(24.0, 3320.0)	(25.0, 5961.0)	(26.0, 9198.0)	(27.0, 13380.0)	(28.0, 17756.0)	(29.0, 23691.0)	(30.0, 30932.0)	(31.0, 41298.0)	(32.0, 53408.0)	(33.0, 71218.0)	(34.0, 110345.0)	(35.0, 202223.0)	(36.0, 86013.0)	(37.0, 143.0)										
its-G08_S214_L001_R1_001	(18.0, 3.0)	(19.0, 5.0)	(20.0, 73.0)	(21.0, 302.0)	(22.0, 948.0)	(23.0, 2243.0)	(24.0, 4481.0)	(25.0, 7850.0)	(26.0, 11046.0)	(27.0, 15417.0)	(28.0, 20523.0)	(29.0, 26814.0)	(30.0, 32520.0)	(31.0, 41371.0)	(32.0, 55431.0)	(33.0, 71867.0)	(34.0, 97383.0)	(35.0, 172094.0)	(36.0, 189829.0)	(37.0, 480.0)																
its-G08_S214_L001_R2_001	(12.0, 4.0)	(13.0, 60.0)	(14.0, 168.0)	(15.0, 200.0)	(16.0, 200.0)	(17.0, 178.0)	(18.0, 154.0)	(19.0, 193.0)	(20.0, 297.0)	(21.0, 688.0)	(22.0, 1376.0)	(23.0, 2726.0)	(24.0, 4852.0)	(25.0, 7432.0)	(26.0, 10537.0)	(27.0, 13990.0)	(28.0, 18070.0)	(29.0, 23779.0)	(30.0, 31117.0)	(31.0, 41695.0)	(32.0, 50968.0)	(33.0, 64847.0)	(34.0, 93521.0)	(35.0, 185268.0)	(36.0, 198156.0)	(37.0, 204.0)										
its-G09_S222_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 23.0)	(21.0, 105.0)	(22.0, 335.0)	(23.0, 856.0)	(24.0, 1848.0)	(25.0, 3968.0)	(26.0, 6773.0)	(27.0, 10834.0)	(28.0, 16280.0)	(29.0, 22842.0)	(30.0, 30044.0)	(31.0, 40937.0)	(32.0, 56685.0)	(33.0, 73685.0)	(34.0, 97491.0)	(35.0, 168418.0)	(36.0, 227429.0)	(37.0, 583.0)
its-G09_S222_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 3.0)	(13.0, 73.0)	(14.0, 174.0)	(15.0, 213.0)	(16.0, 197.0)	(17.0, 147.0)	(18.0, 192.0)	(19.0, 217.0)	(20.0, 285.0)	(21.0, 486.0)	(22.0, 843.0)	(23.0, 1799.0)	(24.0, 3365.0)	(25.0, 5832.0)	(26.0, 8854.0)	(27.0, 12638.0)	(28.0, 17154.0)	(29.0, 22996.0)	(30.0, 30814.0)	(31.0, 42015.0)	(32.0, 52606.0)	(33.0, 68595.0)	(34.0, 98802.0)	(35.0, 191734.0)	(36.0, 198881.0)	(37.0, 225.0)
its-G10_S230_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 0.0)	(19.0, 6.0)	(20.0, 54.0)	(21.0, 255.0)	(22.0, 814.0)	(23.0, 1988.0)	(24.0, 3896.0)	(25.0, 7254.0)	(26.0, 11092.0)	(27.0, 15276.0)	(28.0, 20512.0)	(29.0, 25918.0)	(30.0, 32381.0)	(31.0, 42531.0)	(32.0, 53093.0)	(33.0, 63276.0)	(34.0, 86912.0)	(35.0, 118714.0)	(36.0, 46267.0)	(37.0, 294.0)
its-G10_S230_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 2.0)	(13.0, 38.0)	(14.0, 118.0)	(15.0, 145.0)	(16.0, 138.0)	(17.0, 121.0)	(18.0, 116.0)	(19.0, 139.0)	(20.0, 194.0)	(21.0, 244.0)	(22.0, 374.0)	(23.0, 726.0)	(24.0, 1482.0)	(25.0, 2695.0)	(26.0, 4260.0)	(27.0, 6366.0)	(28.0, 9236.0)	(29.0, 13312.0)	(30.0, 19337.0)	(31.0, 27552.0)	(32.0, 36785.0)	(33.0, 49254.0)	(34.0, 74874.0)	(35.0, 145590.0)	(36.0, 137218.0)	(37.0, 219.0)
its-G11_S238_L001_R1_001	(17.0, 1.0)	(18.0, 2.0)	(19.0, 11.0)	(20.0, 84.0)	(21.0, 388.0)	(22.0, 1234.0)	(23.0, 3076.0)	(24.0, 6343.0)	(25.0, 10952.0)	(26.0, 16503.0)	(27.0, 22964.0)	(28.0, 31355.0)	(29.0, 42049.0)	(30.0, 54533.0)	(31.0, 73538.0)	(32.0, 103783.0)	(33.0, 128590.0)	(34.0, 119895.0)	(35.0, 137791.0)	(36.0, 208558.0)	(37.0, 1649.0)															
its-G11_S238_L001_R2_001	(12.0, 5.0)	(13.0, 49.0)	(14.0, 179.0)	(15.0, 212.0)	(16.0, 203.0)	(17.0, 169.0)	(18.0, 180.0)	(19.0, 200.0)	(20.0, 288.0)	(21.0, 565.0)	(22.0, 1138.0)	(23.0, 2247.0)	(24.0, 4183.0)	(25.0, 6925.0)	(26.0, 10309.0)	(27.0, 14788.0)	(28.0, 20102.0)	(29.0, 26851.0)	(30.0, 36110.0)	(31.0, 48703.0)	(32.0, 63565.0)	(33.0, 80952.0)	(34.0, 111977.0)	(35.0, 233242.0)	(36.0, 299598.0)	(37.0, 559.0)										
