SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
63	1103	21513	21513
64	1103	19190	19190
65	1103	15350	15350
66	1103	20649	20649
67	1103	13067	13067
68	1103	16357	16357
69	1103	16999	16999
70	1103	18837	18837
71	1103	18945	18945
72	1103	20829	20829
73	1103	14503	14503
74	1103	15571	15571
75	1103	19428	19428
76	1103	17014	17014
77	1103	20812	20812
78	1103	20341	20341
79	1103	21151	21151
80	1103	17617	17617
81	1103	23485	23485
82	1103	25713	25713
83	1103	17348	17348
84	1103	19239	19239
85	1103	16470	16470
86	1103	19083	19083
87	1103	17872	17872
88	1103	21256	21256
89	1103	15646	15646
90	1103	19225	19225
0	1104	1971090	458309
1	1104	20305	20305
2	1104	25008	25008
3	1104	21148	21148
4	1104	22938	22938
5	1104	20812	20812
6	1104	23166	23166
7	1104	24077	24077
8	1104	26720	26720
9	1104	22241	22241
10	1104	21611	21611
11	1104	22389	22389
12	1104	27043	27043
13	1104	27973	27973
14	1104	37844	37844
15	1104	33612	33612
16	1104	28636	28636
17	1104	27001	27001
18	1104	29869	29869
19	1104	26515	26515
20	1104	28501	28501
21	1104	27359	27359
22	1104	31601	31601
23	1104	33349	33349
24	1104	34545	34545
25	1104	26323	26323
26	1104	28495	28495
27	1104	26645	26645
28	1104	22119	22119
29	1104	21567	21567
30	1104	21907	21907
31	1104	22945	22945
32	1104	22606	22606
33	1104	21903	21903
34	1104	21190	21190
35	1104	27010	27010
36	1104	26989	26989
37	1104	22409	22409
38	1104	29133	29133
39	1104	35264	35264
40	1104	30252	30252
41	1104	29072	29072
42	1104	25789	25789
43	1104	26220	26220
44	1104	26959	26959
45	1104	26569	26569
46	1104	30975	30975
47	1104	25510	25510
48	1104	26409	26409
49	1104	21530	21530
50	1104	24357	24357
51	1104	26344	26344
52	1104	25398	25398
53	1104	25329	25329
54	1104	23045	23045
55	1104	33857	33857
56	1104	29060	29060
57	1104	21013	21013
58	1104	27248	27248
59	1104	16118	16118
60	1104	15931	15931
61	1104	21781	21781
62	1104	19671	19671
63	1104	21196	21196
64	1104	18873	18873
65	1104	15503	15503
66	1104	20608	20608
67	1104	13399	13399
68	1104	16655	16655
69	1104	16950	16950
70	1104	18884	18884
71	1104	18848	18848
72	1104	20918	20918
73	1104	14220	14220
74	1104	15633	15633
75	1104	19508	19508
76	1104	17036	17036
77	1104	20663	20663
78	1104	19831	19831
79	1104	20876	20876
80	1104	17713	17713
81	1104	23413	23413
82	1104	25417	25417
83	1104	16835	16835
84	1104	19083	19083
85	1104	16438	16438
86	1104	19035	19035
87	1104	17780	17780
88	1104	21170	21170
89	1104	15856	15856
90	1104	19268	19268
0	1105	1949038	458067
1	1105	20439	20439
2	1105	25591	25591
3	1105	21304	21304
4	1105	23251	23251
5	1105	20843	20843
6	1105	23074	23074
7	1105	24180	24180
8	1105	27064	27064
9	1105	22790	22790
10	1105	21998	21998
11	1105	22536	22536
12	1105	27484	27484
13	1105	28371	28371
14	1105	38116	38116
15	1105	34147	34147
16	1105	28901	28901
17	1105	27299	27299
18	1105	30024	30024
19	1105	26920	26920
20	1105	29043	29043
21	1105	27208	27208
22	1105	31839	31839
23	1105	33391	33391
24	1105	34221	34221
25	1105	26467	26467
26	1105	29411	29411
27	1105	26818	26818
28	1105	22000	22000
29	1105	22173	22173
30	1105	22290	22290
31	1105	23129	23129
32	1105	22657	22657
33	1105	22519	22519
34	1105	21307	21307
35	1105	27362	27362
36	1105	26629	26629
37	1105	22761	22761
38	1105	29511	29511
39	1105	35845	35845
40	1105	31028	31028
41	1105	29473	29473
42	1105	26313	26313
43	1105	26697	26697
44	1105	26979	26979
45	1105	26552	26552
46	1105	31535	31535
47	1105	26081	26081
48	1105	26892	26892
49	1105	21512	21512
50	1105	24486	24486
51	1105	26419	26419
52	1105	25679	25679
53	1105	25586	25586
54	1105	23263	23263
55	1105	33880	33880
56	1105	28934	28934
57	1105	21072	21072
58	1105	27598	27598
59	1105	16161	16161
60	1105	16108	16108
61	1105	22011	22011
62	1105	20221	20221
63	1105	21423	21423
64	1105	19147	19147
65	1105	16009	16009
66	1105	20739	20739
67	1105	13221	13221
68	1105	16868	16868
69	1105	16952	16952
70	1105	19090	19090
71	1105	19125	19125
72	1105	21027	21027
73	1105	14617	14617
74	1105	15733	15733
75	1105	19749	19749
76	1105	17188	17188
77	1105	20772	20772
78	1105	20266	20266
79	1105	21037	21037
80	1105	17570	17570
81	1105	24051	24051
82	1105	25730	25730
83	1105	17370	17370
84	1105	19448	19448
85	1105	16571	16571
86	1105	19090	19090
87	1105	17664	17664
88	1105	21738	21738
89	1105	16036	16036
90	1105	19242	19242
0	1106	1990757	452784
1	1106	20397	20397
2	1106	24953	24953
3	1106	20933	20933
4	1106	22556	22556
5	1106	20714	20714
6	1106	22518	22518
7	1106	24062	24062
8	1106	26811	26811
9	1106	22181	22181
10	1106	21520	21520
11	1106	22184	22184
12	1106	26650	26650
13	1106	27718	27718
14	1106	37010	37010
15	1106	33693	33693
16	1106	28284	28284
17	1106	26600	26600
18	1106	29777	29777
19	1106	26524	26524
20	1106	28579	28579
21	1106	26705	26705
22	1106	30766	30766
23	1106	32815	32815
24	1106	33776	33776
25	1106	26049	26049
26	1106	28634	28634
27	1106	26142	26142
28	1106	21521	21521
29	1106	21654	21654
30	1106	21708	21708
31	1106	23080	23080
32	1106	22626	22626
33	1106	21506	21506
34	1106	20765	20765
35	1106	26886	26886
36	1106	26303	26303
37	1106	22345	22345
38	1106	28582	28582
39	1106	34757	34757
40	1106	30360	30360
41	1106	28403	28403
42	1106	25719	25719
43	1106	25953	25953
44	1106	26914	26914
45	1106	26333	26333
46	1106	30508	30508
47	1106	25515	25515
48	1106	26412	26412
49	1106	21183	21183
50	1106	24209	24209
51	1106	25710	25710
52	1106	25509	25509
53	1106	25024	25024
54	1106	22917	22917
55	1106	32988	32988
56	1106	28625	28625
57	1106	20671	20671
58	1106	27328	27328
59	1106	15762	15762
60	1106	15755	15755
61	1106	21763	21763
62	1106	19639	19639
63	1106	21269	21269
64	1106	18831	18831
65	1106	15472	15472
66	1106	20416	20416
67	1106	12932	12932
68	1106	16379	16379
69	1106	16674	16674
70	1106	18905	18905
71	1106	18959	18959
72	1106	20712	20712
73	1106	14325	14325
74	1106	15380	15380
75	1106	19285	19285
76	1106	16845	16845
77	1106	20518	20518
78	1106	19891	19891
79	1106	20642	20642
80	1106	17280	17280
81	1106	23313	23313
82	1106	25431	25431
83	1106	16911	16911
84	1106	19045	19045
85	1106	16413	16413
86	1106	18983	18983
87	1106	17562	17562
88	1106	20991	20991
89	1106	15434	15434
90	1106	18865	18865
0	1107	1987506	451590
1	1107	20140	20140
2	1107	24892	24892
3	1107	20959	20959
4	1107	22644	22644
5	1107	20552	20552
6	1107	22672	22672
7	1107	23611	23611
8	1107	26756	26756
9	1107	22093	22093
10	1107	21570	21570
11	1107	22170	22170
12	1107	26443	26443
13	1107	28282	28282
14	1107	36957	36957
15	1107	33930	33930
16	1107	28298	28298
17	1107	26726	26726
18	1107	29728	29728
19	1107	26368	26368
20	1107	28446	28446
21	1107	26970	26970
22	1107	31185	31185
23	1107	32866	32866
24	1107	33740	33740
25	1107	25849	25849
26	1107	28794	28794
27	1107	26412	26412
28	1107	21662	21662
29	1107	21221	21221
30	1107	21805	21805
31	1107	22749	22749
32	1107	22449	22449
33	1107	21690	21690
34	1107	21044	21044
35	1107	27052	27052
36	1107	26224	26224
37	1107	22580	22580
38	1107	28454	28454
39	1107	35281	35281
40	1107	30257	30257
41	1107	29000	29000
42	1107	26090	26090
43	1107	26082	26082
44	1107	26900	26900
45	1107	26180	26180
46	1107	30417	30417
47	1107	25454	25454
48	1107	26410	26410
49	1107	21169	21169
50	1107	24076	24076
51	1107	26426	26426
52	1107	25307	25307
53	1107	24811	24811
54	1107	23035	23035
55	1107	33201	33201
56	1107	28714	28714
57	1107	20959	20959
58	1107	27003	27003
59	1107	15671	15671
60	1107	15945	15945
61	1107	21764	21764
62	1107	19864	19864
63	1107	21158	21158
64	1107	18805	18805
65	1107	15541	15541
66	1107	20512	20512
67	1107	12905	12905
68	1107	16425	16425
69	1107	16695	16695
70	1107	18619	18619
71	1107	18862	18862
72	1107	20553	20553
73	1107	14502	14502
74	1107	15363	15363
75	1107	19359	19359
76	1107	16799	16799
77	1107	20700	20700
78	1107	20162	20162
79	1107	20964	20964
80	1107	17076	17076
81	1107	23234	23234
82	1107	25524	25524
83	1107	16885	16885
84	1107	19316	19316
85	1107	16248	16248
86	1107	18944	18944
87	1107	17509	17509
88	1107	21051	21051
89	1107	15806	15806
90	1107	18882	18882
0	1108	1913653	466393
1	1108	20864	20864
2	1108	26127	26127
3	1108	21672	21672
4	1108	23456	23456
5	1108	21705	21705
6	1108	23519	23519
7	1108	24990	24990
8	1108	27612	27612
9	1108	23083	23083
10	1108	22235	22235
11	1108	22634	22634
12	1108	27883	27883
13	1108	28726	28726
14	1108	38887	38887
15	1108	34518	34518
16	1108	29153	29153
17	1108	27121	27121
18	1108	30843	30843
19	1108	27171	27171
20	1108	29643	29643
21	1108	27883	27883
22	1108	31865	31865
23	1108	33348	33348
24	1108	34864	34864
25	1108	26390	26390
26	1108	29682	29682
27	1108	26912	26912
28	1108	22447	22447
29	1108	22000	22000
30	1108	22592	22592
31	1108	23673	23673
32	1108	23114	23114
33	1108	22641	22641
34	1108	21822	21822
35	1108	28230	28230
36	1108	27430	27430
37	1108	22876	22876
38	1108	29567	29567
39	1108	36540	36540
40	1108	31046	31046
41	1108	29847	29847
42	1108	26920	26920
43	1108	26797	26797
44	1108	27780	27780
45	1108	27059	27059
46	1108	32055	32055
47	1108	25888	25888
48	1108	27899	27899
49	1108	22190	22190
50	1108	25131	25131
51	1108	27066	27066
52	1108	26022	26022
53	1108	25721	25721
54	1108	23572	23572
55	1108	34282	34282
56	1108	29363	29363
57	1108	21619	21619
58	1108	27992	27992
59	1108	16529	16529
60	1108	16285	16285
61	1108	22675	22675
62	1108	20673	20673
63	1108	21741	21741
64	1108	19771	19771
65	1108	15964	15964
66	1108	21070	21070
67	1108	13428	13428
68	1108	17166	17166
69	1108	16901	16901
70	1108	19401	19401
71	1108	19520	19520
72	1108	21444	21444
73	1108	14790	14790
74	1108	16268	16268
75	1108	20246	20246
76	1108	17466	17466
77	1108	21312	21312
78	1108	20892	20892
79	1108	21567	21567
80	1108	17910	17910
81	1108	24325	24325
82	1108	26186	26186
83	1108	17448	17448
84	1108	20386	20386
85	1108	17248	17248
86	1108	19814	19814
87	1108	17949	17949
88	1108	21855	21855
89	1108	16472	16472
90	1108	19582	19582
0	1109	2753624	276926
1	1109	12926	12926
2	1109	15997	15997
3	1109	13163	13163
4	1109	14372	14372
5	1109	13220	13220
6	1109	14355	14355
7	1109	15388	15388
8	1109	17307	17307
9	1109	14140	14140
10	1109	14103	14103
11	1109	13911	13911
12	1109	17087	17087
13	1109	17903	17903
14	1109	23655	23655
15	1109	21584	21584
16	1109	18129	18129
17	1109	17125	17125
18	1109	18955	18955
19	1109	16900	16900
20	1109	18161	18161
21	1109	17264	17264
22	1109	19879	19879
23	1109	20997	20997
24	1109	21595	21595
25	1109	16472	16472
26	1109	18370	18370
27	1109	16718	16718
28	1109	13914	13914
29	1109	13866	13866
30	1109	13714	13714
31	1109	14307	14307
32	1109	11054	11054
33	1109	13827	13827
34	1109	13577	13577
35	1109	17054	17054
36	1109	16847	16847
37	1109	14329	14329
38	1109	18288	18288
39	1109	22619	22619
40	1109	19358	19358
41	1109	18258	18258
42	1109	16604	16604
43	1109	16524	16524
44	1109	17042	17042
45	1109	16781	16781
46	1109	19662	19662
47	1109	16036	16036
48	1109	16746	16746
49	1109	13623	13623
50	1109	15269	15269
51	1109	16700	16700
52	1109	16171	16171
53	1109	16087	16087
54	1109	14634	14634
55	1109	21157	21157
56	1109	18524	18524
57	1109	13351	13351
58	1109	17144	17144
59	1109	9957	9957
60	1109	10065	10065
61	1109	13078	13078
62	1109	12445	12445
63	1109	13321	13321
64	1109	11892	11892
65	1109	9902	9902
66	1109	12881	12881
67	1109	8393	8393
68	1109	10534	10534
69	1109	10608	10608
70	1109	11850	11850
71	1109	12088	12088
72	1109	13044	13044
73	1109	8818	8818
74	1109	9789	9789
75	1109	12581	12581
76	1109	10514	10514
77	1109	13246	13246
78	1109	12264	12264
79	1109	13599	13599
80	1109	11097	11097
81	1109	14983	14983
82	1109	16319	16319
83	1109	10935	10935
84	1109	12263	12263
85	1109	10396	10396
86	1109	12001	12001
87	1109	10978	10978
88	1109	13471	13471
89	1109	9972	9972
90	1109	12253	12253
0	1110	1904650	484177
1	1110	20961	20961
2	1110	25854	25854
3	1110	21674	21674
4	1110	24070	24070
5	1110	21418	21418
6	1110	23666	23666
7	1110	24726	24726
8	1110	27759	27759
9	1110	22925	22925
10	1110	22758	22758
11	1110	22594	22594
12	1110	27914	27914
13	1110	29032	29032
14	1110	39220	39220
15	1110	34978	34978
16	1110	29216	29216
17	1110	27681	27681
18	1110	30797	30797
19	1110	26727	26727
20	1110	29597	29597
21	1110	27404	27404
22	1110	31407	31407
23	1110	32927	32927
24	1110	34273	34273
25	1110	26706	26706
26	1110	29615	29615
27	1110	27023	27023
28	1110	22562	22562
29	1110	22137	22137
30	1110	22826	22826
31	1110	23465	23465
32	1110	22855	22855
33	1110	22824	22824
34	1110	22222	22222
35	1110	28230	28230
36	1110	27657	27657
37	1110	23040	23040
38	1110	29772	29772
39	1110	36756	36756
40	1110	30739	30739
41	1110	29699	29699
42	1110	26744	26744
43	1110	27015	27015
44	1110	27747	27747
45	1110	27421	27421
46	1110	31926	31926
47	1110	26252	26252
48	1110	27752	27752
49	1110	22120	22120
50	1110	25021	25021
51	1110	27089	27089
52	1110	26113	26113
53	1110	25881	25881
54	1110	24039	24039
55	1110	34234	34234
56	1110	29430	29430
57	1110	21580	21580
58	1110	28124	28124
59	1110	16490	16490
60	1110	16576	16576
61	1110	23139	23139
62	1110	20700	20700
63	1110	22006	22006
64	1110	19504	19504
65	1110	16106	16106
66	1110	21518	21518
67	1110	13931	13931
68	1110	17432	17432
69	1110	17307	17307
70	1110	19525	19525
71	1110	19723	19723
72	1110	21656	21656
73	1110	14957	14957
74	1110	16582	16582
75	1110	20501	20501
76	1110	17661	17661
77	1110	21086	21086
78	1110	21384	21384
79	1110	21676	21676
80	1110	18099	18099
81	1110	24642	24642
82	1110	26472	26472
83	1110	17585	17585
84	1110	20201	20201
85	1110	17247	17247
86	1110	20300	20300
87	1110	18349	18349
88	1110	22199	22199
89	1110	16676	16676
90	1110	19830	19830
0	1111	1994759	450982
1	1111	20211	20211
2	1111	25125	25125
3	1111	20540	20540
4	1111	22510	22510
5	1111	20764	20764
6	1111	22873	22873
7	1111	23593	23593
8	1111	26800	26800
9	1111	21752	21752
10	1111	21321	21321
11	1111	21604	21604
12	1111	26956	26956
13	1111	27696	27696
14	1111	37451	37451
15	1111	33532	33532
16	1111	28261	28261
17	1111	26677	26677
18	1111	29264	29264
19	1111	26123	26123
20	1111	28377	28377
21	1111	26898	26898
22	1111	30484	30484
23	1111	32513	32513
24	1111	33490	33490
25	1111	25710	25710
26	1111	28290	28290
27	1111	26485	26485
28	1111	21732	21732
29	1111	21734	21734
30	1111	21916	21916
31	1111	22965	22965
32	1111	22360	22360
33	1111	22247	22247
34	1111	20882	20882
35	1111	26583	26583
36	1111	26469	26469
37	1111	22101	22101
38	1111	28812	28812
39	1111	34740	34740
40	1111	29722	29722
41	1111	28518	28518
42	1111	25808	25808
43	1111	25867	25867
44	1111	26307	26307
45	1111	25730	25730
46	1111	30812	30812
47	1111	25360	25360
48	1111	26475	26475
49	1111	21440	21440
50	1111	24125	24125
51	1111	25666	25666
52	1111	25337	25337
53	1111	24986	24986
54	1111	22765	22765
55	1111	32841	32841
56	1111	28846	28846
57	1111	20615	20615
58	1111	27261	27261
59	1111	15847	15847
60	1111	15570	15570
61	1111	21792	21792
62	1111	19873	19873
63	1111	21150	21150
64	1111	18690	18690
65	1111	15531	15531
66	1111	20474	20474
67	1111	13117	13117
68	1111	16334	16334
69	1111	16365	16365
70	1111	18885	18885
71	1111	18622	18622
72	1111	20700	20700
73	1111	14203	14203
74	1111	15471	15471
75	1111	19319	19319
76	1111	16754	16754
77	1111	20250	20250
78	1111	20014	20014
79	1111	20811	20811
80	1111	17167	17167
81	1111	23515	23515
82	1111	25367	25367
83	1111	16989	16989
84	1111	19298	19298
85	1111	16366	16366
86	1111	18847	18847
87	1111	17434	17434
88	1111	21254	21254
89	1111	15765	15765
90	1111	19049	19049
0	1112	2022473	447683
1	1112	19543	19543
2	1112	24454	24454
3	1112	20595	20595
4	1112	22308	22308
5	1112	20303	20303
6	1112	22602	22602
7	1112	23616	23616
8	1112	26381	26381
9	1112	21675	21675
10	1112	21374	21374
11	1112	21806	21806
12	1112	26755	26755
13	1112	27598	27598
14	1112	36626	36626
15	1112	32862	32862
16	1112	27768	27768
17	1112	26299	26299
18	1112	29131	29131
19	1112	26092	26092
20	1112	27801	27801
21	1112	26032	26032
22	1112	30921	30921
23	1112	32457	32457
24	1112	33119	33119
25	1112	25216	25216
26	1112	28350	28350
27	1112	25866	25866
28	1112	21277	21277
29	1112	20903	20903
30	1112	21290	21290
31	1112	22405	22405
32	1112	22040	22040
33	1112	21162	21162
34	1112	20974	20974
35	1112	26621	26621
36	1112	26111	26111
37	1112	21919	21919
38	1112	28296	28296
39	1112	34172	34172
40	1112	29826	29826
41	1112	28166	28166
42	1112	25452	25452
43	1112	24899	24899
44	1112	26395	26395
45	1112	25787	25787
46	1112	30548	30548
47	1112	24941	24941
48	1112	26060	26060
49	1112	20812	20812
50	1112	23943	23943
51	1112	25468	25468
52	1112	24898	24898
53	1112	24460	24460
54	1112	22375	22375
55	1112	32772	32772
56	1112	28153	28153
57	1112	20305	20305
58	1112	26703	26703
59	1112	15908	15908
60	1112	15589	15589
61	1112	21781	21781
62	1112	19507	19507
63	1112	20808	20808
64	1112	18221	18221
65	1112	15393	15393
66	1112	20102	20102
67	1112	12829	12829
68	1112	16074	16074
69	1112	16554	16554
70	1112	18444	18444
71	1112	18564	18564
72	1112	20610	20610
73	1112	13928	13928
74	1112	15211	15211
75	1112	19099	19099
76	1112	16492	16492
77	1112	20110	20110
78	1112	19491	19491
79	1112	20489	20489
80	1112	16889	16889
81	1112	23081	23081
82	1112	25001	25001
83	1112	16584	16584
84	1112	18898	18898
85	1112	16328	16328
86	1112	18648	18648
87	1112	17426	17426
88	1112	20645	20645
89	1112	15324	15324
90	1112	18720	18720
0	1113	1996965	459157
1	1113	20035	20035
2	1113	24936	24936
3	1113	20867	20867
4	1113	22735	22735
5	1113	20524	20524
6	1113	22808	22808
7	1113	23532	23532
8	1113	26463	26463
9	1113	22169	22169
10	1113	21390	21390
11	1113	21709	21709
12	1113	26703	26703
13	1113	27659	27659
14	1113	37247	37247
15	1113	33398	33398
16	1113	27911	27911
17	1113	26917	26917
18	1113	29633	29633
19	1113	26126	26126
20	1113	28105	28105
21	1113	26643	26643
22	1113	31421	31421
23	1113	32677	32677
24	1113	33731	33731
25	1113	25828	25828
26	1113	28605	28605
27	1113	26284	26284
28	1113	21640	21640
29	1113	21257	21257
30	1113	21707	21707
31	1113	22804	22804
32	1113	22708	22708
33	1113	21667	21667
34	1113	20711	20711
35	1113	26478	26478
36	1113	26557	26557
37	1113	22279	22279
38	1113	28821	28821
39	1113	34303	34303
40	1113	30097	30097
41	1113	28570	28570
42	1113	25629	25629
43	1113	25744	25744
44	1113	26908	26908
45	1113	26167	26167
46	1113	30245	30245
47	1113	25002	25002
48	1113	26413	26413
49	1113	21215	21215
50	1113	24244	24244
51	1113	25800	25800
52	1113	25378	25378
53	1113	24834	24834
54	1113	22598	22598
55	1113	33265	33265
56	1113	28470	28470
57	1113	20636	20636
58	1113	27148	27148
59	1113	15944	15944
60	1113	15678	15678
61	1113	21748	21748
62	1113	19747	19747
63	1113	21024	21024
64	1113	18696	18696
65	1113	15204	15204
66	1113	20452	20452
67	1113	13084	13084
68	1113	16396	16396
69	1113	16327	16327
70	1113	18745	18745
71	1113	18771	18771
72	1113	20905	20905
73	1113	14218	14218
74	1113	15628	15628
75	1113	19233	19233
76	1113	16631	16631
77	1113	20597	20597
78	1113	20030	20030
79	1113	20662	20662
80	1113	17316	17316
81	1113	23242	23242
82	1113	25280	25280
83	1113	17097	17097
84	1113	18950	18950
85	1113	16330	16330
86	1113	18601	18601
87	1113	17434	17434
88	1113	20977	20977
89	1113	15547	15547
90	1113	19094	19094
0	1114	2250698	362307
1	1114	17634	17634
2	1114	21869	21869
3	1114	18176	18176
4	1114	20104	20104
5	1114	18122	18122
6	1114	19766	19766
7	1114	20855	20855
8	1114	23392	23392
9	1114	19297	19297
10	1114	18664	18664
11	1114	19275	19275
12	1114	23250	23250
13	1114	24402	24402
14	1114	32964	32964
15	1114	29561	29561
16	1114	24753	24753
17	1114	23225	23225
18	1114	26070	26070
19	1114	23102	23102
20	1114	24797	24797
21	1114	23839	23839
22	1114	27452	27452
23	1114	29012	29012
24	1114	29819	29819
25	1114	22843	22843
26	1114	24724	24724
27	1114	23167	23167
28	1114	19075	19075
29	1114	18775	18775
30	1114	19102	19102
31	1114	20021	20021
32	1114	19547	19547
33	1114	19043	19043
34	1114	18495	18495
35	1114	23388	23388
36	1114	23047	23047
37	1114	19840	19840
38	1114	25162	25162
39	1114	30593	30593
40	1114	26635	26635
41	1114	25693	25693
42	1114	22718	22718
43	1114	22739	22739
44	1114	23182	23182
45	1114	22888	22888
46	1114	27073	27073
47	1114	22232	22232
48	1114	22961	22961
49	1114	18730	18730
50	1114	21013	21013
51	1114	22694	22694
52	1114	22239	22239
53	1114	21749	21749
54	1114	20156	20156
55	1114	29456	29456
56	1114	25222	25222
57	1114	18260	18260
58	1114	23561	23561
59	1114	13758	13758
60	1114	13665	13665
61	1114	18975	18975
62	1114	17429	17429
63	1114	18756	18756
64	1114	16132	16132
65	1114	13599	13599
66	1114	17676	17676
67	1114	11375	11375
68	1114	14158	14158
69	1114	14657	14657
70	1114	16487	16487
71	1114	16543	16543
72	1114	18193	18193
73	1114	12338	12338
74	1114	13436	13436
75	1114	16920	16920
76	1114	14600	14600
77	1114	17598	17598
78	1114	17423	17423
79	1114	18206	18206
80	1114	14923	14923
81	1114	20632	20632
82	1114	22073	22073
83	1114	14786	14786
84	1114	16877	16877
85	1114	13995	13995
86	1114	16604	16604
87	1114	15037	15037
88	1114	18529	18529
89	1114	13741	13741
90	1114	16662	16662
0	1115	2386721	326405
1	1115	16223	16223
2	1115	20246	20246
3	1115	17049	17049
4	1115	18603	18603
5	1115	16709	16709
6	1115	18140	18140
