SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
19	1223	20092	20092
20	1223	21368	21368
21	1223	20607	20607
22	1223	24073	24073
23	1223	25188	25188
24	1223	25945	25945
25	1223	19595	19595
26	1223	21763	21763
27	1223	19782	19782
28	1223	16411	16411
29	1223	16343	16343
30	1223	16732	16732
31	1223	17378	17378
32	1223	17420	17420
33	1223	16764	16764
34	1223	15957	15957
35	1223	19846	19846
36	1223	19924	19924
37	1223	17027	17027
38	1223	21822	21822
39	1223	26259	26259
40	1223	23364	23364
41	1223	22080	22080
42	1223	19463	19463
43	1223	19887	19887
44	1223	20105	20105
45	1223	20008	20008
46	1223	23240	23240
47	1223	19407	19407
48	1223	19747	19747
49	1223	16027	16027
50	1223	18289	18289
51	1223	19953	19953
52	1223	19052	19052
53	1223	18585	18585
54	1223	17317	17317
55	1223	24948	24948
56	1223	21908	21908
57	1223	15839	15839
58	1223	20648	20648
59	1223	12064	12064
60	1223	11801	11801
61	1223	15999	15999
62	1223	15046	15046
63	1223	16091	16091
64	1223	13896	13896
65	1223	11643	11643
66	1223	15444	15444
67	1223	9747	9747
68	1223	12234	12234
69	1223	12617	12617
70	1223	14018	14018
71	1223	14045	14045
72	1223	15610	15610
73	1223	10919	10919
74	1223	11519	11519
75	1223	14514	14514
76	1223	12571	12571
77	1223	15565	15565
78	1223	14915	14915
79	1223	15976	15976
80	1223	12525	12525
81	1223	17705	17705
82	1223	19068	19068
83	1223	12990	12990
84	1223	14216	14216
85	1223	12190	12190
86	1223	14091	14091
87	1223	13366	13366
88	1223	15653	15653
89	1223	11814	11814
90	1223	14518	14518
0	1224	2531247	342103
1	1224	14636	14636
2	1224	18581	18581
3	1224	15600	15600
4	1224	16978	16978
5	1224	15222	15222
6	1224	16822	16822
7	1224	17733	17733
8	1224	19993	19993
9	1224	16535	16535
10	1224	16084	16084
11	1224	16608	16608
12	1224	19604	19604
13	1224	20267	20267
14	1224	27989	27989
15	1224	24911	24911
16	1224	20917	20917
17	1224	20034	20034
18	1224	22549	22549
19	1224	19738	19738
20	1224	21056	21056
21	1224	20308	20308
22	1224	23801	23801
23	1224	25144	25144
24	1224	25877	25877
25	1224	19262	19262
26	1224	21333	21333
27	1224	19426	19426
28	1224	15989	15989
29	1224	15901	15901
30	1224	16303	16303
31	1224	16890	16890
32	1224	17000	17000
33	1224	16099	16099
34	1224	15695	15695
35	1224	19682	19682
36	1224	19499	19499
37	1224	16758	16758
38	1224	21266	21266
39	1224	25483	25483
40	1224	22713	22713
41	1224	21494	21494
42	1224	18958	18958
43	1224	19271	19271
44	1224	20055	20055
45	1224	19577	19577
46	1224	22874	22874
47	1224	19259	19259
48	1224	19639	19639
49	1224	15530	15530
50	1224	17924	17924
51	1224	19322	19322
52	1224	19066	19066
53	1224	18405	18405
54	1224	17141	17141
55	1224	24705	24705
56	1224	21666	21666
57	1224	15371	15371
58	1224	20208	20208
59	1224	11848	11848
60	1224	11509	11509
61	1224	15920	15920
62	1224	14659	14659
63	1224	15862	15862
64	1224	13483	13483
65	1224	11474	11474
66	1224	15053	15053
67	1224	9649	9649
68	1224	11893	11893
69	1224	12118	12118
70	1224	13579	13579
71	1224	13753	13753
72	1224	15364	15364
73	1224	10435	10435
74	1224	11392	11392
75	1224	14300	14300
76	1224	12226	12226
77	1224	15059	15059
78	1224	14529	14529
79	1224	15288	15288
80	1224	12537	12537
81	1224	17243	17243
82	1224	18519	18519
83	1224	12610	12610
84	1224	13982	13982
85	1224	12063	12063
86	1224	13717	13717
87	1224	13029	13029
88	1224	15387	15387
89	1224	11447	11447
90	1224	13979	13979
0	1225	2578371	333687
1	1225	14607	14607
2	1225	18319	18319
3	1225	14990	14990
4	1225	16415	16415
5	1225	14959	14959
6	1225	16238	16238
7	1225	17224	17224
8	1225	19107	19107
9	1225	16003	16003
10	1225	15397	15397
11	1225	16073	16073
12	1225	19171	19171
13	1225	20127	20127
14	1225	26700	26700
15	1225	23768	23768
16	1225	20214	20214
17	1225	19195	19195
18	1225	21671	21671
19	1225	19170	19170
20	1225	20444	20444
21	1225	19822	19822
22	1225	23095	23095
23	1225	24396	24396
24	1225	24942	24942
25	1225	18667	18667
26	1225	20693	20693
27	1225	19018	19018
28	1225	15559	15559
29	1225	15504	15504
30	1225	15600	15600
31	1225	16439	16439
32	1225	16650	16650
33	1225	15865	15865
34	1225	14930	14930
35	1225	19145	19145
36	1225	18690	18690
37	1225	16256	16256
38	1225	20589	20589
39	1225	24931	24931
40	1225	22387	22387
41	1225	20910	20910
42	1225	18760	18760
43	1225	18403	18403
44	1225	19567	19567
45	1225	18852	18852
46	1225	22215	22215
47	1225	18629	18629
48	1225	19020	19020
49	1225	15263	15263
50	1225	17345	17345
51	1225	18605	18605
52	1225	18279	18279
53	1225	17980	17980
54	1225	16970	16970
55	1225	24241	24241
56	1225	21004	21004
57	1225	14842	14842
58	1225	19377	19377
59	1225	11391	11391
60	1225	11172	11172
61	1225	15149	15149
62	1225	14483	14483
63	1225	15268	15268
64	1225	13082	13082
65	1225	10741	10741
66	1225	14816	14816
67	1225	9350	9350
68	1225	11533	11533
69	1225	11983	11983
70	1225	13461	13461
71	1225	13601	13601
72	1225	14999	14999
73	1225	10236	10236
74	1225	10879	10879
75	1225	13724	13724
76	1225	11824	11824
77	1225	14551	14551
78	1225	13901	13901
79	1225	14811	14811
80	1225	12021	12021
81	1225	16662	16662
82	1225	18138	18138
83	1225	11887	11887
84	1225	13579	13579
85	1225	11550	11550
86	1225	13186	13186
87	1225	12561	12561
88	1225	15106	15106
89	1225	11068	11068
90	1225	13588	13588
0	1226	2574603	336390
1	1226	14698	14698
2	1226	18049	18049
3	1226	15129	15129
4	1226	16438	16438
5	1226	14766	14766
6	1226	16223	16223
7	1226	17165	17165
8	1226	19332	19332
9	1226	16188	16188
10	1226	15215	15215
11	1226	15732	15732
12	1226	19207	19207
13	1226	20070	20070
14	1226	27300	27300
15	1226	23858	23858
16	1226	20707	20707
17	1226	19513	19513
18	1226	21893	21893
19	1226	19187	19187
20	1226	20563	20563
21	1226	19844	19844
22	1226	22882	22882
23	1226	23979	23979
24	1226	24865	24865
25	1226	18839	18839
26	1226	20732	20732
27	1226	19122	19122
28	1226	15666	15666
29	1226	15511	15511
30	1226	15781	15781
31	1226	16627	16627
32	1226	16465	16465
33	1226	15719	15719
34	1226	15303	15303
35	1226	18998	18998
36	1226	19043	19043
37	1226	16286	16286
38	1226	20448	20448
39	1226	24578	24578
40	1226	21894	21894
41	1226	21019	21019
42	1226	18667	18667
43	1226	18744	18744
44	1226	19352	19352
45	1226	19123	19123
46	1226	22239	22239
47	1226	18677	18677
48	1226	18897	18897
49	1226	15223	15223
50	1226	17542	17542
51	1226	18514	18514
52	1226	18187	18187
53	1226	17898	17898
54	1226	16637	16637
55	1226	24136	24136
56	1226	20890	20890
57	1226	15203	15203
58	1226	19719	19719
59	1226	11573	11573
60	1226	11354	11354
61	1226	15392	15392
62	1226	14382	14382
63	1226	15107	15107
64	1226	13287	13287
65	1226	11208	11208
66	1226	14525	14525
67	1226	9333	9333
68	1226	11586	11586
69	1226	11947	11947
70	1226	13374	13374
71	1226	13614	13614
72	1226	15080	15080
73	1226	10230	10230
74	1226	10988	10988
75	1226	13769	13769
76	1226	11892	11892
77	1226	14887	14887
78	1226	13952	13952
79	1226	15167	15167
80	1226	12361	12361
81	1226	16833	16833
82	1226	18327	18327
83	1226	12101	12101
84	1226	13255	13255
85	1226	11672	11672
86	1226	13216	13216
87	1226	12609	12609
88	1226	14976	14976
89	1226	11076	11076
90	1226	13746	13746
0	1227	2574190	336191
1	1227	14520	14520
2	1227	18288	18288
3	1227	15099	15099
4	1227	16528	16528
5	1227	14911	14911
6	1227	16521	16521
7	1227	17296	17296
8	1227	19173	19173
9	1227	16066	16066
10	1227	15448	15448
11	1227	15975	15975
12	1227	18940	18940
13	1227	20124	20124
14	1227	27043	27043
15	1227	23802	23802
16	1227	20037	20037
17	1227	19400	19400
18	1227	21846	21846
19	1227	19331	19331
20	1227	20243	20243
21	1227	19661	19661
22	1227	23304	23304
23	1227	24171	24171
24	1227	24991	24991
25	1227	19015	19015
26	1227	20881	20881
27	1227	18821	18821
28	1227	15634	15634
29	1227	15649	15649
30	1227	15973	15973
31	1227	16504	16504
32	1227	16460	16460
33	1227	15818	15818
34	1227	14839	14839
35	1227	19104	19104
36	1227	19292	19292
37	1227	16524	16524
38	1227	20464	20464
39	1227	24816	24816
40	1227	22213	22213
41	1227	21446	21446
42	1227	18873	18873
43	1227	18842	18842
44	1227	19206	19206
45	1227	18806	18806
46	1227	22131	22131
47	1227	18786	18786
48	1227	18913	18913
49	1227	15253	15253
50	1227	17501	17501
51	1227	18643	18643
52	1227	18243	18243
53	1227	17931	17931
54	1227	16393	16393
55	1227	23914	23914
56	1227	21169	21169
57	1227	15101	15101
58	1227	19466	19466
59	1227	11453	11453
60	1227	10973	10973
61	1227	15203	15203
62	1227	14539	14539
63	1227	15197	15197
64	1227	13031	13031
65	1227	11180	11180
66	1227	14687	14687
67	1227	9254	9254
68	1227	11582	11582
69	1227	12064	12064
70	1227	13313	13313
71	1227	13592	13592
72	1227	14827	14827
73	1227	10336	10336
74	1227	10780	10780
75	1227	13812	13812
76	1227	11893	11893
77	1227	14750	14750
78	1227	14163	14163
79	1227	15045	15045
80	1227	12069	12069
81	1227	17025	17025
82	1227	18236	18236
83	1227	12356	12356
84	1227	13503	13503
85	1227	11367	11367
86	1227	13313	13313
87	1227	12770	12770
88	1227	15182	15182
89	1227	11065	11065
90	1227	13812	13812
0	1228	2594589	334561
1	1228	14191	14191
2	1228	17781	17781
3	1228	14902	14902
4	1228	16368	16368
5	1228	14697	14697
6	1228	16051	16051
7	1228	16945	16945
8	1228	18617	18617
9	1228	15676	15676
10	1228	14993	14993
11	1228	15681	15681
12	1228	18759	18759
13	1228	19912	19912
14	1228	27047	27047
15	1228	23524	23524
16	1228	19962	19962
17	1228	19057	19057
18	1228	21474	21474
19	1228	18734	18734
20	1228	20384	20384
21	1228	19725	19725
22	1228	23229	23229
23	1228	23819	23819
24	1228	24563	24563
25	1228	18689	18689
26	1228	20378	20378
27	1228	18844	18844
28	1228	15325	15325
29	1228	15533	15533
30	1228	15841	15841
31	1228	16441	16441
32	1228	15981	15981
33	1228	15870	15870
34	1228	14975	14975
35	1228	18944	18944
36	1228	18561	18561
37	1228	16121	16121
38	1228	20510	20510
39	1228	24550	24550
40	1228	21966	21966
41	1228	20721	20721
42	1228	18392	18392
43	1228	18591	18591
44	1228	19229	19229
45	1228	18671	18671
46	1228	21983	21983
47	1228	18491	18491
48	1228	18823	18823
49	1228	14946	14946
50	1228	17259	17259
51	1228	18267	18267
52	1228	18164	18164
53	1228	17851	17851
54	1228	16399	16399
55	1228	23694	23694
56	1228	20629	20629
57	1228	14900	14900
58	1228	19353	19353
59	1228	11257	11257
60	1228	11079	11079
61	1228	15177	15177
62	1228	14320	14320
63	1228	14948	14948
64	1228	13220	13220
65	1228	10948	10948
66	1228	14337	14337
67	1228	9281	9281
68	1228	11554	11554
69	1228	11687	11687
70	1228	13248	13248
71	1228	13345	13345
72	1228	14588	14588
73	1228	10126	10126
74	1228	10627	10627
75	1228	13638	13638
76	1228	11747	11747
77	1228	14813	14813
78	1228	13889	13889
79	1228	14837	14837
80	1228	12176	12176
81	1228	16591	16591
82	1228	17611	17611
83	1228	12185	12185
84	1228	13191	13191
85	1228	11380	11380
86	1228	13004	13004
87	1228	12379	12379
88	1228	14996	14996
89	1228	10808	10808
90	1228	13345	13345
0	1229	2602051	332089
1	1229	14115	14115
2	1229	17727	17727
3	1229	15140	15140
4	1229	16115	16115
5	1229	14773	14773
6	1229	15944	15944
7	1229	16977	16977
8	1229	18925	18925
9	1229	15940	15940
10	1229	14919	14919
11	1229	15932	15932
12	1229	18673	18673
13	1229	19747	19747
14	1229	26342	26342
15	1229	23803	23803
16	1229	20028	20028
17	1229	19126	19126
18	1229	21386	21386
19	1229	18850	18850
20	1229	20142	20142
21	1229	19407	19407
22	1229	22589	22589
23	1229	23948	23948
24	1229	24627	24627
25	1229	18475	18475
26	1229	20440	20440
27	1229	18602	18602
28	1229	15333	15333
29	1229	15198	15198
30	1229	15457	15457
31	1229	16389	16389
32	1229	15904	15904
33	1229	15494	15494
34	1229	14622	14622
35	1229	18768	18768
36	1229	18452	18452
37	1229	16203	16203
38	1229	20182	20182
39	1229	24648	24648
40	1229	21673	21673
41	1229	20758	20758
42	1229	18240	18240
43	1229	18384	18384
44	1229	18975	18975
45	1229	18609	18609
46	1229	21849	21849
47	1229	18352	18352
48	1229	18490	18490
49	1229	14919	14919
50	1229	17253	17253
51	1229	18465	18465
52	1229	18076	18076
53	1229	17564	17564
54	1229	16196	16196
55	1229	23670	23670
56	1229	20878	20878
57	1229	14944	14944
58	1229	19093	19093
59	1229	11328	11328
60	1229	11143	11143
61	1229	15272	15272
62	1229	14037	14037
63	1229	14764	14764
64	1229	12836	12836
65	1229	10897	10897
66	1229	14350	14350
67	1229	9211	9211
68	1229	11281	11281
69	1229	11812	11812
70	1229	12897	12897
71	1229	13389	13389
72	1229	14610	14610
73	1229	9925	9925
74	1229	10602	10602
75	1229	13595	13595
76	1229	11588	11588
77	1229	14488	14488
78	1229	13949	13949
79	1229	14787	14787
80	1229	11982	11982
81	1229	16682	16682
82	1229	17807	17807
83	1229	11903	11903
84	1229	13303	13303
85	1229	11297	11297
86	1229	13030	13030
87	1229	12434	12434
88	1229	14805	14805
89	1229	10849	10849
90	1229	13270	13270
0	1230	2620275	325768
1	1230	14041	14041
2	1230	17536	17536
3	1230	14611	14611
4	1230	15935	15935
5	1230	14520	14520
6	1230	15622	15622
7	1230	16605	16605
8	1230	18901	18901
9	1230	15739	15739
10	1230	14813	14813
11	1230	15589	15589
12	1230	18474	18474
13	1230	19567	19567
14	1230	26123	26123
15	1230	23518	23518
16	1230	19778	19778
17	1230	18723	18723
18	1230	21275	21275
19	1230	18590	18590
20	1230	19888	19888
21	1230	19305	19305
22	1230	22493	22493
23	1230	23889	23889
24	1230	24323	24323
25	1230	18370	18370
26	1230	20143	20143
27	1230	18456	18456
28	1230	15111	15111
29	1230	15099	15099
30	1230	15098	15098
31	1230	16247	16247
32	1230	15781	15781
33	1230	15365	15365
34	1230	14746	14746
35	1230	18455	18455
36	1230	18357	18357
37	1230	15764	15764
38	1230	19939	19939
39	1230	23943	23943
40	1230	21781	21781
41	1230	20641	20641
42	1230	17955	17955
43	1230	18215	18215
44	1230	18841	18841
45	1230	18450	18450
46	1230	21525	21525
47	1230	18340	18340
48	1230	18433	18433
49	1230	14496	14496
50	1230	16725	16725
51	1230	18120	18120
52	1230	17743	17743
53	1230	17439	17439
54	1230	16010	16010
55	1230	23469	23469
56	1230	20444	20444
57	1230	14520	14520
58	1230	19193	19193
59	1230	11082	11082
60	1230	10900	10900
61	1230	14641	14641
62	1230	13766	13766
63	1230	14747	14747
64	1230	12802	12802
65	1230	10848	10848
66	1230	14190	14190
67	1230	9148	9148
68	1230	11136	11136
69	1230	11762	11762
70	1230	12832	12832
71	1230	13267	13267
72	1230	14372	14372
73	1230	9965	9965
74	1230	10549	10549
75	1230	13497	13497
76	1230	11529	11529
77	1230	14333	14333
78	1230	13494	13494
79	1230	14589	14589
80	1230	11827	11827
81	1230	16081	16081
82	1230	17579	17579
83	1230	11716	11716
84	1230	13011	13011
85	1230	11300	11300
86	1230	12992	12992
87	1230	12095	12095
88	1230	14530	14530
89	1230	10773	10773
90	1230	13204	13204
0	1231	2599182	331923
1	1231	14284	14284
2	1231	17916	17916
3	1231	14906	14906
4	1231	16173	16173
5	1231	14549	14549
6	1231	16052	16052
7	1231	16883	16883
8	1231	19226	19226
9	1231	16034	16034
10	1231	15187	15187
11	1231	15523	15523
12	1231	18755	18755
13	1231	19629	19629
14	1231	26813	26813
15	1231	23386	23386
16	1231	20005	20005
17	1231	19037	19037
18	1231	21335	21335
19	1231	18796	18796
20	1231	20272	20272
21	1231	19676	19676
22	1231	22717	22717
23	1231	23972	23972
24	1231	24811	24811
25	1231	18556	18556
26	1231	20513	20513
27	1231	18888	18888
28	1231	15318	15318
29	1231	15154	15154
30	1231	15462	15462
31	1231	16424	16424
32	1231	16170	16170
33	1231	15518	15518
34	1231	14561	14561
35	1231	18963	18963
36	1231	18525	18525
37	1231	15898	15898
38	1231	20461	20461
39	1231	24886	24886
40	1231	22073	22073
41	1231	20854	20854
42	1231	18127	18127
43	1231	18283	18283
44	1231	19188	19188
45	1231	18706	18706
46	1231	21844	21844
47	1231	18414	18414
48	1231	18655	18655
49	1231	14872	14872
50	1231	17178	17178
51	1231	18394	18394
52	1231	18016	18016
53	1231	17320	17320
54	1231	16242	16242
55	1231	23626	23626
56	1231	20844	20844
57	1231	14966	14966
58	1231	19310	19310
59	1231	11316	11316
60	1231	11094	11094
61	1231	15156	15156
62	1231	14146	14146
63	1231	14739	14739
64	1231	12979	12979
65	1231	10977	10977
66	1231	14459	14459
67	1231	9107	9107
68	1231	11536	11536
69	1231	11910	11910
70	1231	13161	13161
71	1231	13210	13210
72	1231	14686	14686
73	1231	9963	9963
74	1231	10620	10620
75	1231	13486	13486
76	1231	11704	11704
77	1231	14596	14596
78	1231	13821	13821
79	1231	14815	14815
80	1231	11917	11917
81	1231	16408	16408
82	1231	17606	17606
83	1231	11936	11936
84	1231	13137	13137
85	1231	11477	11477
86	1231	13237	13237
87	1231	12366	12366
88	1231	14709	14709
89	1231	10799	10799
90	1231	13503	13503
0	1232	2582024	337811
1	1232	14438	14438
2	1232	17963	17963
3	1232	15262	15262
4	1232	16282	16282
5	1232	14697	14697
6	1232	16340	16340
7	1232	17165	17165
8	1232	19339	19339
9	1232	16117	16117
10	1232	15455	15455
11	1232	15796	15796
12	1232	18825	18825
13	1232	19986	19986
14	1232	27313	27313
15	1232	23819	23819
16	1232	20085	20085
17	1232	19235	19235
18	1232	21650	21650
19	1232	18951	18951
20	1232	20312	20312
21	1232	20056	20056
22	1232	23153	23153
23	1232	24157	24157
24	1232	24952	24952
25	1232	18820	18820
26	1232	20731	20731
27	1232	19075	19075
28	1232	15433	15433
29	1232	15283	15283
30	1232	15603	15603
31	1232	16482	16482
32	1232	16302	16302
33	1232	15522	15522
34	1232	15027	15027
35	1232	18999	18999
36	1232	18721	18721
37	1232	16149	16149
38	1232	20935	20935
39	1232	24936	24936
40	1232	22009	22009
41	1232	20937	20937
42	1232	18469	18469
43	1232	18952	18952
44	1232	19478	19478
45	1232	19035	19035
46	1232	22119	22119
47	1232	18539	18539
48	1232	19119	19119
49	1232	15336	15336
50	1232	17233	17233
51	1232	18643	18643
52	1232	18158	18158
53	1232	17898	17898
54	1232	16236	16236
55	1232	23917	23917
56	1232	20925	20925
57	1232	15082	15082
58	1232	19619	19619
59	1232	11530	11530
60	1232	11139	11139
61	1232	15285	15285
62	1232	14329	14329
63	1232	14788	14788
64	1232	12999	12999
65	1232	10886	10886
66	1232	14720	14720
67	1232	9327	9327
68	1232	11336	11336
69	1232	11949	11949
70	1232	12951	12951
71	1232	13578	13578
72	1232	14949	14949
73	1232	10218	10218
74	1232	10709	10709
75	1232	13715	13715
76	1232	11601	11601
77	1232	14711	14711
78	1232	14040	14040
79	1232	14888	14888
80	1232	12307	12307
81	1232	16686	16686
82	1232	18211	18211
83	1232	12123	12123
84	1232	13551	13551
85	1232	11322	11322
86	1232	13228	13228
87	1232	12231	12231
88	1232	15013	15013
89	1232	11103	11103
90	1232	13387	13387
0	1233	2594971	325685
1	1233	13828	13828
2	1233	18082	18082
3	1233	15217	15217
4	1233	16071	16071
5	1233	14406	14406
6	1233	16114	16114
7	1233	16857	16857
8	1233	18822	18822
9	1233	15879	15879
10	1233	15244	15244
11	1233	15619	15619
12	1233	18718	18718
13	1233	19891	19891
14	1233	26492	26492
15	1233	23738	23738
16	1233	19904	19904
17	1233	19058	19058
18	1233	21434	21434
19	1233	19094	19094
20	1233	20295	20295
21	1233	19621	19621
22	1233	22990	22990
23	1233	24164	24164
24	1233	24581	24581
25	1233	18783	18783
26	1233	20706	20706
27	1233	18743	18743
28	1233	15423	15423
29	1233	15495	15495
30	1233	15645	15645
31	1233	16454	16454
32	1233	16130	16130
33	1233	15681	15681
34	1233	14986	14986
35	1233	19047	19047
36	1233	18456	18456
37	1233	16012	16012
38	1233	20184	20184
39	1233	24544	24544
40	1233	22169	22169
41	1233	20862	20862
42	1233	18304	18304
43	1233	18434	18434
44	1233	19238	19238
45	1233	18635	18635
46	1233	22025	22025
47	1233	18446	18446
48	1233	18635	18635
49	1233	14982	14982
50	1233	17091	17091
51	1233	18451	18451
52	1233	18200	18200
53	1233	17832	17832
54	1233	16263	16263
55	1233	23708	23708
56	1233	20837	20837
57	1233	14816	14816
58	1233	19182	19182
59	1233	11310	11310
60	1233	10980	10980
61	1233	15099	15099
62	1233	14178	14178
63	1233	14848	14848
64	1233	12863	12863
65	1233	10888	10888
66	1233	14271	14271
67	1233	9291	9291
68	1233	11558	11558
69	1233	11651	11651
70	1233	12978	12978
71	1233	13367	13367
72	1233	14946	14946
73	1233	9989	9989
74	1233	10757	10757
75	1233	13619	13619
76	1233	11729	11729
77	1233	14652	14652
78	1233	14069	14069
79	1233	14668	14668
80	1233	12224	12224
81	1233	16396	16396
82	1233	18026	18026
83	1233	11889	11889
84	1233	13259	13259
85	1233	11577	11577
86	1233	13079	13079
87	1233	12556	12556
88	1233	15133	15133
89	1233	10965	10965
90	1233	13600	13600
0	1234	2589940	328932
1	1234	14345	14345
2	1234	18002	18002
3	1234	15010	15010
4	1234	16351	16351
5	1234	14867	14867
6	1234	15918	15918
7	1234	17081	17081
8	1234	19050	19050
9	1234	16105	16105
10	1234	15059	15059
11	1234	15764	15764
12	1234	18573	18573
13	1234	19908	19908
14	1234	26645	26645
15	1234	23655	23655
16	1234	20098	20098
17	1234	19290	19290
18	1234	21656	21656
19	1234	18898	18898
20	1234	20317	20317
21	1234	19827	19827
22	1234	22853	22853
23	1234	24017	24017
24	1234	24569	24569
25	1234	18867	18867
26	1234	20729	20729
27	1234	19065	19065
28	1234	15540	15540
29	1234	15469	15469
30	1234	15678	15678
31	1234	16556	16556
32	1234	16354	16354
33	1234	15594	15594
34	1234	14774	14774
35	1234	18855	18855
36	1234	18925	18925
37	1234	15967	15967
38	1234	20314	20314
39	1234	24543	24543
40	1234	22292	22292
41	1234	20670	20670
42	1234	18231	18231
43	1234	18309	18309
44	1234	19081	19081
45	1234	18697	18697
46	1234	21959	21959
47	1234	18274	18274
48	1234	18849	18849
49	1234	15120	15120
50	1234	17452	17452
51	1234	18478	18478
52	1234	18290	18290
53	1234	17615	17615
54	1234	16366	16366
55	1234	24112	24112
56	1234	21092	21092
57	1234	14973	14973
58	1234	19713	19713
59	1234	11398	11398
60	1234	11108	11108
61	1234	15100	15100
62	1234	14214	14214
63	1234	15118	15118
64	1234	13016	13016
65	1234	10993	10993
66	1234	14603	14603
67	1234	9173	9173
68	1234	11362	11362
69	1234	11812	11812
70	1234	13160	13160
71	1234	13209	13209
72	1234	14797	14797
73	1234	10219	10219
74	1234	10746	10746
75	1234	13446	13446
76	1234	11650	11650
77	1234	14774	14774
78	1234	14016	14016
79	1234	14683	14683
80	1234	12049	12049
81	1234	16935	16935
82	1234	17662	17662
83	1234	12041	12041
84	1234	13389	13389
85	1234	11703	11703
86	1234	13165	13165
87	1234	12696	12696
88	1234	14776	14776
89	1234	10873	10873
90	1234	13417	13417
0	1235	2591819	332801
1	1235	14216	14216
2	1235	17968	17968
3	1235	15017	15017
4	1235	16008	16008
5	1235	14443	14443
6	1235	16068	16068
7	1235	17281	17281
8	1235	19234	19234
9	1235	15875	15875
10	1235	15147	15147
11	1235	15554	15554
12	1235	18757	18757
13	1235	19761	19761
14	1235	26864	26864
15	1235	23602	23602
16	1235	20083	20083
17	1235	19246	19246
18	1235	21488	21488
19	1235	19024	19024
20	1235	20266	20266
21	1235	19756	19756
22	1235	22801	22801
23	1235	23737	23737
24	1235	24854	24854
25	1235	18581	18581
26	1235	20568	20568
27	1235	18639	18639
28	1235	15335	15335
29	1235	15478	15478
30	1235	15819	15819
31	1235	16389	16389
32	1235	16538	16538
33	1235	15785	15785
34	1235	14851	14851
35	1235	18876	18876
36	1235	18845	18845
37	1235	16148	16148
38	1235	20283	20283
39	1235	24756	24756
40	1235	21792	21792
41	1235	20626	20626
42	1235	18193	18193
43	1235	18457	18457
44	1235	19378	19378
45	1235	18431	18431
46	1235	21859	21859
47	1235	18779	18779
48	1235	18622	18622
49	1235	15058	15058
50	1235	17317	17317
51	1235	18529	18529
52	1235	18295	18295
53	1235	17935	17935
54	1235	16338	16338
55	1235	23821	23821
56	1235	20814	20814
57	1235	14902	14902
58	1235	19461	19461
59	1235	11242	11242
60	1235	11006	11006
61	1235	15291	15291
62	1235	14255	14255
63	1235	15015	15015
64	1235	13204	13204
65	1235	11016	11016
66	1235	14515	14515
67	1235	9126	9126
68	1235	11536	11536
69	1235	11821	11821
70	1235	13207	13207
71	1235	13439	13439
72	1235	14953	14953
73	1235	9952	9952
74	1235	10687	10687
75	1235	13630	13630
76	1235	11789	11789
77	1235	14823	14823
78	1235	14142	14142
79	1235	14666	14666
80	1235	12183	12183
81	1235	16556	16556
82	1235	18105	18105
83	1235	11964	11964
84	1235	13090	13090
85	1235	11375	11375
86	1235	13271	13271
87	1235	12546	12546
88	1235	14917	14917
89	1235	10942	10942
90	1235	13273	13273
0	1236	2614111	324377
1	1236	13919	13919
2	1236	17463	17463
3	1236	14802	14802
4	1236	16086	16086
5	1236	14435	14435
6	1236	15687	15687
7	1236	16662	16662
8	1236	18947	18947
9	1236	15871	15871
10	1236	14931	14931
11	1236	15590	15590
12	1236	18440	18440
13	1236	19496	19496
14	1236	26307	26307
15	1236	23390	23390
16	1236	19764	19764
17	1236	18617	18617
18	1236	21427	21427
19	1236	18807	18807
20	1236	20056	20056
21	1236	19334	19334
22	1236	22810	22810
23	1236	23488	23488
24	1236	24571	24571
25	1236	18568	18568
26	1236	20192	20192
27	1236	18396	18396
28	1236	15242	15242
29	1236	15164	15164
30	1236	15472	15472
31	1236	16116	16116
32	1236	16038	16038
33	1236	15449	15449
34	1236	14647	14647
35	1236	18543	18543
36	1236	18458	18458
37	1236	15846	15846
38	1236	20095	20095
39	1236	24030	24030
40	1236	21721	21721
41	1236	20355	20355
42	1236	18040	18040
43	1236	18414	18414
44	1236	18965	18965
45	1236	18524	18524
46	1236	22070	22070
47	1236	18101	18101
48	1236	18380	18380
49	1236	14837	14837
50	1236	17203	17203
51	1236	18131	18131
52	1236	18273	18273
53	1236	17538	17538
54	1236	16095	16095
55	1236	23507	23507
56	1236	20592	20592
57	1236	14440	14440
58	1236	19204	19204
59	1236	11140	11140
60	1236	10861	10861
61	1236	14917	14917
62	1236	13935	13935
63	1236	14788	14788
64	1236	12635	12635
65	1236	10842	10842
66	1236	14323	14323
67	1236	9024	9024
68	1236	11455	11455
69	1236	11609	11609
70	1236	12817	12817
71	1236	13057	13057
72	1236	14299	14299
73	1236	9882	9882
74	1236	10739	10739
75	1236	13334	13334
76	1236	11639	11639
77	1236	14298	14298
78	1236	13547	13547
79	1236	14606	14606
80	1236	11909	11909
81	1236	16369	16369
82	1236	17728	17728
83	1236	12023	12023
84	1236	13262	13262
85	1236	11326	11326
86	1236	13085	13085
87	1236	12310	12310
88	1236	14675	14675
89	1236	10786	10786
90	1236	13027	13027
0	1237	2609501	326078
1	1237	14262	14262
2	1237	17802	17802
3	1237	14840	14840
4	1237	16077	16077
5	1237	14559	14559
6	1237	15906	15906
7	1237	17015	17015
8	1237	18891	18891
9	1237	15616	15616
10	1237	14858	14858
11	1237	15653	15653
12	1237	18382	18382
