SampleNumber	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
L1T1257	17.79686	0.7726103	0.9764911	0.8244856	0.8824744	0.8057891	0.8893595	0.9329846	1.063207	0.8663895	0.8401551	0.862116	1.016021	1.082319	1.453756	1.307449	1.099591	1.054838	1.181025	1.022728	1.101075	1.067659	1.23931	1.309289	1.345851	1.031928	1.113005	1.028544	0.8704256	0.8378403	0.8709004	0.8941672	0.8932175	0.8463872	0.8018718	1.034539	1.018632	0.8808719	1.113361	1.358968	1.204351	1.126835	0.9988082	1.023974	1.063267	1.045638	1.214204	1.011925	1.012934	0.8246637	0.9507315	1.019879	0.9994611	0.9707931	0.8955917	1.328223	1.131761	0.8104781	1.054067	0.6236912	0.617103	0.8355848	0.7857869	0.8266817	0.7173518	0.595973	0.8002692	0.5048053	0.6244628	0.6444058	0.7143247	0.735336	0.8213399	0.5563245	0.587426	0.7442985	0.6470173	0.7965299	0.7857869	0.8048395	0.6537837	0.9248532	0.9891928	0.6513502	0.7300535	0.6336034	0.7257207	0.6907612	0.8136239	0.5983471	0.7432894
L1T1258	18.02624	0.7688992	0.9868046	0.8103936	0.8991655	0.7963833	0.8802069	0.9252188	1.042011	0.8741258	0.8245232	0.8719199	1.024066	1.084281	1.459042	1.294853	1.094356	1.054949	1.181042	1.016018	1.1188	1.082075	1.239885	1.32192	1.345946	1.016614	1.101511	1.007492	0.8572537	0.847834	0.8589827	0.8933229	0.8713237	0.845032	0.8059223	1.031459	1.02347	0.8772855	1.121483	1.369496	1.194873	1.119038	1.016316	1.017508	1.055843	1.022993	1.213593	1.006598	1.02663	0.8370431	0.9580089	1.004988	0.9803659	0.9803659	0.9081679	1.313275	1.14217	0.8119437	1.058526	0.6182434	0.609241	0.8154612	0.7751591	0.8299485	0.712202	0.5982116	0.7755765	0.4996026	0.6308229	0.6377386	0.7178658	0.7406401	0.8074723	0.5579095	0.5925478	0.7406997	0.6432235	0.7814191	0.7861289	0.8001989	0.66564	0.9178261	0.9856123	0.6601551	0.7114866	0.6220589	0.7113674	0.6786369	0.8159382	0.6036965	0.7374207
L1T1259	17.94129	0.7853692	0.9671592	0.8411703	0.8945636	0.7965655	0.8810196	0.9285138	1.055586	0.8627804	0.8209446	0.8679572	1.023141	1.091463	1.457451	1.307865	1.104585	1.05685	1.176037	1.038972	1.08761	1.071237	1.248573	1.30937	1.337722	1.008273	1.112049	1.033374	0.8393042	0.8410499	0.8594095	0.9118998	0.8881227	0.868198	0.8226301	1.035601	1.018987	0.8733146	1.113013	1.338204	1.192651	1.129566	1.019228	0.9968957	1.045714	1.018867	1.21697	1.012908	1.035481	0.8094473	0.9497025	1.021576	1.005925	0.9654135	0.8914936	1.304073	1.127098	0.8173931	1.062749	0.618327	0.6039403	0.8381003	0.7766408	0.8445412	0.7152415	0.6086355	0.7940975	0.5061228	0.6289815	0.6381312	0.7133755	0.7442557	0.7994549	0.5380865	0.5815476	0.748048	0.6536015	0.8047521	0.7708621	0.8099289	0.6689513	0.9063619	0.9760079	0.6524577	0.7292069	0.6204338	0.7260767	0.6805088	0.8159484	0.6082141	0.7387779
L1T1260	17.41452	0.7740432	0.9964043	0.8247507	0.8869181	0.8095323	0.9031839	0.9328197	1.050932	0.8841455	0.8238881	0.8788468	1.036946	1.081738	1.467373	1.316545	1.099914	1.073236	1.189314	1.023144	1.103303	1.100407	1.253084	1.325972	1.359366	1.041936	1.139408	1.036638	0.8443436	0.859562	0.8736097	0.9081129	0.8735481	0.86178	0.8155087	1.063686	1.027211	0.8844536	1.126654	1.365158	1.215069	1.135711	1.010452	1.019201	1.063008	1.035775	1.214822	1.009097	1.034604	0.8302958	0.950441	1.01039	1.005153	0.982603	0.9020749	1.315374	1.148896	0.8213003	1.081184	0.616807	0.6136031	0.8440971	0.782361	0.8304807	0.7285113	0.5909296	0.7846406	0.506335	0.6235228	0.6499548	0.7308526	0.721549	0.8076839	0.5473693	0.5901902	0.7471184	0.6468741	0.7925271	0.7642468	0.8195136	0.6561161	0.9043546	0.9879633	0.6628935	0.7257387	0.6330728	0.7203784	0.6898183	0.8084848	0.6023896	0.7522322
L1T1261	17.81246	0.7902451	0.9843953	0.8208403	0.8785444	0.7987805	0.8762001	0.9417183	1.055083	0.8901453	0.8360477	0.8511349	1.024187	1.071011	1.449694	1.31421	1.104672	1.063137	1.193032	1.028274	1.102628	1.093131	1.248692	1.30874	1.345827	1.023225	1.122825	1.033985	0.8399548	0.8477088	0.8683259	0.9027079	0.8867792	0.8577469	0.7993215	1.038613	1.033203	0.8890032	1.123005	1.352078	1.220621	1.151557	1.000084	1.001226	1.039815	1.022384	1.221102	1.015832	1.028274	0.8346652	0.9486308	1.005614	0.9980399	0.9697889	0.884976	1.299724	1.141639	0.8130863	1.046607	0.6188761	0.5986797	0.8463263	0.7758792	0.8251681	0.7173336	0.6019856	0.7892834	0.4997412	0.6229033	0.647668	0.725869	0.7339236	0.8116437	0.5471067	0.5864777	0.7512949	0.6520559	0.8089388	0.7619942	0.8092995	0.6522964	0.9018664	0.9917285	0.6486898	0.7295958	0.6306573	0.72088	0.6732141	0.8203594	0.6034883	0.7497922
L1T1262	17.76992	0.7857982	0.9788397	0.8128191	0.8957685	0.7997347	0.8795195	0.9226069	1.062033	0.8645484	0.8397183	0.85828	1.020101	1.075604	1.455784	1.304369	1.07317	1.057468	1.199328	1.036655	1.115344	1.083333	1.247406	1.312889	1.351108	1.036107	1.122769	1.020041	0.847569	0.8328414	0.8829275	0.9100702	0.8881613	0.8592538	0.8018038	1.037811	1.022414	0.8901088	1.119482	1.355185	1.201762	1.140052	1.008295	1.030386	1.048035	1.029656	1.21862	1.000992	1.026613	0.8397792	0.9549225	1.008721	1.011094	0.9705021	0.9063578	1.307594	1.147234	0.8210958	1.072074	0.6150307	0.5953127	0.853168	0.7820858	0.8328414	0.7148378	0.5884358	0.7853722	0.5021392	0.6208122	0.6537364	0.7175764	0.7339472	0.8158012	0.5598325	0.5940956	0.7475794	0.6439991	0.7900582	0.7687579	0.801743	0.658605	0.9139651	0.9687373	0.6746107	0.7332169	0.6262894	0.7153246	0.6733935	0.8191484	0.5897138	0.7373552
L1T1263	17.48361	0.7915793	0.9782651	0.8235531	0.8933252	0.8163332	0.8797955	0.9416196	1.05277	0.8883501	0.8381749	0.865659	1.031717	1.081285	1.460663	1.309955	1.085168	1.056046	1.20736	1.028198	1.111985	1.081588	1.27149	1.316629	1.361101	1.034022	1.12145	1.024254	0.8636569	0.843696	0.8724542	0.9013338	0.8717868	0.8589245	0.8194881	1.044154	1.02298	0.8962374	1.141714	1.35467	1.206875	1.142017	1.012362	1.022798	1.060232	1.042273	1.223074	1.022737	1.028562	0.8353234	0.950963	1.002958	1.005082	0.9720766	0.9070976	1.31214	1.153423	0.8089313	1.053376	0.6183019	0.6036801	0.8447274	0.7825393	0.838721	0.7122818	0.5911211	0.7765935	0.5090934	0.6226702	0.6568282	0.7202298	0.7325461	0.8203982	0.5560531	0.5996758	0.744741	0.6436625	0.7913973	0.7863009	0.8162725	0.6639874	0.9160163	0.9860917	0.6607112	0.735883	0.6328023	0.7162861	0.6875279	0.8210049	0.5849326	0.7375818
L1T1264	17.25242	0.7832835	0.9815816	0.8268463	0.903217	0.8082973	0.8891392	0.9434566	1.062665	0.8748801	0.8394136	0.8786865	1.035234	1.094688	1.455817	1.310145	1.105503	1.070943	1.201812	1.031005	1.108705	1.092996	1.280539	1.324646	1.354614	1.053723	1.118856	1.041518	0.8580229	0.8439451	0.876451	0.9084131	0.8821909	0.8580229	0.8067264	1.037047	1.04327	0.8736112	1.121152	1.352801	1.21009	1.140184	1.027984	1.005689	1.07052	1.048346	1.219636	1.027622	1.028105	0.8330091	0.9543926	1.022123	1.012033	0.9791044	0.9093194	1.316972	1.163929	0.8203813	1.07348	0.6243188	0.6040781	0.8383865	0.7820147	0.8464827	0.7181509	0.589819	0.7887817	0.5081313	0.6314483	0.6521723	0.7406271	0.7273951	0.8068473	0.5503648	0.6029301	0.7494484	0.6386987	0.8110767	0.7694474	0.8136747	0.6604499	0.9276266	0.9970491	0.6534412	0.727818	0.6306024	0.7196614	0.6782737	0.8200188	0.5973111	0.7442523
L1T1265	17.13696	0.7843292	0.9749562	0.8438523	0.9069633	0.802739	0.8914355	0.9464298	1.056124	0.886142	0.8261483	0.875202	1.037832	1.094002	1.465552	1.315214	1.09412	1.063006	1.202873	1.030127	1.125411	1.090356	1.259573	1.302451	1.369738	1.024598	1.135116	1.038655	0.8543806	0.8562628	0.8750843	0.8982584	0.8939059	0.86585	0.8257954	1.044361	1.038714	0.8959645	1.125646	1.369856	1.219048	1.153643	1.035538	1.033362	1.045184	1.040361	1.225694	1.026774	1.059888	0.8472049	0.9490765	1.013305	1.011776	0.979838	0.9182563	1.320802	1.142056	0.8229722	1.073593	0.6164057	0.6075243	0.8520279	0.7689779	0.8423819	0.7226298	0.6077595	0.7926224	0.5111227	0.6280515	0.6474024	0.7166304	0.7441569	0.8139143	0.5474129	0.5972901	0.738981	0.6364036	0.7915049	0.7770946	0.8247955	0.655578	0.9193738	0.9867785	0.6701647	0.7285115	0.6276398	0.7223357	0.6995146	0.8156788	0.6041129	0.742863
L1T1266	17.27423	0.7892524	0.9924593	0.8256126	0.895225	0.8072566	0.8932897	0.9178035	1.049756	0.8778072	0.8444379	0.8623248	1.0548	1.093388	1.464322	1.305979	1.106701	1.052043	1.20159	1.046589	1.119017	1.097142	1.259238	1.329378	1.358701	1.027002	1.125292	1.035681	0.8572813	0.8483085	0.8666059	0.8954009	0.9019692	0.8559911	0.8125347	1.036737	1.026532	0.8976881	1.125937	1.35442	1.207982	1.13532	1.007649	1.012047	1.069402	1.026357	1.214492	1.030168	1.028292	0.8305389	0.9375671	1.028761	1.008	0.9874745	0.9112939	1.302049	1.159834	0.8225044	1.068405	0.6212328	0.6205877	0.8579264	0.7779338	0.8390425	0.7097876	0.6106765	0.7904253	0.5152602	0.6377708	0.655775	0.7274986	0.7299617	0.7993394	0.5500957	0.5966603	0.758698	0.6560096	0.7972868	0.7786375	0.8196308	0.6723717	0.9247237	0.9968578	0.6489721	0.7414562	0.63824	0.7223964	0.6749521	0.8140008	0.6058676	0.7360608
L1T1267	16.85467	0.7969674	0.9882823	0.8357875	0.8928619	0.8056204	0.8964179	0.9361863	1.056855	0.8965365	0.8270159	0.8734815	1.038245	1.09763	1.458568	1.317749	1.094311	1.066871	1.206682	1.039904	1.128805	1.07908	1.264053	1.323024	1.369134	1.048024	1.126316	1.053595	0.8576571	0.8523231	0.8852164	0.9011593	0.8964772	0.872474	0.8175332	1.054958	1.037	0.8887132	1.141548	1.38241	1.219306	1.143207	1.033918	1.030599	1.06124	1.037	1.22387	1.026925	1.028525	0.8325871	0.9450171	1.024672	0.9994245	0.9916012	0.9115904	1.32089	1.160217	0.8241118	1.085066	0.6219511	0.6171504	0.8615095	0.7953079	0.8357282	0.721046	0.5984812	0.7935892	0.5148551	0.6323821	0.6528293	0.732129	0.7466495	0.810836	0.5616762	0.6047043	0.7547691	0.6458358	0.8060353	0.7892627	0.8100062	0.6610675	0.9302003	0.9958092	0.6656903	0.7447529	0.644117	0.7331365	0.6867302	0.8100655	0.6135351	0.7482497
L1T1268	16.90544	0.7803034	0.9693482	0.817837	0.8987108	0.8110726	0.8961367	0.9331316	1.053993	0.8814106	0.8429791	0.8709946	1.040764	1.098411	1.466384	1.318764	1.084583	1.078836	1.200296	1.057525	1.102601	1.093442	1.289072	1.339895	1.370784	1.044056	1.134328	1.037471	0.873868	0.8562685	0.8745864	0.9088874	0.8983516	0.8624343	0.8082591	1.053814	1.035376	0.8838051	1.132293	1.365755	1.205624	1.157256	1.033161	1.031006	1.065068	1.037591	1.218495	1.02921	1.043936	0.8250205	0.9626436	1.020231	1.010114	0.9865286	0.9169688	1.327803	1.172999	0.8259184	1.069498	0.6230455	0.6041889	0.8457926	0.7908392	0.8416622	0.7173883	0.598083	0.788325	0.522058	0.6457333	0.6720128	0.7286424	0.7451643	0.8220872	0.5501334	0.6041291	0.7485765	0.6490257	0.8090971	0.7812612	0.8053258	0.6732699	0.9157715	0.9928141	0.6741678	0.7416923	0.6296303	0.7237935	0.6860804	0.826517	0.6034706	0.7288818
L1T1269	17.16499	0.7865134	0.9914149	0.8148023	0.8898834	0.8051354	0.8949837	0.9190025	1.058193	0.8839528	0.8353221	0.8652122	1.035776	1.093895	1.467996	1.288181	1.093362	1.068394	1.195249	1.027829	1.115305	1.082924	1.271991	1.323409	1.372158	1.024685	1.129657	1.034174	0.8614759	0.8561384	0.8760058	0.9064297	0.9080903	0.8721509	0.8228085	1.051017	1.038978	0.8861471	1.137485	1.355197	1.212566	1.142111	1.02172	1.035183	1.077171	1.040342	1.230002	1.019763	1.039927	0.8423201	0.9373873	1.033641	1.018873	0.9793165	0.903583	1.337227	1.153853	0.8170559	1.061514	0.6177884	0.6087739	0.8611201	0.768781	0.8323568	0.7154651	0.5989292	0.7894787	0.5128765	0.6418073	0.6533126	0.7232341	0.7490914	0.804661	0.5402164	0.6009456	0.7503369	0.6437644	0.8087531	0.777321	0.8197246	0.6727056	0.917164	0.9845354	0.659599	0.7215735	0.6345126	0.724183	0.6871169	0.816107	0.610731	0.7431609
L1T1270	16.69482	0.7721361	0.9967001	0.8314938	0.9030509	0.8151067	0.8898198	0.9500272	1.050535	0.889577	0.8330718	0.8831436	1.033116	1.108132	1.482183	1.327052	1.114141	1.056483	1.218958	1.037668	1.121667	1.099696	1.271336	1.346777	1.374635	1.04659	1.132228	1.04046	0.8613548	0.8678489	0.8824152	0.9096664	0.9089381	0.8566814	0.8293696	1.053569	1.047804	0.8953428	1.141331	1.380098	1.218533	1.155776	1.041431	1.042584	1.067772	1.038578	1.217319	1.033177	1.035301	0.8393839	0.9588884	1.021402	1.003983	0.9679316	0.9084525	1.328873	1.178597	0.8248783	1.075115	0.6178545	0.6142737	0.8430862	0.7992052	0.8331325	0.7237638	0.6006784	0.7927717	0.5209279	0.6306608	0.6506894	0.7215181	0.7459774	0.814864	0.5506674	0.5964299	0.7564773	0.6420103	0.7949567	0.7880983	0.8214795	0.6554842	0.9392239	0.9974891	0.6597934	0.7414861	0.6263516	0.7382694	0.6854058	0.832647	0.5985542	0.752775
L1T1271	16.66532	0.7803677	0.9989316	0.8378812	0.9084717	0.7883028	0.8929824	0.9424973	1.068252	0.8915223	0.838516	0.8849204	1.036322	1.091486	1.472053	1.306876	1.091677	1.077013	1.207275	1.041146	1.123417	1.098469	1.275961	1.350424	1.379879	1.038607	1.139287	1.039877	0.864924	0.8519739	0.8660666	0.9026315	0.9021871	0.858068	0.8273434	1.036385	1.023816	0.8868248	1.137637	1.392321	1.220543	1.154015	1.038544	1.026482	1.058032	1.062412	1.243332	1.049589	1.045146	0.8390873	0.9664295	1.0155	1.00966	0.9826171	0.9200886	1.334173	1.189628	0.8159804	1.076124	0.6260462	0.6152545	0.8503234	0.7952222	0.8368655	0.7267266	0.5983687	0.7999198	0.498958	0.6292203	0.6503593	0.7194898	0.7544041	0.8079183	0.5505677	0.6064942	0.7599904	0.6549299	0.7986501	0.7885567	0.8266451	0.6738472	0.9211678	1.006676	0.6518829	0.73682	0.6365205	0.7248856	0.7092059	0.8176309	0.6031297	0.7580225
L1T1272	16.79628	0.7846566	0.9933432	0.8382594	0.9004491	0.8026109	0.9067591	0.9288117	1.055923	0.8945944	0.8345514	0.8624587	1.03361	1.088384	1.450789	1.32101	1.1025	1.07108	1.219724	1.023007	1.131058	1.100679	1.280092	1.3456	1.390876	1.043824	1.12709	1.031269	0.8556933	0.8646705	0.8657764	0.9342761	0.8984324	0.8707854	0.8321445	1.050979	1.033025	0.8897155	1.1334	1.364204	1.216276	1.152135	1.021641	1.030228	1.057484	1.048182	1.23345	1.03309	1.042718	0.8523106	0.9625086	1.031789	1.031399	0.9851467	0.9109875	1.330638	1.173602	0.8242082	1.065226	0.6283368	0.6032918	0.8491231	0.7898607	0.8350718	0.7036669	0.5925582	0.8028061	0.5153415	0.6347769	0.6533818	0.7254593	0.751415	0.8110677	0.5545028	0.5866385	0.7539521	0.6494786	0.8003992	0.7979922	0.8264199	0.6603423	0.9154761	1.009671	0.6533167	0.74504	0.6313291	0.7296877	0.6730925	0.8142552	0.599844	0.7469915
L1T1273	17.07635	0.7847045	0.9920044	0.8197065	0.8893231	0.7940685	0.8840276	0.9382743	1.062977	0.8737595	0.8353348	0.8598104	1.037016	1.090036	1.471829	1.302373	1.099787	1.078347	1.212285	1.036952	1.119226	1.102435	1.27441	1.34351	1.379093	1.046962	1.136791	1.04257	0.8479923	0.8498005	0.8910022	0.9057263	0.8911314	0.8663329	0.820094	1.029008	1.024036	0.8831881	1.141247	1.356684	1.227138	1.157521	1.009118	1.021194	1.05794	1.042441	1.223328	1.012928	1.035402	0.840824	0.9519652	1.009893	1.01183	0.9874193	0.9182547	1.340346	1.165917	0.8180921	1.067821	0.6178959	0.6033655	0.8511567	0.7890959	0.8299101	0.7148296	0.599749	0.7914208	0.5203809	0.6328783	0.6548999	0.7225791	0.7409196	0.8206107	0.5493125	0.5985866	0.7456985	0.6443088	0.7915499	0.7787632	0.8238396	0.6665887	0.9294915	0.9946522	0.6648451	0.7331055	0.6340407	0.7368511	0.6792463	0.8073073	0.606207	0.7363345
L1T1274	16.789	0.7707092	0.9920079	0.8344004	0.8908824	0.8117149	0.8912793	0.9471661	1.057286	0.8933957	0.8229584	0.8708425	1.031492	1.096572	1.465822	1.311456	1.107684	1.064297	1.201005	1.05603	1.116745	1.107948	1.29254	1.340358	1.390226	1.042868	1.126599	1.051598	0.8556307	0.8604588	0.8885676	0.9029196	0.9011339	0.8668081	0.8330115	1.046704	1.046241	0.8855914	1.14148	1.351602	1.237182	1.149549	1.025474	1.037048	1.068331	1.046903	1.221243	1.039231	1.03599	0.8422047	0.9613858	1.019786	1.025077	0.9755394	0.9129065	1.326271	1.159338	0.8287786	1.080699	0.6236177	0.6166732	0.8515302	0.7905507	0.8404189	0.7230235	0.6049667	0.8024556	0.5105213	0.6277183	0.6566207	0.7288437	0.7334734	0.8108551	0.5480878	0.6030487	0.7491481	0.6334062	0.7982889	0.7861856	0.810789	0.6573482	0.934666	1.002722	0.6672028	0.7320845	0.6437237	0.7212378	0.68592	0.8095324	0.6062895	0.7410793
L1T1275	16.99413	0.7802576	0.9924223	0.8248322	0.8876116	0.805289	0.8954423	0.9301115	1.05393	0.8849344	0.8347377	0.8548833	1.033851	1.084918	1.462598	1.310602	1.109347	1.086725	1.210075	1.040009	1.123268	1.100981	1.267768	1.350091	1.409256	1.036662	1.130831	1.030304	0.8452456	0.8516038	0.8841313	0.9048123	0.9067533	0.8836628	0.8068953	1.038603	1.03693	0.8907572	1.124808	1.347748	1.233032	1.158272	1.023143	1.028095	1.063835	1.06243	1.227343	1.040076	1.040745	0.8267732	0.9520642	1.018993	1.013371	0.9789696	0.9064855	1.333358	1.178686	0.8270409	1.067985	0.6119982	0.6226399	0.8398913	0.7821985	0.8398243	0.7257105	0.5929904	0.8059583	0.5147505	0.6170179	0.6521556	0.715805	0.7249743	0.8102417	0.5419905	0.5992148	0.7430451	0.6421162	0.7928402	0.7886906	0.8273086	0.6681516	0.9243556	1.005206	0.6596516	0.7324703	0.6257856	0.7141318	0.6816712	0.8206157	0.6041675	0.7439152
L1T1276	20.13526	0.7598537	0.983023	0.8141905	0.8153765	0.768263	0.8411434	0.9117597	1.04965	0.8597947	0.8169936	0.8315482	0.9683606	1.095254	1.386345	1.287805	1.079514	0.9654497	1.171693	0.9921869	1.121345	1.085551	1.265704	1.302252	1.311308	1.000704	1.02949	0.9707325	0.8547276	0.7847581	0.8816804	0.8683118	0.7341946	0.860765	0.7835722	1.002429	1.007065	0.8809257	1.0462	1.331685	1.212445	1.091373	0.9486312	1.03639	0.9976853	1.043505	1.220855	1.002537	1.015798	0.8051344	0.937311	0.9941275	0.9929416	0.9670669	0.8897662	1.26786	1.159726	0.7971564	1.032832	0.6163569	0.5802401	0.6504253	0.7763488	0.8449168	0.693981	0.5778683	0.7669692	0.4857975	0.5994305	0.6239037	0.7055168	0.697431	0.7969407	0.5266579	0.5818573	0.7410945	0.6295099	0.7662145	0.7269712	0.78368	0.6581877	0.9020567	0.9363407	0.653983	0.6973232	0.5887572	0.6870811	0.6585111	0.7733301	0.460354	0.741957
L1T1277	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1T1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1T1301	17.38132	0.7710251	0.9828554	0.8173558	0.8919228	0.7864687	0.8926143	0.9420567	1.051084	0.8788419	0.8387924	0.8727912	1.04365	1.092113	1.449331	1.31178	1.101967	1.058978	1.197336	1.062205	1.110207	1.082547	1.276801	1.341399	1.380584	1.019851	1.14703	1.050162	0.8418465	0.8449006	0.868988	0.9056376	0.8919804	0.8491649	0.814244	1.036332	1.027573	0.8851806	1.122366	1.342667	1.208631	1.136254	1.010631	1.015702	1.052985	1.022674	1.227762	1.020312	1.028495	0.8279012	0.9466091	1.014837	1.023884	0.9894246	0.9228675	1.323824	1.163626	0.8178744	1.08151	0.6190099	0.592848	0.8521614	0.7837603	0.8207557	0.6989936	0.5968818	0.7901567	0.5151116	0.6345687	0.6515681	0.7184709	0.735528	0.8102679	0.563171	0.5914074	0.747053	0.6467276	0.7838179	0.7662422	0.8148779	0.657273	0.9271894	0.9942651	0.6545646	0.7325315	0.627135	0.7275757	0.6882753	0.8209862	0.5941158	0.7429617
L1T1302	17.25395	0.785441	0.9941843	0.8306813	0.9063137	0.8040011	0.8865356	0.945696	1.069933	0.8885656	0.8374093	0.8654235	1.036119	1.090871	1.472745	1.304138	1.109257	1.054215	1.185818	1.050329	1.110707	1.086753	1.267192	1.336444	1.374377	1.043427	1.138315	1.048241	0.8499374	0.8588694	0.8816056	0.9042837	0.8941917	0.8513294	0.8102651	1.033915	1.029855	0.8898996	1.126019	1.357557	1.210236	1.150147	0.9897763	1.017964	1.073297	1.032291	1.216558	1.028463	1.032987	0.8403093	0.9586881	1.012802	0.9907623	0.9840342	0.9077638	1.316724	1.154845	0.8103231	1.078343	0.6188059	0.6033198	0.8450074	0.7781909	0.8221552	0.7165945	0.5947938	0.7987231	0.5133033	0.637076	0.6511121	0.7125345	0.7391567	0.8161232	0.5568035	0.5946778	0.7493648	0.6499521	0.786079	0.7690849	0.8015651	0.6677582	0.9158258	0.9922123	0.6583622	0.7264546	0.6409041	0.7215246	0.6871884	0.8168772	0.6030878	0.7442607
L1T1303	17.79958	0.7752793	0.9824601	0.8203087	0.8854081	0.796998	0.8856924	0.936521	1.033857	0.8783012	0.839071	0.8758564	1.029309	1.078944	1.457145	1.297382	1.098729	1.077238	1.190664	1.045683	1.109646	1.091395	1.282315	1.318646	1.352645	1.024817	1.143247	1.028058	0.8430509	0.8407198	0.874435	0.8979731	0.9047957	0.8520909	0.8051852	1.02476	1.024419	0.8718765	1.114308	1.340478	1.206527	1.132615	0.9887142	1.021918	1.04267	1.031356	1.204025	1.015038	1.020212	0.8246297	0.9459022	1.013219	0.9904767	0.978992	0.9102539	1.308071	1.148137	0.8174091	1.051767	0.6269437	0.5964693	0.8466327	0.7855701	0.8231515	0.7033573	0.5951048	0.7864229	0.5007818	0.6239873	0.6483213	0.7271797	0.7360491	0.7954629	0.5563294	0.5943088	0.7542997	0.6454786	0.7987037	0.7776104	0.8110982	0.6496859	0.9083776	0.9846775	0.6567928	0.7390625	0.6283083	0.7199591	0.672428	0.8016033	0.5968104	0.7278051
L1T1304	17.67596	0.78074	0.9840778	0.8239188	0.8742561	0.7982388	0.8819828	0.9388538	1.053164	0.8743129	0.8391449	0.8720972	1.038676	1.094354	1.482111	1.298828	1.082821	1.069469	1.194517	1.035438	1.109921	1.089298	1.284397	1.318486	1.360869	1.033847	1.149918	1.035779	0.8419857	0.8494283	0.8645977	0.8931184	0.9033449	0.8703359	0.8109651	1.033336	1.033506	0.8905617	1.110887	1.331212	1.211107	1.143328	1.007088	1.017996	1.055834	1.032597	1.218209	1.012599	1.014928	0.8281798	0.9546481	1.002315	0.9934522	0.9627157	0.8876642	1.315645	1.138556	0.8138627	1.054357	0.6219445	0.601605	0.8318727	0.7830126	0.826589	0.7156878	0.60098	0.7825012	0.5115546	0.6351253	0.6556353	0.7132448	0.730914	0.8084653	0.553597	0.5931965	0.7474469	0.6259215	0.7909666	0.7598324	0.8146012	0.663646	0.9090832	0.9754989	0.6571692	0.7243804	0.6338186	0.722051	0.6843264	0.8208508	0.5996733	0.7309708
L1T1305	17.38885	0.7851733	0.9928524	0.8311771	0.8886386	0.7988766	0.8915175	0.9387879	1.031889	0.8751657	0.8424045	0.8691777	1.037993	1.08843	1.481794	1.290754	1.100291	1.052617	1.206232	1.051235	1.112612	1.076914	1.273251	1.32674	1.372225	1.03805	1.142264	1.054978	0.8539775	0.8570866	0.8760869	0.8965266	0.8985994	0.8665292	0.8159768	1.027571	1.02452	0.8930145	1.110827	1.337794	1.211068	1.140709	1.004713	1.035977	1.070696	1.034653	1.216768	1.014732	1.025786	0.8332498	0.9469638	1.012083	0.9940615	0.9584791	0.8914023	1.330022	1.159364	0.8166678	1.075072	0.6110038	0.6000643	0.8382014	0.7893188	0.8317529	0.7278845	0.6013309	0.7994523	0.505293	0.6369133	0.6490044	0.7209177	0.7354846	0.8105071	0.5655182	0.5786457	0.7500515	0.6418649	0.7954795	0.7634669	0.8192587	0.6602895	0.9192694	0.9845614	0.6686381	0.7401483	0.6279889	0.7245451	0.6679472	0.8183375	0.6015612	0.7434302
L1T1306	17.67307	0.7879795	0.9880639	0.8356296	0.8831647	0.8064303	0.8792562	0.9339187	1.04629	0.881153	0.8267779	0.8832222	1.025885	1.098194	1.468243	1.28569	1.092618	1.050084	1.187976	1.048072	1.10808	1.092676	1.275861	1.318396	1.365873	1.029104	1.141073	1.033817	0.8513789	0.8306289	0.8720138	0.9112145	0.8939708	0.8614377	0.8187883	1.016976	1.044796	0.8895449	1.111874	1.350067	1.205105	1.139521	1.000192	1.024736	1.057384	1.027495	1.210795	1.004618	1.028069	0.8293069	0.9520246	1.014504	0.9994448	0.968636	0.8806932	1.312878	1.148258	0.8208575	1.068305	0.6195661	0.6045066	0.8505742	0.7760239	0.8308014	0.7068767	0.6032995	0.7939573	0.5018491	0.634913	0.6373846	0.7216488	0.7319375	0.8039587	0.5616847	0.5835268	0.7409042	0.6372696	0.7933826	0.7678044	0.8082696	0.6639973	0.9177096	0.9736367	0.6605486	0.7198669	0.6331886	0.7102105	0.6794017	0.8051083	0.6026673	0.7314202
