SampleNumber	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
L1T1110	18.54855	0.7795601	0.9848501	0.8001763	0.8907684	0.7997631	0.8876461	0.9269042	1.043071	0.8600506	0.8168438	0.8328225	1.024659	1.078381	1.442632	1.30144	1.092247	1.036689	1.163187	1.003813	1.097482	1.051244	1.216955	1.271227	1.311679	1.005834	1.100742	1.025394	0.8368631	0.8197365	0.8480207	0.8941202	0.8499951	0.8453576	0.8084871	1.035863	1.02094	0.870244	1.115481	1.348366	1.169524	1.130082	0.9983952	0.993069	1.028975	1.022042	1.190829	0.9901304	1.031914	0.823823	0.9366843	1.000599	0.9784677	0.9642797	0.8941202	1.288951	1.117409	0.8016456	1.053862	0.6149057	0.6058602	0.831996	0.7695963	0.8347051	0.7216601	0.597779	0.7920033	0.5072788	0.6237674	0.650766	0.722303	0.7408989	0.8016915	0.5544804	0.5982382	0.7493933	0.6465417	0.7814426	0.7725809	0.8106451	0.6677549	0.9118438	0.9844368	0.6686732	0.7403938	0.6319864	0.7282261	0.6787747	0.8151908	0.6090284	0.7322667
L1T1111	18.56959	0.7732214	0.9806051	0.8050667	0.8748971	0.8019967	0.8702693	0.9174186	1.045029	0.865229	0.8368661	0.8462593	1.035498	1.076599	1.456955	1.299104	1.079028	1.03449	1.155869	1.014283	1.096073	1.048282	1.211266	1.290489	1.312117	0.9995748	1.09983	1.010343	0.8311844	0.8291224	0.8413565	0.8950582	0.8597764	0.8449305	0.8130394	1.03866	1.019919	0.8758135	1.118112	1.346161	1.165995	1.108169	1.014283	0.9970088	1.042096	1.010892	1.193579	0.9836292	1.01772	0.8202332	0.9341431	1.003011	0.9781766	0.9752441	0.8975325	1.287465	1.114538	0.8053874	1.046862	0.6189437	0.617065	0.8445181	0.7740462	0.8311385	0.7247433	0.6029523	0.7805068	0.498619	0.6292533	0.640571	0.716633	0.7237352	0.8077242	0.5449435	0.6005696	0.7512275	0.6516595	0.7871508	0.7636449	0.8152846	0.6663221	0.9082087	0.9923351	0.6616484	0.7433922	0.6269164	0.7249724	0.6849711	0.8038295	0.6135368	0.7335866
L1T1112	18.41797	0.7747986	0.9720351	0.8116265	0.886286	0.8101661	0.8879289	0.9160404	1.022325	0.8584028	0.8150947	0.8526527	1.039667	1.088999	1.440574	1.307273	1.092969	1.029855	1.155261	1.007996	1.096163	1.043089	1.208792	1.276378	1.311791	0.9981385	1.100681	1.017807	0.8404681	0.8328013	0.8490019	0.886286	0.8745121	0.8589048	0.8251345	1.035286	1.024607	0.8645636	1.118753	1.363861	1.167902	1.125827	0.9975909	1.01297	1.026159	1.012286	1.193276	0.9912932	1.023649	0.8323906	0.9361656	1.001561	0.9894222	0.9756859	0.8916254	1.294495	1.117019	0.8061502	1.053768	0.6200945	0.602251	0.8370454	0.7747074	0.8451229	0.733818	0.5955882	0.7881242	0.5064166	0.6272136	0.6472476	0.7337724	0.731947	0.806424	0.5437464	0.6046241	0.7531674	0.6426384	0.795791	0.7719692	0.8179698	0.6626267	0.9088756	0.9863189	0.6523587	0.7394312	0.6324617	0.7441316	0.6763173	0.8158705	0.6019316	0.735826
L1T1113	18.45812	0.7741308	0.9688732	0.8012011	0.8920444	0.8045792	0.8747888	0.9219451	1.040909	0.8567114	0.8273585	0.8586287	1.034289	1.076698	1.449156	1.307504	1.076835	1.043739	1.16252	1.017536	1.099112	1.043146	1.222093	1.277101	1.302893	1.007356	1.090302	1.006397	0.849727	0.8305084	0.8404144	0.8810428	0.8692195	0.8483575	0.8181829	1.041	1.026027	0.85767	1.128648	1.371003	1.17028	1.116185	1.004708	1.00133	1.03575	1.014614	1.194338	0.9786879	1.021142	0.8178177	0.9310751	1.011967	0.9788705	0.9690101	0.8983441	1.286551	1.111483	0.7980056	1.041365	0.6123476	0.6098368	0.83238	0.7789696	0.8248934	0.7322698	0.604861	0.7897887	0.5068507	0.6313379	0.6379571	0.7279331	0.7392542	0.7898343	0.5488486	0.604724	0.7564643	0.6457176	0.7969101	0.7734917	0.8122941	0.6665796	0.9335402	0.9901004	0.6568562	0.7434997	0.6329813	0.7409433	0.6845657	0.8077747	0.603811	0.7430888
L1T1114	18.27006	0.7746258	0.9724065	0.8122481	0.8939541	0.7924517	0.8894632	0.9222281	1.034912	0.8629306	0.8202675	0.8554153	1.024326	1.081332	1.453294	1.310732	1.096455	1.04009	1.155706	1.014978	1.099937	1.038669	1.21702	1.28035	1.312061	1.008379	1.097692	1.013786	0.8382767	0.8355272	0.845013	0.8860264	0.8693002	0.8446922	0.8103235	1.039678	1.021439	0.8747534	1.124866	1.349638	1.177153	1.118451	1.003155	1.010808	1.04536	1.019377	1.192183	0.9849167	1.02231	0.8258123	0.9379003	1.013512	0.9865206	0.9710317	0.8983533	1.290203	1.126974	0.8041371	1.038303	0.6253279	0.6161171	0.8426301	0.7812704	0.8272787	0.7205523	0.6063106	0.7890607	0.5096656	0.6277108	0.6552517	0.7252264	0.7336582	0.8107359	0.5493959	0.6045234	0.7609699	0.659101	0.7988214	0.770914	0.8122481	0.6721153	0.9226864	0.9968312	0.6678535	0.7501094	0.6410917	0.737645	0.6759646	0.8181595	0.5992993	0.7397071
L1T1115	18.24718	0.7844143	0.9735788	0.8158807	0.8769812	0.8090561	0.894203	0.9201272	1.030191	0.8663093	0.8322322	0.8457439	1.038435	1.083367	1.454139	1.294334	1.094406	1.047229	1.174423	1.019152	1.088268	1.050527	1.214821	1.266211	1.31522	1.012145	1.10004	1.033443	0.8352093	0.8309497	0.8543548	0.8878823	0.8700651	0.8467974	0.8201403	1.037519	1.038985	0.8638359	1.116758	1.369771	1.177675	1.121521	1.010496	1.006282	1.043657	1.018465	1.204698	0.9885104	1.001976	0.8222014	0.9297458	1.015717	0.9884188	0.9738994	0.8942488	1.289342	1.115017	0.7947657	1.044939	0.6219985	0.6089448	0.846431	0.7735133	0.8277435	0.7265657	0.6009293	0.7841853	0.5076296	0.6308384	0.6548847	0.7237259	0.7320162	0.7935748	0.5490809	0.602853	0.7491464	0.6471441	0.8037888	0.7685208	0.8198655	0.6677552	0.9139897	0.9968923	0.6616635	0.7424592	0.6402279	0.7450241	0.6924428	0.8205525	0.6069295	0.7427798
L1T1116	17.98679	0.7940081	0.9776687	0.8019633	0.895817	0.8041246	0.8910806	0.9441923	1.044852	0.8685944	0.8345201	0.8542933	1.048852	1.086973	1.46225	1.300201	1.103343	1.030504	1.158386	1.016019	1.108953	1.060256	1.203267	1.292706	1.307697	1.008064	1.097273	1.011421	0.8500168	0.829048	0.8565925	0.881332	0.8810561	0.8503387	0.817414	1.049082	1.035563	0.8651455	1.119944	1.37304	1.188	1.12353	1.016847	1.0191	1.038644	1.013766	1.199358	0.9930734	1.025492	0.837739	0.9463995	1.025814	0.9929814	0.9690697	0.8897011	1.294499	1.113138	0.8097806	1.056394	0.6075424	0.6157736	0.8385207	0.7697285	0.8311633	0.7206174	0.5934253	0.7965832	0.5142406	0.637846	0.6458932	0.719008	0.7372177	0.817322	0.5489586	0.5950807	0.759566	0.6458932	0.8079873	0.782512	0.8168162	0.6750931	0.9282818	1.004615	0.6663101	0.7395169	0.6384437	0.7397468	0.6789098	0.8193913	0.605749	0.7462765
L1T1117	18.06026	0.7750795	0.975074	0.8077977	0.8909864	0.8170559	0.8935931	0.9174576	1.03314	0.8688297	0.8339992	0.847482	1.047656	1.079296	1.460678	1.309986	1.086262	1.033679	1.158799	1.011972	1.08779	1.054577	1.206079	1.293133	1.300953	1.013365	1.097542	1.014893	0.8450551	0.8289207	0.8530099	0.8923347	0.8757509	0.8421788	0.8248309	1.041589	1.047926	0.8690095	1.134575	1.372546	1.179158	1.123564	1.007478	1.015882	1.048375	1.024466	1.214708	0.9903095	1.011298	0.8415945	0.9344459	1.008916	0.992287	0.9741751	0.8986266	1.288998	1.119385	0.7995283	1.057858	0.6226343	0.6131065	0.8507628	0.7733717	0.8325161	0.7153958	0.6105897	0.7894611	0.5181878	0.6433978	0.6422742	0.7254629	0.7420917	0.806045	0.5514004	0.6008372	0.7560239	0.6627231	0.7969666	0.7959329	0.8207861	0.6739587	0.9300864	0.9968711	0.6504538	0.7437546	0.6343194	0.7322942	0.6783631	0.8079325	0.6106796	0.7351256
L1T1118	18.00808	0.7872781	0.9893871	0.8058728	0.8902876	0.8157784	0.9003236	0.9192224	1.047952	0.861266	0.8400645	0.8479716	1.040696	1.092093	1.442264	1.321181	1.104127	1.030487	1.163778	1.010762	1.096741	1.024361	1.207528	1.25875	1.276476	0.9964687	1.091006	1.019495	0.8395866	0.8265964	0.846451	0.8904614	0.8680435	0.8571386	0.8299417	1.042	1.044737	0.8626562	1.129586	1.369493	1.163734	1.113946	1.010675	1.008764	1.030878	1.030617	1.197883	0.9893437	1.033875	0.8397169	0.9435085	1.017931	0.9836957	0.9706186	0.8968045	1.297677	1.108124	0.8085664	1.05373	0.6258342	0.6208379	0.8432795	0.7650774	0.8391087	0.73901	0.6070656	0.7940122	0.5138313	0.6310911	0.6407794	0.7233261	0.7466999	0.8228166	0.5601878	0.6117578	0.7675103	0.6537697	0.8020061	0.7865395	0.8301589	0.6936093	0.917137	1.005505	0.6579405	0.7565186	0.6413442	0.7480901	0.6770565	0.8185589	0.6178402	0.7452227
L1T1119	17.18864	0.787167	0.9814718	0.8058412	0.8887407	0.8330672	0.8894388	0.924053	1.056401	0.8813525	0.8395828	0.8455166	1.056983	1.092586	1.487188	1.332151	1.113646	1.033189	1.165014	1.0233	1.115158	1.065418	1.207831	1.294396	1.298177	1.025976	1.103349	1.033597	0.864889	0.8486581	0.8692521	0.8945001	0.8165455	0.8680886	0.8428406	1.070887	1.038367	0.875535	1.147038	1.394457	1.188517	1.133134	1.013643	1.015911	1.04849	1.042556	1.219001	0.9907798	1.048199	0.8520904	0.9200389	1.024929	1.011083	0.9796684	0.910091	1.301435	1.123535	0.8121823	1.055412	0.6360864	0.6254403	0.8342307	0.7763465	0.846971	0.7453973	0.607057	0.8064812	0.5222959	0.6391115	0.6527826	0.7449901	0.7525529	0.8260862	0.5570846	0.6211935	0.7562179	0.668548	0.8165455	0.8000237	0.8369649	0.6806485	0.9266127	1.011257	0.6695952	0.7644206	0.6353301	0.7550544	0.6894911	0.828355	0.6129327	0.762908
L1T1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1T1121	18.25445	0.7836611	0.9765085	0.8302383	0.8823689	0.8138019	0.890699	0.9439941	1.040642	0.8717099	0.830507	0.8456893	1.040463	1.077993	1.453387	1.303848	1.090623	1.032491	1.164519	1.0118	1.09537	1.035044	1.23219	1.283157	1.301429	1.012695	1.109836	1.012248	0.8344481	0.8288051	0.837404	0.8857278	0.8644546	0.8601551	0.8228038	1.041806	1.036969	0.8762332	1.120719	1.362293	1.189599	1.114225	1.000379	1.008038	1.046195	1.024653	1.193809	0.9733287	1.017264	0.8331493	0.9349026	1.006963	0.9744484	0.9739557	0.8872057	1.292562	1.093265	0.8057405	1.031192	0.6109224	0.6139231	0.8428678	0.7764954	0.83615	0.7163033	0.5965462	0.7940066	0.5114981	0.6300012	0.6340319	0.7190352	0.7303213	0.8018441	0.5561943	0.6067126	0.7523111	0.6484081	0.8060092	0.7768536	0.8176535	0.6618886	0.914749	0.9887798	0.6667703	0.7397263	0.6440639	0.7371735	0.6810569	0.8283573	0.6161176	0.7491761
L1T1122	17.37002	0.7833874	0.9769157	0.8255981	0.8901757	0.8123007	0.8714912	0.9620499	1.050904	0.8880618	0.8575119	0.8658313	1.034674	1.091887	1.456645	1.312692	1.119573	1.053018	1.177604	1.043335	1.140235	1.066111	1.26373	1.319511	1.381429	1.027037	1.13062	1.03597	0.8288713	0.8515792	0.8912668	0.9081102	0.7142409	0.8624899	0.8193927	1.031265	1.035356	0.8941309	1.122301	1.3682	1.212587	1.126597	0.9911678	1.013398	1.065701	1.041425	1.236931	1.020218	1.043403	0.8390319	0.961368	1.036515	1.008011	0.988031	0.9020411	1.302941	1.158101	0.8327582	1.068293	0.6208863	0.6062251	0.7775229	0.7696126	0.8435326	0.7308797	0.6022018	0.7908203	0.5138252	0.6328881	0.661665	0.7368806	0.7417904	0.816324	0.5668102	0.6092937	0.7513372	0.645299	0.8110733	0.7753408	0.8178242	0.685123	0.9228396	0.9870081	0.6653474	0.7347666	0.6320698	0.7215374	0.6866914	0.8242343	0.5894499	0.744859
L1T1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
