SampleNumber	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
L2T1203	17.61407	0.7998692	0.9922567	0.8157637	0.8954198	0.8057033	0.8904585	0.931481	1.055927	0.8747937	0.8457151	0.8713025	1.023678	1.076966	1.457331	1.307436	1.109031	1.055513	1.182164	1.028272	1.117621	1.067778	1.250381	1.313178	1.364445	1.009483	1.130392	1.034795	0.8469554	0.8425913	0.8626662	0.894547	0.8916529	0.8385029	0.8232056	1.049357	1.006911	0.88049	1.13131	1.355946	1.19204	1.126946	1.008978	1.01371	1.051011	1.031993	1.216847	1.007462	1.043569	0.8223787	0.9391067	1.019911	0.9999283	0.9910623	0.9132437	1.311479	1.124971	0.8196224	1.061393	0.6217683	0.6053685	0.8517789	0.7747412	0.826605	0.7141033	0.5956297	0.7983532	0.5168004	0.6289346	0.6513522	0.7288034	0.7303653	0.7975263	0.562876	0.5965484	0.7429522	0.6529141	0.8034523	0.7711121	0.8137424	0.6678898	0.9143003	0.9837123	0.6537869	0.7377153	0.6306802	0.7260012	0.6874134	0.8260537	0.6091354	0.7365669
L2T1204	17.68549	0.7892286	0.9765234	0.8083806	0.8993182	0.7967608	0.8807633	0.9397809	1.044405	0.8667093	0.8466846	0.8788343	1.024702	1.080826	1.454084	1.302291	1.105352	1.050881	1.18343	1.043487	1.114583	1.059653	1.261737	1.30964	1.34303	1.017308	1.142094	1.026401	0.8347433	0.8384176	0.8683168	0.9046459	0.894358	0.8430563	0.8335033	1.036965	1.023049	0.882876	1.113573	1.366866	1.201847	1.140533	1.007938	1.011612	1.040685	1.040409	1.20768	1.005826	1.042109	0.8160506	0.9446034	1.02438	0.9951702	0.9787739	0.9081364	1.31483	1.133046	0.8112281	1.063373	0.6175034	0.6135536	0.8346515	0.7817882	0.8271652	0.7163866	0.6060214	0.792811	0.5043365	0.6273779	0.6461625	0.726996	0.7311754	0.8166017	0.5432376	0.5995455	0.7501897	0.6406512	0.7995624	0.770398	0.8058086	0.6648553	0.9020739	0.9885106	0.668208	0.7342526	0.6367473	0.729522	0.6785418	0.8174744	0.6201672	0.7467451
L2T1205	17.76195	0.7889652	0.9780258	0.8181183	0.8878662	0.8049834	0.9032436	0.9372022	1.045028	0.8576146	0.8397658	0.8768365	1.031023	1.078712	1.461959	1.314088	1.105805	1.051389	1.179672	1.040314	1.102968	1.063975	1.249054	1.292303	1.347085	1.005165	1.132395	1.020726	0.8384386	0.8249375	0.8534041	0.8902002	0.8910698	0.850109	0.8168369	1.046446	1.029238	0.8760585	1.115142	1.35093	1.202555	1.132441	1.001321	1.01409	1.051572	1.027499	1.207406	1.002007	1.033632	0.8301091	0.9567444	1.024158	0.9990783	0.9636552	0.9037928	1.298024	1.140588	0.8169284	1.072259	0.6240692	0.6055339	0.8374317	0.7840682	0.813679	0.725945	0.6017353	0.7852581	0.5106603	0.6270898	0.6568379	0.7280045	0.7343202	0.8120772	0.5534976	0.5972502	0.7527183	0.6499272	0.8076836	0.7748692	0.8030154	0.6736341	0.9019622	0.9887808	0.6772497	0.732993	0.633314	0.7285995	0.6762428	0.8147774	0.6042982	0.7455787
L2T1206	17.70016	0.7831547	0.9885193	0.8201832	0.8955155	0.7960441	0.8878638	0.9317697	1.044039	0.8747923	0.8348489	0.869509	1.035887	1.080703	1.466929	1.29044	1.109761	1.052237	1.15763	1.02195	1.104205	1.063396	1.250269	1.291442	1.346644	1.025502	1.13636	1.016257	0.8528393	0.8313419	0.8578493	0.90007	0.8833093	0.8611742	0.82451	1.052237	1.018944	0.8777072	1.122605	1.349422	1.188555	1.143283	1.009607	1.016849	1.065491	1.038164	1.207411	1.011383	1.035158	0.8268329	0.9495324	1.011064	1.003777	0.9789548	0.9005255	1.328061	1.13431	0.8019195	1.067951	0.6164127	0.6123136	0.8424094	0.7778714	0.8244645	0.722306	0.5976479	0.7914896	0.5132977	0.6364072	0.6486589	0.7357874	0.7384746	0.8046977	0.5610749	0.5999252	0.7330547	0.642738	0.8041512	0.7733169	0.8135336	0.6801308	0.9179694	0.9990859	0.6571759	0.7339656	0.6299397	0.7250842	0.6764872	0.8185436	0.6058917	0.738839
L2T1207	17.78807	0.7915696	0.9868949	0.81238	0.9000938	0.7996017	0.8835733	0.9385656	1.043485	0.858108	0.8335554	0.8712058	1.036502	1.086931	1.447735	1.299872	1.111666	1.046451	1.17501	1.036913	1.124764	1.084831	1.244378	1.305713	1.332776	1.008344	1.132385	1.036456	0.8335098	0.8405379	0.8595227	0.906483	0.8818391	0.8450559	0.8187235	1.046862	1.007797	0.8696997	1.12449	1.352445	1.196368	1.12376	1.01341	1.008344	1.046862	1.022127	1.189796	1.000312	1.030706	0.8198188	0.955223	1.011904	0.996935	0.9716066	0.9076239	1.312011	1.124901	0.8180389	1.059229	0.6148184	0.6191083	0.8390775	0.7738625	0.8236979	0.7210608	0.6097984	0.799693	0.5101733	0.6288289	0.647038	0.7288191	0.7378095	0.8198188	0.5518853	0.5908135	0.7449288	0.6644712	0.8008795	0.7745471	0.8049412	0.6711798	0.9188049	0.9864386	0.6637867	0.7483516	0.6357657	0.7322875	0.6716362	0.811878	0.6019945	0.7380377
L2T1208	17.34631	0.7906474	0.9878488	0.8172141	0.8930467	0.8245349	0.891251	0.9490347	1.05765	0.8711763	0.8449779	0.8781748	1.049178	1.088314	1.478159	1.309136	1.108435	1.054335	1.181183	1.03822	1.128878	1.078369	1.250845	1.304992	1.345141	1.018928	1.144901	1.0303	0.852575	0.8344802	0.8622901	0.9093458	0.8857719	0.8453923	0.8223709	1.054841	1.031958	0.8744914	1.132423	1.354212	1.185695	1.121419	1.018007	1.0303	1.067503	1.015889	1.202915	1.00843	1.025604	0.8188256	0.9560332	1.016902	0.9846719	0.9904733	0.8946121	1.306373	1.135646	0.8127019	1.070127	0.6210717	0.6069826	0.8448398	0.7853525	0.8327766	0.724576	0.6195062	0.7845237	0.5068394	0.6465334	0.6704756	0.736501	0.7388953	0.8287248	0.5503959	0.5948733	0.7604433	0.6578599	0.8032631	0.7732893	0.8139911	0.6660555	0.908471	0.9952617	0.6670685	0.7440521	0.6415147	0.731022	0.6791317	0.8216803	0.6118631	0.7487024
L2T1209	17.56981	0.7797093	0.9880395	0.8083082	0.8899666	0.8049517	0.884771	0.9281291	1.050203	0.8680347	0.841321	0.8675749	1.037559	1.097055	1.462265	1.30911	1.109654	1.060916	1.169564	1.04349	1.119493	1.078986	1.252096	1.301201	1.338996	1.01696	1.143816	1.023765	0.8432521	0.8309298	0.8526318	0.8998981	0.8838974	0.8423785	0.8324931	1.048134	1.033742	0.88261	1.131402	1.358445	1.196875	1.129149	0.997879	1.001052	1.04795	1.034662	1.218394	1.002063	1.043444	0.8351139	0.9473482	1.025696	1.002339	0.9585671	0.910979	1.313662	1.136275	0.8026988	1.061376	0.6172201	0.6140935	0.8488615	0.7817324	0.8338724	0.7185115	0.6162545	0.7983308	0.5074686	0.6331748	0.6509686	0.7355697	0.739064	0.8181477	0.5557464	0.6067829	0.7490415	0.6498191	0.8037563	0.7766288	0.8187914	0.6666014	0.9113468	0.9897867	0.6743258	0.7354777	0.6368531	0.7300522	0.6809008	0.815205	0.5974952	0.737041
L2T1210	17.63368	0.7907049	0.9852147	0.8143442	0.891572	0.8018158	0.8859022	0.926185	1.040358	0.8720021	0.837892	0.8675212	1.037614	1.099067	1.443735	1.296778	1.11123	1.045113	1.176935	1.036105	1.115162	1.062443	1.244698	1.303728	1.343874	1.010089	1.122615	1.034779	0.836566	0.841367	0.8666524	0.8993908	0.8791808	0.8597481	0.8259123	1.050783	1.032265	0.8712248	1.126502	1.352195	1.200072	1.1324	1.003916	1.019645	1.052475	1.031762	1.210588	1.008442	1.039398	0.8275127	0.9449776	1.021885	0.9939022	0.9779446	0.9009454	1.304002	1.148952	0.8202426	1.072045	0.6211603	0.6132958	0.8397667	0.7755702	0.8298446	0.7132027	0.6038767	0.8018158	0.5161323	0.6378039	0.6509266	0.7270114	0.7335499	0.8118751	0.5682577	0.5907082	0.7513365	0.6446167	0.8065254	0.7665626	0.8151672	0.6590655	0.9130622	0.9779903	0.6730571	0.732864	0.6431993	0.7381223	0.6956447	0.8329081	0.6085405	0.7224847
L2T1211	17.75358	0.7813194	0.9879745	0.8164676	0.8880843	0.8086822	0.8911803	0.9363904	1.03965	0.8549394	0.8374563	0.8628159	1.050759	1.091325	1.461201	1.314962	1.118414	1.051578	1.159072	1.033503	1.120236	1.062095	1.246715	1.301577	1.344146	1.008098	1.134167	1.023624	0.8475637	0.8261652	0.8461979	0.8774306	0.8834859	0.8579443	0.8117326	1.047207	1.024398	0.8817103	1.126792	1.352159	1.197953	1.134031	1.011649	1.013425	1.037828	1.025445	1.203052	1.019116	1.034596	0.8112773	0.9434473	1.016703	0.9964884	0.9751354	0.8973267	1.298982	1.128795	0.8172416	1.059637	0.6325313	0.6079002	0.8436483	0.7771307	0.8310823	0.719036	0.6059425	0.7957975	0.5231257	0.6371297	0.6521997	0.7179888	0.7347434	0.8100025	0.55923	0.6007522	0.7461256	0.6530193	0.8002138	0.770438	0.8146464	0.669182	0.9165398	0.9791874	0.6626258	0.734106	0.6345801	0.7305092	0.6903984	0.8221587	0.6039848	0.7391142
L2T1212	17.48327	0.7738231	0.9689203	0.8202901	0.8949037	0.803944	0.8892101	0.9380648	1.041054	0.8714406	0.8484826	0.8681346	1.038805	1.093123	1.467752	1.296164	1.123015	1.060661	1.186011	1.02953	1.12577	1.065757	1.243498	1.303189	1.34433	1.009281	1.137708	1.028473	0.8410901	0.8431563	0.8631757	0.9049134	0.8916896	0.8599157	0.8207952	1.060385	1.024662	0.8665735	1.122372	1.364395	1.205847	1.135825	1.017591	1.013229	1.050513	1.034672	1.212597	1.0085	1.046427	0.8200605	0.9542731	1.026912	1.004597	0.9714916	0.9014238	1.298414	1.140922	0.8196014	1.075124	0.6252847	0.6142189	0.8387484	0.7802513	0.8300702	0.7152801	0.6069642	0.7942557	0.5115047	0.6319884	0.6589871	0.7356209	0.7389728	0.8238716	0.5639408	0.5863479	0.7469163	0.6566453	0.8036226	0.7757516	0.815423	0.6730374	0.9087703	0.9853124	0.6663795	0.7342894	0.6324017	0.727402	0.6827256	0.825249	0.6113721	0.7426461
L2T1213	17.48002	0.7886679	0.9882393	0.818323	0.8944176	0.8036605	0.9011124	0.9284574	1.039723	0.884564	0.8469882	0.8672612	1.042976	1.078902	1.47333	1.311382	1.112329	1.04788	1.168858	1.045287	1.125059	1.080364	1.244387	1.311193	1.335002	1.030388	1.149339	1.026004	0.8303454	0.8418963	0.8624994	0.8957377	0.8905516	0.857549	0.8264794	1.051086	1.026475	0.8821595	1.125106	1.357444	1.190781	1.133026	0.9991773	1.019403	1.056366	1.034254	1.196156	1.007334	1.03878	0.823132	0.9376982	1.023081	1.010398	0.9715965	0.9071	1.314399	1.144294	0.8087994	1.069237	0.6247392	0.6096052	0.8524572	0.7788142	0.8255365	0.7341664	0.6094166	0.7793328	0.5088529	0.6414763	0.6453894	0.7212483	0.7381739	0.8066307	0.5591583	0.6009302	0.765236	0.6514242	0.8059706	0.774241	0.8204446	0.6602406	0.9137006	0.9894651	0.6566103	0.7402012	0.6378931	0.7299232	0.6924417	0.8207275	0.6107367	0.7383625
L2T1214	17.48799	0.7910925	0.9882453	0.813244	0.9037899	0.8145523	0.8963008	0.93519	1.042293	0.868149	0.8334555	0.8655774	1.048293	1.087228	1.480902	1.320066	1.115425	1.050639	1.16857	1.038458	1.113169	1.061422	1.251762	1.294576	1.341947	1.011931	1.127064	1.026007	0.8463133	0.8392754	0.8553363	0.8943608	0.8900298	0.8603441	0.828538	1.059166	1.038413	0.872841	1.118583	1.361121	1.198481	1.144659	0.9965464	1.029616	1.053617	1.041752	1.207189	0.9955539	1.03724	0.8203722	0.9603191	1.006382	0.9966367	0.9792223	0.896391	1.325074	1.125756	0.8142816	1.07261	0.6315205	0.6171739	0.8539378	0.774039	0.8287184	0.7255854	0.606617	0.7965514	0.5073188	0.6376111	0.644649	0.7353303	0.7343829	0.8209135	0.5624945	0.5921802	0.7465639	0.6511005	0.8046721	0.7749413	0.8074241	0.6709962	0.91561	0.9959599	0.666214	0.7413306	0.6344981	0.7308639	0.6768612	0.8167629	0.6096397	0.7441728
L2T1215	17.23239	0.7977511	0.9861271	0.8154678	0.897001	0.8151966	0.8887302	0.9354627	1.049446	0.8667198	0.8499974	0.873454	1.0607	1.106032	1.468321	1.305119	1.109828	1.07453	1.187429	1.029967	1.120042	1.054825	1.257392	1.296487	1.335084	1.013742	1.144945	1.038735	0.8477828	0.8430372	0.8575903	0.8956	0.8753522	0.8590366	0.8335009	1.046644	1.026939	0.8872387	1.134776	1.358721	1.199632	1.134143	0.994172	1.017538	1.057808	1.03182	1.21066	1.011753	1.046915	0.8321451	0.9524111	1.014103	0.9971549	0.9812912	0.912232	1.328847	1.12402	0.8206653	1.079999	0.6298939	0.6137138	0.8453422	0.7799439	0.8291621	0.7226356	0.6179622	0.7994685	0.5165428	0.6450345	0.6660505	0.7320816	0.7205114	0.8226539	0.5640888	0.6005618	0.7568489	0.6513619	0.8111742	0.7680574	0.8162813	0.6784793	0.9278246	0.9997311	0.6668188	0.7411659	0.6439498	0.7450528	0.6872473	0.8245974	0.6147533	0.7365559
L2T1216	16.80761	0.8050775	0.9910766	0.8163753	0.9029911	0.8070524	0.8932549	0.9437732	1.058955	0.8829675	0.8475129	0.8804416	1.060011	1.11278	1.48487	1.333774	1.11503	1.064925	1.174642	1.05078	1.132206	1.077876	1.253404	1.308469	1.344245	1.024511	1.148923	1.038748	0.8636328	0.8580758	0.8732772	0.9001897	0.8937141	0.8749765	0.8407618	1.047198	1.036222	0.8792935	1.121506	1.373316	1.207295	1.151357	1.026256	1.033053	1.060057	1.034982	1.21299	1.012616	1.040217	0.8434714	0.9397317	1.019137	1.002696	0.9680219	0.9093289	1.320823	1.138957	0.8241367	1.081872	0.6339125	0.6217881	0.8615202	0.7932287	0.8341944	0.7298972	0.6198592	0.8011279	0.5145516	0.6517316	0.6588501	0.7325149	0.7405979	0.8225293	0.5615795	0.5984578	0.7592896	0.6554057	0.8089353	0.7784866	0.8138494	0.666979	0.9329347	0.9925922	0.6672545	0.7449149	0.6464502	0.7365564	0.6829611	0.8262034	0.6058978	0.753503
L2T1217	17.34741	0.7931337	0.9939778	0.8295031	0.8993541	0.8078439	0.887261	0.9449287	1.031791	0.8761156	0.8363167	0.8764314	1.032152	1.092663	1.454597	1.310248	1.114502	1.061121	1.16477	1.031611	1.122038	1.066401	1.247481	1.29468	1.339442	1.007831	1.135214	1.031159	0.8531478	0.8449353	0.8622176	0.9018359	0.8880733	0.8502599	0.8190345	1.058595	1.032333	0.8790035	1.137199	1.384295	1.202358	1.144058	0.9929851	1.007876	1.065183	1.024481	1.204298	1.003634	1.053541	0.824359	0.9376639	1.022406	1.005123	0.9792225	0.9123948	1.298019	1.13183	0.8121306	1.067394	0.6218453	0.6089851	0.8610444	0.7874481	0.8317142	0.7246815	0.6131816	0.7951191	0.5186933	0.6361043	0.6472949	0.737677	0.7405198	0.8035572	0.5616507	0.6066387	0.762901	0.650634	0.8098744	0.7797771	0.8098744	0.6789715	0.9239915	0.9803957	0.6668784	0.7420089	0.6426021	0.7439041	0.6835741	0.8327069	0.6134072	0.7524775
L2T1218	17.52627	0.7834624	0.9852831	0.8242785	0.8973227	0.8245045	0.8844857	0.9277427	1.037671	0.8746772	0.8538397	0.8681231	1.039931	1.085177	1.47458	1.313349	1.112839	1.045671	1.165679	1.043863	1.109404	1.058689	1.248351	1.296354	1.331113	1.019455	1.127439	1.019319	0.8513085	0.8349911	0.8564614	0.8989047	0.8837173	0.8550601	0.8210241	1.040337	1.044315	0.8704284	1.116275	1.366189	1.202834	1.132908	1.008561	1.02185	1.050779	1.032337	1.205003	0.9945493	1.042598	0.8348555	0.9513375	1.023794	0.9852831	0.9798591	0.9031084	1.312355	1.114647	0.8131592	1.065966	0.6313171	0.6169433	0.8538849	0.7847732	0.8334542	0.7231195	0.612152	0.8024918	0.5099986	0.6374192	0.6490809	0.7332897	0.7448158	0.8173176	0.5510408	0.5922185	0.7501495	0.6488097	0.8061531	0.7782191	0.8127976	0.6788229	0.9185218	0.9846503	0.6676584	0.7359565	0.6339839	0.7285436	0.6877274	0.8254989	0.6048747	0.7506467
L2T1219	17.29573	0.7976181	0.9849756	0.8195135	0.8926795	0.8181535	0.8939941	0.935201	1.038603	0.8779465	0.8613097	0.8787625	1.044361	1.090418	1.47089	1.31454	1.112993	1.067525	1.169477	1.02786	1.103791	1.075141	1.235481	1.300442	1.332401	1.004695	1.153384	1.031804	0.8584537	0.8385529	0.8557791	0.8925888	0.8918635	0.8661602	0.8081804	1.042683	1.036609	0.8810291	1.1309	1.37184	1.209687	1.134934	1.007143	1.012673	1.064941	1.032665	1.201119	0.9977139	1.035748	0.8223694	0.9518832	1.020471	1.001295	0.9854742	0.9079564	1.308148	1.130764	0.811671	1.079221	0.6217296	0.6207776	0.8412275	0.7878717	0.8270386	0.7239081	0.6026901	0.798842	0.5195964	0.6335612	0.6582672	0.7323399	0.7505634	0.8062765	0.5616192	0.6009675	0.7527846	0.654822	0.8082258	0.7727308	0.8128043	0.6693736	0.9305317	0.9997085	0.6760827	0.7495207	0.6499261	0.7478888	0.6839705	0.8300305	0.6162444	0.7378704
L2T1220	17.05675	0.7947772	0.9841871	0.8247867	0.8940221	0.8100316	0.8944761	0.9478669	1.04239	0.8792217	0.8458071	0.8859863	1.046249	1.095145	1.475963	1.319922	1.113896	1.062957	1.170873	1.028952	1.107403	1.075351	1.244966	1.301626	1.346617	1.014651	1.145857	1.040756	0.8498477	0.8458071	0.8673268	0.9051906	0.8938405	0.8592001	0.8393148	1.063138	1.030405	0.8848059	1.13201	1.365005	1.194663	1.13428	1.000577	1.018328	1.073989	1.034264	1.222539	0.9975802	1.043616	0.8340938	0.9613507	1.02709	0.9943113	0.9802373	0.9112288	1.313112	1.14218	0.8225167	1.070811	0.6286576	0.6211665	0.8581559	0.7905095	0.829917	0.7272669	0.6109061	0.7846529	0.5134317	0.6404162	0.6552621	0.7309444	0.7508297	0.8266935	0.5579239	0.6089084	0.761181	0.6556253	0.8039934	0.7837449	0.8212909	0.677145	0.9158597	0.995174	0.6722418	0.7487867	0.6297018	0.7447915	0.6891307	0.8328226	0.6184879	0.7502395
L2T1221	17.30155	0.7871735	0.9827016	0.8263966	0.8843275	0.8097675	0.8941333	0.9420777	1.034894	0.8598357	0.8525152	0.8751092	1.058527	1.099693	1.467387	1.320391	1.108731	1.052291	1.167475	1.039593	1.121609	1.065034	1.238239	1.295989	1.341403	1.019349	1.152066	1.021834	0.8502106	0.8580282	0.8589771	0.90055	0.8971609	0.8675628	0.819528	1.051206	1.030872	0.8756514	1.122513	1.363184	1.196712	1.140769	1.017135	1.011712	1.059024	1.0245	1.212663	1.00525	1.033854	0.8371965	0.9479069	1.027212	1.008233	0.9919651	0.9171339	1.300644	1.128613	0.8068754	1.051568	0.6242259	0.6058796	0.8571244	0.7875802	0.8254929	0.7199339	0.622328	0.8052939	0.5077766	0.6416684	0.6564449	0.7402684	0.7325413	0.8094963	0.5653912	0.5996436	0.7515654	0.6505252	0.8147833	0.7672908	0.8169523	0.6771861	0.9317748	1.001138	0.6692782	0.743522	0.6302359	0.7453747	0.6888898	0.8298761	0.606693	0.7393195
L2T1222	17.05101	0.7943609	0.9898605	0.8306815	0.8971865	0.8172812	0.8952013	0.9461404	1.051809	0.8759807	0.8532409	0.8724614	1.056185	1.09237	1.478542	1.316159	1.10383	1.055192	1.177509	1.04671	1.123999	1.062863	1.252813	1.305872	1.328477	1.010029	1.144437	1.027805	0.8567601	0.8406076	0.8565796	0.8979987	0.8884335	0.8574369	0.8290121	1.051357	1.039401	0.8775599	1.134421	1.374137	1.19867	1.151566	1.021308	1.01824	1.070307	1.0297	1.201152	1.00881	1.044093	0.8321253	0.9513742	1.03525	0.9884167	0.98589	0.9105417	1.323649	1.123232	0.8220638	1.067239	0.623451	0.6223682	0.8598282	0.7906611	0.8286511	0.7397221	0.607479	0.8029786	0.5114211	0.642807	0.662569	0.7306983	0.7448205	0.83393	0.557713	0.6075692	0.765169	0.6564328	0.8060466	0.7824946	0.8221992	0.679308	0.9156401	0.9834536	0.6672162	0.7444144	0.6442959	0.7399025	0.6875648	0.8250416	0.616999	0.7518139
L2T1223	16.89319	0.7913488	0.9959577	0.8382449	0.8995153	0.817537	0.9089035	0.9419643	1.047211	0.8833891	0.8567069	0.8758426	1.063382	1.107268	1.47808	1.327509	1.111356	1.055341	1.18763	1.03962	1.110413	1.074253	1.232729	1.286183	1.341569	1.019585	1.13696	1.030815	0.8625464	0.837616	0.8640737	0.8991559	0.8854105	0.87171	0.8263861	1.051433	1.031489	0.881233	1.141902	1.386534	1.194727	1.151065	1.008445	1.026234	1.052197	1.036295	1.219972	1.000809	1.032387	0.8425123	0.9531493	1.022505	1.002965	0.9843235	0.9119131	1.327464	1.119262	0.8309679	1.079418	0.6346692	0.6278864	0.8600759	0.7810623	0.816953	0.7444078	0.615803	0.8053638	0.5101521	0.6548831	0.6646755	0.7351544	0.748226	0.8066215	0.5612706	0.6094693	0.7570303	0.6565002	0.8066664	0.7849703	0.81866	0.6788701	0.9238168	0.9971705	0.6768487	0.7592762	0.6463932	0.7410838	0.6882583	0.8280931	0.6225859	0.7484955
L2T1224	17.00391	0.8006	0.9912791	0.8207118	0.9125868	0.8216116	0.9039932	0.9335534	1.039466	0.8802821	0.8448728	0.8710586	1.066552	1.096517	1.474276	1.317881	1.114514	1.033347	1.181643	1.068397	1.115729	1.064122	1.243283	1.305238	1.323505	1.023224	1.142005	1.037667	0.8554911	0.8428932	0.8771326	0.9003488	0.8863111	0.8678191	0.831735	1.07573	1.034787	0.8763227	1.132016	1.35743	1.203735	1.148124	1.005947	1.025878	1.071096	1.046935	1.212733	1.000952	1.043966	0.8292154	0.9512356	1.04527	1.007206	0.9906942	0.9109221	1.313562	1.127967	0.813198	1.056339	0.6279631	0.6237337	0.856481	0.7774288	0.8271007	0.726632	0.6177497	0.7968656	0.517236	0.640696	0.6562635	0.7326611	0.7532227	0.8154476	0.5696975	0.6016873	0.751198	0.6677816	0.8043794	0.7841777	0.8145478	0.6794797	0.9314388	0.9946085	0.6688164	0.7442242	0.6424057	0.7354506	0.6915377	0.8284055	0.6071314	0.7387351
L2T1225	17.25729	0.7951913	0.9947384	0.8184884	0.9031393	0.7980523	0.9050012	0.9367907	1.048054	0.8683071	0.8549555	0.8644015	1.047781	1.099235	1.469492	1.32821	1.109498	1.049825	1.167174	1.041605	1.114948	1.059407	1.232932	1.300008	1.350508	1.01958	1.126256	1.040243	0.8434204	0.8420126	0.8534114	0.8903326	0.8797059	0.8504141	0.829751	1.051233	1.025211	0.8785705	1.127891	1.378755	1.200598	1.125893	1.016219	1.010315	1.049371	1.04542	1.199326	1.018853	1.037518	0.8422851	0.9462821	1.018217	0.9976903	0.973167	0.9118587	1.307093	1.123758	0.823166	1.07403	0.6195771	0.6182601	0.8465994	0.7850186	0.8332478	0.7270709	0.6171247	0.8053639	0.516125	0.6507762	0.6543184	0.7371527	0.7480974	0.8069079	0.5557256	0.5986414	0.755409	0.6495954	0.812403	0.7793873	0.8300689	0.6861533	0.9228942	0.9953742	0.6778426	0.7474162	0.645372	0.7389693	0.682929	0.8261179	0.6087232	0.7484607
L2T1226	17.00923	0.8021225	0.9921228	0.8240491	0.91171	0.8206758	0.8957095	0.9406112	1.0476	0.8777944	0.8493035	0.8708198	1.056034	1.105585	1.486726	1.313318	1.106634	1.064649	1.164983	1.040671	1.124458	1.059863	1.248222	1.290252	1.350607	1.030187	1.121905	1.043133	0.8496226	0.8404143	0.8679935	0.8912877	0.8807119	0.8686317	0.8239579	1.067795	1.040398	0.8851337	1.142464	1.368112	1.200357	1.13052	0.9985504	1.016739	1.062735	1.037891	1.210979	1.00981	1.031235	0.8408701	0.9618085	1.030096	0.9994165	0.9729313	0.9070603	1.325444	1.126828	0.8273312	1.087077	0.6255698	0.6189143	0.8501696	0.7812443	0.8419642	0.7311003	0.6103898	0.8011196	0.5173498	0.6383338	0.6551092	0.7340177	0.7394424	0.8025327	0.5629353	0.6069253	0.7620072	0.6614456	0.8269666	0.7726742	0.8364028	0.6649101	0.9154024	1.000693	0.676033	0.7427701	0.6391999	0.7428613	0.6893439	0.8384085	0.6098428	0.7507476
L2T1227	16.93045	0.7932177	0.9818223	0.8211405	0.9074681	0.8240653	0.894078	0.9570071	1.042101	0.8725532	0.8614024	0.8796824	1.058553	1.099226	1.485758	1.307345	1.113484	1.060152	1.164257	1.046717	1.118877	1.065956	1.256389	1.303551	1.337187	1.003301	1.141499	1.033098	0.8523537	0.8432594	0.8598029	0.9083821	0.894078	0.8569695	0.8354447	1.053526	1.047539	0.8822873	1.12948	1.378911	1.209409	1.155529	1.010476	1.026974	1.046579	1.041872	1.207353	1.015823	1.048727	0.8320629	0.948187	1.021399	1.006363	0.986895	0.8997905	1.325076	1.132724	0.8114064	1.070983	0.6283315	0.6214765	0.8649213	0.7762173	0.8461385	0.7374635	0.6169065	0.8019922	0.5190625	0.6369689	0.6635664	0.7287348	0.7432218	0.8199066	0.5698353	0.6160382	0.7545554	0.6594077	0.8206835	0.7855858	0.8214147	0.6777334	0.9261138	0.9953496	0.672615	0.7375549	0.6464745	0.7436788	0.678556	0.8285897	0.6165866	0.7443186
L2T1228	16.84174	0.7968129	0.9938505	0.8294004	0.9069505	0.8156504	0.888938	0.9443505	1.052746	0.8690463	0.8434713	0.8723463	1.051601	1.101926	1.498934	1.317526	1.115813	1.063242	1.169163	1.03368	1.11123	1.069017	1.248776	1.29108	1.351626	1.019196	1.119938	1.042526	0.867763	0.8464505	0.8640963	0.9020922	0.8943005	0.8663421	0.8280254	1.054259	1.030838	0.8855463	1.142626	1.382838	1.200788	1.139234	1.023276	1.026255	1.062096	1.047705	1.225401	1.01058	1.054121	0.8360921	0.9637839	1.020938	0.9963255	0.9716672	0.9066755	1.331184	1.130113	0.8179421	1.076305	0.6214087	0.6226003	0.8672588	0.7941546	0.840813	0.7336087	0.6077503	0.8025879	0.5183294	0.650467	0.6581212	0.7438754	0.7454337	0.8191338	0.5565545	0.6089878	0.7584962	0.6677462	0.8159713	0.7766463	0.8244046	0.6768212	0.9166672	1.001505	0.6613295	0.7471296	0.6520712	0.7494671	0.6844754	0.8371463	0.6198045	0.7529962
L2T1229	17.16647	0.7930176	0.9913401	0.8198842	0.8913166	0.8251032	0.9007108	0.9393769	1.055647	0.872755	0.8299591	0.8697144	1.050201	1.090138	1.483107	1.320682	1.105478	1.048386	1.174595	1.039037	1.106612	1.066857	1.229962	1.285148	1.332754	1.009539	1.141148	1.026557	0.8467961	0.838718	0.860184	0.9036153	0.8914981	0.8664922	0.8241048	1.053968	1.052652	0.8742527	1.144234	1.386941	1.181539	1.144961	1.016301	1.014031	1.047252	1.038629	1.202824	0.9962868	1.043757	0.840851	0.9573938	1.03046	1.000371	0.9776345	0.9079266	1.308066	1.114963	0.8149828	1.063045	0.6421654	0.6152535	0.8495191	0.7844856	0.8337259	0.7287103	0.6124851	0.7999612	0.5185883	0.6501528	0.6627692	0.7370607	0.7432328	0.8255116	0.5671932	0.6152989	0.7603874	0.6710742	0.7997796	0.7828519	0.8151644	0.6704389	0.9246275	0.990977	0.6677159	0.7511747	0.6459776	0.7470449	0.6862321	0.8248763	0.6137105	0.7516286
