SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
2	1308	12805	12805
3	1308	10646	10646
4	1308	9221	9221
5	1308	11714	11714
6	1308	10576	10576
7	1308	5935	5935
8	1308	6400	6400
9	1308	8283	8283
10	1308	11156	11156
11	1308	9901	9901
12	1308	7829	7829
13	1308	8503	8503
14	1308	9331	9331
15	1308	8842	8842
16	1308	10363	10363
17	1308	9756	9756
18	1308	11876	11876
0	1309	3919362	1889257
1	1309	7320	7320
2	1309	12959	12959
3	1309	10717	10717
4	1309	9588	9588
5	1309	12014	12014
6	1309	10483	10483
7	1309	6136	6136
8	1309	6392	6392
9	1309	8342	8342
10	1309	11334	11334
11	1309	9855	9855
12	1309	7906	7906
13	1309	8609	8609
14	1309	9402	9402
15	1309	9029	9029
16	1309	10573	10573
17	1309	9996	9996
18	1309	11887	11887
0	1310	3915784	1910874
1	1310	7205	7205
2	1310	13151	13151
3	1310	10842	10842
4	1310	9597	9597
5	1310	12502	12502
6	1310	10653	10653
7	1310	6211	6211
8	1310	6467	6467
9	1310	8515	8515
10	1310	11786	11786
11	1310	10248	10248
12	1310	7930	7930
13	1310	8928	8928
14	1310	9706	9706
15	1310	9053	9053
16	1310	10831	10831
17	1310	10092	10092
18	1310	12403	12403
0	1311	3917068	1903049
1	1311	7125	7125
2	1311	12954	12954
3	1311	10710	10710
4	1311	9348	9348
5	1311	12153	12153
6	1311	10785	10785
7	1311	6169	6169
8	1311	6527	6527
9	1311	8468	8468
10	1311	11634	11634
11	1311	10224	10224
12	1311	8069	8069
13	1311	8920	8920
14	1311	9469	9469
15	1311	9137	9137
16	1311	10751	10751
17	1311	10110	10110
18	1311	12283	12283
0	1312	3916880	1895302
1	1312	7166	7166
2	1312	13067	13067
3	1312	10809	10809
4	1312	9389	9389
5	1312	12345	12345
6	1312	10783	10783
7	1312	6110	6110
8	1312	6324	6324
9	1312	8630	8630
10	1312	11684	11684
11	1312	10423	10423
12	1312	8008	8008
13	1312	8920	8920
14	1312	9524	9524
15	1312	8917	8917
16	1312	10632	10632
17	1312	9934	9934
18	1312	12359	12359
0	1313	3915315	1906769
1	1313	7344	7344
2	1313	13213	13213
3	1313	10932	10932
4	1313	9709	9709
5	1313	12402	12402
6	1313	10621	10621
7	1313	6248	6248
8	1313	6509	6509
9	1313	8425	8425
10	1313	11660	11660
11	1313	10547	10547
12	1313	7984	7984
13	1313	8944	8944
14	1313	9753	9753
15	1313	8993	8993
16	1313	10932	10932
17	1313	9978	9978
18	1313	12395	12395
0	1314	3916864	1909031
1	1314	7303	7303
2	1314	13251	13251
3	1314	10776	10776
4	1314	9643	9643
5	1314	12290	12290
6	1314	10635	10635
7	1314	6210	6210
8	1314	6401	6401
9	1314	8527	8527
10	1314	11710	11710
11	1314	10076	10076
12	1314	8084	8084
13	1314	8736	8736
14	1314	9539	9539
15	1314	8982	8982
16	1314	10768	10768
17	1314	9954	9954
18	1314	12155	12155
0	1315	3919174	1863172
1	1315	7215	7215
2	1315	13119	13119
3	1315	10664	10664
4	1315	9408	9408
5	1315	12313	12313
6	1315	10553	10553
7	1315	6050	6050
8	1315	6418	6418
9	1315	8447	8447
10	1315	11366	11366
11	1315	9995	9995
12	1315	7928	7928
13	1315	8499	8499
14	1315	9385	9385
15	1315	8903	8903
16	1315	10604	10604
17	1315	9676	9676
18	1315	12187	12187
0	1316	3918222	1875514
1	1316	7208	7208
2	1316	12851	12851
3	1316	10840	10840
4	1316	9567	9567
5	1316	12248	12248
6	1316	10492	10492
7	1316	6081	6081
8	1316	6282	6282
9	1316	8440	8440
10	1316	11469	11469
11	1316	10150	10150
12	1316	8118	8118
13	1316	8707	8707
14	1316	9588	9588
15	1316	8964	8964
16	1316	10540	10540
17	1316	9910	9910
18	1316	12227	12227
0	1317	3913450	1932217
1	1317	7383	7383
2	1317	13476	13476
3	1317	10980	10980
4	1317	9800	9800
5	1317	12550	12550
6	1317	11040	11040
7	1317	6148	6148
8	1317	6412	6412
9	1317	8801	8801
10	1317	11909	11909
11	1317	10570	10570
12	1317	8308	8308
13	1317	9004	9004
14	1317	9734	9734
15	1317	9072	9072
16	1317	10846	10846
17	1317	10169	10169
18	1317	12252	12252
0	1318	3920899	1849577
1	1318	7024	7024
2	1318	12699	12699
3	1318	10478	10478
4	1318	9535	9535
5	1318	11973	11973
6	1318	10502	10502
7	1318	6085	6085
8	1318	6226	6226
9	1318	8343	8343
10	1318	11591	11591
11	1318	9794	9794
12	1318	7758	7758
13	1318	8629	8629
14	1318	9180	9180
15	1318	8824	8824
16	1318	10637	10637
17	1318	9761	9761
18	1318	11966	11966
0	1319	3921110	1833424
1	1319	6940	6940
2	1319	12995	12995
3	1319	10441	10441
4	1319	9141	9141
5	1319	11892	11892
6	1319	10305	10305
7	1319	6122	6122
8	1319	6287	6287
9	1319	8224	8224
10	1319	11460	11460
11	1319	10054	10054
12	1319	7886	7886
13	1319	8757	8757
14	1319	9344	9344
15	1319	8694	8694
16	1319	10628	10628
17	1319	9540	9540
18	1319	12084	12084
0	1320	3920103	1870240
1	1320	7041	7041
2	1320	12779	12779
3	1320	10729	10729
4	1320	9366	9366
5	1320	11999	11999
6	1320	10702	10702
7	1320	6202	6202
8	1320	6263	6263
9	1320	8570	8570
10	1320	11371	11371
11	1320	9835	9835
12	1320	7873	7873
13	1320	8535	8535
14	1320	9370	9370
15	1320	8895	8895
16	1320	10544	10544
17	1320	9710	9710
18	1320	12017	12017
0	1321	3919406	1877750
1	1321	7042	7042
2	1321	12731	12731
3	1321	10744	10744
4	1321	9493	9493
5	1321	12062	12062
6	1321	10664	10664
7	1321	6112	6112
8	1321	6299	6299
9	1321	8542	8542
10	1321	11412	11412
11	1321	9952	9952
12	1321	7874	7874
13	1321	8612	8612
14	1321	9386	9386
15	1321	8957	8957
16	1321	10389	10389
17	1321	9869	9869
18	1321	12358	12358
0	1322	3921132	1868017
1	1322	7316	7316
2	1322	12425	12425
3	1322	10531	10531
4	1322	9331	9331
5	1322	11976	11976
6	1322	10304	10304
7	1322	6010	6010
8	1322	6414	6414
9	1322	8448	8448
10	1322	11287	11287
11	1322	10087	10087
12	1322	7834	7834
13	1322	8479	8479
14	1322	9439	9439
15	1322	8734	8734
16	1322	10301	10301
17	1322	9818	9818
18	1322	12038	12038
0	1323	3936159	1716819
1	1323	6550	6550
2	1323	11284	11284
3	1323	9760	9760
4	1323	8565	8565
5	1323	10868	10868
6	1323	9641	9641
7	1323	5361	5361
8	1323	5578	5578
9	1323	7529	7529
10	1323	10401	10401
11	1323	9316	9316
12	1323	7155	7155
13	1323	7791	7791
14	1323	8555	8555
15	1323	8142	8142
16	1323	9595	9595
17	1323	8819	8819
18	1323	10835	10835
0	1324	3925129	1818555
1	1324	7044	7044
2	1324	12208	12208
3	1324	10262	10262
4	1324	9122	9122
5	1324	11695	11695
6	1324	10294	10294
7	1324	5829	5829
8	1324	6048	6048
9	1324	8300	8300
10	1324	11089	11089
11	1324	9611	9611
12	1324	7678	7678
13	1324	8528	8528
14	1324	9013	9013
15	1324	8646	8646
16	1324	10152	10152
17	1324	9293	9293
18	1324	11963	11963
0	1325	3921889	1854745
1	1325	6902	6902
2	1325	12634	12634
3	1325	10450	10450
4	1325	9242	9242
5	1325	11913	11913
6	1325	10322	10322
7	1325	6048	6048
8	1325	6298	6298
9	1325	8266	8266
10	1325	11392	11392
11	1325	9741	9741
12	1325	8065	8065
13	1325	8576	8576
14	1325	9365	9365
15	1325	8693	8693
16	1325	10428	10428
17	1325	9684	9684
18	1325	11996	11996
0	1326	3922058	1855821
1	1326	7038	7038
2	1326	12664	12664
3	1326	10583	10583
4	1326	9045	9045
5	1326	11820	11820
6	1326	10509	10509
7	1326	6007	6007
8	1326	6221	6221
9	1326	8294	8294
10	1326	11480	11480
11	1326	9918	9918
12	1326	7810	7810
13	1326	8538	8538
14	1326	9378	9378
15	1326	8633	8633
16	1326	10512	10512
17	1326	9484	9484
18	1326	11912	11912
0	1327	3921694	1845348
1	1327	6962	6962
2	1327	12705	12705
3	1327	10833	10833
4	1327	9309	9309
5	1327	11964	11964
6	1327	10292	10292
7	1327	6044	6044
8	1327	6370	6370
9	1327	8278	8278
10	1327	11272	11272
11	1327	9831	9831
12	1327	7897	7897
13	1327	8525	8525
14	1327	9315	9315
15	1327	8786	8786
16	1327	10257	10257
17	1327	9685	9685
18	1327	11885	11885
0	1328	3918835	1886570
1	1328	7051	7051
2	1328	12947	12947
3	1328	10719	10719
4	1328	9481	9481
5	1328	12384	12384
6	1328	10608	10608
7	1328	6065	6065
8	1328	6312	6312
9	1328	8277	8277
10	1328	11464	11464
11	1328	9987	9987
12	1328	8057	8057
13	1328	8733	8733
14	1328	9490	9490
15	1328	8939	8939
16	1328	10423	10423
17	1328	9925	9925
18	1328	12207	12207
0	1329	3917979	1907084
1	1329	7186	7186
2	1329	13087	13087
3	1329	10578	10578
4	1329	9579	9579
5	1329	12264	12264
6	1329	10670	10670
7	1329	6239	6239
8	1329	6346	6346
9	1329	8396	8396
10	1329	11605	11605
11	1329	10125	10125
12	1329	7835	7835
13	1329	8683	8683
14	1329	9524	9524
15	1329	9053	9053
16	1329	10744	10744
17	1329	10013	10013
18	1329	11998	11998
0	1330	3921313	1859325
1	1330	6980	6980
2	1330	12610	12610
3	1330	10646	10646
4	1330	9428	9428
5	1330	11847	11847
6	1330	10560	10560
7	1330	6073	6073
8	1330	6488	6488
9	1330	8351	8351
10	1330	11316	11316
11	1330	9776	9776
12	1330	7887	7887
13	1330	8595	8595
14	1330	9409	9409
15	1330	8826	8826
16	1330	10185	10185
17	1330	9633	9633
18	1330	11981	11981
0	1331	3916538	1904859
1	1331	7286	7286
2	1331	13374	13374
3	1331	10831	10831
4	1331	9769	9769
5	1331	12391	12391
6	1331	10796	10796
7	1331	6346	6346
8	1331	6405	6405
9	1331	8606	8606
10	1331	11532	11532
11	1331	10237	10237
12	1331	8100	8100
13	1331	8871	8871
14	1331	9514	9514
15	1331	9050	9050
16	1331	10522	10522
17	1331	9786	9786
18	1331	11950	11950
0	1332	3912822	1950259
1	1332	7312	7312
2	1332	13919	13919
3	1332	11248	11248
4	1332	9845	9845
5	1332	12756	12756
6	1332	11016	11016
7	1332	6401	6401
8	1332	6677	6677
9	1332	8805	8805
10	1332	11597	11597
11	1332	10289	10289
12	1332	8219	8219
13	1332	8883	8883
14	1332	9558	9558
15	1332	9138	9138
16	1332	10728	10728
17	1332	10292	10292
18	1332	12399	12399
0	1333	3916855	1892453
1	1333	7117	7117
2	1333	13428	13428
3	1333	10883	10883
4	1333	9834	9834
5	1333	12390	12390
6	1333	10844	10844
7	1333	6017	6017
8	1333	6389	6389
9	1333	8557	8557
10	1333	11622	11622
11	1333	10191	10191
12	1333	7972	7972
13	1333	8768	8768
14	1333	9467	9467
15	1333	8998	8998
16	1333	10691	10691
17	1333	9706	9706
18	1333	12175	12175
0	1334	3920798	1852051
1	1334	7170	7170
2	1334	12853	12853
3	1334	10551	10551
4	1334	9314	9314
5	1334	12047	12047
6	1334	10496	10496
7	1334	6107	6107
8	1334	6353	6353
9	1334	8273	8273
10	1334	11415	11415
11	1334	10161	10161
12	1334	7640	7640
13	1334	8584	8584
14	1334	9308	9308
15	1334	8735	8735
16	1334	10450	10450
17	1334	9558	9558
18	1334	12091	12091
0	1335	3912088	1943664
1	1335	7426	7426
2	1335	13842	13842
3	1335	11117	11117
4	1335	9933	9933
5	1335	12905	12905
6	1335	11064	11064
7	1335	6197	6197
8	1335	6650	6650
9	1335	8724	8724
10	1335	11787	11787
11	1335	10534	10534
12	1335	8403	8403
13	1335	9100	9100
14	1335	9678	9678
15	1335	9168	9168
16	1335	10728	10728
17	1335	10149	10149
18	1335	12411	12411
0	1336	3908285	1996468
1	1336	7494	7494
2	1336	14504	14504
3	1336	11348	11348
4	1336	9944	9944
5	1336	13330	13330
6	1336	11341	11341
7	1336	6535	6535
8	1336	6832	6832
9	1336	8868	8868
10	1336	12244	12244
11	1336	10678	10678
12	1336	8450	8450
13	1336	9115	9115
14	1336	10056	10056
15	1336	9156	9156
16	1336	11032	11032
17	1336	10146	10146
18	1336	12546	12546
0	1337	3915163	1925515
1	1337	7231	7231
2	1337	13529	13529
3	1337	10929	10929
4	1337	9617	9617
5	1337	12694	12694
6	1337	10954	10954
7	1337	6144	6144
8	1337	6544	6544
9	1337	8606	8606
10	1337	11480	11480
11	1337	10290	10290
12	1337	8055	8055
13	1337	8760	8760
14	1337	9534	9534
15	1337	9164	9164
16	1337	10751	10751
17	1337	10024	10024
18	1337	12435	12435
0	1338	3914926	1917385
1	1338	7296	7296
2	1338	13288	13288
3	1338	11044	11044
4	1338	9519	9519
5	1338	12826	12826
6	1338	10821	10821
7	1338	6280	6280
8	1338	6540	6540
9	1338	8614	8614
10	1338	11700	11700
11	1338	10452	10452
12	1338	8184	8184
13	1338	8693	8693
14	1338	9683	9683
15	1338	8957	8957
16	1338	10746	10746
17	1338	10134	10134
18	1338	12201	12201
0	1339	3916324	1900074
1	1339	7347	7347
2	1339	13456	13456
3	1339	10993	10993
4	1339	9634	9634
5	1339	12330	12330
6	1339	10726	10726
7	1339	6010	6010
8	1339	6324	6324
9	1339	8669	8669
10	1339	11482	11482
11	1339	10292	10292
12	1339	8066	8066
13	1339	8867	8867
14	1339	9649	9649
15	1339	8843	8843
16	1339	10625	10625
17	1339	10065	10065
18	1339	12202	12202
0	1340	3912645	1958218
1	1340	7372	7372
2	1340	13840	13840
3	1340	11081	11081
4	1340	9703	9703
5	1340	12889	12889
6	1340	10995	10995
7	1340	6440	6440
8	1340	6679	6679
9	1340	8505	8505
10	1340	11734	11734
11	1340	10531	10531
12	1340	8283	8283
13	1340	9009	9009
14	1340	9754	9754
15	1340	9057	9057
16	1340	10773	10773
17	1340	10289	10289
18	1340	12325	12325
0	1341	3914028	1949510
1	1341	7324	7324
2	1341	13652	13652
3	1341	11020	11020
4	1341	9753	9753
5	1341	12557	12557
6	1341	10814	10814
7	1341	6263	6263
8	1341	6407	6407
9	1341	8749	8749
10	1341	11792	11792
11	1341	10289	10289
12	1341	8200	8200
13	1341	8756	8756
14	1341	9713	9713
15	1341	9050	9050
16	1341	10930	10930
17	1341	10170	10170
18	1341	12437	12437
0	1342	3916103	1918040
1	1342	7152	7152
2	1342	13270	13270
3	1342	11098	11098
4	1342	9499	9499
5	1342	12693	12693
6	1342	10774	10774
7	1342	6276	6276
8	1342	6671	6671
9	1342	8417	8417
10	1342	11565	11565
11	1342	10148	10148
12	1342	8244	8244
13	1342	8774	8774
14	1342	9565	9565
15	1342	9073	9073
16	1342	10518	10518
17	1342	9887	9887
18	1342	12177	12177
0	1343	3914793	1933538
1	1343	7377	7377
2	1343	13590	13590
3	1343	10856	10856
4	1343	9774	9774
5	1343	12718	12718
6	1343	10783	10783
7	1343	6476	6476
8	1343	6574	6574
9	1343	8519	8519
10	1343	11783	11783
11	1343	10246	10246
12	1343	8026	8026
13	1343	8642	8642
14	1343	9622	9622
15	1343	9072	9072
16	1343	10601	10601
17	1343	10151	10151
18	1343	12301	12301
0	1344	3912061	1970608
1	1344	7335	7335
2	1344	14075	14075
3	1344	11132	11132
4	1344	9848	9848
5	1344	12897	12897
6	1344	11174	11174
7	1344	6341	6341
8	1344	6659	6659
9	1344	8684	8684
10	1344	12000	12000
11	1344	10334	10334
12	1344	8224	8224
13	1344	8995	8995
14	1344	9719	9719
15	1344	8982	8982
16	1344	10773	10773
17	1344	10359	10359
18	1344	12312	12312
0	1345	3913665	1961743
1	1345	7136	7136
2	1345	13826	13826
3	1345	11164	11164
4	1345	9753	9753
5	1345	12648	12648
6	1345	10895	10895
7	1345	6311	6311
8	1345	6597	6597
9	1345	8661	8661
10	1345	11720	11720
11	1345	10514	10514
12	1345	8179	8179
13	1345	8779	8779
14	1345	9539	9539
15	1345	9197	9197
16	1345	10805	10805
17	1345	10276	10276
18	1345	12239	12239
0	1346	3913772	1929015
1	1346	7269	7269
2	1346	13636	13636
3	1346	10788	10788
4	1346	9606	9606
5	1346	12549	12549
6	1346	11005	11005
7	1346	6389	6389
8	1346	6676	6676
9	1346	8839	8839
10	1346	11803	11803
11	1346	10418	10418
12	1346	8306	8306
13	1346	9004	9004
14	1346	9791	9791
15	1346	9007	9007
16	1346	10695	10695
17	1346	10039	10039
18	1346	12312	12312
0	1347	3914192	1926885
1	1347	7547	7547
2	1347	14003	14003
3	1347	11098	11098
4	1347	9636	9636
5	1347	12915	12915
6	1347	11054	11054
7	1347	6196	6196
8	1347	6616	6616
9	1347	8591	8591
10	1347	11632	11632
11	1347	10332	10332
12	1347	8195	8195
13	1347	8614	8614
14	1347	9539	9539
15	1347	8903	8903
16	1347	10626	10626
17	1347	10014	10014
18	1347	12201	12201
0	1348	3912926	1971322
1	1348	7281	7281
2	1348	14014	14014
3	1348	11162	11162
4	1348	9711	9711
5	1348	12852	12852
6	1348	11087	11087
7	1348	6308	6308
8	1348	6671	6671
9	1348	8546	8546
10	1348	11844	11844
11	1348	10417	10417
12	1348	8189	8189
13	1348	8716	8716
14	1348	9644	9644
15	1348	9170	9170
16	1348	10721	10721
17	1348	10226	10226
18	1348	12419	12419
0	1349	3911824	1970449
1	1349	7524	7524
2	1349	14129	14129
3	1349	11225	11225
4	1349	9967	9967
5	1349	12855	12855
6	1349	11086	11086
7	1349	6417	6417
8	1349	6670	6670
9	1349	8643	8643
10	1349	11666	11666
11	1349	10363	10363
12	1349	8436	8436
13	1349	8856	8856
14	1349	9781	9781
15	1349	9048	9048
16	1349	10809	10809
17	1349	10337	10337
18	1349	12268	12268
0	1350	3915871	1921179
1	1350	7148	7148
2	1350	13593	13593
3	1350	10975	10975
4	1350	9430	9430
5	1350	12722	12722
6	1350	10699	10699
7	1350	6303	6303
8	1350	6317	6317
9	1350	8423	8423
10	1350	11619	11619
11	1350	10276	10276
12	1350	8289	8289
13	1350	8759	8759
14	1350	9612	9612
15	1350	8887	8887
16	1350	10708	10708
17	1350	9958	9958
18	1350	12315	12315
0	1351	3917360	1911453
1	1351	7288	7288
2	1351	13393	13393
3	1351	11016	11016
4	1351	9515	9515
5	1351	12566	12566
6	1351	10757	10757
7	1351	6086	6086
8	1351	6499	6499
9	1351	8415	8415
10	1351	11460	11460
11	1351	10097	10097
12	1351	7819	7819
13	1351	8732	8732
14	1351	9573	9573
15	1351	8964	8964
16	1351	10372	10372
17	1351	9920	9920
18	1351	12072	12072
0	1352	3913077	1963679
1	1352	7337	7337
2	1352	14216	14216
3	1352	11334	11334
4	1352	9655	9655
5	1352	12786	12786
6	1352	11125	11125
7	1352	6332	6332
8	1352	6583	6583
9	1352	8575	8575
10	1352	11489	11489
11	1352	10373	10373
12	1352	8281	8281
13	1352	8913	8913
14	1352	9602	9602
15	1352	9131	9131
16	1352	10644	10644
17	1352	10248	10248
18	1352	12203	12203
0	1353	3915222	1937435
1	1353	7209	7209
2	1353	13512	13512
3	1353	11218	11218
4	1353	9701	9701
5	1353	12700	12700
6	1353	10775	10775
7	1353	6354	6354
8	1353	6561	6561
9	1353	8661	8661
10	1353	11463	11463
11	1353	10385	10385
12	1353	8150	8150
13	1353	8714	8714
14	1353	9558	9558
15	1353	8759	8759
16	1353	10588	10588
17	1353	10103	10103
18	1353	12271	12271
0	1354	3912842	1963012
1	1354	7203	7203
2	1354	14160	14160
3	1354	11222	11222
4	1354	9795	9795
5	1354	12934	12934
6	1354	10926	10926
7	1354	6366	6366
8	1354	6593	6593
9	1354	8740	8740
10	1354	11765	11765
11	1354	10377	10377
12	1354	8330	8330
13	1354	8815	8815
14	1354	9584	9584
15	1354	9027	9027
16	1354	10702	10702
17	1354	10132	10132
18	1354	12391	12391
0	1355	3915018	1931051
1	1355	7379	7379
2	1355	13785	13785
3	1355	10995	10995
4	1355	9526	9526
5	1355	12704	12704
6	1355	10977	10977
7	1355	6173	6173
8	1355	6542	6542
9	1355	8483	8483
10	1355	11706	11706
11	1355	10247	10247
12	1355	8106	8106
13	1355	8794	8794
14	1355	9520	9520
15	1355	8967	8967
16	1355	10887	10887
17	1355	10002	10002
18	1355	12093	12093
0	1356	3910338	2005164
1	1356	7433	7433
2	1356	14531	14531
3	1356	11263	11263
4	1356	9999	9999
5	1356	13177	13177
6	1356	11040	11040
7	1356	6387	6387
8	1356	6732	6732
9	1356	8982	8982
10	1356	11899	11899
11	1356	10668	10668
12	1356	8336	8336
13	1356	9011	9011
14	1356	9706	9706
15	1356	9209	9209
16	1356	10775	10775
17	1356	10225	10225
18	1356	12193	12193
0	1357	3915005	1955044
1	1357	7351	7351
2	1357	13720	13720
3	1357	11052	11052
4	1357	9709	9709
5	1357	12813	12813
6	1357	10972	10972
7	1357	6236	6236
8	1357	6517	6517
9	1357	8724	8724
10	1357	11704	11704
11	1357	10349	10349
12	1357	8029	8029
13	1357	8701	8701
14	1357	9444	9444
15	1357	8824	8824
16	1357	10539	10539
17	1357	9999	9999
18	1357	12216	12216
0	1358	3911634	1977711
1	1358	7416	7416
2	1358	14617	14617
3	1358	11270	11270
4	1358	9700	9700
5	1358	12961	12961
6	1358	11124	11124
7	1358	6382	6382
8	1358	6804	6804
9	1358	8704	8704
10	1358	11869	11869
11	1358	10548	10548
12	1358	8168	8168
13	1358	8926	8926
14	1358	9551	9551
15	1358	9106	9106
16	1358	10723	10723
17	1358	10184	10184
18	1358	12217	12217
0	1359	3908851	2005716
1	1359	7509	7509
2	1359	14468	14468
3	1359	11527	11527
4	1359	9958	9958
5	1359	13350	13350
6	1359	11205	11205
7	1359	6442	6442
8	1359	6802	6802
9	1359	8835	8835
10	1359	11925	11925
11	1359	10743	10743
12	1359	8529	8529
13	1359	9080	9080
14	1359	9878	9878
15	1359	9069	9069
16	1359	10864	10864
17	1359	10330	10330
18	1359	12539	12539
0	1360	3911124	1978633
1	1360	7295	7295
2	1360	14416	14416
3	1360	11478	11478
4	1360	9779	9779
5	1360	13093	13093
6	1360	11046	11046
7	1360	6188	6188
8	1360	6654	6654
9	1360	8567	8567
10	1360	12043	12043
11	1360	10645	10645
12	1360	8102	8102
13	1360	9033	9033
14	1360	9673	9673
15	1360	9128	9128
16	1360	10892	10892
17	1360	10170	10170
18	1360	12578	12578
0	1361	3910063	1993919
1	1361	7498	7498
2	1361	14547	14547
3	1361	11233	11233
4	1361	10033	10033
5	1361	12980	12980
6	1361	11215	11215
7	1361	6318	6318
8	1361	6772	6772
9	1361	8718	8718
10	1361	11973	11973
11	1361	10480	10480
12	1361	8221	8221
13	1361	8931	8931
14	1361	9712	9712
15	1361	9401	9401
16	1361	10959	10959
17	1361	10328	10328
18	1361	12522	12522
0	1362	3907490	2013635
1	1362	7824	7824
2	1362	14964	14964
3	1362	11522	11522
4	1362	9932	9932
5	1362	13509	13509
6	1362	11452	11452
7	1362	6595	6595
8	1362	6844	6844
9	1362	8717	8717
10	1362	11922	11922
11	1362	10690	10690
12	1362	8536	8536
13	1362	8909	8909
14	1362	9888	9888
15	1362	9232	9232
16	1362	10935	10935
17	1362	10514	10514
18	1362	12429	12429
0	1363	3910196	1991024
1	1363	7326	7326
2	1363	14521	14521
3	1363	11339	11339
4	1363	9886	9886
5	1363	13341	13341
6	1363	11378	11378
7	1363	6395	6395
8	1363	6751	6751
9	1363	8743	8743
10	1363	11837	11837
11	1363	10568	10568
12	1363	8195	8195
13	1363	8983	8983
14	1363	9799	9799
15	1363	9212	9212
16	1363	10837	10837
17	1363	10459	10459
18	1363	12138	12138
0	1364	3910523	1987252
1	1364	7405	7405
2	1364	14375	14375
3	1364	11388	11388
4	1364	9826	9826
5	1364	13354	13354
6	1364	11245	11245
7	1364	6436	6436
8	1364	6751	6751
9	1364	8816	8816
10	1364	11868	11868
11	1364	10522	10522
12	1364	8202	8202
13	1364	8850	8850
14	1364	9714	9714
15	1364	9129	9129
16	1364	10693	10693
17	1364	10280	10280
18	1364	12527	12527
0	1365	3908432	2007854
1	1365	7582	7582
2	1365	14595	14595
3	1365	11468	11468
4	1365	10052	10052
5	1365	13492	13492
6	1365	11284	11284
7	1365	6440	6440
8	1365	6647	6647
9	1365	8910	8910
10	1365	11823	11823
11	1365	10661	10661
12	1365	8559	8559
13	1365	8912	8912
14	1365	9894	9894
15	1365	9406	9406
16	1365	10907	10907
17	1365	10314	10314
18	1365	12526	12526
0	1366	3934014	1792956
1	1366	6439	6439
2	1366	12167	12167
3	1366	9882	9882
4	1366	8664	8664
5	1366	11421	11421
6	1366	9883	9883
7	1366	5523	5523
8	1366	5906	5906
9	1366	7860	7860
10	1366	10411	10411
11	1366	9295	9295
12	1366	7119	7119
13	1366	7844	7844
14	1366	8523	8523
15	1366	7966	7966
16	1366	9444	9444
17	1366	8737	8737
18	1366	10806	10806
0	1367	3928353	1809324
1	1367	6782	6782
2	1367	12742	12742
3	1367	10006	10006
4	1367	8856	8856
5	1367	11766	11766
6	1367	10045	10045
7	1367	5613	5613
8	1367	5922	5922
9	1367	7898	7898
10	1367	10849	10849
11	1367	9785	9785
12	1367	7756	7756
13	1367	8118	8118
14	1367	8956	8956
15	1367	8161	8161
16	1367	9783	9783
17	1367	9303	9303
18	1367	11210	11210
0	1368	3925499	1828079
1	1368	6721	6721
2	1368	12852	12852
3	1368	10519	10519
4	1368	9112	9112
5	1368	12069	12069
6	1368	10127	10127
7	1368	5699	5699
8	1368	6244	6244
9	1368	8044	8044
10	1368	10894	10894
11	1368	9979	9979
12	1368	7795	7795
13	1368	8079	8079
14	1368	9055	9055
15	1368	8488	8488
16	1368	9954	9954
17	1368	9472	9472
18	1368	11302	11302
0	1369	3916970	1897861
1	1369	7351	7351
2	1369	13483	13483
3	1369	10888	10888
4	1369	9428	9428
5	1369	12582	12582
6	1369	10841	10841
7	1369	6142	6142
8	1369	6601	6601
9	1369	8649	8649
10	1369	11440	11440
11	1369	10212	10212
12	1369	7938	7938
13	1369	8754	8754
14	1369	9458	9458
15	1369	8790	8790
16	1369	10411	10411
17	1369	9999	9999
18	1369	11967	11967
0	1370	3916030	1909722
1	1370	7112	7112
2	1370	13927	13927
3	1370	11031	11031
4	1370	9600	9600
5	1370	12618	12618
6	1370	10835	10835
7	1370	6037	6037
8	1370	6346	6346
9	1370	8489	8489
10	1370	11681	11681
11	1370	10186	10186
12	1370	7998	7998
13	1370	8766	8766
14	1370	9409	9409
15	1370	9153	9153
16	1370	10584	10584
17	1370	10020	10020
18	1370	12082	12082
0	1371	3911357	1962907
1	1371	7386	7386
2	1371	14412	14412
3	1371	11236	11236
4	1371	9936	9936
5	1371	13030	13030
6	1371	11268	11268
7	1371	6356	6356
8	1371	6526	6526
9	1371	8582	8582
10	1371	11885	11885
11	1371	10589	10589
12	1371	8248	8248
13	1371	8890	8890
14	1371	9677	9677
15	1371	9122	9122
16	1371	10759	10759
17	1371	10336	10336
18	1371	12309	12309
0	1372	3913312	1933906
1	1372	7226	7226
2	1372	14191	14191
3	1372	11034	11034
4	1372	9814	9814
5	1372	12719	12719
6	1372	11084	11084
7	1372	6249	6249
8	1372	6542	6542
9	1372	8651	8651
10	1372	11691	11691
11	1372	10350	10350
12	1372	8281	8281
13	1372	8705	8705
14	1372	9711	9711
15	1372	9133	9133
16	1372	10728	10728
17	1372	10100	10100
18	1372	12383	12383
0	1373	3913449	1921340
1	1373	7320	7320
2	1373	14033	14033
3	1373	11173	11173
4	1373	9905	9905
5	1373	12636	12636
6	1373	10932	10932
7	1373	6201	6201
8	1373	6700	6700
9	1373	8572	8572
10	1373	11749	11749
11	1373	10377	10377
12	1373	8125	8125
13	1373	8838	8838
14	1373	9713	9713
15	1373	9124	9124
16	1373	10615	10615
17	1373	10041	10041
18	1373	12401	12401
0	1374	3909301	1961432
1	1374	7407	7407
2	1374	14499	14499
3	1374	11403	11403
4	1374	10162	10162
