Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
16s-F04_S85_L001_R1_001	(2.0, 120.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 13.0)	(21.0, 45.0)	(22.0, 189.0)	(23.0, 733.0)	(24.0, 1992.0)	(25.0, 4679.0)	(26.0, 8939.0)	(27.0, 13802.0)	(28.0, 19399.0)	(29.0, 26085.0)	(30.0, 34240.0)	(31.0, 46549.0)	(32.0, 62696.0)	(33.0, 85122.0)	(34.0, 126790.0)	(35.0, 225299.0)	(36.0, 111547.0)	(37.0, 20.0)
16s-F04_S85_L001_R2_001	(2.0, 122.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 96.0)	(13.0, 369.0)	(14.0, 305.0)	(15.0, 229.0)	(16.0, 211.0)	(17.0, 312.0)	(18.0, 374.0)	(19.0, 482.0)	(20.0, 713.0)	(21.0, 998.0)	(22.0, 1203.0)	(23.0, 1428.0)	(24.0, 1863.0)	(25.0, 2889.0)	(26.0, 4275.0)	(27.0, 6755.0)	(28.0, 10619.0)	(29.0, 15854.0)	(30.0, 24103.0)	(31.0, 36938.0)	(32.0, 54418.0)	(33.0, 78122.0)	(34.0, 112156.0)	(35.0, 213077.0)	(36.0, 200250.0)	(37.0, 101.0)
16s-F05_S93_L001_R1_001	(2.0, 193.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 6.0)	(21.0, 21.0)	(22.0, 60.0)	(23.0, 218.0)	(24.0, 631.0)	(25.0, 1630.0)	(26.0, 3612.0)	(27.0, 6686.0)	(28.0, 10625.0)	(29.0, 15618.0)	(30.0, 21788.0)	(31.0, 30236.0)	(32.0, 42675.0)	(33.0, 61976.0)	(34.0, 91129.0)	(35.0, 170759.0)	(36.0, 213137.0)	(37.0, 147.0)
16s-F05_S93_L001_R2_001	(2.0, 192.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 112.0)	(13.0, 281.0)	(14.0, 221.0)	(15.0, 181.0)	(16.0, 221.0)	(17.0, 293.0)	(18.0, 404.0)	(19.0, 455.0)	(20.0, 668.0)	(21.0, 930.0)	(22.0, 1227.0)	(23.0, 1824.0)	(24.0, 2867.0)	(25.0, 4723.0)	(26.0, 7207.0)	(27.0, 10496.0)	(28.0, 14446.0)	(29.0, 19888.0)	(30.0, 27350.0)	(31.0, 37900.0)	(32.0, 51127.0)	(33.0, 69202.0)	(34.0, 100917.0)	(35.0, 184379.0)	(36.0, 133573.0)	(37.0, 66.0)
16s-F06_S101_L001_R1_001	(2.0, 21.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 4.0)	(21.0, 47.0)	(22.0, 151.0)	(23.0, 599.0)	(24.0, 1906.0)	(25.0, 4353.0)	(26.0, 7932.0)	(27.0, 12700.0)	(28.0, 17474.0)	(29.0, 23937.0)	(30.0, 32486.0)	(31.0, 44914.0)	(32.0, 60708.0)	(33.0, 82809.0)	(34.0, 128242.0)	(35.0, 203110.0)	(36.0, 66570.0)	(37.0, 8.0)
16s-F06_S101_L001_R2_001	(2.0, 22.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 77.0)	(13.0, 316.0)	(14.0, 225.0)	(15.0, 204.0)	(16.0, 177.0)	(17.0, 251.0)	(18.0, 282.0)	(19.0, 407.0)	(20.0, 534.0)	(21.0, 839.0)	(22.0, 1022.0)	(23.0, 1127.0)	(24.0, 1418.0)	(25.0, 2145.0)	(26.0, 3254.0)	(27.0, 5138.0)	(28.0, 7768.0)	(29.0, 12080.0)	(30.0, 18880.0)	(31.0, 29943.0)	(32.0, 46734.0)	(33.0, 71047.0)	(34.0, 108398.0)	(35.0, 205269.0)	(36.0, 170339.0)	(37.0, 79.0)
16s-F07_S109_L001_R1_001	(2.0, 114.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 8.0)	(21.0, 36.0)	(22.0, 133.0)	(23.0, 414.0)	(24.0, 1198.0)	(25.0, 2800.0)	(26.0, 5505.0)	(27.0, 9009.0)	(28.0, 13244.0)	(29.0, 18468.0)	(30.0, 24402.0)	(31.0, 33042.0)	(32.0, 45071.0)	(33.0, 64852.0)	(34.0, 97514.0)	(35.0, 176421.0)	(36.0, 288410.0)	(37.0, 479.0)
16s-F07_S109_L001_R2_001	(2.0, 113.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 130.0)	(13.0, 339.0)	(14.0, 275.0)	(15.0, 246.0)	(16.0, 239.0)	(17.0, 363.0)	(18.0, 456.0)	(19.0, 543.0)	(20.0, 860.0)	(21.0, 1209.0)	(22.0, 1741.0)	(23.0, 2390.0)	(24.0, 3842.0)	(25.0, 6137.0)	(26.0, 8701.0)	(27.0, 12318.0)	(28.0, 17068.0)	(29.0, 23027.0)	(30.0, 31035.0)	(31.0, 43015.0)	(32.0, 58321.0)	(33.0, 79521.0)	(34.0, 113975.0)	(35.0, 214529.0)	(36.0, 160650.0)	(37.0, 87.0)
16s-F08_S117_L001_R1_001	(2.0, 324.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 6.0)	(20.0, 12.0)	(21.0, 21.0)	(22.0, 71.0)	(23.0, 186.0)	(24.0, 401.0)	(25.0, 929.0)	(26.0, 2145.0)	(27.0, 4488.0)	(28.0, 7786.0)	(29.0, 13219.0)	(30.0, 19649.0)	(31.0, 28996.0)	(32.0, 42379.0)	(33.0, 66284.0)	(34.0, 104018.0)	(35.0, 207334.0)	(36.0, 291525.0)	(37.0, 258.0)
16s-F08_S117_L001_R2_001	(2.0, 321.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 47.0)	(13.0, 234.0)	(14.0, 259.0)	(15.0, 201.0)	(16.0, 211.0)	(17.0, 308.0)	(18.0, 367.0)	(19.0, 446.0)	(20.0, 679.0)	(21.0, 929.0)	(22.0, 1371.0)	(23.0, 1767.0)	(24.0, 2958.0)	(25.0, 4688.0)	(26.0, 7018.0)	(27.0, 10249.0)	(28.0, 14269.0)	(29.0, 19762.0)	(30.0, 27130.0)	(31.0, 38201.0)	(32.0, 53135.0)	(33.0, 74090.0)	(34.0, 107004.0)	(35.0, 212658.0)	(36.0, 211617.0)	(37.0, 116.0)
16s-F09_S125_L001_R1_001	(2.0, 94.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 0.0)	(20.0, 4.0)	(21.0, 22.0)	(22.0, 70.0)	(23.0, 202.0)	(24.0, 499.0)	(25.0, 1329.0)	(26.0, 2985.0)	(27.0, 5826.0)	(28.0, 9813.0)	(29.0, 14959.0)	(30.0, 20721.0)	(31.0, 29348.0)	(32.0, 41546.0)	(33.0, 63455.0)	(34.0, 94120.0)	(35.0, 185512.0)	(36.0, 214703.0)	(37.0, 118.0)
16s-F09_S125_L001_R2_001	(2.0, 91.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 85.0)	(13.0, 274.0)	(14.0, 253.0)	(15.0, 178.0)	(16.0, 186.0)	(17.0, 281.0)	(18.0, 322.0)	(19.0, 425.0)	(20.0, 619.0)	(21.0, 977.0)	(22.0, 1238.0)	(23.0, 1715.0)	(24.0, 2786.0)	(25.0, 4362.0)	(26.0, 6821.0)	(27.0, 9503.0)	(28.0, 13690.0)	(29.0, 18529.0)	(30.0, 25982.0)	(31.0, 37105.0)	(32.0, 51559.0)	(33.0, 70910.0)	(34.0, 99490.0)	(35.0, 180321.0)	(36.0, 157550.0)	(37.0, 79.0)
16s-F10_S133_L001_R1_001	(2.0, 139.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 5.0)	(20.0, 10.0)	(21.0, 51.0)	(22.0, 117.0)	(23.0, 355.0)	(24.0, 963.0)	(25.0, 2272.0)	(26.0, 4807.0)	(27.0, 8275.0)	(28.0, 12828.0)	(29.0, 18157.0)	(30.0, 24953.0)	(31.0, 34221.0)	(32.0, 47351.0)	(33.0, 70118.0)	(34.0, 106724.0)	(35.0, 197729.0)	(36.0, 310904.0)	(37.0, 430.0)
16s-F10_S133_L001_R2_001	(2.0, 141.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 128.0)	(13.0, 414.0)	(14.0, 338.0)	(15.0, 221.0)	(16.0, 270.0)	(17.0, 369.0)	(18.0, 482.0)	(19.0, 592.0)	(20.0, 822.0)	(21.0, 1235.0)	(22.0, 1568.0)	(23.0, 2366.0)	(24.0, 3482.0)	(25.0, 5596.0)	(26.0, 8461.0)	(27.0, 12320.0)	(28.0, 16775.0)	(29.0, 23418.0)	(30.0, 31838.0)	(31.0, 43972.0)	(32.0, 60832.0)	(33.0, 83965.0)	(34.0, 117863.0)	(35.0, 224501.0)	(36.0, 198355.0)	(37.0, 86.0)
16s-F11_S141_L001_R1_001	(2.0, 255.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 3.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 5.0)	(21.0, 23.0)	(22.0, 58.0)	(23.0, 192.0)	(24.0, 619.0)	(25.0, 1560.0)	(26.0, 3623.0)	(27.0, 6755.0)	(28.0, 10931.0)	(29.0, 16054.0)	(30.0, 22003.0)	(31.0, 29921.0)	(32.0, 39351.0)	(33.0, 55437.0)	(34.0, 83687.0)	(35.0, 146695.0)	(36.0, 312448.0)	(37.0, 1393.0)
16s-F11_S141_L001_R2_001	(2.0, 245.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 96.0)	(13.0, 320.0)	(14.0, 277.0)	(15.0, 212.0)	(16.0, 279.0)	(17.0, 401.0)	(18.0, 483.0)	(19.0, 608.0)	(20.0, 750.0)	(21.0, 1152.0)	(22.0, 1740.0)	(23.0, 2799.0)	(24.0, 4836.0)	(25.0, 7669.0)	(26.0, 10746.0)	(27.0, 14530.0)	(28.0, 18853.0)	(29.0, 24386.0)	(30.0, 31209.0)	(31.0, 41454.0)	(32.0, 54980.0)	(33.0, 73963.0)	(34.0, 107635.0)	(35.0, 194108.0)	(36.0, 137121.0)	(37.0, 164.0)
16s-F12_S149_L001_R1_001	(2.0, 59.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 3.0)	(21.0, 20.0)	(22.0, 93.0)	(23.0, 339.0)	(24.0, 943.0)	(25.0, 2430.0)	(26.0, 5076.0)	(27.0, 8716.0)	(28.0, 13069.0)	(29.0, 18625.0)	(30.0, 25037.0)	(31.0, 34429.0)	(32.0, 46437.0)	(33.0, 63791.0)	(34.0, 92523.0)	(35.0, 170100.0)	(36.0, 120464.0)	(37.0, 58.0)
16s-F12_S149_L001_R2_001	(2.0, 59.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 68.0)	(13.0, 251.0)	(14.0, 186.0)	(15.0, 145.0)	(16.0, 188.0)	(17.0, 233.0)	(18.0, 294.0)	(19.0, 331.0)	(20.0, 492.0)	(21.0, 718.0)	(22.0, 934.0)	(23.0, 1109.0)	(24.0, 1515.0)	(25.0, 2464.0)	(26.0, 3873.0)	(27.0, 5781.0)	(28.0, 8388.0)	(29.0, 12486.0)	(30.0, 18368.0)	(31.0, 28028.0)	(32.0, 40745.0)	(33.0, 60294.0)	(34.0, 94295.0)	(35.0, 183867.0)	(36.0, 136997.0)	(37.0, 107.0)
16s-G01_S62_L001_R1_001	(2.0, 108.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 11.0)	(21.0, 21.0)	(22.0, 49.0)	(23.0, 211.0)	(24.0, 557.0)	(25.0, 1459.0)	(26.0, 3135.0)	(27.0, 5873.0)	(28.0, 9370.0)	(29.0, 13636.0)	(30.0, 18962.0)	(31.0, 26632.0)	(32.0, 37677.0)	(33.0, 55342.0)	(34.0, 82323.0)	(35.0, 164863.0)	(36.0, 171866.0)	(37.0, 56.0)
16s-G01_S62_L001_R2_001	(2.0, 107.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 61.0)	(13.0, 222.0)	(14.0, 203.0)	(15.0, 166.0)	(16.0, 148.0)	(17.0, 236.0)	(18.0, 335.0)	(19.0, 363.0)	(20.0, 551.0)	(21.0, 779.0)	(22.0, 1027.0)	(23.0, 1354.0)	(24.0, 2097.0)	(25.0, 3454.0)	(26.0, 5327.0)	(27.0, 7782.0)	(28.0, 11193.0)	(29.0, 15738.0)	(30.0, 22294.0)	(31.0, 31794.0)	(32.0, 44569.0)	(33.0, 61055.0)	(34.0, 87835.0)	(35.0, 161751.0)	(36.0, 131654.0)	(37.0, 57.0)
16s-G02_S70_L001_R1_001	(2.0, 136.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 4.0)	(21.0, 21.0)	(22.0, 69.0)	(23.0, 176.0)	(24.0, 468.0)	(25.0, 1201.0)	(26.0, 2852.0)	(27.0, 5856.0)	(28.0, 9976.0)	(29.0, 15419.0)	(30.0, 22553.0)	(31.0, 31920.0)	(32.0, 45225.0)	(33.0, 68614.0)	(34.0, 103536.0)	(35.0, 198319.0)	(36.0, 281882.0)	(37.0, 243.0)
16s-G02_S70_L001_R2_001	(2.0, 132.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 90.0)	(13.0, 320.0)	(14.0, 287.0)	(15.0, 225.0)	(16.0, 261.0)	(17.0, 323.0)	(18.0, 415.0)	(19.0, 474.0)	(20.0, 738.0)	(21.0, 1118.0)	(22.0, 1467.0)	(23.0, 2103.0)	(24.0, 3433.0)	(25.0, 5659.0)	(26.0, 8434.0)	(27.0, 11762.0)	(28.0, 16326.0)	(29.0, 22258.0)	(30.0, 30426.0)	(31.0, 42945.0)	(32.0, 58863.0)	(33.0, 81311.0)	(34.0, 116480.0)	(35.0, 218207.0)	(36.0, 164182.0)	(37.0, 233.0)
16s-G03_S78_L001_R1_001	(2.0, 314.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 3.0)	(20.0, 7.0)	(21.0, 25.0)	(22.0, 89.0)	(23.0, 270.0)	(24.0, 695.0)	(25.0, 1733.0)	(26.0, 3700.0)	(27.0, 7030.0)	(28.0, 11506.0)	(29.0, 17535.0)	(30.0, 24821.0)	(31.0, 34389.0)	(32.0, 48352.0)	(33.0, 72754.0)	(34.0, 109965.0)	(35.0, 210109.0)	(36.0, 281884.0)	(37.0, 193.0)
16s-G03_S78_L001_R2_001	(2.0, 309.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 88.0)	(13.0, 288.0)	(14.0, 315.0)	(15.0, 274.0)	(16.0, 247.0)	(17.0, 380.0)	(18.0, 475.0)	(19.0, 647.0)	(20.0, 840.0)	(21.0, 1250.0)	(22.0, 1656.0)	(23.0, 2491.0)	(24.0, 3936.0)	(25.0, 6200.0)	(26.0, 8991.0)	(27.0, 12625.0)	(28.0, 17614.0)	(29.0, 24172.0)	(30.0, 32937.0)	(31.0, 44930.0)	(32.0, 61250.0)	(33.0, 81534.0)	(34.0, 115741.0)	(35.0, 220661.0)	(36.0, 185421.0)	(37.0, 102.0)
16s-G04_S86_L001_R1_001	(2.0, 95.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 14.0)	(21.0, 31.0)	(22.0, 113.0)	(23.0, 342.0)	(24.0, 1050.0)	(25.0, 2545.0)	(26.0, 5269.0)	(27.0, 9222.0)	(28.0, 13067.0)	(29.0, 17912.0)	(30.0, 23894.0)	(31.0, 31634.0)	(32.0, 43579.0)	(33.0, 62415.0)	(34.0, 90742.0)	(35.0, 177810.0)	(36.0, 179945.0)	(37.0, 64.0)
16s-G04_S86_L001_R2_001	(2.0, 94.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 80.0)	(13.0, 294.0)	(14.0, 269.0)	(15.0, 206.0)	(16.0, 237.0)	(17.0, 271.0)	(18.0, 338.0)	(19.0, 462.0)	(20.0, 623.0)	(21.0, 891.0)	(22.0, 1208.0)	(23.0, 1597.0)	(24.0, 2427.0)	(25.0, 3824.0)	(26.0, 5818.0)	(27.0, 8698.0)	(28.0, 12784.0)	(29.0, 17890.0)	(30.0, 25304.0)	(31.0, 35911.0)	(32.0, 49997.0)	(33.0, 66633.0)	(34.0, 93741.0)	(35.0, 176438.0)	(36.0, 153635.0)	(37.0, 72.0)
16s-G05_S94_L001_R1_001	(2.0, 165.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 11.0)	(21.0, 23.0)	(22.0, 71.0)	(23.0, 237.0)	(24.0, 647.0)	(25.0, 1914.0)	(26.0, 4049.0)	(27.0, 7392.0)	(28.0, 11998.0)	(29.0, 17586.0)	(30.0, 24268.0)	(31.0, 33974.0)	(32.0, 47338.0)	(33.0, 70735.0)	(34.0, 105836.0)	(35.0, 200604.0)	(36.0, 305991.0)	(37.0, 278.0)
16s-G05_S94_L001_R2_001	(2.0, 164.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 105.0)	(13.0, 360.0)	(14.0, 278.0)	(15.0, 256.0)	(16.0, 282.0)	(17.0, 362.0)	(18.0, 434.0)	(19.0, 517.0)	(20.0, 787.0)	(21.0, 1199.0)	(22.0, 1511.0)	(23.0, 2126.0)	(24.0, 3555.0)	(25.0, 6004.0)	(26.0, 8880.0)	(27.0, 12583.0)	(28.0, 17300.0)	(29.0, 23666.0)	(30.0, 32785.0)	(31.0, 44794.0)	(32.0, 60008.0)	(33.0, 82280.0)	(34.0, 120297.0)	(35.0, 230489.0)	(36.0, 181991.0)	(37.0, 103.0)
16s-G06_S102_L001_R1_001	(2.0, 20.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 7.0)	(21.0, 28.0)	(22.0, 121.0)	(23.0, 395.0)	(24.0, 1245.0)	(25.0, 2961.0)	(26.0, 6229.0)	(27.0, 10989.0)	(28.0, 16599.0)	(29.0, 23469.0)	(30.0, 32794.0)	(31.0, 45385.0)	(32.0, 62099.0)	(33.0, 84055.0)	(34.0, 126313.0)	(35.0, 221813.0)	(36.0, 93431.0)	(37.0, 7.0)
16s-G06_S102_L001_R2_001	(2.0, 20.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 107.0)	(13.0, 349.0)	(14.0, 294.0)	(15.0, 225.0)	(16.0, 257.0)	(17.0, 329.0)	(18.0, 386.0)	(19.0, 503.0)	(20.0, 661.0)	(21.0, 942.0)	(22.0, 1093.0)	(23.0, 1182.0)	(24.0, 1739.0)	(25.0, 2841.0)	(26.0, 4502.0)	(27.0, 6872.0)	(28.0, 10154.0)	(29.0, 15649.0)	(30.0, 24002.0)	(31.0, 37677.0)	(32.0, 56371.0)	(33.0, 83135.0)	(34.0, 125673.0)	(35.0, 222652.0)	(36.0, 130312.0)	(37.0, 38.0)
16s-G07_S110_L001_R1_001	(2.0, 73.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 4.0)	(21.0, 14.0)	(22.0, 48.0)	(23.0, 193.0)	(24.0, 540.0)	(25.0, 1306.0)	(26.0, 2865.0)	(27.0, 5730.0)	(28.0, 9611.0)	(29.0, 14361.0)	(30.0, 19927.0)	(31.0, 27157.0)	(32.0, 37773.0)	(33.0, 54269.0)	(34.0, 80886.0)	(35.0, 151970.0)	(36.0, 226808.0)	(37.0, 226.0)
16s-G07_S110_L001_R2_001	(2.0, 73.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 106.0)	(13.0, 302.0)	(14.0, 219.0)	(15.0, 174.0)	(16.0, 212.0)	(17.0, 326.0)	(18.0, 391.0)	(19.0, 484.0)	(20.0, 641.0)	(21.0, 902.0)	(22.0, 1187.0)	(23.0, 1727.0)	(24.0, 2917.0)	(25.0, 4862.0)	(26.0, 7267.0)	(27.0, 10375.0)	(28.0, 14404.0)	(29.0, 19806.0)	(30.0, 26268.0)	(31.0, 36072.0)	(32.0, 48624.0)	(33.0, 65475.0)	(34.0, 96773.0)	(35.0, 176884.0)	(36.0, 117215.0)	(37.0, 76.0)
