channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,reserve_pore_intercept_median_mv,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
40,3,3449,4.71,0.903,True,71,sample3,PAW72062,5.196,0.562,12,2,1,14.051,0.798,38.181,46.979,56.248,-30,-40,-50,12.167,4.529,0.512,0,single_pore,0,4133,406,215.69,1.05,0,12.658,1,13,-177,6,47513,0,72.55,76.4,55166,0.0,0,0,0,0,0,70
40,4,0,-9.23,0.552,True,0,sample3,PAW72062,4.091,0.587,12,0,0,11.678,0.685,30.363,36.348,41.41,-30,-40,-50,25.098,3.354,0.615,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,0,35011,,,0,0.0,0,20213,0,0,0,0
41,1,0,-0.19,0.001,False,0,sample3,PAW72062,-0.05,0.37,12,0,0,-0.055,0.364,-0.091,-0.075,-0.078,-30,-40,-50,-113.088,-0.044,0.37,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55289
41,2,0,-0.19,0.001,False,0,sample3,PAW72062,-0.081,0.367,12,0,0,-0.08,0.374,-0.042,-0.04,-0.057,-30,-40,-50,0.251,-0.047,0.379,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55372
41,3,0,-0.43,0.001,False,0,sample3,PAW72062,-0.43,0.412,12,0,0,-0.415,0.403,-0.429,-0.414,-0.442,-30,-40,-50,101.808,-0.384,0.527,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55334
41,4,0,-0.6,0.001,False,0,sample3,PAW72062,-0.282,0.378,12,0,0,-0.324,0.399,-0.328,-0.29,-0.312,-30,-40,-50,-108.132,-0.289,0.381,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55368
42,1,0,-0.18,0.001,False,0,sample3,PAW72062,0.023,0.343,12,0,0,0.025,0.342,-0.029,-0.029,-0.047,-30,-40,-50,-10.833,0.017,0.349,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55042
42,2,0,0.33,0.001,False,0,sample3,PAW72062,0.019,0.351,12,0,0,0.039,0.342,0.033,0.025,0.05,-30,-40,-50,-21.227,0.034,0.339,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55287
42,3,0,-0.18,0.0,False,0,sample3,PAW72062,-0.476,0.357,12,0,0,-0.458,0.349,-0.476,-0.465,-0.472,-30,-40,-50,-343.871,-0.435,0.352,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55168
42,4,0,-0.18,0.001,False,0,sample3,PAW72062,-0.227,0.372,12,0,0,-0.221,0.373,-0.167,-0.148,-0.147,-30,-40,-50,-161.26,-0.225,0.365,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55183
43,1,0,0.06,0.009,False,0,sample3,PAW72062,-0.898,0.654,12,0,0,-0.812,0.642,-0.49,-0.407,-0.318,-30,-40,-50,-87.074,-0.965,0.664,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55157
43,2,891,3.6,0.909,True,0,sample3,PAW72062,7.239,0.851,12,1,1,16.369,1.02,41.169,50.079,59.349,-30,-40,-50,15.217,6.513,0.839,0,single_pore,0,0,65,,,0,12.658,1,13,-177,6,52506,0,108.08,60.9,53397,0.0,0,0,0,0,0,0
43,3,0,0.33,0.024,False,0,sample3,PAW72062,-1.924,0.37,12,0,0,-1.87,0.395,-1.351,-1.131,-0.878,-30,-40,-50,-87.281,-1.939,0.389,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55788
43,4,0,-32.77,2.354,False,0,sample3,PAW72062,13.379,0.798,12,0,0,38.17,1.114,103.642,128.823,150.727,-30,-40,-50,14.168,11.269,0.848,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
44,1,1958,0.67,0.914,True,164,sample3,PAW72062,6.276,0.689,12,1,1,15.625,0.707,40.323,49.426,58.596,-30,-40,-50,14.122,5.587,0.58,0,single_pore,0,4225,1299,218.22,1.11,0,12.658,1,13,-177,6,46059,0,115.46,63.9,52406,0.0,0,0,0,0,324,0
44,2,865,7.15,0.906,True,76,sample3,PAW72062,5.877,0.444,12,2,1,14.863,0.676,39.041,47.745,57.164,-30,-40,-50,12.926,5.254,0.485,0,single_pore,0,8225,5,214.71,0.89,0,12.658,1,13,-177,6,48190,0,103.36,59.6,57356,0.0,0,0,0,0,0,0
44,3,0,4.57,0.897,True,10,sample3,PAW72062,5.466,0.482,12,3,1,14.306,0.625,38.152,46.895,56.095,-30,-40,-50,12.43,4.762,0.424,0,single_pore,0,2057,0,212.68,1.15,0,12.658,1,13,-177,6,55063,0,103.64,61.6,57130,0.0,0,0,0,0,1435,0
44,4,1259,2.51,0.966,True,0,sample3,PAW72062,6.866,1.061,12,4,1,14.867,0.809,40.282,49.814,59.597,-30,-40,-50,11.664,4.984,0.584,0,single_pore,0,2669,1843,244.29,1.65,0,12.658,1,13,-177,6,52220,0,126.72,61.1,56148,0.0,0,0,0,0,843,0
45,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
45,2,40,10.16,1.779,False,0,sample3,PAW72062,12.078,0.881,12,0,0,29.398,2.055,78.116,95.399,113.698,-30,-40,-50,13.798,10.858,0.884,18108,multiple,0,111,20887,267.51,2.3,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,17018,0
45,3,545,4.4,0.903,True,23,sample3,PAW72062,5.597,0.521,12,1,1,14.457,0.646,38.437,47.249,56.501,-30,-40,-50,12.465,4.902,0.485,0,single_pore,0,2758,11,213.91,1.08,0,12.658,1,13,-177,6,50075,0,108.5,63.0,53401,0.0,0,0,0,0,0,0
45,4,0,-25.16,0.75,True,96,sample3,PAW72062,6.26,0.824,12,0,0,10.294,1.622,25.34,34.098,40.34,-30,-40,-50,3.934,3.897,0.982,0,reserved_pore,0,130,14223,185.96,1.94,0,12.658,1,13,-177,6,18401,0,115.33,61.0,18627,0.0,0,18404,0,0,1446,0
46,1,0,-0.8,0.01,False,0,sample3,PAW72062,0.327,0.438,12,0,0,0.436,0.505,0.705,0.842,0.899,-30,-40,-50,39.546,0.291,0.428,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55237
46,2,0,0.42,0.011,False,0,sample3,PAW72062,0.282,0.423,12,0,0,0.377,0.456,0.735,0.822,0.951,-30,-40,-50,36.444,0.267,0.408,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55182
46,3,3270,-7.17,0.9,True,79,sample3,PAW72062,5.665,0.678,12,1,1,14.199,1.167,38.418,47.778,56.421,-30,-40,-50,12.784,5.22,0.579,0,single_pore,0,3795,1542,215.0,0.84,0,12.658,1,13,-177,6,50105,0,106.58,60.9,57249,0.0,0,0,0,0,0,0
46,4,0,-1.02,0.007,False,0,sample3,PAW72062,0.149,0.353,12,0,0,0.189,0.364,0.432,0.553,0.572,-30,-40,-50,22.996,0.144,0.351,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55204
47,1,0,-0.86,0.179,False,0,sample3,PAW72062,0.999,0.389,12,0,0,3.289,0.444,8.137,9.971,11.719,-30,-40,-50,15.502,0.862,0.396,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,45965,0,0,0,0
47,2,0,0.15,0.004,False,0,sample3,PAW72062,0.074,0.316,12,0,0,0.174,0.302,0.428,0.463,0.513,-30,-40,-50,68.986,0.147,0.309,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55519
47,3,0,-1.43,0.019,False,0,sample3,PAW72062,-0.326,0.419,12,0,0,-0.098,0.36,0.381,0.641,0.758,-30,-40,-50,-9.964,-0.277,0.415,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55171
47,4,0,-0.7,0.007,False,0,sample3,PAW72062,-0.084,0.369,12,0,0,0.053,0.336,0.351,0.457,0.493,-30,-40,-50,16.503,-0.023,0.352,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,57068
48,1,0,3.7,0.896,True,0,sample3,PAW72062,5.81,0.495,12,2,1,14.733,0.614,38.741,47.52,56.669,-30,-40,-50,13.142,5.043,0.553,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55034,0,106.44,61.3,55034,0.0,0,0,0,0,0,0
48,2,1122,5.59,0.907,True,165,sample3,PAW72062,5.882,0.48,12,3,1,14.812,0.669,38.802,47.596,56.949,-30,-40,-50,12.645,5.057,0.577,0,single_pore,0,6167,313,214.3,0.99,0,12.658,1,13,-177,6,48491,0,104.76,60.5,55945,0.0,0,0,0,0,657,0
48,3,112,10.18,1.777,False,758,sample3,PAW72062,10.645,0.664,12,0,0,28.125,0.964,75.899,93.158,111.435,-30,-40,-50,12.607,9.284,0.67,0,other,0,196,54363,191.09,2.21,0,12.658,1,13,-177,6,0,0,,,1066,0.0,0,0,0,0,296,0
48,4,0,1.12,0.884,True,0,sample3,PAW72062,5.55,0.63,12,1,1,14.385,0.697,38.389,47.173,56.069,-30,-40,-50,13.405,4.895,0.541,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55048,0,107.34,60.2,55048,0.0,0,0,0,0,0,0
49,1,666,4.95,0.899,True,11,sample3,PAW72062,5.157,0.495,12,1,1,14.066,0.563,38.085,46.828,56.066,-30,-40,-50,12.256,4.379,0.576,0,single_pore,0,234,17,215.8,0.97,0,12.658,1,13,-177,6,57026,0,106.57,64.9,57937,0.0,0,0,0,0,74,0
49,2,0,4.18,0.888,True,0,sample3,PAW72062,5.06,0.543,12,2,1,13.757,0.868,37.527,46.201,55.293,-30,-40,-50,12.158,4.298,0.614,0,single_pore,0,479,0,211.17,0.94,0,12.658,1,13,-177,6,55067,0,105.04,60.0,55546,0.0,0,0,0,0,0,332
49,3,0,4.62,0.91,True,0,sample3,PAW72062,4.719,0.56,12,4,1,13.517,0.73,37.339,46.206,55.535,-30,-40,-50,10.945,3.858,0.568,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55052,0,102.19,58.2,55052,0.0,0,0,0,0,0,0
49,4,381,6.28,0.895,True,31,sample3,PAW72062,4.873,0.614,12,3,1,13.686,0.738,37.781,46.413,55.673,-30,-40,-50,12.094,4.147,0.627,0,single_pore,0,632,85,213.78,1.38,0,12.658,1,13,-177,6,54863,0,104.7,65.7,55907,0.0,0,0,0,0,0,0
50,1,573,10.31,1.759,False,824,sample3,PAW72062,10.63,0.493,12,0,0,28.021,0.705,75.39,92.464,110.569,-30,-40,-50,12.748,9.098,0.533,0,other,0,45,54199,230.45,1.81,0,12.658,1,13,-177,6,0,0,,,1442,0.0,0,0,0,0,634,0
50,2,0,28.85,0.174,False,0,sample3,PAW72062,2.117,0.434,12,0,0,3.431,1.067,9.495,9.791,12.972,-30,-40,-50,10.306,1.596,0.587,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,31212,0,0,0,10007
50,3,1675,2.68,0.886,True,135,sample3,PAW72062,5.124,0.505,12,1,1,13.963,0.649,38.027,46.758,55.757,-30,-40,-50,12.841,4.48,0.443,0,single_pore,0,7835,6862,190.55,2.36,0,12.658,1,13,-177,6,25587,0,102.08,63.1,35232,0.0,0,9469,0,0,4117,0
50,4,0,6.68,0.898,True,0,sample3,PAW72062,5.447,0.456,12,2,1,14.113,0.661,38.154,46.801,56.116,-30,-40,-50,12.335,4.762,0.446,0,single_pore,0,268,23,213.91,0.93,0,12.658,1,13,-177,6,57150,0,100.78,64.2,57418,0.0,0,0,0,0,138,0
51,1,0,0.16,0.0,False,0,sample3,PAW72062,0.108,0.32,12,0,0,0.126,0.341,0.096,0.086,0.092,-30,-40,-50,-112.105,0.121,0.334,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,57659
51,2,0,0.0,0.001,False,0,sample3,PAW72062,0.079,0.286,12,0,0,0.109,0.324,0.087,0.075,0.063,-30,-40,-50,-102.5,0.111,0.327,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,50688
51,3,0,0.01,0.001,False,0,sample3,PAW72062,-0.107,0.225,12,0,0,-0.099,0.226,-0.099,-0.094,-0.088,-30,-40,-50,-209.835,-0.08,0.216,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55706
51,4,0,0.1,0.0,False,0,sample3,PAW72062,-0.055,0.201,12,0,0,-0.033,0.193,-0.031,-0.037,-0.033,-30,-40,-50,-3.929,-0.029,0.199,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,58759
52,1,0,-0.49,0.003,False,0,sample3,PAW72062,-0.044,0.36,12,0,0,-0.041,0.36,-0.071,-0.074,-0.126,-30,-40,-50,-14.024,-0.046,0.365,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55339
52,2,0,0.27,0.001,False,0,sample3,PAW72062,-0.036,0.354,12,0,0,-0.031,0.354,-0.013,-0.033,-0.026,-30,-40,-50,-24.854,-0.043,0.36,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55201
52,3,0,0.33,0.0,False,0,sample3,PAW72062,-0.465,0.351,12,0,0,-0.48,0.342,-0.485,-0.499,-0.48,-30,-40,-50,-165.773,-0.447,0.351,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55251
52,4,0,0.02,0.001,False,0,sample3,PAW72062,-0.324,0.371,12,0,0,-0.314,0.367,-0.323,-0.335,-0.345,-30,-40,-50,263.104,-0.266,0.369,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55317
53,1,0,0.21,0.011,False,0,sample3,PAW72062,-0.997,0.316,12,0,0,-1.018,0.312,-0.723,-0.619,-0.494,-30,-40,-50,-93.3,-1.071,0.295,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55174
53,2,0,4.35,0.889,True,47,sample3,PAW72062,5.466,0.47,12,1,1,14.333,0.566,38.104,46.777,55.885,-30,-40,-50,12.767,4.787,0.492,0,single_pore,0,590,176,211.53,0.84,0,12.658,1,13,-177,6,55063,0,103.7,61.4,55700,0.0,0,0,0,0,1147,0
53,3,0,0.12,0.011,False,0,sample3,PAW72062,-1.594,0.341,12,0,0,-1.636,0.352,-1.302,-1.193,-1.072,-30,-40,-50,-143.298,-1.694,0.376,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,59112
53,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
54,1,2060,3.96,0.893,True,99,sample3,PAW72062,5.158,0.63,12,1,1,14.159,0.608,38.129,46.866,55.999,-30,-40,-50,12.591,4.33,0.494,0,single_pore,0,6616,153,211.87,1.0,0,12.658,1,13,-177,6,50053,0,105.51,61.0,58828,0.0,0,0,0,0,0,0
54,2,0,5.96,0.903,True,0,sample3,PAW72062,5.176,0.65,12,2,1,14.125,0.715,38.021,46.754,56.083,-30,-40,-50,11.972,4.366,0.52,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,60089,0,103.78,59.3,60089,0.0,0,0,0,0,0,0
54,3,64,-36.82,1.393,False,3433,sample3,PAW72062,9.082,0.723,12,0,0,24.392,1.155,67.362,83.135,95.226,-30,-40,-50,18.451,7.557,0.782,0,other,0,0,13635,,,0,12.658,1,13,-177,6,0,0,,,3497,0.0,0,0,0,0,38576,0
54,4,0,10.65,1.695,False,0,sample3,PAW72062,6.601,0.659,12,0,0,25.707,0.868,74.674,91.092,108.575,-30,-40,-50,13.932,5.362,0.706,790,multiple,0,673,48326,213.89,2.41,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,6342,0
55,1,0,3.82,0.903,True,0,sample3,PAW72062,5.601,0.58,12,2,1,14.466,0.79,38.542,47.38,56.6,-30,-40,-50,12.609,4.727,0.569,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,38280,0,107.85,62.1,38280,0.0,0,15811,0,0,0,0
55,2,3338,-4.87,0.971,True,149,sample3,PAW72062,6.432,0.814,12,4,1,15.857,0.879,39.671,49.626,59.094,-30,-40,-50,10.922,5.654,0.848,0,single_pore,0,5192,2129,218.5,1.16,0,12.658,1,13,-177,6,44550,0,110.84,61.8,53229,0.0,0,0,0,0,307,0
55,3,0,4.74,0.91,True,0,sample3,PAW72062,5.284,0.569,12,3,1,14.145,0.767,38.359,47.226,56.567,-30,-40,-50,12.036,4.437,0.496,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55044,0,104.2,60.6,55044,0.0,0,0,0,0,0,0
55,4,0,1.81,0.939,True,0,sample3,PAW72062,6.032,0.866,12,1,1,15.478,0.884,40.372,49.668,59.145,-30,-40,-50,12.977,5.242,0.887,0,single_pore,0,0,29,,,0,12.658,1,13,-177,6,55713,0,109.34,62.2,55713,0.0,0,0,0,0,0,0
56,1,0,-1.94,0.026,False,0,sample3,PAW72062,0.339,0.482,12,0,0,0.443,0.536,1.667,2.026,2.191,-30,-40,-50,31.589,0.409,0.511,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,14170,0,0,0,40069
56,2,0,3.96,0.91,True,7,sample3,PAW72062,5.624,0.594,12,1,1,14.719,0.761,38.804,47.708,57.008,-30,-40,-50,12.552,5.058,0.552,0,single_pore,0,421,38,217.6,1.34,0,12.658,1,13,-177,6,52912,0,108.11,59.6,53340,0.0,0,0,0,0,0,0
56,3,0,3.64,0.92,True,0,sample3,PAW72062,5.361,0.574,12,2,1,14.366,0.777,38.219,47.235,56.615,-30,-40,-50,11.479,4.751,0.569,0,single_pore,0,762,0,216.63,1.01,0,12.658,1,13,-177,6,59041,0,110.09,58.3,59803,0.0,0,0,0,0,0,0
56,4,0,-0.6,0.007,False,0,sample3,PAW72062,-0.025,0.383,12,0,0,0.12,0.379,0.327,0.432,0.477,-30,-40,-50,12.152,0.055,0.381,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55298
57,1,0,-0.12,0.01,False,0,sample3,PAW72062,0.126,0.426,12,0,0,0.24,0.441,0.471,0.574,0.665,-30,-40,-50,18.688,0.102,0.43,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55164
57,2,1800,6.05,0.897,True,118,sample3,PAW72062,5.759,0.494,12,1,1,14.485,0.659,38.517,47.184,56.456,-30,-40,-50,12.81,4.997,0.532,0,single_pore,0,4558,4213,214.26,0.88,0,12.658,1,13,-177,6,45037,0,105.56,63.9,51513,0.0,0,18,0,0,2778,0
57,3,0,11.73,0.675,True,0,sample3,PAW72062,3.677,0.627,12,2,1,10.813,1.498,27.952,34.113,41.447,-30,-40,-50,11.008,3.601,0.663,0,single_pore,0,0,29264,,,0,12.658,1,13,-177,6,15019,0,100.78,53.9,15019,0.0,0,10012,0,0,3738,0
57,4,0,-0.84,0.008,False,0,sample3,PAW72062,0.027,0.424,12,0,0,0.101,0.439,0.528,0.651,0.69,-30,-40,-50,30.587,0.03,0.431,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55204
58,1,2610,5.87,0.897,True,159,sample3,PAW72062,5.878,0.515,12,1,1,14.867,0.66,38.919,47.593,56.854,-30,-40,-50,13.272,5.247,0.495,0,single_pore,0,6028,226,213.71,1.07,0,12.658,1,13,-177,6,38646,0,100.24,58.4,47443,0.0,0,10010,0,0,178,0
58,2,0,6.41,0.91,True,0,sample3,PAW72062,5.963,0.449,12,2,1,14.907,0.626,39.006,47.784,57.203,-30,-40,-50,12.732,5.287,0.503,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55058,0,106.58,60.9,55058,0.0,0,0,0,0,0,0
58,3,1041,12.99,0.918,True,36,sample3,PAW72062,4.644,0.756,12,4,1,13.118,1.272,36.168,44.703,54.537,-30,-40,-50,9.062,4.031,0.807,0,single_pore,0,1092,2228,214.54,1.16,0,12.658,1,13,-177,6,48891,0,99.92,59.8,51060,0.0,0,0,0,0,0,335
58,4,0,3.5,0.903,True,95,sample3,PAW72062,5.865,0.445,12,3,1,14.718,0.608,38.627,47.481,56.685,-30,-40,-50,12.71,5.167,0.504,0,single_pore,0,516,135,216.03,1.04,0,12.658,1,13,-177,6,55440,0,103.9,62.5,56051,0.0,0,0,0,0,0,323
59,1,0,3.2,0.912,True,0,sample3,PAW72062,5.847,0.542,12,2,1,14.884,0.613,38.972,47.929,57.206,-30,-40,-50,12.683,5.134,0.516,0,single_pore,0,311,15,214.81,1.11,0,12.658,1,13,-177,6,52515,0,105.26,63.2,52826,0.0,0,0,0,0,682,0
59,2,769,5.6,0.89,True,0,sample3,PAW72062,6.119,0.588,12,1,1,15.019,0.718,39.1,47.723,56.906,-30,-40,-50,13.795,5.31,0.611,0,single_pore,0,1448,1077,212.28,1.9,0,12.658,1,13,-177,6,52424,0,104.81,62.8,54641,0.0,0,0,0,0,0,0
59,3,0,4.98,0.911,True,0,sample3,PAW72062,5.453,0.56,12,3,1,14.433,0.565,38.41,47.269,56.626,-30,-40,-50,12.068,4.787,0.572,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55054,0,100.55,59.4,55054,0.0,0,0,0,0,0,0
59,4,0,-3.22,0.096,False,0,sample3,PAW72062,0.513,0.433,12,0,0,1.714,0.706,4.64,5.76,6.558,-30,-40,-50,18.395,0.47,0.383,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,46558,0,0,0,0
60,1,1045,4.47,0.901,True,45,sample3,PAW72062,5.682,0.468,12,1,1,14.648,0.672,38.792,47.574,56.803,-30,-40,-50,12.982,4.988,0.499,0,single_pore,0,1822,71,215.21,1.11,0,12.658,1,13,-177,6,51241,0,105.92,59.2,54153,0.0,0,22,0,0,66,0
60,2,0,-2.83,0.075,False,0,sample3,PAW72062,3.073,1.455,12,0,0,0.52,0.722,3.564,4.453,5.059,-30,-40,-50,17.622,1.999,0.675,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,19789,0,0,0,23686
60,3,0,4.81,0.903,True,0,sample3,PAW72062,5.35,0.47,12,2,1,14.232,0.632,38.228,47.015,56.283,-30,-40,-50,12.245,4.631,0.468,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55063,0,108.54,58.9,55063,0.0,0,0,0,0,0,0
60,4,0,2.19,0.013,False,0,sample3,PAW72062,0.025,0.303,12,0,0,1.2,1.296,0.426,0.45,0.693,-30,-40,-50,-8.0,0.602,0.755,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55094
61,1,0,-0.08,0.0,False,0,sample3,PAW72062,0.033,0.289,12,0,0,0.036,0.298,0.001,0.01,0.011,-30,-40,-50,-27.912,0.012,0.299,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55596
61,2,0,-0.36,0.001,False,0,sample3,PAW72062,-0.025,0.313,12,0,0,-0.032,0.323,-0.032,-0.021,-0.046,-30,-40,-50,-25.287,-0.016,0.309,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55266
61,3,0,-0.56,0.002,False,0,sample3,PAW72062,-0.277,0.372,12,0,0,-0.297,0.374,-0.306,-0.298,-0.346,-30,-40,-50,55.766,-0.271,0.375,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55169
61,4,0,-0.1,0.0,False,0,sample3,PAW72062,-0.166,0.352,12,0,0,-0.193,0.36,-0.248,-0.245,-0.252,-30,-40,-50,362.703,-0.18,0.356,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55145
62,1,0,-0.56,0.001,False,0,sample3,PAW72062,0.054,0.313,12,0,0,0.048,0.322,-0.032,-0.017,-0.058,-30,-40,-50,-29.225,0.05,0.319,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55165
62,2,0,-0.09,0.001,False,0,sample3,PAW72062,0.058,0.317,12,0,0,0.038,0.32,0.019,0.038,0.048,-30,-40,-50,-16.613,0.049,0.319,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55191
62,3,0,-0.19,0.001,False,0,sample3,PAW72062,-0.384,0.331,12,0,0,-0.392,0.33,-0.371,-0.367,-0.382,-30,-40,-50,300.331,-0.368,0.333,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55330
62,4,0,0.53,0.003,False,0,sample3,PAW72062,-0.215,0.344,12,0,0,-0.208,0.344,-0.194,-0.251,-0.255,-30,-40,-50,21.122,-0.171,0.344,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55190
63,1,0,-0.08,0.006,False,0,sample3,PAW72062,-0.714,0.351,12,0,0,-0.645,0.346,-0.297,-0.236,-0.183,-30,-40,-50,-81.803,-0.774,0.35,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55164
63,2,405,23.13,0.641,True,156,sample3,PAW72062,4.314,0.503,12,0,0,11.111,0.642,27.72,32.969,40.531,-30,-40,-50,12.107,3.956,0.534,0,unavailable,0,175,13804,172.28,1.72,0,12.658,1,13,-177,6,1442,0,132.35,37.3,2178,0.0,0,15908,0,0,20743,0
63,3,0,-0.2,0.008,False,0,sample3,PAW72062,-0.998,0.333,12,0,0,-0.968,0.342,-0.678,-0.587,-0.516,-30,-40,-50,-112.922,-1.005,0.332,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55494
63,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
