SampleNumber	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
L3T1202	16.77395	0.7939714	0.9853083	0.8261338	0.8965846	0.8211167	0.8983802	0.9436399	1.05428	0.8931519	0.8520643	0.8887685	1.042609	1.108148	1.466898	1.29019	1.115014	1.061991	1.194548	1.050267	1.111687	1.081003	1.277093	1.330908	1.373316	1.04319	1.146912	1.047309	0.8622042	0.8650032	0.8777308	0.9013377	0.8990668	0.8696506	0.8176839	1.042239	1.028033	0.8877651	1.147176	1.358846	1.222116	1.149236	1.022329	1.031096	1.062889	1.046781	1.213666	1.014408	1.048894	0.8338971	0.9515616	1.030093	1.011503	0.99492	0.8994364	1.327	1.155626	0.8400233	1.064262	0.6351138	0.6077045	0.8483147	0.7981436	0.8224898	0.7218306	0.6014199	0.8223841	0.5112175	0.6321035	0.6502707	0.7423216	0.7414766	0.8148849	0.5680957	0.5981984	0.7648194	0.6599881	0.8141983	0.7674071	0.8276653	0.6763597	0.9210364	0.9866814	0.6520663	0.74079	0.6340575	0.7422159	0.682169	0.8144624	0.6165769	0.7386248
L3T1203	16.53052	0.8041311	0.9958206	0.8346127	0.9056481	0.8125069	0.8906458	0.9573873	1.061184	0.8881013	0.8476535	0.8830122	1.042842	1.100412	1.489569	1.315639	1.124055	1.08435	1.207866	1.043054	1.120875	1.087477	1.285952	1.334246	1.373633	1.028529	1.149395	1.04035	0.8626027	0.8521065	0.8789303	0.9266406	0.9042167	0.863822	0.8232152	1.052437	1.028688	0.9001349	1.1134	1.37533	1.232411	1.16339	1.030437	1.025295	1.082971	1.060813	1.220536	1.023546	1.053603	0.8355669	0.9590306	1.022803	1.005681	0.974828	0.9219226	1.309914	1.171342	0.8299477	1.077988	0.6311546	0.6131837	0.8420343	0.7964444	0.8310609	0.7173513	0.6088898	0.7969215	0.5178161	0.6387883	0.6496026	0.7288548	0.7452353	0.81749	0.5574157	0.6010971	0.7351101	0.6475352	0.8126129	0.7780494	0.8293115	0.6690048	0.9279659	1.003772	0.6749421	0.7433799	0.6471641	0.7419486	0.692701	0.8280393	0.6182198	0.7338909
L3T1204	16.60079	0.8011446	0.9907721	0.8329613	0.891504	0.8079321	0.9003066	0.9567282	1.049421	0.8921403	0.8484454	0.8726791	1.045762	1.099373	1.48128	1.327923	1.126099	1.081344	1.206967	1.052019	1.117084	1.083518	1.277388	1.32909	1.378034	1.032134	1.158287	1.05255	0.8646189	0.8589449	0.8755956	0.9160559	0.8936251	0.8558163	0.8215072	1.060981	1.03452	0.8942614	1.139091	1.374216	1.220064	1.157386	1.018718	1.038232	1.068882	1.054565	1.222716	1.024498	1.044489	0.836196	0.9742274	1.027626	1.00912	0.9821816	0.9050791	1.316999	1.160832	0.8312113	1.077632	0.62488	0.6080702	0.8417108	0.7884179	0.8281887	0.7292388	0.6203727	0.7947812	0.5160669	0.6383491	0.6520303	0.729663	0.7435563	0.8145606	0.5540879	0.5949723	0.7637599	0.6521894	0.8071897	0.7779714	0.8202346	0.6676205	0.9269796	0.9955446	0.6783851	0.7384657	0.6353795	0.7347007	0.6861272	0.823045	0.6135851	0.7463138
L3T1205	16.15213	0.8041742	1.000429	0.8380961	0.9138052	0.8114508	0.8964162	0.9432327	1.071323	0.8918148	0.847834	0.8945435	1.05891	1.115143	1.476567	1.332853	1.135475	1.071965	1.192832	1.064153	1.132157	1.119477	1.276138	1.338418	1.388926	1.050884	1.144249	1.047299	0.8644204	0.8678982	0.8681657	0.8975933	0.9104344	0.8783316	0.8363305	1.060033	1.049279	0.8952926	1.133121	1.383522	1.222259	1.146122	1.014126	1.051526	1.07357	1.054415	1.226593	1.014875	1.049118	0.8443027	0.9818095	1.02777	1.01541	0.9822375	0.9185671	1.343715	1.154415	0.824399	1.100964	0.6263784	0.6142329	0.8545756	0.7916541	0.8325852	0.7302844	0.5988235	0.8094177	0.5215629	0.6424298	0.6595513	0.7376145	0.7510976	0.8211352	0.5524886	0.6035855	0.7530238	0.6592837	0.8197441	0.7901025	0.837026	0.6746396	0.9294285	1.020386	0.6690216	0.7536659	0.6384705	0.7362769	0.6856615	0.8210282	0.6176572	0.7458542
L3T1206	16.97458	0.7935523	0.9966354	0.8377446	0.8868177	0.7975842	0.886075	0.9459708	1.072235	0.8730773	0.8536602	0.8757299	1.053932	1.099662	1.468321	1.317494	1.115525	1.056796	1.196323	1.05112	1.13213	1.09632	1.248792	1.330704	1.372244	1.037326	1.155951	1.033878	0.8532358	0.8407155	0.8753054	0.9055451	0.8949878	0.8645889	0.8288849	1.045549	1.038706	0.8725998	1.137701	1.358716	1.222107	1.143218	1.004275	1.01584	1.056372	1.036424	1.203008	1.017538	1.027724	0.8263384	0.961568	1.034886	1.003585	0.9787039	0.9102137	1.308847	1.148417	0.8225717	1.079025	0.6288257	0.6210801	0.8434212	0.7825174	0.8417766	0.716786	0.6190641	0.8011387	0.5106258	0.6319027	0.6634156	0.736203	0.7428876	0.8133937	0.574076	0.5956151	0.7557262	0.6455371	0.8011387	0.7740291	0.8218821	0.6642114	0.908516	0.994195	0.6747688	0.7424101	0.633176	0.7294654	0.6899417	0.8149853	0.6030424	0.7468665
L3T1207	16.78635	0.800397	0.9842278	0.8376272	0.8903085	0.8080434	0.8910995	0.9427788	1.067337	0.8782851	0.8540802	0.8867753	1.048194	1.104039	1.500599	1.31429	1.111	1.061905	1.194109	1.046876	1.127137	1.093229	1.289136	1.324837	1.354473	1.030001	1.145014	1.046507	0.8461174	0.8376272	0.8743301	0.9136169	0.8908358	0.8838222	0.8183793	1.039704	1.031794	0.8794453	1.132094	1.37293	1.206976	1.164051	1.018347	1.018821	1.080204	1.047825	1.21958	1.021616	1.038333	0.8277132	0.9563315	1.020403	1.010331	0.9939836	0.9092927	1.324309	1.148758	0.8193812	1.074614	0.6391363	0.6169881	0.8556095	0.7768776	0.8248656	0.7336884	0.6059666	0.7850514	0.524598	0.635234	0.6463609	0.7435497	0.7357978	0.8338831	0.5609845	0.6018534	0.7634832	0.6583315	0.8067251	0.7854205	0.81685	0.6711459	0.9222126	0.9870227	0.6561167	0.7360087	0.635234	0.7209795	0.6896555	0.8294534	0.6068631	0.7538328
L3T1208	16.17212	0.8037565	0.9920766	0.8432915	0.9117908	0.8128474	0.8986301	0.9568227	1.068768	0.8853108	0.8526468	0.8796025	1.06454	1.103705	1.497206	1.318135	1.129498	1.066443	1.209202	1.059942	1.136633	1.09509	1.292289	1.328653	1.372258	1.04509	1.155819	1.044931	0.8739471	0.8567165	0.8938732	0.9128479	0.9006914	0.8700359	0.8428158	1.067341	1.040861	0.8873721	1.137532	1.385947	1.221993	1.158726	1.020301	1.035893	1.08917	1.043768	1.235682	1.01787	1.05529	0.8382704	0.9503216	1.037214	1.011633	0.9998462	0.9121079	1.337057	1.144139	0.8197713	1.08954	0.6337768	0.6216203	0.856928	0.7964097	0.848947	0.7399084	0.6029627	0.8161244	0.5030679	0.6331425	0.6646966	0.727699	0.746568	0.8204056	0.5566094	0.6026456	0.7644328	0.6472018	0.8272767	0.7864202	0.8338835	0.6784387	0.9195604	1.011897	0.6630053	0.7316631	0.6503202	0.7454581	0.703386	0.8229955	0.6103095	0.746568
L3T1209	16.30515	0.795608	0.9898689	0.8361942	0.8995471	0.8117254	0.8960896	0.9583254	1.070882	0.8950257	0.8618865	0.8744932	1.059871	1.098489	1.477542	1.340411	1.120192	1.071839	1.195832	1.056254	1.122479	1.091148	1.275835	1.33424	1.385519	1.039285	1.144501	1.049445	0.8733762	0.8523649	0.8704505	0.9152922	0.9013557	0.8728974	0.8339069	1.063222	1.056732	0.8786955	1.137586	1.354986	1.210301	1.141416	1.022476	1.033434	1.058541	1.042158	1.243866	1.015933	1.039179	0.8425774	0.9741769	1.021306	1.012742	1.008167	0.9090155	1.332591	1.164767	0.8214066	1.078967	0.6230498	0.6252307	0.850184	0.8084807	0.8539075	0.7245421	0.6252839	0.8101297	0.5260789	0.6390077	0.6620403	0.7465108	0.7455001	0.807736	0.5600693	0.6011875	0.7692242	0.6623595	0.8144383	0.7795437	0.8281621	0.6734768	0.9348141	0.9933796	0.6644872	0.7476279	0.6528911	0.7377871	0.6993818	0.8224704	0.6145921	0.7548621
L3T1210	16.78473	0.7924872	0.9919586	0.8432102	0.9013092	0.8158444	0.884259	0.9414494	1.064328	0.88164	0.8502655	0.8788072	1.052516	1.09752	1.480375	1.314363	1.112058	1.05738	1.205754	1.034076	1.142845	1.099819	1.253431	1.331947	1.362841	1.022906	1.155138	1.035199	0.8494638	0.8473258	0.8630932	0.9153128	0.8920091	0.8665674	0.8274963	1.044125	1.036695	0.8928643	1.127291	1.36268	1.21901	1.150916	1.035092	1.033916	1.057915	1.044285	1.222537	1.034344	1.047118	0.8495172	0.9593013	1.026807	1.009062	0.9793981	0.9022179	1.346272	1.149579	0.8227928	1.075767	0.633156	0.6120971	0.8564121	0.7898148	0.8203341	0.7174449	0.6097453	0.7983132	0.5085131	0.6318197	0.6514355	0.718888	0.7321434	0.8060632	0.5543188	0.5925882	0.7591885	0.650901	0.8101254	0.7851113	0.8336429	0.6715857	0.9333251	0.9958069	0.6678443	0.7365796	0.632087	0.7394124	0.6776789	0.8324136	0.6122574	0.7497281
L3T1211	16.67337	0.7974389	0.9944462	0.8346447	0.9141399	0.8202599	0.9044058	0.9442615	1.055933	0.8699038	0.8451359	0.8850998	1.043766	1.106226	1.489804	1.320214	1.129047	1.059935	1.186749	1.04263	1.122125	1.081242	1.263053	1.326433	1.360286	1.03295	1.142729	1.046632	0.8559516	0.861792	0.8670917	0.900458	0.8752035	0.8545456	0.8280472	1.044631	1.034248	0.8789349	1.13943	1.359745	1.226496	1.16117	1.024351	1.03825	1.078754	1.039385	1.230606	1.037276	1.042738	0.8419453	0.95843	1.021918	1.020566	0.9902821	0.9156541	1.331679	1.140728	0.818259	1.079674	0.6253616	0.6198997	0.8450278	0.7848927	0.8420535	0.7308144	0.606975	0.8009539	0.5120135	0.6349876	0.6575923	0.7284349	0.7414678	0.8171774	0.5616033	0.5996744	0.7632073	0.6640817	0.8152847	0.7815398	0.8222067	0.6738699	0.9221975	1.005749	0.6756545	0.7310848	0.6381782	0.7387639	0.6910127	0.8201517	0.6109227	0.7460645
L3T1212	16.41682	0.8032219	0.9947749	0.835202	0.9075264	0.8293527	0.896593	0.9574921	1.046107	0.8855503	0.8471741	0.9010757	1.055237	1.106241	1.478742	1.337592	1.12685	1.073386	1.201033	1.058517	1.132208	1.07519	1.259746	1.311078	1.3822	1.039602	1.142157	1.039875	0.8593102	0.8529688	0.8793183	0.9189518	0.8992171	0.8804116	0.8226833	1.057259	1.044959	0.8859877	1.15145	1.368533	1.224595	1.150576	1.020086	1.036322	1.062398	1.053214	1.23028	1.013252	1.056221	0.8435114	0.956508	1.026099	1.005052	0.9719788	0.9055584	1.331414	1.158393	0.8330154	1.087107	0.6322236	0.6198688	0.8539528	0.7965525	0.8410514	0.7180507	0.6077874	0.8069939	0.5087309	0.6385649	0.6608691	0.7374575	0.7550602	0.8284233	0.5656938	0.6043434	0.7518349	0.6526143	0.8022378	0.7887898	0.8185286	0.6816972	0.9167652	1.006583	0.6726225	0.7535296	0.6338089	0.7421042	0.6929039	0.8308833	0.6068034	0.7454935
L3T1213	16.31584	0.8101196	0.9931392	0.84504	0.8985338	0.8311913	0.8961986	0.9562638	1.065913	0.8882152	0.8331464	0.8811008	1.049348	1.125923	1.500652	1.340768	1.10735	1.062057	1.187401	1.042614	1.113595	1.093827	1.260065	1.351901	1.368194	1.040007	1.142488	1.028548	0.8514484	0.8496562	0.8745838	0.9055396	0.8971218	0.871977	0.8223933	1.059287	1.048642	0.8909306	1.121959	1.376557	1.225851	1.139826	1.028385	1.039193	1.065967	1.041311	1.23101	1.018827	1.041365	0.8395005	0.9622377	1.03979	1.018175	0.9960176	0.9206917	1.332784	1.152698	0.8403694	1.091926	0.6298698	0.6121109	0.8512311	0.791003	0.8454744	0.737835	0.6123281	0.7967597	0.5289646	0.6357894	0.6595765	0.7377264	0.7507605	0.8417815	0.5721399	0.6112963	0.7624368	0.6543086	0.816528	0.7790552	0.8270096	0.6798879	0.9290009	1.005956	0.6734252	0.7501088	0.6408944	0.7425056	0.6877083	0.8432478	0.6158582	0.7519552
L3T1214	16.78392	0.811771	0.991619	0.8194873	0.9025314	0.8118789	0.8993477	0.9496922	1.0486	0.877494	0.8427979	0.8942755	1.059986	1.107794	1.472023	1.333292	1.112003	1.053565	1.198231	1.042719	1.116752	1.087667	1.259583	1.326601	1.346728	1.038024	1.133965	1.035003	0.8457657	0.8618996	0.8513775	0.9077655	0.8995096	0.856072	0.8202427	1.039427	1.031927	0.8940057	1.14098	1.374356	1.20476	1.156682	1.017412	1.023509	1.066839	1.05745	1.227046	1.009318	1.028096	0.8246134	0.9665816	1.037269	1.003814	0.9696573	0.9063085	1.316727	1.13839	0.8409093	1.066299	0.633326	0.613253	0.8518092	0.7936945	0.8406395	0.72182	0.6189187	0.8051339	0.5199565	0.6370492	0.64401	0.7346625	0.7533326	0.8119868	0.5649589	0.5988457	0.7481524	0.653453	0.8058894	0.7839817	0.8164655	0.6831309	0.9226584	1.0084	0.6692632	0.7484222	0.6514025	0.7400584	0.6971604	0.8317361	0.6107708	0.743296
L3T1215	16.55211	0.8083822	0.9983517	0.8271579	0.9181771	0.8060622	0.9047428	0.9342552	1.057215	0.8855893	0.8376249	0.8889344	1.047018	1.112139	1.470659	1.298764	1.108093	1.065362	1.195551	1.052575	1.1389	1.08786	1.274215	1.330164	1.365018	1.027756	1.158107	1.040489	0.8574257	0.851383	0.8793308	0.8995093	0.8858591	0.8661122	0.8220863	1.049715	1.050039	0.8874777	1.144026	1.368525	1.229973	1.148288	1.020473	1.024951	1.071836	1.052359	1.224092	1.021821	1.040489	0.8355746	0.9661416	1.029753	1.003154	0.9908522	0.9041493	1.334481	1.15773	0.8368695	1.075991	0.6288256	0.6147438	0.8481997	0.785506	0.8373011	0.723136	0.6206247	0.7893906	0.5203256	0.6453893	0.6704236	0.729988	0.7407787	0.8262407	0.5690993	0.6102117	0.7672698	0.6518097	0.8130222	0.7691581	0.8215468	0.6739845	0.9337696	1.001643	0.6674562	0.7470912	0.6430693	0.7395917	0.6936775	0.8278593	0.6187903	0.7483322
L3T1216	16.42896	0.7942792	1.013096	0.8373198	0.8994712	0.8245609	0.9012783	0.9609108	1.063529	0.8863291	0.8496953	0.8798675	1.037628	1.096439	1.485392	1.342362	1.115112	1.058108	1.208476	1.047266	1.126393	1.090799	1.273147	1.321061	1.363444	1.035766	1.147475	1.058656	0.8675468	0.8609757	0.8848506	0.9055495	0.9100945	0.8680396	0.837265	1.036862	1.035985	0.9016616	1.130554	1.372972	1.221235	1.147475	1.023391	1.03604	1.075521	1.043104	1.219209	1.018298	1.045075	0.8441099	0.9600347	1.025526	0.9944781	0.9918497	0.9100397	1.321389	1.144956	0.8368817	1.095399	0.6352591	0.6093033	0.849093	0.7953196	0.8442742	0.7222711	0.6112199	0.7978386	0.5167606	0.6365186	0.6567794	0.756167	0.7489388	0.8245062	0.5600202	0.5981325	0.7581383	0.6577103	0.8155805	0.7799871	0.830913	0.6766569	0.9313957	0.9972708	0.657546	0.7391369	0.6488393	0.7380417	0.6971368	0.8352937	0.6171339	0.7436271
L3T1217	16.38425	0.8036429	1.011127	0.8397056	0.9105684	0.811602	0.897834	0.9479485	1.067773	0.8782383	0.8421207	0.8737373	1.066401	1.115033	1.478734	1.328061	1.102848	1.060912	1.187433	1.058442	1.132653	1.087039	1.27877	1.328335	1.36588	1.042743	1.151974	1.049824	0.8578741	0.8457435	0.8759878	0.9222051	0.8997002	0.8709379	0.8269711	1.060363	1.040987	0.8767563	1.141874	1.385256	1.22882	1.144454	1.021117	1.037145	1.06201	1.049605	1.235846	1.018647	1.045049	0.8456886	0.9643605	1.031765	1.004156	0.9963613	0.915289	1.32098	1.163062	0.8427245	1.084185	0.6299164	0.6141081	0.8533732	0.7893167	0.8288923	0.7450205	0.6108147	0.8047956	0.5147574	0.6511039	0.6629052	0.7299258	0.7481493	0.8333384	0.5724467	0.5956651	0.7719715	0.661533	0.8060032	0.784651	0.8240071	0.6791527	0.9319206	0.9901039	0.6783293	0.7426603	0.6315082	0.7269618	0.6906246	0.8259831	0.6059295	0.7445814
L3T1218	16.33396	0.792721	0.9996575	0.827857	0.9124826	0.8177152	0.9072177	0.9506666	1.058956	0.8855487	0.8535716	0.8835536	1.056961	1.110497	1.49206	1.330346	1.116981	1.086223	1.206372	1.062004	1.110829	1.102294	1.276921	1.340321	1.37058	1.04887	1.157769	1.054855	0.8652651	0.8501356	0.8687566	0.9190775	0.8996807	0.8724143	0.8328447	1.060342	1.058513	0.8854379	1.141864	1.37119	1.218842	1.150122	1.016893	1.041	1.070539	1.03241	1.223719	1.028919	1.049092	0.8270811	0.9505004	1.014122	1.010963	1.007195	0.913203	1.330069	1.156273	0.8248089	1.084948	0.6296213	0.6169302	0.8639351	0.7993713	0.8449816	0.7263838	0.6164314	0.796157	0.5197798	0.6327248	0.6536734	0.735528	0.7509901	0.8248089	0.5688261	0.6048488	0.759968	0.6551697	0.8083493	0.7753747	0.8147225	0.6668632	0.9385852	1.008303	0.6747328	0.7428434	0.647023	0.7267163	0.6821036	0.8377771	0.6149351	0.7375231
L3T1219	16.58767	0.7939066	0.9942799	0.8173122	0.8997429	0.8231232	0.8937166	0.9506971	1.071976	0.8779515	0.8572362	0.8797271	1.044373	1.107864	1.48273	1.321635	1.11685	1.067671	1.20563	1.0497	1.124436	1.088064	1.257552	1.313941	1.362797	1.02581	1.150801	1.049592	0.850618	0.8609488	0.8739698	0.9101274	0.9000119	0.866975	0.8238227	1.05239	1.036356	0.8906497	1.133745	1.381306	1.233609	1.153976	1.023766	1.030814	1.070092	1.044535	1.220372	1.015318	1.051099	0.8294185	0.953495	1.02694	1.020699	0.9856171	0.9120644	1.326962	1.138265	0.8247374	1.085535	0.6334573	0.618284	0.8542768	0.7896559	0.8377046	0.7385941	0.6103745	0.7982111	0.5082509	0.6365242	0.6712291	0.7400468	0.7399392	0.8237689	0.5573757	0.5938023	0.772438	0.6513209	0.8184421	0.7827688	0.8171507	0.6644495	0.9271301	0.9960017	0.6681621	0.7417686	0.6423353	0.7348815	0.6941504	0.8325931	0.6164546	0.7434366
L3T1220	16.6024	0.7935147	0.9948962	0.8376649	0.9131424	0.8195395	0.8891195	0.9377606	1.062474	0.8795428	0.8362582	0.8874963	1.053222	1.094721	1.498783	1.334139	1.12172	1.05701	1.195683	1.044457	1.119448	1.085415	1.26721	1.310711	1.36644	1.036341	1.128159	1.058795	0.8418311	0.8508126	0.8787312	0.904702	0.8706694	0.861255	0.8311723	1.045756	1.050084	0.8973436	1.135355	1.381698	1.216459	1.147204	0.9995493	1.030714	1.078003	1.05517	1.240861	1.019514	1.037586	0.8326331	0.9596193	1.029145	0.9926779	0.9750394	0.9148738	1.313417	1.150288	0.8229482	1.071726	0.6300071	0.6172923	0.8503798	0.7953543	0.8523817	0.7232313	0.6124228	0.7961659	0.5272604	0.632983	0.6660416	0.7284255	0.7500678	0.8194313	0.5535016	0.6211338	0.7738743	0.6695584	0.812127	0.7758762	0.8289539	0.6669073	0.9260196	1.009451	0.6781071	0.7449818	0.6517577	0.7430881	0.6907679	0.8350138	0.6064712	0.7480659
L3T1221	17.11529	0.7946212	0.9909503	0.8404386	0.8993699	0.8077896	0.9075866	0.9530775	1.041447	0.8926769	0.8422887	0.8685711	1.044495	1.095917	1.473447	1.301605	1.100923	1.049718	1.196639	1.045964	1.107017	1.07932	1.246211	1.327017	1.367447	1.027191	1.159582	1.052439	0.8429961	0.8410371	0.8655783	0.9092734	0.8970845	0.8581778	0.8145371	1.067839	1.051405	0.88076	1.107779	1.357979	1.204202	1.140863	1.023545	1.018375	1.060928	1.046508	1.218241	1.003847	1.028823	0.8315689	0.9557982	1.031816	1.010322	0.9739728	0.9020907	1.301768	1.161976	0.8220463	1.060275	0.6212008	0.6129842	0.8417989	0.7909754	0.8379355	0.7239362	0.5998158	0.7990288	0.5148196	0.6352399	0.6615767	0.7293233	0.7375943	0.8224816	0.5627048	0.5975847	0.7542997	0.6552646	0.7928799	0.7787864	0.8230802	0.6568426	0.929407	0.9893722	0.6796969	0.7374311	0.632247	0.7264937	0.6751804	0.820305	0.610209	0.7290512
L3T1222	17.01932	0.8023434	1.00438	0.8180377	0.9059687	0.810943	0.8964016	0.9357448	1.060708	0.8744189	0.8420628	0.8704415	1.043401	1.103813	1.477681	1.323748	1.109941	1.058397	1.179167	1.043455	1.124399	1.08785	1.255758	1.332939	1.333638	1.036145	1.154336	1.025019	0.8542635	0.8509849	0.8625406	0.8988202	0.8985515	0.8708715	0.8329257	1.034694	1.03679	0.8785037	1.133267	1.354868	1.20674	1.154659	1.016044	1.031738	1.063664	1.03077	1.222757	1.021526	1.026901	0.8394292	0.9535352	1.021848	1.003843	0.9800865	0.8950042	1.327027	1.133267	0.8231974	1.065545	0.6230416	0.6173981	0.8473838	0.7961624	0.833302	0.7179597	0.607616	0.8048158	0.5038295	0.6386821	0.6550751	0.7381688	0.7379001	0.8084169	0.5581145	0.6012201	0.761764	0.6428744	0.8124479	0.7672462	0.8294859	0.6645884	0.9297251	1.00524	0.6616861	0.7385451	0.6398108	0.7349977	0.6889361	0.8206713	0.6128295	0.744941
L3T1223	16.89741	0.7951165	0.9829241	0.8299832	0.8953172	0.8225589	0.8838232	0.9471774	1.045673	0.8914675	0.8534661	0.8713944	1.043913	1.086809	1.469904	1.308934	1.106773	1.060192	1.19449	1.042649	1.13471	1.098743	1.269338	1.313334	1.365194	1.029615	1.145159	1.053263	0.8623202	0.8546759	0.8714494	0.9053263	0.8899827	0.8588556	0.8269035	1.057552	1.037314	0.8993868	1.114252	1.356395	1.228421	1.148954	1.017736	1.025325	1.069541	1.039569	1.239805	1.018066	1.036984	0.8390574	0.9568565	1.022575	0.9858388	0.9820442	0.8994418	1.322738	1.152638	0.8227789	1.078725	0.6291418	0.6208926	0.8445569	0.7858773	0.8390024	0.7254929	0.6047241	0.8050155	0.5170072	0.6438804	0.6616988	0.7272527	0.7304974	0.8094701	0.5662826	0.6047241	0.7531003	0.6476751	0.7970413	0.7841175	0.832293	0.6578491	0.9152803	0.9900734	0.6723678	0.7330272	0.6443204	0.7397916	0.6771524	0.8255286	0.6067039	0.7473259
L3T1224	16.37495	0.8004564	1.003445	0.8279616	0.8997501	0.8182797	0.9003002	0.9417781	1.066322	0.8820368	0.8332426	0.8846773	1.057245	1.113796	1.491717	1.330537	1.11099	1.072593	1.187345	1.060215	1.116546	1.089316	1.263589	1.333067	1.358537	1.039697	1.140476	1.052074	0.856787	0.8529913	0.8669639	0.9033258	0.9006853	0.8796713	0.8343978	1.051359	1.046738	0.8996401	1.126173	1.382962	1.229207	1.144216	1.026549	1.026604	1.087501	1.042227	1.233113	1.029575	1.05543	0.8306021	0.9612518	1.020828	1.00449	0.9877118	0.9050311	1.317939	1.16116	0.8335176	1.08431	0.6434017	0.6179869	0.8550817	0.7964406	0.8452348	0.7314733	0.6088551	0.8148691	0.5137421	0.6377906	0.6783883	0.7358742	0.7464912	0.8187198	0.5584106	0.5950475	0.7712458	0.6560541	0.8109083	0.7777921	0.8308221	0.6731073	0.9379274	1.003555	0.6656809	0.7541376	0.6496729	0.7347189	0.6915358	0.8338477	0.6228278	0.7544677
L3T1225	16.91198	0.8072616	0.9890933	0.833346	0.8986926	0.8232593	0.8963608	0.9456555	1.042076	0.8762416	0.8485303	0.8779227	1.049397	1.096197	1.485131	1.322117	1.11149	1.047824	1.188279	1.045872	1.126511	1.077379	1.266532	1.322009	1.358071	1.043974	1.144461	1.046794	0.8542244	0.8594304	0.868541	0.9070982	0.871144	0.8644738	0.8224458	1.034484	1.032911	0.8875213	1.127162	1.363277	1.210187	1.161272	1.016045	1.016262	1.062466	1.022445	1.215231	1.008291	1.025753	0.8363828	0.9444624	1.029549	1.005254	0.9835619	0.9174561	1.31138	1.150752	0.8311226	1.080416	0.6162107	0.6133908	0.8489641	0.7879558	0.8393112	0.7118717	0.6119266	0.802869	0.5167537	0.6383364	0.6574795	0.7411557	0.7512966	0.8226085	0.5580766	0.6013518	0.765559	0.664692	0.8085088	0.7795502	0.8163179	0.6667527	0.9176188	0.9869242	0.6730976	0.742891	0.6447355	0.7324247	0.6953859	0.8360032	0.5963627	0.7501578
L3T1226	17.0453	0.7999611	0.9838199	0.8307932	0.915946	0.8118404	0.8819821	0.9441863	1.040462	0.8758805	0.834465	0.8813881	1.051046	1.104988	1.470924	1.304182	1.121943	1.075344	1.183986	1.05407	1.108066	1.070593	1.250564	1.315522	1.351969	1.016272	1.144568	1.049642	0.8482882	0.8467223	0.8702648	0.900341	0.9036348	0.8538498	0.8125424	1.041326	1.039328	0.8906756	1.137279	1.362067	1.203802	1.143218	1.014922	1.023885	1.060387	1.039113	1.215304	1.023183	1.046186	0.8280394	0.9516919	1.017244	1.006229	0.9872217	0.9200498	1.325133	1.132149	0.8273914	1.063465	0.6265777	0.6252278	0.8483422	0.7799283	0.8330611	0.7136744	0.6161024	0.801257	0.5101068	0.6364051	0.6622155	0.7190741	0.7546579	0.8251236	0.5587579	0.5902379	0.752876	0.654494	0.8127583	0.7747447	0.8117864	0.6629175	0.9289592	0.997859	0.670963	0.753092	0.6263077	0.7313853	0.6823563	0.8291193	0.6093528	0.7456404
L3T1227	16.92361	0.793946	0.9852219	0.8335705	0.9060807	0.809688	0.8990184	0.9415541	1.057247	0.8828451	0.8430589	0.8621433	1.053527	1.082315	1.485084	1.322165	1.106414	1.049969	1.180972	1.031478	1.112937	1.098543	1.254992	1.327502	1.34718	1.036491	1.138652	1.039456	0.8668336	0.8506603	0.858693	0.8992879	0.8947594	0.8766993	0.8362122	1.043985	1.028998	0.9120109	1.122156	1.372626	1.212618	1.142965	1.011153	1.015412	1.05687	1.040858	1.22092	1.012393	1.038486	0.8301202	0.963388	1.010776	1.019725	0.9846289	0.9004201	1.313378	1.133585	0.8268317	1.066627	0.6186277	0.6202451	0.8662945	0.7940538	0.8288803	0.7182012	0.6043413	0.8082863	0.5182995	0.6335611	0.6689805	0.734644	0.7348597	0.8275864	0.5587327	0.6064978	0.7602517	0.6442354	0.8028413	0.7731903	0.8293655	0.6823504	0.9388586	1.000587	0.6690883	0.746181	0.6352862	0.7284443	0.6908144	0.8204163	0.6125897	0.7536746
L3T1228	16.40763	0.8079759	1.003243	0.8406552	0.9075236	0.8222124	0.8993808	0.9475368	1.064287	0.8811537	0.8463174	0.866324	1.063047	1.109639	1.492461	1.329766	1.107536	1.070542	1.211128	1.048541	1.134607	1.093839	1.261765	1.315745	1.370642	1.038349	1.131048	1.044442	0.8586126	0.8538671	0.8744129	0.9035331	0.8892426	0.8665397	0.8316495	1.049457	1.04277	0.8909144	1.126464	1.372367	1.225149	1.148196	1.016131	1.034789	1.058571	1.048972	1.240464	1.003728	1.057061	0.8403316	0.9682984	1.031392	0.9984971	0.9941291	0.91599	1.326746	1.152564	0.8245852	1.089848	0.6274311	0.6223081	0.8644905	0.7916902	0.8436211	0.7366316	0.6066156	0.8057649	0.5149411	0.6429079	0.6677139	0.7431566	0.7478482	0.8213496	0.5588909	0.6074244	0.7584717	0.6535313	0.8078141	0.7880232	0.8222663	0.6649098	0.9355113	0.9984971	0.6704102	0.73922	0.6523989	0.7476325	0.7004471	0.8262569	0.6214453	0.7577706
