SampleNumber	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
L4T1110	18.12426	0.7846357	0.9677959	0.8113255	0.9010152	0.8017426	0.8858922	0.9255714	1.039106	0.8581543	0.851903	0.8457639	1.044908	1.086758	1.468127	1.309336	1.093646	1.036186	1.152828	1.000475	1.107908	1.025817	1.175662	1.23256	1.282945	0.9996889	1.108582	1.011555	0.8445661	0.828657	0.8544484	0.8783682	0.855534	0.8543736	0.8318388	1.056737	1.035288	0.8624591	1.114459	1.375892	1.150657	1.111726	1.001111	1.011256	1.038657	1.026454	1.19509	0.9826943	1.038844	0.8280206	0.9366141	1.014026	0.9774911	0.9688066	0.8998548	1.281485	1.101657	0.8078068	1.052769	0.6172722	0.6204914	0.866165	0.7748656	0.8237533	0.7300956	0.6028978	0.8054859	0.5214808	0.6525342	0.647855	0.7308817	0.7382934	0.8106517	0.5598872	0.620716	0.7674164	0.6611064	0.7893148	0.8004699	0.8114003	0.6775021	0.922427	0.9909296	0.6582614	0.7561865	0.645609	0.7598924	0.6868603	0.8309779	0.6242347	0.7422988
L4T1111	17.69857	0.7931708	0.9860184	0.8060823	0.883394	0.814873	0.8976397	0.9258958	1.051753	0.8536466	0.8367322	0.8478384	1.057875	1.086916	1.469746	1.315947	1.109089	1.046926	1.148451	1.025184	1.113642	1.055599	1.19633	1.275957	1.314299	1.008976	1.110227	1.039391	0.8528617	0.8529402	0.8600827	0.9012502	0.8775073	0.8730727	0.8195039	1.043237	1.038763	0.867343	1.130713	1.363354	1.166425	1.119175	1.012822	1.015138	1.032405	1.009761	1.209202	0.9952408	1.038998	0.8414023	0.9467738	1.00725	0.9943382	0.9805634	0.8934013	1.288829	1.132047	0.8090256	1.069845	0.6219078	0.611037	0.8552164	0.7799062	0.8300214	0.7334799	0.6095065	0.8034921	0.5147703	0.6410199	0.6422364	0.7411326	0.7308113	0.8123614	0.5573898	0.6071518	0.7581647	0.6575025	0.7947014	0.7854397	0.8167175	0.6737105	0.9228347	0.9955155	0.666725	0.7573406	0.6422757	0.7396413	0.6841888	0.8341029	0.6186897	0.7475687
L4T1112	17.78557	0.776405	0.9715094	0.8181989	0.8862531	0.8065984	0.8979331	0.9382173	1.048065	0.8611052	0.8491471	0.8663096	1.062924	1.096414	1.455079	1.305543	1.103168	1.044808	1.157317	1.036584	1.104479	1.0342	1.228431	1.289453	1.315753	1.001782	1.12629	1.027605	0.8452935	0.8304352	0.8458099	0.8901067	0.875606	0.8407247	0.8332559	1.0576	1.037339	0.8707989	1.124145	1.357587	1.184928	1.11898	1.011158	0.9891884	1.048622	1.024467	1.213612	0.990857	1.035313	0.8268199	0.9512084	1.011794	0.9891487	0.9717478	0.8889148	1.301967	1.118463	0.8066778	1.060858	0.6319936	0.6193204	0.8653164	0.7749748	0.826661	0.7238846	0.6115337	0.798613	0.509671	0.6385885	0.6576579	0.7327439	0.7375113	0.8187949	0.5533321	0.6043032	0.7587658	0.6551948	0.7989308	0.7743392	0.8139878	0.6709668	0.9169628	0.9932407	0.6588498	0.7507805	0.6486794	0.7408484	0.6923008	0.8201853	0.6087925	0.7437089
L4T1113	17.97728	0.7844263	0.9763141	0.8170014	0.8901388	0.803572	0.892997	0.9213436	1.0361	0.8679783	0.8374783	0.8499681	1.045497	1.082927	1.458324	1.307625	1.092794	1.053876	1.160215	1.022906	1.100389	1.043148	1.23022	1.279396	1.320663	1.011238	1.119966	1.029092	0.8472665	0.832271	0.8498897	0.8928404	0.8890817	0.8483236	0.8108936	1.036688	1.039781	0.8722851	1.128423	1.343058	1.178382	1.118595	1.003447	1.00795	1.053523	1.024511	1.184176	0.9788982	1.034143	0.8306266	0.9492204	1.010142	0.9936197	0.9723205	0.8847749	1.302418	1.11468	0.8079571	1.06292	0.6242522	0.6138375	0.851495	0.7731503	0.8231484	0.7320007	0.5952791	0.800753	0.5122752	0.6419492	0.6392477	0.7339192	0.7349371	0.8184892	0.5566745	0.6118799	0.7530257	0.6511502	0.8064301	0.7842305	0.8089751	0.6779698	0.9099893	0.9897827	0.6693954	0.7419455	0.6393652	0.7282812	0.6825898	0.8213082	0.6087085	0.7475835
L4T1114	16.44224	0.8002676	0.9924607	0.8248647	0.9123613	0.822414	0.8970222	0.9464432	1.061578	0.875738	0.8470111	0.8747396	1.055133	1.107413	1.495975	1.34154	1.123343	1.053999	1.183111	1.048417	1.125339	1.081863	1.245829	1.316625	1.353248	1.036663	1.122027	1.051367	0.8656631	0.8520485	0.8668885	0.9085946	0.8870835	0.8642109	0.8393415	1.061396	1.045921	0.9003804	1.141904	1.388374	1.208752	1.166002	1.03099	1.031943	1.052047	1.038705	1.228629	1.008934	1.042018	0.8500063	0.9536136	1.029901	1.009252	0.9870148	0.9147212	1.336775	1.144627	0.8286768	1.069247	0.6243666	0.6201461	0.8611249	0.7909642	0.8511863	0.7321037	0.6171509	0.8021736	0.5162211	0.6425195	0.6651651	0.7482143	0.7507557	0.8256362	0.5599241	0.6097536	0.7678648	0.6625783	0.7986338	0.790692	0.8262261	0.6772368	0.936323	1.001719	0.6710194	0.7659133	0.6351222	0.753524	0.6824103	0.8408845	0.6235951	0.7561562
L4T1115	16.0665	0.7985379	0.9965603	0.8391957	0.9156876	0.8224601	0.8928976	0.9518662	1.070493	0.8845297	0.853175	0.8845297	1.071034	1.099829	1.503897	1.343875	1.130643	1.048096	1.185132	1.050164	1.13965	1.085407	1.269696	1.307992	1.361546	1.04214	1.127985	1.061436	0.8723225	0.8561775	0.8681386	0.9209052	0.8809365	0.8800505	0.8276284	1.071526	1.047456	0.9045141	1.141816	1.393983	1.214666	1.13586	1.024076	1.050902	1.079451	1.043814	1.238096	0.9992676	1.051985	0.848548	0.968848	1.036972	1.016348	0.9920318	0.9198715	1.338657	1.165837	0.8182761	1.074529	0.6273418	0.6261604	0.8701075	0.7923851	0.8547993	0.7307584	0.6209428	0.8114342	0.5096014	0.6448158	0.6597794	0.7477894	0.7539915	0.8314678	0.5637462	0.6126734	0.7559604	0.6587458	0.8277761	0.797455	0.8363901	0.6833078	0.9485683	1.015806	0.6838985	0.7617686	0.6417148	0.7432117	0.6902482	0.8361932	0.6208444	0.7518749
L4T1116	17.35171	0.7884356	0.9882311	0.8268776	0.8966105	0.815025	0.8843628	0.9386477	1.057687	0.871799	0.8414563	0.8718385	1.04303	1.090954	1.47561	1.323107	1.10494	1.054685	1.179453	1.036945	1.122442	1.060414	1.222439	1.293238	1.338634	1.014939	1.134532	1.039237	0.8518076	0.8407057	0.8627515	0.8951091	0.8918694	0.8513335	0.8243491	1.034812	1.028925	0.8744066	1.123153	1.365855	1.192294	1.134255	1.007195	1.018969	1.048561	1.029755	1.208295	1.000597	1.037182	0.8403106	0.9493151	1.016401	1.006642	0.9753908	0.8933312	1.303669	1.149269	0.8178301	1.061836	0.6313095	0.6138072	0.8563906	0.7870923	0.8259294	0.7300813	0.6123454	0.8036465	0.5092277	0.6370383	0.6529208	0.7240365	0.7402745	0.8185808	0.5636706	0.6029423	0.7577769	0.6613362	0.8007229	0.778677	0.8149065	0.6679341	0.9280989	0.9868483	0.6771791	0.751258	0.651459	0.7339531	0.6861871	0.8314211	0.6250672	0.7344273
L4T1117	17.01292	0.7917496	0.9883014	0.8355184	0.888049	0.8109851	0.8790018	0.9361376	1.057052	0.8829141	0.8498227	0.8786351	1.044011	1.101228	1.470328	1.32162	1.108849	1.060108	1.18416	1.049186	1.122012	1.074127	1.252177	1.285595	1.34106	1.019274	1.156937	1.039365	0.8514936	0.8438727	0.8586661	0.9102187	0.8962811	0.8675095	0.8277345	1.056155	1.03366	0.8753341	1.133015	1.378349	1.185872	1.141737	1.01581	1.014628	1.053995	1.022493	1.225158	0.9990195	1.052243	0.8446063	0.9512977	1.021719	0.9947404	0.9808436	0.9136827	1.303078	1.130733	0.8215401	1.083215	0.6249475	0.621239	0.8590736	0.7868593	0.8335622	0.7350214	0.6168784	0.8029975	0.5153219	0.641534	0.6546565	0.7310276	0.7481439	0.8159162	0.567282	0.6129254	0.7621222	0.658039	0.8100477	0.7904863	0.8154679	0.6784155	0.925175	0.9969411	0.668757	0.7523415	0.6388036	0.7447207	0.691864	0.8192987	0.6131292	0.7371813
L4T1118	17.54973	0.7902181	0.9847381	0.8233146	0.8930983	0.8166407	0.89142	0.9501195	1.056942	0.8639827	0.8365454	0.8598847	1.053975	1.089648	1.465028	1.309654	1.099639	1.035593	1.16634	1.021464	1.108694	1.055498	1.230347	1.281943	1.311488	1.013463	1.127857	1.029738	0.8518057	0.8287787	0.8564892	0.8883758	0.8808042	0.8554354	0.8266711	1.04617	1.035827	0.8644901	1.138902	1.369329	1.187493	1.122822	1.01319	1.017522	1.052844	1.027006	1.20853	1.004096	1.028724	0.8304569	0.9412599	1.010653	0.9897338	0.9760347	0.8984062	1.304814	1.133477	0.8093423	1.062679	0.623916	0.6156418	0.8488005	0.7863152	0.8348672	0.7253911	0.6029965	0.7987264	0.5152595	0.6506508	0.6650524	0.7303478	0.7376072	0.8169529	0.5506587	0.603738	0.7637565	0.6531096	0.8011072	0.7837783	0.8183189	0.6871818	0.9221358	1.012683	0.675278	0.7527113	0.6375761	0.7415881	0.6826545	0.8227292	0.6177884	0.74151
L4T1119	17.70072	0.7831887	0.975055	0.8239913	0.899818	0.8068526	0.8905804	0.9422715	1.038106	0.8648331	0.8389679	0.8546914	1.045693	1.088854	1.460755	1.312443	1.098092	1.053869	1.173565	1.028161	1.102533	1.067391	1.22726	1.287678	1.311421	1.000566	1.123092	1.032171	0.8574038	0.8438029	0.8462794	0.8971843	0.8919955	0.8591333	0.8192742	1.04074	1.031385	0.8683709	1.118807	1.35753	1.191922	1.132369	1.005008	1.005677	1.047934	1.017509	1.206623	0.990071	1.035001	0.8434098	0.9338594	1.007642	0.9946308	0.9791824	0.8936465	1.286106	1.12093	0.8269394	1.053083	0.6177773	0.6149863	0.8618063	0.7800833	0.828158	0.7349568	0.606417	0.8044941	0.5137661	0.6431314	0.6552385	0.7348782	0.7407745	0.8144392	0.551935	0.6040585	0.7491866	0.6563392	0.8114911	0.7797295	0.8113731	0.6741068	0.9105886	1.004969	0.6609776	0.746946	0.6414018	0.7394773	0.6912454	0.8259174	0.6194675	0.7338169
L4T1120	17.74586	0.7931272	0.9781506	0.822533	0.8847088	0.8008052	0.8885478	0.9465284	1.042464	0.8665429	0.8390367	0.8618332	1.045471	1.09051	1.46214	1.30304	1.100642	1.028097	1.166063	1.025168	1.113821	1.051408	1.224717	1.278937	1.308502	1.01377	1.124626	1.026118	0.8421633	0.8427966	0.8475854	0.898363	0.8810282	0.8444984	0.820198	1.044245	1.027899	0.8725982	1.137251	1.380176	1.172396	1.13543	0.999641	0.9969102	1.050023	1.019113	1.198437	0.9898259	1.030274	0.8372558	0.9565019	1.015986	1.000076	0.9716204	0.9092467	1.309926	1.109705	0.8140239	1.060867	0.6129717	0.6089349	0.8564507	0.7739322	0.8368204	0.7293683	0.6113887	0.8002511	0.5072215	0.6332353	0.6450293	0.744091	0.7298432	0.8042088	0.5588697	0.6096077	0.757389	0.6662822	0.7962538	0.778444	0.8237599	0.6770472	0.9287978	1.004944	0.6578919	0.7499089	0.6314543	0.7480487	0.6863875	0.821979	0.6162171	0.7437348
L4T1121	17.61025	0.7840964	0.9871104	0.8260768	0.9006633	0.8103035	0.9049429	0.929316	1.07046	0.8615767	0.8314975	0.8546071	1.050366	1.093814	1.485862	1.308648	1.099968	1.05595	1.170153	1.026401	1.11725	1.057295	1.230719	1.295809	1.320467	1.01397	1.124627	1.030028	0.844703	0.8398121	0.8473523	0.8982994	0.9053505	0.840342	0.812749	1.049347	1.039443	0.8679757	1.128458	1.354582	1.189921	1.122793	1.010831	1.012706	1.058559	1.018086	1.205572	0.9961993	1.039321	0.8239166	0.9433774	1.01075	1.001213	0.9707666	0.903068	1.314639	1.122263	0.816621	1.057866	0.6185386	0.6244077	0.8606393	0.7745591	0.8234275	0.7254053	0.6040697	0.8009293	0.5183562	0.6362275	0.6437269	0.7300517	0.7474144	0.8039453	0.5637603	0.6028062	0.7590711	0.6533049	0.8024781	0.7787163	0.8243649	0.6724611	0.9226317	0.9791626	0.6678147	0.7593972	0.6257935	0.7352279	0.6793899	0.8186181	0.6048033	0.7393852
L4T1122	17.54354	0.7915289	0.9897764	0.8268766	0.8896583	0.7990773	0.8799184	0.9353547	1.047323	0.8709902	0.8468434	0.8480203	1.044442	1.090665	1.461715	1.313628	1.09375	1.055521	1.182626	1.029507	1.117288	1.054019	1.217731	1.288467	1.319188	1.013761	1.126744	1.02833	0.8566239	0.8416082	0.8582472	0.9078395	0.8819882	0.864294	0.8354802	1.057631	1.030359	0.8766312	1.121265	1.371824	1.1836	1.131898	1.008363	1.008647	1.050772	1.038192	1.193868	1.009013	1.035392	0.8353584	0.9428625	1.019321	0.9912779	0.9935911	0.8944065	1.289806	1.124674	0.8091419	1.064855	0.6261536	0.6217706	0.8621837	0.780815	0.8286217	0.7298023	0.5983949	0.7989961	0.5100865	0.6374356	0.6487177	0.7441686	0.7360521	0.8088984	0.5476257	0.6079724	0.7650283	0.6509497	0.8082085	0.7774466	0.8249286	0.667751	0.9152256	0.998664	0.6631246	0.7501749	0.6377603	0.7346722	0.6890165	0.8334916	0.6135729	0.7471718
L4T1123	17.30011	0.7982253	0.9874927	0.8197733	0.8972966	0.8165535	0.8912284	0.9400623	1.03901	0.8770282	0.8476784	0.8564297	1.054283	1.091683	1.468442	1.321239	1.120372	1.06159	1.170857	1.033561	1.101507	1.053788	1.221879	1.285821	1.337544	1.009123	1.131724	1.0303	0.8518063	0.8439632	0.8621675	0.9110427	0.8889581	0.8518476	0.816636	1.046151	1.044128	0.8674513	1.143323	1.368091	1.193891	1.131311	1.028153	1.030506	1.056388	1.021879	1.215934	1.015439	1.03352	0.8350468	0.9408053	1.020929	0.9933544	0.9835298	0.9019612	1.302704	1.130279	0.8158105	1.076368	0.6151499	0.6171726	0.8751706	0.7743244	0.8512284	0.7238806	0.6052015	0.8044173	0.5168217	0.6339734	0.6587825	0.7395669	0.7405576	0.8261717	0.5538908	0.595088	0.7591747	0.6524254	0.802312	0.7898455	0.814118	0.6668321	0.9308569	1.000702	0.6639012	0.7454699	0.6522603	0.7403925	0.6850364	0.8236123	0.6060271	0.7476577
