SampleNumber	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
L4T1366	16.57246	0.8094497	0.996463	0.8221229	0.9140315	0.8311911	0.9161499	0.9436147	1.061687	0.8804716	0.8542704	0.8585072	1.086328	1.10714	1.494397	1.34466	1.103089	1.029094	1.13925	1.000031	1.097923	1.025191	1.153819	1.23874	1.257063	1.007389	1.082685	1.026492	0.872221	0.8242041	0.8347589	0.8907291	0.8589532	0.8842996	0.8711433	1.097886	1.080493	0.8783161	1.161512	1.428838	1.160286	1.113458	1.014562	1.014637	1.045223	1.029614	1.229524	0.9714511	1.042399	0.8695823	0.9547269	1.033962	0.9808538	0.9864657	0.9002062	1.292444	1.072874	0.8001956	1.063285	0.6398295	0.6568138	0.9044429	0.7843634	0.8637103	0.7696462	0.62619	0.8301876	0.5329434	0.6743184	0.6680747	0.7546316	0.7595373	0.8380666	0.5715949	0.6425797	0.7842148	0.6804134	0.8373233	0.8140209	0.8501451	0.7095878	0.9412733	1.029019	0.6857652	0.779086	0.6660678	0.8056217	0.7030096	0.8660517	0.6429513	0.775704
L4T1367	16.84616	0.8113461	0.9935517	0.8168023	0.9107767	0.8485339	0.9210428	0.9151559	1.046713	0.8619588	0.8469186	0.8475288	1.089465	1.111397	1.513175	1.356527	1.110966	1.010387	1.12554	1.003782	1.102028	1.001772	1.148907	1.221883	1.237354	0.9916493	1.065486	1.027796	0.8669483	0.8244121	0.8382678	0.8821321	0.8427188	0.866697	0.87323	1.095064	1.074245	0.8730864	1.176762	1.444938	1.156158	1.11915	1.017315	1.01814	1.051882	1.022591	1.202499	0.9557538	1.035549	0.8537746	0.9441954	1.025283	0.9786551	0.9760706	0.9022336	1.286208	1.063799	0.8143973	1.066635	0.6369658	0.6582159	0.8970287	0.7795068	0.8584769	0.7657947	0.6329814	0.8172689	0.5294228	0.6785687	0.6707434	0.7629949	0.7690253	0.818597	0.5715642	0.6395502	0.7806196	0.6746919	0.8240531	0.816874	0.8532362	0.7110541	0.9528103	1.030632	0.6806506	0.7874397	0.6661129	0.8080079	0.7099413	0.8655842	0.6415245	0.7766711
L4T1368	16.79857	0.8105521	0.9928428	0.8176011	0.9118893	0.8441616	0.9185386	0.9265685	1.04858	0.862765	0.8584048	0.8562611	1.083934	1.122121	1.512064	1.359568	1.114745	1.01468	1.119869	1.001926	1.102682	1.002689	1.1368	1.215828	1.222332	1.002944	1.075104	1.030049	0.8667618	0.8314809	0.8323166	0.8870728	0.8364224	0.8754457	0.8676701	1.097087	1.082589	0.8810413	1.184471	1.440049	1.155658	1.115508	1.006505	1.024272	1.045165	1.049416	1.214229	0.9622854	1.033683	0.8588045	0.9441908	1.025907	0.9805254	0.9663549	0.8978278	1.296128	1.0807	0.8188364	1.06791	0.6441034	0.6526057	0.8832213	0.7821022	0.8590225	0.7757073	0.6230293	0.8213072	0.5310301	0.6645597	0.6519153	0.7649522	0.7633172	0.8181097	0.5777927	0.6497352	0.7868257	0.6833447	0.807064	0.8226879	0.8473591	0.7064899	0.9544008	1.035754	0.6821457	0.7860263	0.6689926	0.7993974	0.6895216	0.8710492	0.6341477	0.7718921
L4T1369	17.45379	0.8026379	0.9759922	0.8193926	0.9133006	0.8274556	0.909565	0.9258389	1.049114	0.8661802	0.839883	0.8497213	1.084584	1.103484	1.498792	1.344042	1.10966	1.018231	1.117871	0.990158	1.091389	0.9994045	1.142356	1.204123	1.23534	0.9898251	1.074708	1.022706	0.8723199	0.8212789	0.8369241	0.8797541	0.837072	0.8571186	0.8409186	1.093682	1.071639	0.8628514	1.151455	1.429924	1.141506	1.101302	1.008096	1.016307	1.035984	1.023963	1.207267	0.9611608	1.030325	0.8404008	0.9386362	1.024333	0.9782484	0.9751046	0.8949924	1.287046	1.056585	0.8113296	1.055882	0.6297643	0.6377163	0.8791253	0.7768955	0.8466884	0.7580325	0.6212575	0.8221296	0.5315289	0.6556916	0.6533245	0.7514859	0.7576626	0.8261981	0.5781315	0.6382711	0.7740105	0.6636067	0.8143625	0.8154351	0.8331885	0.7049203	0.9526539	1.016862	0.6724094	0.7785968	0.6568752	0.7954625	0.697708	0.8574144	0.6346465	0.7649859
L4T1370	16.34343	0.8240609	1.00057	0.8254615	0.9139241	0.8424575	0.9281189	0.9394749	1.047848	0.8764117	0.8529428	0.8516179	1.079872	1.139566	1.508898	1.359606	1.120072	1.041413	1.155389	0.9960273	1.096944	1.019383	1.159136	1.237643	1.256797	1.006437	1.086496	1.036984	0.8706959	0.829701	0.8438202	0.8939376	0.8587343	0.8726264	0.861649	1.087632	1.075481	0.8891303	1.18075	1.430467	1.158606	1.11958	1.01537	1.026083	1.057046	1.037174	1.222805	0.981416	1.061665	0.8554411	0.9483703	1.031004	0.9821353	0.9886838	0.9025681	1.305362	1.074005	0.8058536	1.066018	0.6467951	0.6497098	0.8857235	0.7809084	0.8708851	0.7661836	0.6319945	0.8246287	0.5336902	0.671551	0.6701126	0.7560768	0.7617926	0.8314044	0.5743822	0.6427069	0.7875327	0.6906668	0.8318965	0.8216005	0.8577501	0.7106153	0.9620731	1.039445	0.687525	0.7879112	0.6594758	0.8084655	0.7041803	0.8669484	0.629042	0.7755333
L4T1371	16.24943	0.8159432	0.9992147	0.8222966	0.9315076	0.8386125	0.9270715	0.9420716	1.051922	0.8716201	0.8524847	0.8523719	1.08508	1.11899	1.512675	1.361472	1.129178	1.022974	1.138877	1.014703	1.109854	1.017335	1.155832	1.25211	1.261998	1.015906	1.068801	1.035568	0.8768081	0.8378606	0.8440636	0.8994022	0.8522592	0.8810939	0.8574847	1.098125	1.083313	0.8831991	1.17587	1.440156	1.167712	1.142373	1.015568	1.037373	1.052147	1.041997	1.215306	0.9816206	1.049704	0.8527855	0.9597408	1.042222	0.9902297	0.9886883	0.9177482	1.291321	1.086433	0.8239132	1.077786	0.6400778	0.6570704	0.8963947	0.781695	0.8475599	0.7634242	0.6227093	0.8083492	0.5367315	0.6672584	0.671093	0.7700032	0.7579731	0.8348155	0.576055	0.6466568	0.7887251	0.6848149	0.8297027	0.8330862	0.8496276	0.7034991	0.950643	1.040079	0.6871833	0.7833115	0.6689125	0.800492	0.7024465	0.857372	0.642935	0.779101
L4T1372	16.99411	0.7976495	0.982774	0.825701	0.9197426	0.8343523	0.9216901	0.9346484	1.043821	0.8695196	0.8473856	0.8582092	1.080898	1.11217	1.5068	1.368228	1.103931	1.017866	1.129473	0.9975675	1.088351	0.9950582	1.162768	1.228645	1.24063	1.000976	1.08352	1.031986	0.8623289	0.8256635	0.8422921	0.8990691	0.8530034	0.8644636	0.8656995	1.093482	1.059063	0.8557748	1.160483	1.425829	1.145877	1.128312	0.9982791	1.015245	1.043034	1.035057	1.211455	0.9650593	1.044345	0.8544265	0.9451724	1.026668	0.9748342	0.9705273	0.9111286	1.285759	1.072434	0.8111696	1.064269	0.6365317	0.6462317	0.8769725	0.7862267	0.8536775	0.764205	0.6213637	0.8359628	0.532041	0.6705379	0.6657067	0.7577258	0.7529695	0.829184	0.5706913	0.6473178	0.7691487	0.6727851	0.8218434	0.8219558	0.8347269	0.6967542	0.945809	1.032885	0.6810245	0.7780622	0.6599765	0.7955148	0.7013608	0.8519173	0.6267942	0.7734182
L4T1373	17.13988	0.7984436	0.9885199	0.8217505	0.9061946	0.8380461	0.9109716	0.9298097	1.03575	0.860544	0.8379305	0.8589645	1.067571	1.109176	1.489444	1.36143	1.113876	1.029894	1.13884	1.002119	1.082749	1.013175	1.149857	1.243701	1.252408	1.013021	1.078974	1.02165	0.8609292	0.8310733	0.8382387	0.8821173	0.8624316	0.8699438	0.8563834	1.08899	1.064142	0.8670159	1.155906	1.428538	1.166192	1.121966	1.012944	1.030935	1.040912	1.037599	1.217659	0.968372	1.03132	0.8467139	0.9423684	1.032938	0.984552	0.987788	0.9103937	1.296826	1.058171	0.8123122	1.060713	0.6309423	0.6412281	0.8525695	0.7816858	0.8521073	0.7459743	0.6216195	0.8182063	0.531628	0.6639957	0.6569073	0.7465521	0.7641575	0.8287618	0.5632946	0.6299407	0.772363	0.6722398	0.8219431	0.8063025	0.8521073	0.7000154	0.9389398	1.009092	0.6757069	0.7729024	0.6689653	0.79332	0.7024039	0.8401264	0.621504	0.7614223
L4T1374	16.7839	0.8068702	0.99426	0.8290911	0.9132987	0.8387137	0.9181679	0.9374905	1.04361	0.8666154	0.8565677	0.8573793	1.080748	1.125537	1.490037	1.359649	1.109461	1.028306	1.127315	1.001641	1.106176	1.022432	1.168317	1.244835	1.26207	1.000095	1.073869	1.034915	0.8642194	0.8258449	0.8472929	0.8875997	0.8792524	0.8750787	0.8607414	1.089172	1.067029	0.876354	1.163294	1.442234	1.158965	1.130909	1.018027	1.022626	1.048518	1.025408	1.21245	0.9730439	1.04075	0.848375	0.9474609	1.024674	0.9963082	0.9816618	0.9102843	1.283132	1.08496	0.8154494	1.052807	0.6352861	0.6460294	0.8721803	0.7893253	0.8540558	0.746352	0.618746	0.820937	0.5380938	0.6582026	0.6601735	0.7524579	0.7608439	0.8241831	0.5725652	0.6486573	0.7721669	0.6648496	0.8146378	0.8263086	0.8428874	0.7087117	0.952562	1.033292	0.672424	0.774447	0.6505509	0.7850357	0.695727	0.8675043	0.6372184	0.7683024
L4T1375	16.50937	0.8116553	0.9863231	0.8171545	0.9085263	0.8486885	0.9261392	0.9416755	1.060043	0.8734928	0.8454582	0.8518804	1.078195	1.118843	1.511326	1.368346	1.118497	1.034855	1.150685	1.014127	1.090808	1.03324	1.155107	1.243941	1.267322	1.002321	1.092539	1.031855	0.8597255	0.8382669	0.8546877	0.9055652	0.8788766	0.8755694	0.849573	1.086924	1.078349	0.879415	1.153453	1.434414	1.163567	1.107229	1.022626	1.032432	1.052891	1.039123	1.205523	0.9644415	1.064197	0.848727	0.9522125	1.035124	0.9893227	0.9825928	0.9041423	1.315046	1.090078	0.8124629	1.067119	0.6392949	0.6468707	0.8854911	0.7793137	0.8468427	0.7714686	0.6169519	0.8258841	0.5309639	0.6726363	0.6714057	0.7507408	0.7668154	0.83819	0.5753808	0.6396794	0.7920042	0.6715211	0.8146549	0.8072713	0.8585718	0.7117847	0.9532892	1.028817	0.6712904	0.7858512	0.6547158	0.7926964	0.7033628	0.8483424	0.6399871	0.7718147
L4T1376	16.32823	0.8113917	0.9971168	0.8224069	0.9215442	0.8491976	0.9191838	0.9427093	1.047944	0.8867282	0.8378283	0.8685923	1.074696	1.123517	1.496698	1.352555	1.12033	1.040745	1.166948	1.017967	1.104161	1.031382	1.172023	1.253536	1.286857	1.015607	1.086655	1.040745	0.8763423	0.8245706	0.8424704	0.9030543	0.8796863	0.8770898	0.8594261	1.085042	1.075364	0.8804337	1.155422	1.433675	1.163644	1.125366	1.013561	1.02139	1.048574	1.040155	1.21097	0.9898782	1.056048	0.8577344	0.9572258	1.024655	0.9916878	0.9902716	0.9157219	1.305033	1.092163	0.8232331	1.074145	0.6329052	0.6432516	0.8813385	0.7926657	0.8687103	0.7622951	0.6246044	0.8204399	0.5338465	0.6540702	0.6618202	0.7731923	0.7547024	0.8332648	0.5742096	0.6389636	0.7822799	0.6798774	0.8171747	0.8063168	0.8470732	0.7111135	0.9472727	1.031697	0.6863292	0.7764182	0.6722847	0.8047432	0.7034815	0.8659959	0.6307021	0.7756314
L4T1377	16.13492	0.8044639	1.014571	0.8293413	0.9190129	0.8365989	0.9231659	0.9452612	1.052553	0.8838942	0.851356	0.8679275	1.088397	1.122226	1.500346	1.355517	1.114968	1.040699	1.162102	1.012233	1.12537	1.039408	1.188108	1.278586	1.280038	1.023684	1.089405	1.039449	0.8712741	0.8407519	0.8621215	0.9024011	0.8787736	0.8881278	0.8445823	1.088518	1.06731	0.8838136	1.161417	1.434423	1.190729	1.134805	1.009209	1.025054	1.05477	1.04965	1.224679	0.992234	1.058601	0.8529688	0.9528817	1.035417	0.9943709	0.9948951	0.9052638	1.310842	1.098921	0.822245	1.068963	0.6257658	0.6391521	0.8953048	0.7964806	0.8680082	0.7634585	0.6233466	0.8185759	0.5404085	0.657296	0.6646343	0.7526124	0.7636601	0.8286962	0.5682292	0.636249	0.7811993	0.6695533	0.8321637	0.7951097	0.856517	0.7112845	0.9672759	1.039529	0.6758432	0.7853119	0.6731015	0.7832959	0.7059622	0.8505899	0.6449178	0.7628537
L4T1378	15.81702	0.8141977	0.9923663	0.8423598	0.9108767	0.8444124	0.9116156	0.9486862	1.058051	0.891623	0.8550861	0.8614903	1.083996	1.126814	1.494194	1.358474	1.116674	1.055998	1.162078	1.037155	1.115155	1.044626	1.201037	1.277272	1.298414	1.018188	1.119178	1.038017	0.8685514	0.8431398	0.8590682	0.9109588	0.9000798	0.8867377	0.856564	1.0865	1.080588	0.8890367	1.176611	1.433929	1.189296	1.144959	1.019748	1.029437	1.062197	1.048896	1.224889	1.004928	1.065727	0.8621061	0.966421	1.033049	0.9972926	1.009978	0.9250399	1.327233	1.107026	0.8363661	1.079028	0.6395185	0.6460049	0.8917462	0.7969555	0.8641588	0.7578323	0.6233848	0.8239271	0.5207942	0.6616459	0.6781902	0.7638671	0.7604597	0.8348472	0.5684564	0.6251501	0.7763881	0.6906702	0.8109134	0.8150598	0.8522124	0.6988807	0.963342	1.037319	0.6775333	0.7728987	0.6604964	0.7874724	0.7155481	0.8547166	0.6311027	0.7780713
L4T1401	18.21996	0.8002419	0.9674075	0.7901741	0.8869979	0.8174203	0.8911513	0.9269037	1.033729	0.8378218	0.8594526	0.8427061	1.055692	1.08666	1.450762	1.32852	1.115567	1.031735	1.126864	1.004722	1.097724	1.015753	1.176838	1.220831	1.266817	0.9738868	1.09696	1.004655	0.8237999	0.8096119	0.8336019	0.8754016	0.8347649	0.841078	0.8373566	1.071973	1.032666	0.843703	1.143445	1.386468	1.155839	1.103705	0.9980761	1.000435	1.041471	1.027416	1.181324	0.9749833	1.046521	0.8341003	0.9439492	1.026087	0.9858818	0.9845859	0.9060703	1.29629	1.083337	0.8053589	1.053499	0.6216129	0.6152998	0.8482883	0.7643234	0.8133334	0.7537239	0.6191209	0.8083493	0.5251878	0.6495901	0.6368642	0.7364791	0.7427258	0.8023684	0.5595114	0.6175592	0.7615655	0.6613193	0.7954904	0.7847581	0.8194139	0.6942806	0.9216538	0.9941554	0.6644094	0.7595054	0.6577972	0.7740257	0.6875687	0.8298473	0.6272283	0.7418951
L4T1402	18.04803	0.7907722	0.9774209	0.7907722	0.8936221	0.8262662	0.8987069	0.9351583	1.03715	0.8547604	0.854034	0.8528454	1.064885	1.101237	1.46453	1.327342	1.119232	1.025164	1.118967	1.008358	1.095789	1.003175	1.173513	1.222015	1.259028	0.9788076	1.103548	1.012519	0.8312849	0.8228654	0.8294689	0.8822641	0.8372611	0.8437325	0.8452513	1.077728	1.035334	0.8559821	1.125736	1.388655	1.133528	1.114939	0.9967032	1.012023	1.043621	1.001986	1.178036	0.9613743	1.042367	0.8387468	0.9279935	1.026782	0.9759681	0.9854442	0.8958343	1.277353	1.067691	0.8107809	1.061121	0.6271369	0.6250237	0.8678024	0.7778293	0.8354451	0.7573254	0.6205994	0.8094932	0.5161976	0.6557962	0.6433155	0.7450428	0.7402553	0.7961211	0.554267	0.6209956	0.7564669	0.6694324	0.8039793	0.7919609	0.8192334	0.6783472	0.9354885	1.000533	0.6733946	0.7623771	0.6693004	0.7886591	0.6896062	0.8392421	0.6209626	0.7428637
L4T1403	17.09999	0.8042635	0.9817196	0.8126551	0.9076935	0.8364647	0.9077934	0.9326353	1.042892	0.8686325	0.8759585	0.8548463	1.077657	1.105829	1.482986	1.344824	1.122279	1.036298	1.138796	1.018783	1.106961	1.032236	1.170964	1.232969	1.270132	0.9907772	1.104064	1.025809	0.8585093	0.8303707	0.8412266	0.8872473	0.8391953	0.8681996	0.8497181	1.076991	1.037198	0.8587757	1.150618	1.414054	1.149052	1.112189	1.010691	1.019182	1.045689	1.037697	1.201334	0.9706973	1.046788	0.8472872	0.9633046	1.038696	0.9917762	0.9787559	0.9068943	1.308427	1.090677	0.8139205	1.065736	0.6320688	0.6331011	0.8610734	0.7789221	0.8363981	0.7603407	0.6174167	0.8176501	0.5174832	0.6676	0.6646696	0.7584426	0.7479863	0.8162515	0.5628712	0.6400608	0.7717626	0.6783226	0.8232445	0.7926417	0.8246431	0.6981694	0.9309703	1.017584	0.6781561	0.7730613	0.6707968	0.783351	0.691909	0.8599745	0.6367308	0.7585425
L4T1404	16.93754	0.8100129	0.9891389	0.807915	0.9084506	0.8320915	0.9088169	0.9412188	1.044452	0.8559683	0.8713533	0.8579996	1.073723	1.103994	1.491784	1.350088	1.124574	1.045184	1.126605	1.030099	1.125273	1.023839	1.183716	1.240961	1.27929	0.9844434	1.116116	1.011351	0.8596647	0.8400171	0.843547	0.9094164	0.8461445	0.8648596	0.8451455	1.087144	1.052244	0.8642602	1.146686	1.405867	1.161438	1.138694	1.015214	1.023139	1.041854	1.030432	1.203164	0.986941	1.051778	0.8471102	0.9473795	1.045384	0.9780164	0.9843102	0.9128464	1.309361	1.088642	0.8090805	1.068595	0.6317195	0.6317528	0.8514727	0.7831724	0.8534041	0.7629254	0.6266578	0.8234998	0.5314836	0.6533984	0.6571948	0.7530683	0.7500712	0.808914	0.5745084	0.6365482	0.7625923	0.6694828	0.8153744	0.7967591	0.8383521	0.7035497	0.9403863	1.025703	0.6883312	0.7745474	0.6532319	0.7785102	0.6928601	0.8430142	0.6351828	0.7679538
L4T1405	17.31172	0.8140424	0.9843305	0.8007072	0.9127032	0.8267835	0.9087752	0.9269296	1.037044	0.8536189	0.8633893	0.8644125	1.066322	1.104744	1.488791	1.331871	1.121347	1.036384	1.133857	1.026845	1.117815	1.009119	1.165709	1.243146	1.267374	0.9854197	1.111906	1.023247	0.8492949	0.8116658	0.8446078	0.8920402	0.8495259	0.8515724	0.8494929	1.071769	1.046385	0.862036	1.15518	1.404654	1.146367	1.121413	0.9969065	1.022323	1.044966	1.037176	1.194327	0.9713253	1.052426	0.8386003	0.9444568	1.035361	0.9817228	0.9793132	0.9113829	1.29477	1.082727	0.8048001	1.0584	0.6307822	0.6372517	0.8502851	0.7730135	0.8449048	0.7664779	0.6262271	0.820908	0.5254538	0.6481444	0.6415428	0.7508321	0.7423821	0.8196867	0.572061	0.6227282	0.7781627	0.6711509	0.8098504	0.7944026	0.8326919	0.6997688	0.9384494	1.009384	0.6825717	0.7776346	0.6546139	0.8027537	0.6908237	0.8545762	0.6321355	0.7530107
L4T1406	16.94698	0.8154022	1.001131	0.8109029	0.9183241	0.8404793	0.9043299	0.9510434	1.044901	0.8696587	0.8664166	0.8614872	1.078679	1.107593	1.483683	1.327729	1.11689	1.014894	1.124631	1.024554	1.123572	1.015688	1.165654	1.230497	1.261893	0.9965329	1.10799	1.024753	0.8622481	0.8264851	0.8463681	0.8849432	0.8492133	0.8535141	0.847493	1.099256	1.05552	0.8675414	1.153744	1.406103	1.15477	1.132836	1.007748	1.026275	1.059623	1.020187	1.204262	0.9635158	1.051087	0.8525216	0.9509442	1.049929	0.9809838	0.9777416	0.9015509	1.299046	1.078579	0.8206625	1.068787	0.6316911	0.6373152	0.8739595	0.7705083	0.8361785	0.7805987	0.6261331	0.8254595	0.5246007	0.6634179	0.6517726	0.7627006	0.7443395	0.8245332	0.5733984	0.6390356	0.7906229	0.6804227	0.8217211	0.8041208	0.8341935	0.7025553	0.9476028	1.018004	0.6782392	0.7682586	0.6612013	0.7980997	0.687701	0.8513968	0.6401935	0.7602525
L4T1407	16.83915	0.8187639	0.98586	0.7945702	0.925841	0.8360784	0.8996533	0.9618657	1.038069	0.8537584	0.8750276	0.8586769	1.066982	1.107161	1.490338	1.358669	1.129726	1.044616	1.139065	1.016169	1.119856	1.023546	1.177183	1.243682	1.266081	1.001712	1.103439	1.036507	0.858411	0.8304288	0.8485076	0.8886199	0.8516979	0.8625319	0.8655229	1.090245	1.061931	0.8592419	1.142155	1.413271	1.146941	1.125472	0.9872225	1.021519	1.062928	1.038102	1.194597	0.968047	1.049701	0.8331206	0.9553852	1.046278	0.9909114	0.9849627	0.906167	1.306792	1.088816	0.822054	1.067015	0.6356495	0.6404019	0.857979	0.7870928	0.8505348	0.7642284	0.6236192	0.8288668	0.5251827	0.6635654	0.6482117	0.7512343	0.755621	0.8238818	0.5759297	0.6343202	0.7756274	0.678919	0.82448	0.8000205	0.841728	0.7005206	0.9453488	1.019658	0.6923785	0.7689808	0.6622028	0.8005854	0.6824418	0.8631634	0.6344864	0.7625003
L4T1408	16.99806	0.8154397	0.9923136	0.7925751	0.9176089	0.8331003	0.9197913	0.9414473	1.046	0.8624785	0.8661046	0.8621092	1.079643	1.101231	1.486876	1.340522	1.118422	1.041904	1.121679	1.014137	1.113184	1.005945	1.160962	1.228817	1.268066	0.9836848	1.115098	1.030724	0.8549913	0.8249415	0.8364242	0.8982361	0.8393788	0.8640901	0.8608669	1.094349	1.061982	0.8581138	1.150721	1.407705	1.153777	1.120806	0.9931194	1.023606	1.045665	1.036633	1.210519	0.9690796	1.050567	0.8389423	0.9523256	1.039621	0.9930187	0.9807302	0.9118676	1.29872	1.086928	0.813761	1.060841	0.6326566	0.6339996	0.8684549	0.7825025	0.8592553	0.7697775	0.6171785	0.8208453	0.5323005	0.6630085	0.6560921	0.7651442	0.7585634	0.8126194	0.5775262	0.6389352	0.7654128	0.6776473	0.8021776	0.8001966	0.84324	0.6990347	0.9449391	1.021457	0.6796954	0.78586	0.6661646	0.777802	0.6972552	0.852641	0.629467	0.7779027
L4T1409	16.45553	0.8144813	0.9831239	0.8121855	0.9181315	0.8458465	0.921609	0.9506446	1.04447	0.8610733	0.8725524	0.8641119	1.075734	1.112737	1.498742	1.350019	1.138532	1.038156	1.13421	1.021545	1.122798	1.019047	1.162469	1.244883	1.276214	0.9945356	1.103351	1.031404	0.8743418	0.8486825	0.8406133	0.896051	0.8512822	0.8737004	0.8608369	1.096126	1.062904	0.8748483	1.163651	1.42362	1.153725	1.131003	0.9897413	1.026981	1.063005	1.044538	1.20295	0.9644534	1.061993	0.8440571	0.9491928	1.047374	1.010978	0.984812	0.908543	1.301165	1.09275	0.8205248	1.06206	0.636993	0.6467841	0.8676907	0.7892609	0.8563465	0.7788621	0.6283499	0.8262981	0.531182	0.6712955	0.6566089	0.759989	0.7547558	0.8165746	0.5764235	0.6436779	0.7803139	0.6878728	0.8397693	0.8087417	0.840377	0.7080964	0.9528054	1.019959	0.6853068	0.7907464	0.6706202	0.807425	0.6981027	0.8650235	0.6471217	0.761981
L4T1410	16.34886	0.815689	1.009485	0.8105336	0.9163864	0.8454161	0.928304	0.9514363	1.043329	0.8603801	0.8801313	0.8689166	1.085878	1.118015	1.497907	1.361222	1.137599	1.042459	1.13154	1.020766	1.119756	1.033019	1.16361	1.242046	1.238163	0.9954244	1.109914	1.034692	0.8559278	0.8259997	0.8498685	0.9061425	0.845617	0.8567981	0.8625226	1.109713	1.07858	0.8652008	1.157183	1.432728	1.146872	1.129096	1.016883	1.035964	1.053071	1.037571	1.206393	0.9736647	1.070814	0.8426041	0.9573281	1.041622	0.9813643	1.008212	0.9052052	1.309233	1.084907	0.8271045	1.080187	0.6398368	0.6511184	0.8683475	0.7796682	0.8618866	0.7817103	0.6312668	0.8254641	0.5324776	0.6770962	0.6589184	0.7704287	0.7544939	0.8281088	0.5757627	0.6442222	0.7785635	0.6833898	0.8281757	0.8206435	0.8407964	0.7022705	0.9522062	1.016749	0.6888129	0.789209	0.6706352	0.8095962	0.7074594	0.8561286	0.6404059	0.7688888
L4T1411	16.91706	0.8185109	1.00709	0.8157735	0.908711	0.8415449	0.91255	0.9373867	1.034731	0.8642118	0.8720233	0.8567674	1.076192	1.110309	1.500286	1.341017	1.125198	1.028989	1.121492	1.0142	1.116051	1.020844	1.163621	1.234159	1.263803	0.9940372	1.100828	1.027253	0.863878	0.8248536	0.8390412	0.879234	0.8454173	0.8625427	0.8557993	1.100328	1.067412	0.8648794	1.160183	1.407449	1.150669	1.122794	1.012264	1.012898	1.065944	1.023781	1.185086	0.9738406	1.050588	0.8452504	0.9524089	1.035298	0.9864259	0.9916002	0.893889	1.304697	1.071385	0.8163744	1.058165	0.6397464	0.6464897	0.8612073	0.7879657	0.8550315	0.7802209	0.6281626	0.8242527	0.5293498	0.6675542	0.6566047	0.7519123	0.7534813	0.8100984	0.5742829	0.6377101	0.7732439	0.6821091	0.8115339	0.8037891	0.8361369	0.709316	0.9433288	1.01143	0.6726951	0.768804	0.6658183	0.8048239	0.6992344	0.8602726	0.6313006	0.773077
L4T1412	16.81659	0.8209281	0.9938364	0.8169664	0.9015068	0.8387226	0.9139964	0.9505254	1.04121	0.8762252	0.8534282	0.8736064	1.081331	1.110138	1.490167	1.34197	1.119774	1.046582	1.10114	1.014216	1.101745	1.006595	1.167987	1.247625	1.258235	0.99387	1.113193	1.020327	0.8681338	0.8130046	0.8407035	0.88153	0.8450682	0.8780718	0.8537975	1.092008	1.05746	0.8624597	1.167685	1.431781	1.157075	1.115443	1.011329	1.017036	1.051114	1.02543	1.200084	0.9671112	1.034864	0.8595723	0.9512976	1.019084	0.9829583	0.9860807	0.9013389	1.305206	1.092075	0.8229426	1.071528	0.6333814	0.6375447	0.8613517	0.7845335	0.8550398	0.7754348	0.6262301	0.8257629	0.5251375	0.6627255	0.6558427	0.7617364	0.75388	0.8106544	0.5729811	0.6324749	0.7771471	0.6805871	0.8197866	0.807532	0.8444974	0.710569	0.9548901	1.036073	0.6816615	0.7864808	0.6660829	0.7986347	0.705365	0.8631648	0.6431852	0.773924
L4T1413	16.9908	0.8183546	0.9971066	0.8082245	0.9021792	0.8470005	0.920695	0.9408881	1.046449	0.8511263	0.8655164	0.8611558	1.087002	1.113133	1.480934	1.34287	1.121854	1.02582	1.128294	1.024377	1.111422	1.015253	1.157678	1.222282	1.256262	0.9990521	1.103741	1.03122	0.8603507	0.8200318	0.837709	0.8841329	0.8480739	0.8546148	0.8625311	1.078114	1.062013	0.8648791	1.161368	1.408146	1.153653	1.112126	1.009283	1.021056	1.046516	1.029979	1.195582	0.9689973	1.051212	0.851227	0.9502466	1.034272	0.9784901	0.9927459	0.9037222	1.30453	1.08452	0.8231177	1.048763	0.6427892	0.638697	0.8746402	0.779109	0.8453905	0.7648531	0.6227304	0.8173818	0.5372286	0.6627475	0.6585881	0.7599893	0.7558971	0.8294239	0.5631576	0.6415481	0.7700859	0.6711668	0.8190255	0.8021532	0.8433779	0.7109827	0.9398147	1.015991	0.6829741	0.7749496	0.6753262	0.7845765	0.6938756	0.8557553	0.6358122	0.7572723
