SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
7	1103	16123	16123
8	1103	17801	17801
9	1103	14636	14636
10	1103	14640	14640
11	1103	14826	14826
12	1103	17704	17704
13	1103	18291	18291
14	1103	24707	24707
15	1103	22691	22691
16	1103	18575	18575
17	1103	18497	18497
18	1103	20168	20168
19	1103	17635	17635
20	1103	19468	19468
21	1103	18438	18438
22	1103	21367	21367
23	1103	22156	22156
24	1103	22885	22885
25	1103	17282	17282
26	1103	19235	19235
27	1103	17427	17427
28	1103	14254	14254
29	1103	14429	14429
30	1103	14843	14843
31	1103	15414	15414
32	1103	14711	14711
33	1103	14289	14289
34	1103	14148	14148
35	1103	18038	18038
36	1103	17631	17631
37	1103	14827	14827
38	1103	19270	19270
39	1103	23243	23243
40	1103	19900	19900
41	1103	19417	19417
42	1103	17465	17465
43	1103	17158	17158
44	1103	17728	17728
45	1103	17719	17719
46	1103	20344	20344
47	1103	17273	17273
48	1103	17827	17827
49	1103	14137	14137
50	1103	15927	15927
51	1103	17583	17583
52	1103	17136	17136
53	1103	16904	16904
54	1103	15641	15641
55	1103	22562	22562
56	1103	19770	19770
57	1103	13649	13649
58	1103	17954	17954
59	1103	10367	10367
60	1103	10158	10158
61	1103	14320	14320
62	1103	13168	13168
63	1103	14158	14158
64	1103	12211	12211
65	1103	10343	10343
66	1103	13448	13448
67	1103	8622	8622
68	1103	10841	10841
69	1103	11054	11054
70	1103	12422	12422
71	1103	12413	12413
72	1103	13888	13888
73	1103	9271	9271
74	1103	10364	10364
75	1103	12651	12651
76	1103	11092	11092
77	1103	13306	13306
78	1103	13101	13101
79	1103	13614	13614
80	1103	11268	11268
81	1103	15537	15537
82	1103	17077	17077
83	1103	11095	11095
84	1103	12773	12773
85	1103	10824	10824
86	1103	12337	12337
87	1103	11554	11554
88	1103	13644	13644
89	1103	10168	10168
90	1103	12459	12459
0	1104	2678063	343675
1	1104	13400	13400
2	1104	16812	16812
3	1104	13500	13500
4	1104	15414	15414
5	1104	13850	13850
6	1104	15335	15335
7	1104	16293	16293
8	1104	17873	17873
9	1104	14907	14907
10	1104	14640	14640
11	1104	14979	14979
12	1104	17768	17768
13	1104	18385	18385
14	1104	24890	24890
15	1104	22242	22242
16	1104	18775	18775
17	1104	18412	18412
18	1104	20228	20228
19	1104	17750	17750
20	1104	19393	19393
21	1104	18491	18491
22	1104	21517	21517
23	1104	22557	22557
24	1104	23075	23075
25	1104	17602	17602
26	1104	19525	19525
27	1104	17560	17560
28	1104	14375	14375
29	1104	14363	14363
30	1104	15084	15084
31	1104	15727	15727
32	1104	14672	14672
33	1104	14641	14641
34	1104	14105	14105
35	1104	18200	18200
36	1104	17360	17360
37	1104	14695	14695
38	1104	19584	19584
39	1104	23106	23106
40	1104	20462	20462
41	1104	19689	19689
42	1104	17238	17238
43	1104	17325	17325
44	1104	18192	18192
45	1104	18059	18059
46	1104	20540	20540
47	1104	17356	17356
48	1104	17949	17949
49	1104	14341	14341
50	1104	16422	16422
51	1104	17702	17702
52	1104	17429	17429
53	1104	16915	16915
54	1104	15866	15866
55	1104	22767	22767
56	1104	19340	19340
57	1104	13742	13742
58	1104	18212	18212
59	1104	10430	10430
60	1104	10329	10329
61	1104	14280	14280
62	1104	13102	13102
63	1104	14214	14214
64	1104	12406	12406
65	1104	10365	10365
66	1104	13739	13739
67	1104	8843	8843
68	1104	10844	10844
69	1104	11073	11073
70	1104	12407	12407
71	1104	12592	12592
72	1104	14051	14051
73	1104	9567	9567
74	1104	10350	10350
75	1104	12865	12865
76	1104	11194	11194
77	1104	13416	13416
78	1104	13302	13302
79	1104	13716	13716
80	1104	11483	11483
81	1104	15563	15563
82	1104	16900	16900
83	1104	11399	11399
84	1104	12618	12618
85	1104	10795	10795
86	1104	12445	12445
87	1104	11580	11580
88	1104	14010	14010
89	1104	10356	10356
90	1104	12976	12976
0	1105	2656470	325392
1	1105	13883	13883
2	1105	17154	17154
3	1105	13929	13929
4	1105	15698	15698
5	1105	14203	14203
6	1105	15379	15379
7	1105	16280	16280
8	1105	18261	18261
9	1105	15164	15164
10	1105	14667	14667
11	1105	15401	15401
12	1105	18060	18060
13	1105	18652	18652
14	1105	25656	25656
15	1105	22821	22821
16	1105	19250	19250
17	1105	18537	18537
18	1105	20631	20631
19	1105	17703	17703
20	1105	19829	19829
21	1105	18452	18452
22	1105	21843	21843
23	1105	22592	22592
24	1105	23577	23577
25	1105	17769	17769
26	1105	19941	19941
27	1105	17662	17662
28	1105	14681	14681
29	1105	14565	14565
30	1105	15221	15221
31	1105	15770	15770
32	1105	14789	14789
33	1105	14783	14783
34	1105	14505	14505
35	1105	18339	18339
36	1105	17900	17900
37	1105	15164	15164
38	1105	19499	19499
39	1105	23487	23487
40	1105	20871	20871
41	1105	19947	19947
42	1105	17432	17432
43	1105	17378	17378
44	1105	18007	18007
45	1105	18251	18251
46	1105	20993	20993
47	1105	17543	17543
48	1105	18166	18166
49	1105	14485	14485
50	1105	16658	16658
51	1105	18120	18120
52	1105	17443	17443
53	1105	17065	17065
54	1105	16131	16131
55	1105	22726	22726
56	1105	20261	20261
57	1105	14050	14050
58	1105	18420	18420
59	1105	10652	10652
60	1105	10620	10620
61	1105	14475	14475
62	1105	13585	13585
63	1105	14569	14569
64	1105	12674	12674
65	1105	10441	10441
66	1105	14027	14027
67	1105	8935	8935
68	1105	10873	10873
69	1105	11392	11392
70	1105	12560	12560
71	1105	12784	12784
72	1105	13957	13957
73	1105	9366	9366
74	1105	10387	10387
75	1105	13000	13000
76	1105	11350	11350
77	1105	13783	13783
78	1105	13593	13593
79	1105	14021	14021
80	1105	11524	11524
81	1105	15990	15990
82	1105	17538	17538
83	1105	11411	11411
84	1105	12946	12946
85	1105	11195	11195
86	1105	12594	12594
87	1105	11658	11658
88	1105	14285	14285
89	1105	10530	10530
90	1105	13075	13075
0	1106	2682953	297908
1	1106	13425	13425
2	1106	16763	16763
3	1106	13644	13644
4	1106	15065	15065
5	1106	13813	13813
6	1106	15075	15075
7	1106	16195	16195
8	1106	17650	17650
9	1106	14687	14687
10	1106	14580	14580
11	1106	14624	14624
12	1106	17604	17604
13	1106	18096	18096
14	1106	24788	24788
15	1106	22490	22490
16	1106	19119	19119
17	1106	18113	18113
18	1106	20134	20134
19	1106	17512	17512
20	1106	19396	19396
21	1106	18467	18467
22	1106	21501	21501
23	1106	22388	22388
24	1106	22753	22753
25	1106	17171	17171
26	1106	19556	19556
27	1106	17455	17455
28	1106	14373	14373
29	1106	14252	14252
30	1106	15215	15215
31	1106	15392	15392
32	1106	14554	14554
33	1106	14553	14553
34	1106	14018	14018
35	1106	17948	17948
36	1106	17181	17181
37	1106	14813	14813
38	1106	19532	19532
39	1106	23496	23496
40	1106	20484	20484
41	1106	19569	19569
42	1106	17300	17300
43	1106	17198	17198
44	1106	18217	18217
45	1106	17565	17565
46	1106	20632	20632
47	1106	17276	17276
48	1106	17749	17749
49	1106	14205	14205
50	1106	16326	16326
51	1106	17778	17778
52	1106	17046	17046
53	1106	16865	16865
54	1106	15735	15735
55	1106	22543	22543
56	1106	19912	19912
57	1106	13985	13985
58	1106	17973	17973
59	1106	10674	10674
60	1106	10347	10347
61	1106	14206	14206
62	1106	13250	13250
63	1106	14161	14161
64	1106	12424	12424
65	1106	10314	10314
66	1106	13564	13564
67	1106	8856	8856
68	1106	10841	10841
69	1106	11016	11016
70	1106	12517	12517
71	1106	12476	12476
72	1106	13935	13935
73	1106	9450	9450
74	1106	10426	10426
75	1106	12876	12876
76	1106	11163	11163
77	1106	13722	13722
78	1106	13353	13353
79	1106	14013	14013
80	1106	11485	11485
81	1106	15711	15711
82	1106	17004	17004
83	1106	11350	11350
84	1106	12591	12591
85	1106	10762	10762
86	1106	12421	12421
87	1106	11697	11697
88	1106	13697	13697
89	1106	10317	10317
90	1106	12583	12583
0	1107	2642616	340670
1	1107	13948	13948
2	1107	17132	17132
3	1107	13953	13953
4	1107	15680	15680
5	1107	14235	14235
6	1107	15749	15749
7	1107	16542	16542
8	1107	18195	18195
9	1107	15356	15356
10	1107	15091	15091
11	1107	14979	14979
12	1107	18255	18255
13	1107	18817	18817
14	1107	25580	25580
15	1107	23134	23134
16	1107	19407	19407
17	1107	18613	18613
18	1107	20588	20588
19	1107	18172	18172
20	1107	19889	19889
21	1107	18943	18943
22	1107	22044	22044
23	1107	22874	22874
24	1107	23443	23443
25	1107	17779	17779
26	1107	19730	19730
27	1107	18210	18210
28	1107	14917	14917
29	1107	14853	14853
30	1107	15523	15523
31	1107	15928	15928
32	1107	15330	15330
33	1107	14718	14718
34	1107	14866	14866
35	1107	18592	18592
36	1107	17973	17973
37	1107	15349	15349
38	1107	19383	19383
39	1107	23955	23955
40	1107	21238	21238
41	1107	19877	19877
42	1107	18006	18006
43	1107	17802	17802
44	1107	18540	18540
45	1107	18221	18221
46	1107	21034	21034
47	1107	17793	17793
48	1107	18651	18651
49	1107	14507	14507
50	1107	16716	16716
51	1107	18046	18046
52	1107	17635	17635
53	1107	17086	17086
54	1107	16230	16230
55	1107	23280	23280
56	1107	20010	20010
57	1107	13892	13892
58	1107	18792	18792
59	1107	10930	10930
60	1107	10728	10728
61	1107	14816	14816
62	1107	13577	13577
63	1107	14643	14643
64	1107	12963	12963
65	1107	10658	10658
66	1107	14050	14050
67	1107	9035	9035
68	1107	11051	11051
69	1107	11258	11258
70	1107	12817	12817
71	1107	12588	12588
72	1107	14040	14040
73	1107	9681	9681
74	1107	10744	10744
75	1107	13266	13266
76	1107	11364	11364
77	1107	13657	13657
78	1107	13802	13802
79	1107	13952	13952
80	1107	12098	12098
81	1107	16236	16236
82	1107	17640	17640
83	1107	11456	11456
84	1107	12983	12983
85	1107	11041	11041
86	1107	12877	12877
87	1107	12036	12036
88	1107	14201	14201
89	1107	10790	10790
90	1107	13229	13229
0	1108	2634315	344348
1	1108	13974	13974
2	1108	17195	17195
3	1108	14050	14050
4	1108	15914	15914
5	1108	14263	14263
6	1108	15834	15834
7	1108	16876	16876
8	1108	18452	18452
9	1108	15445	15445
10	1108	15301	15301
11	1108	15517	15517
12	1108	18333	18333
13	1108	19207	19207
14	1108	25896	25896
15	1108	23315	23315
16	1108	19799	19799
17	1108	18723	18723
18	1108	20766	20766
19	1108	18037	18037
20	1108	19894	19894
21	1108	18949	18949
22	1108	22020	22020
23	1108	22931	22931
24	1108	23663	23663
25	1108	17483	17483
26	1108	19993	19993
27	1108	18303	18303
28	1108	14779	14779
29	1108	14866	14866
30	1108	15556	15556
31	1108	16087	16087
32	1108	15611	15611
33	1108	15032	15032
34	1108	14526	14526
35	1108	18761	18761
36	1108	17742	17742
37	1108	15169	15169
38	1108	20043	20043
39	1108	24206	24206
40	1108	20952	20952
41	1108	20157	20157
42	1108	17822	17822
43	1108	17974	17974
44	1108	18547	18547
45	1108	18204	18204
46	1108	21251	21251
47	1108	17904	17904
48	1108	18548	18548
49	1108	14660	14660
50	1108	16633	16633
51	1108	18315	18315
52	1108	18017	18017
53	1108	17234	17234
54	1108	15805	15805
55	1108	23319	23319
56	1108	20160	20160
57	1108	14233	14233
58	1108	18902	18902
59	1108	10965	10965
60	1108	10695	10695
61	1108	14879	14879
62	1108	13677	13677
63	1108	14708	14708
64	1108	12855	12855
65	1108	10654	10654
66	1108	13935	13935
67	1108	8934	8934
68	1108	11126	11126
69	1108	11653	11653
70	1108	12970	12970
71	1108	12882	12882
72	1108	14297	14297
73	1108	9711	9711
74	1108	10628	10628
75	1108	13432	13432
76	1108	11633	11633
77	1108	13990	13990
78	1108	13742	13742
79	1108	14491	14491
80	1108	11850	11850
81	1108	16184	16184
82	1108	17384	17384
83	1108	11708	11708
84	1108	13026	13026
85	1108	11252	11252
86	1108	12823	12823
87	1108	11867	11867
88	1108	14471	14471
89	1108	10771	10771
90	1108	13248	13248
0	1109	2624778	336156
1	1109	14009	14009
2	1109	17527	17527
3	1109	14249	14249
4	1109	15877	15877
5	1109	14373	14373
6	1109	15880	15880
7	1109	16796	16796
8	1109	18901	18901
9	1109	15517	15517
10	1109	15287	15287
11	1109	15459	15459
12	1109	18530	18530
13	1109	19076	19076
14	1109	25682	25682
15	1109	23393	23393
16	1109	19685	19685
17	1109	19054	19054
18	1109	21180	21180
19	1109	18339	18339
20	1109	19882	19882
21	1109	19230	19230
22	1109	22207	22207
23	1109	22855	22855
24	1109	23964	23964
25	1109	18004	18004
26	1109	20277	20277
27	1109	18242	18242
28	1109	15004	15004
29	1109	15083	15083
30	1109	15423	15423
31	1109	16284	16284
32	1109	15202	15202
33	1109	14990	14990
34	1109	14570	14570
35	1109	18673	18673
36	1109	18133	18133
37	1109	15620	15620
38	1109	19935	19935
39	1109	24422	24422
40	1109	21047	21047
41	1109	20252	20252
42	1109	17970	17970
43	1109	18001	18001
44	1109	18597	18597
45	1109	18176	18176
46	1109	21285	21285
47	1109	18209	18209
48	1109	18355	18355
49	1109	14882	14882
50	1109	16937	16937
51	1109	18215	18215
52	1109	17956	17956
53	1109	17246	17246
54	1109	16476	16476
55	1109	23447	23447
56	1109	20443	20443
57	1109	14305	14305
58	1109	18806	18806
59	1109	11092	11092
60	1109	10756	10756
61	1109	14621	14621
62	1109	13839	13839
63	1109	14754	14754
64	1109	12878	12878
65	1109	10587	10587
66	1109	14164	14164
67	1109	9235	9235
68	1109	11424	11424
69	1109	11657	11657
70	1109	12968	12968
71	1109	13194	13194
72	1109	14479	14479
73	1109	9677	9677
74	1109	10762	10762
75	1109	13421	13421
76	1109	11517	11517
77	1109	14275	14275
78	1109	14057	14057
79	1109	14451	14451
80	1109	11922	11922
81	1109	16378	16378
82	1109	17669	17669
83	1109	11722	11722
84	1109	13278	13278
85	1109	11304	11304
86	1109	13291	13291
87	1109	12011	12011
88	1109	14346	14346
89	1109	10782	10782
90	1109	13196	13196
0	1110	2605517	339249
1	1110	14075	14075
2	1110	17543	17543
3	1110	14503	14503
4	1110	16267	16267
5	1110	14477	14477
6	1110	16031	16031
7	1110	17004	17004
8	1110	18714	18714
9	1110	15573	15573
10	1110	15408	15408
11	1110	15758	15758
12	1110	18705	18705
13	1110	19553	19553
14	1110	26043	26043
15	1110	23704	23704
16	1110	20210	20210
17	1110	19185	19185
18	1110	21348	21348
19	1110	18592	18592
20	1110	20489	20489
21	1110	19696	19696
22	1110	22716	22716
23	1110	23450	23450
24	1110	23881	23881
25	1110	18135	18135
26	1110	20654	20654
27	1110	18472	18472
28	1110	15255	15255
29	1110	15059	15059
30	1110	15693	15693
31	1110	16164	16164
32	1110	15642	15642
33	1110	15375	15375
34	1110	14889	14889
35	1110	18790	18790
36	1110	18601	18601
37	1110	15701	15701
38	1110	20053	20053
39	1110	24587	24587
40	1110	21394	21394
41	1110	20441	20441
42	1110	18224	18224
43	1110	18173	18173
44	1110	19002	19002
45	1110	18767	18767
46	1110	21619	21619
47	1110	18116	18116
48	1110	18787	18787
49	1110	14958	14958
50	1110	17009	17009
51	1110	18684	18684
52	1110	18259	18259
53	1110	17632	17632
54	1110	16311	16311
55	1110	23595	23595
56	1110	20415	20415
57	1110	14508	14508
58	1110	19200	19200
59	1110	11043	11043
60	1110	10988	10988
61	1110	15265	15265
62	1110	13959	13959
63	1110	15053	15053
64	1110	13106	13106
65	1110	10844	10844
66	1110	14276	14276
67	1110	9092	9092
68	1110	11450	11450
69	1110	11795	11795
70	1110	13257	13257
71	1110	13237	13237
72	1110	14376	14376
73	1110	9955	9955
74	1110	10945	10945
75	1110	13835	13835
76	1110	11985	11985
77	1110	14356	14356
78	1110	14134	14134
79	1110	14672	14672
80	1110	12107	12107
81	1110	16687	16687
82	1110	17596	17596
83	1110	11838	11838
84	1110	13336	13336
85	1110	11488	11488
86	1110	13133	13133
87	1110	12096	12096
88	1110	14905	14905
89	1110	11095	11095
90	1110	13394	13394
0	1111	2587885	347192
1	1111	14610	14610
2	1111	17887	17887
3	1111	14722	14722
4	1111	16491	16491
5	1111	15094	15094
6	1111	16488	16488
7	1111	17445	17445
8	1111	18867	18867
9	1111	15680	15680
10	1111	15512	15512
11	1111	15813	15813
12	1111	18860	18860
13	1111	19521	19521
14	1111	26501	26501
15	1111	24025	24025
16	1111	19949	19949
17	1111	19302	19302
18	1111	21449	21449
19	1111	18824	18824
20	1111	20222	20222
21	1111	19691	19691
22	1111	22708	22708
23	1111	23599	23599
24	1111	24332	24332
25	1111	18290	18290
26	1111	20659	20659
27	1111	18621	18621
28	1111	15351	15351
29	1111	15518	15518
30	1111	15955	15955
31	1111	16263	16263
32	1111	15756	15756
33	1111	15485	15485
34	1111	15119	15119
35	1111	19234	19234
36	1111	18629	18629
37	1111	15936	15936
38	1111	20831	20831
39	1111	24994	24994
40	1111	21763	21763
41	1111	20709	20709
42	1111	18320	18320
43	1111	18252	18252
44	1111	19166	19166
45	1111	18894	18894
46	1111	21832	21832
47	1111	18745	18745
48	1111	18892	18892
49	1111	15178	15178
50	1111	17161	17161
51	1111	18617	18617
52	1111	18542	18542
53	1111	17992	17992
54	1111	16782	16782
55	1111	23970	23970
56	1111	20903	20903
57	1111	14869	14869
58	1111	19322	19322
59	1111	11345	11345
60	1111	11130	11130
61	1111	15337	15337
62	1111	13964	13964
63	1111	15181	15181
64	1111	13161	13161
65	1111	10980	10980
66	1111	14524	14524
67	1111	9585	9585
68	1111	11520	11520
69	1111	11706	11706
70	1111	13247	13247
71	1111	13227	13227
72	1111	14554	14554
73	1111	10177	10177
74	1111	11213	11213
75	1111	13722	13722
76	1111	11946	11946
77	1111	14464	14464
78	1111	14412	14412
79	1111	14691	14691
80	1111	12275	12275
81	1111	16828	16828
82	1111	18086	18086
83	1111	12129	12129
84	1111	13528	13528
85	1111	11453	11453
86	1111	13479	13479
87	1111	12338	12338
88	1111	14903	14903
89	1111	11025	11025
90	1111	13747	13747
0	1112	2586907	341172
1	1112	14149	14149
2	1112	18133	18133
3	1112	14503	14503
4	1112	16468	16468
5	1112	15040	15040
6	1112	16487	16487
7	1112	17305	17305
8	1112	19341	19341
9	1112	15857	15857
10	1112	15568	15568
11	1112	15648	15648
12	1112	18842	18842
13	1112	19670	19670
14	1112	26155	26155
15	1112	24126	24126
16	1112	20275	20275
17	1112	19254	19254
18	1112	21511	21511
19	1112	18772	18772
20	1112	21058	21058
21	1112	19475	19475
22	1112	22948	22948
23	1112	23591	23591
24	1112	24257	24257
25	1112	18307	18307
26	1112	20634	20634
27	1112	18704	18704
28	1112	15335	15335
29	1112	15408	15408
30	1112	15910	15910
31	1112	16420	16420
32	1112	15550	15550
33	1112	15562	15562
34	1112	15063	15063
35	1112	19274	19274
36	1112	18781	18781
37	1112	15693	15693
38	1112	20585	20585
39	1112	24871	24871
40	1112	21741	21741
41	1112	20895	20895
42	1112	18406	18406
43	1112	18287	18287
44	1112	19214	19214
45	1112	18776	18776
46	1112	21559	21559
47	1112	18572	18572
48	1112	19434	19434
49	1112	15157	15157
50	1112	17379	17379
51	1112	18801	18801
52	1112	18232	18232
53	1112	17860	17860
54	1112	16724	16724
55	1112	23730	23730
56	1112	20701	20701
57	1112	14987	14987
58	1112	19465	19465
59	1112	11290	11290
60	1112	11088	11088
61	1112	15199	15199
62	1112	14112	14112
63	1112	15167	15167
64	1112	13154	13154
65	1112	10974	10974
66	1112	14400	14400
67	1112	9412	9412
68	1112	11455	11455
69	1112	11818	11818
70	1112	13337	13337
71	1112	13617	13617
72	1112	14772	14772
73	1112	10088	10088
74	1112	10961	10961
75	1112	13791	13791
76	1112	12070	12070
77	1112	14589	14589
78	1112	14223	14223
79	1112	14915	14915
80	1112	12288	12288
81	1112	16890	16890
82	1112	18130	18130
83	1112	12175	12175
84	1112	13500	13500
85	1112	11647	11647
86	1112	13242	13242
87	1112	12404	12404
88	1112	15037	15037
89	1112	11110	11110
90	1112	13692	13692
0	1113	2568305	339686
1	1113	14607	14607
2	1113	18276	18276
3	1113	14907	14907
4	1113	16286	16286
5	1113	15027	15027
6	1113	16392	16392
7	1113	17471	17471
8	1113	19204	19204
9	1113	16016	16016
10	1113	15771	15771
11	1113	15954	15954
12	1113	19276	19276
13	1113	19734	19734
14	1113	27092	27092
15	1113	24065	24065
16	1113	20548	20548
17	1113	19562	19562
18	1113	21560	21560
19	1113	18972	18972
20	1113	20997	20997
21	1113	19893	19893
22	1113	23089	23089
23	1113	23965	23965
24	1113	24518	24518
25	1113	18633	18633
26	1113	20867	20867
27	1113	18771	18771
28	1113	15649	15649
29	1113	15510	15510
30	1113	16100	16100
31	1113	17114	17114
32	1113	15883	15883
33	1113	15613	15613
34	1113	15258	15258
35	1113	19307	19307
36	1113	18840	18840
37	1113	16131	16131
38	1113	20642	20642
39	1113	25291	25291
40	1113	21800	21800
41	1113	20846	20846
42	1113	18985	18985
43	1113	18463	18463
44	1113	19378	19378
45	1113	19339	19339
46	1113	22222	22222
47	1113	18647	18647
48	1113	19199	19199
49	1113	15226	15226
50	1113	17503	17503
51	1113	19210	19210
52	1113	18680	18680
53	1113	18061	18061
54	1113	16726	16726
55	1113	24352	24352
56	1113	20851	20851
57	1113	15077	15077
58	1113	19644	19644
59	1113	11388	11388
60	1113	11091	11091
61	1113	15442	15442
62	1113	14265	14265
63	1113	15534	15534
64	1113	13512	13512
65	1113	11312	11312
66	1113	14635	14635
67	1113	9546	9546
68	1113	11997	11997
69	1113	12053	12053
70	1113	13290	13290
71	1113	13633	13633
72	1113	15008	15008
73	1113	10135	10135
74	1113	11237	11237
75	1113	13777	13777
76	1113	12146	12146
77	1113	14789	14789
78	1113	14551	14551
79	1113	14866	14866
80	1113	12545	12545
81	1113	16941	16941
82	1113	18625	18625
83	1113	12409	12409
84	1113	13668	13668
85	1113	11619	11619
86	1113	13723	13723
87	1113	12533	12533
88	1113	15184	15184
89	1113	11354	11354
90	1113	13791	13791
0	1114	2538066	353763
1	1114	14690	14690
2	1114	18803	18803
3	1114	14994	14994
4	1114	16989	16989
5	1114	15302	15302
6	1114	16833	16833
7	1114	17693	17693
8	1114	19777	19777
9	1114	16480	16480
10	1114	16048	16048
11	1114	16029	16029
12	1114	19696	19696
13	1114	20354	20354
14	1114	27588	27588
15	1114	24864	24864
16	1114	20894	20894
17	1114	19987	19987
18	1114	22104	22104
19	1114	19219	19219
20	1114	21144	21144
21	1114	20504	20504
22	1114	23459	23459
23	1114	24326	24326
24	1114	25306	25306
25	1114	18852	18852
26	1114	21244	21244
27	1114	19059	19059
28	1114	15743	15743
29	1114	15986	15986
30	1114	16293	16293
31	1114	17118	17118
32	1114	16321	16321
33	1114	15964	15964
34	1114	15507	15507
35	1114	19848	19848
36	1114	19177	19177
37	1114	16397	16397
38	1114	21524	21524
39	1114	25990	25990
40	1114	22651	22651
41	1114	21400	21400
42	1114	19028	19028
43	1114	19005	19005
44	1114	19828	19828
45	1114	19624	19624
46	1114	22618	22618
47	1114	18934	18934
48	1114	19530	19530
49	1114	15654	15654
50	1114	18037	18037
51	1114	19558	19558
52	1114	18598	18598
53	1114	18427	18427
54	1114	16918	16918
55	1114	24839	24839
56	1114	21517	21517
57	1114	15451	15451
58	1114	19772	19772
59	1114	11589	11589
60	1114	11693	11693
61	1114	15813	15813
62	1114	14354	14354
63	1114	15644	15644
64	1114	13713	13713
65	1114	11546	11546
66	1114	14967	14967
67	1114	9803	9803
68	1114	12044	12044
69	1114	12075	12075
70	1114	13803	13803
71	1114	13898	13898
72	1114	15161	15161
73	1114	10424	10424
74	1114	11444	11444
75	1114	14095	14095
76	1114	12519	12519
77	1114	14876	14876
78	1114	14788	14788
79	1114	15261	15261
80	1114	12573	12573
81	1114	17472	17472
