Module	Section	Sample Name	Source
FastQC	all_sections	16s-G01_S62_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G01_S62_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G02_S70_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G02_S70_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G02_S70_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G02_S70_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G03_S78_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G03_S78_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G03_S78_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G03_S78_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G04_S86_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G04_S86_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G04_S86_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G04_S86_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G05_S94_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G05_S94_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G05_S94_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G05_S94_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G06_S102_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G06_S102_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G06_S102_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G06_S102_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G07_S110_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G07_S110_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G07_S110_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G07_S110_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G08_S118_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G08_S118_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G08_S118_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G08_S118_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G09_S126_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G09_S126_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G09_S126_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G09_S126_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G10_S134_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G10_S134_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G10_S134_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G10_S134_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G11_S142_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G11_S142_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G11_S142_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G11_S142_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G12_S150_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G12_S150_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-G12_S150_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G12_S150_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H01_S63_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H01_S63_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H01_S63_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H01_S63_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H02_S71_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H02_S71_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H02_S71_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H02_S71_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H03_S79_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H03_S79_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H03_S79_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H03_S79_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H04_S87_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H04_S87_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H04_S87_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H04_S87_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H05_S95_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H05_S95_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H05_S95_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H05_S95_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H06_S103_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H06_S103_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H06_S103_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H06_S103_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H07_S111_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H07_S111_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H07_S111_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H07_S111_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H08_S119_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H08_S119_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H08_S119_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H08_S119_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H09_S127_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H09_S127_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H09_S127_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H09_S127_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H10_S135_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H10_S135_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H10_S135_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H10_S135_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H11_S143_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H11_S143_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H11_S143_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H11_S143_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-H12_S151_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H12_S151_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-H12_S151_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-H12_S151_L001_R2_001_fastqc.zip
