Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
16s-B11_S137_L001_R2_001	(1.0, 8.27456123753722)	(2.0, 1.8621581729509462)	(3.0, 1.0833427704413527)	(4.0, 0.7627709374793125)	(5.0, 0.628663423728636)	(6.0, 0.5022876050455906)	(7.0, 0.4697021522214635)	(8.0, 0.3798777789760079)	(9.0, 0.37237454970729444)	('>10', 8.217000750147232)	('>50', 5.8971094492505785)	('>100', 22.64453155499816)	('>500', 15.389659175079101)	('>1k', 27.493761442378123)	('>5k', 6.022199000058988)	('>10k+', 0.0)
16s-B12_S145_L001_R1_001	(1.0, 2.794931856899489)	(2.0, 0.784126504368852)	(3.0, 0.48531351321646427)	(4.0, 0.41078199703247786)	(5.0, 0.36407100071440346)	(6.0, 0.29675221190306095)	(7.0, 0.27288151893169205)	(8.0, 0.2692751552453701)	(9.0, 0.2519302632302028)	('>10', 5.061789031158982)	('>50', 1.9072511952519646)	('>100', 3.4418448095839973)	('>500', 1.207616640105512)	('>1k', 11.266280156069682)	('>5k', 7.524763697312744)	('>10k+', 63.6603904489751)
16s-B12_S145_L001_R2_001	(1.0, 2.871180689124581)	(2.0, 0.7621448590426994)	(3.0, 0.5821701379348244)	(4.0, 0.4554322141012254)	(5.0, 0.3838201351871187)	(6.0, 0.29881299115238774)	(7.0, 0.2536475792713085)	(8.0, 0.23080727592460298)	(9.0, 0.18856130131340332)	('>10', 2.7988816837940322)	('>50', 1.1251854701324395)	('>100', 2.309103148870693)	('>500', 1.8825218442600429)	('>1k', 18.30847804583173)	('>5k', 32.041167500137384)	('>10k+', 35.508085123921525)
16s-C01_S58_L001_R1_001	(1.0, 6.370369680690108)	(2.0, 1.9040347847137196)	(3.0, 1.1978194379140346)	(4.0, 0.9267233687294487)	(5.0, 0.7169226328750925)	(6.0, 0.5875041316158226)	(7.0, 0.4855521468108581)	(8.0, 0.39601440673100347)	(9.0, 0.3896521063093847)	('>10', 5.075098421683961)	('>50', 2.6076121045093195)	('>100', 12.696358436487948)	('>500', 8.775164062002945)	('>1k', 35.4313406918769)	('>5k', 14.748743445666731)	('>10k+', 7.6910901413827295)
16s-C01_S58_L001_R2_001	(1.0, 5.0622186427816604)	(2.0, 1.3087717501447036)	(3.0, 0.7211124404698172)	(4.0, 0.504018335839459)	(5.0, 0.41742897888181796)	(6.0, 0.3472884961849474)	(7.0, 0.3139252134862147)	(8.0, 0.25821629028228443)	(9.0, 0.231836020241426)	('>10', 5.886524492528952)	('>50', 3.5506291694404744)	('>100', 15.417095346054829)	('>500', 13.01664595039578)	('>1k', 37.680336301889604)	('>5k', 13.681118399307286)	('>10k+', 1.6028341720707426)
16s-C02_S66_L001_R1_001	(1.0, 5.243017892164919)	(2.0, 1.6755415310784603)	(3.0, 1.0296486211090294)	(4.0, 0.7395720343161425)	(5.0, 0.6313753848513735)	(6.0, 0.48072182230549254)	(7.0, 0.39977977188311475)	(8.0, 0.3484206028333826)	(9.0, 0.2810373730401341)	('>10', 5.217269828747987)	('>50', 2.649311376261381)	('>100', 11.12987432753728)	('>500', 9.750024652401144)	('>1k', 30.109347094851486)	('>5k', 12.94031927598637)	('>10k+', 17.374738410632308)
16s-C02_S66_L001_R2_001	(1.0, 4.78968762668595)	(2.0, 1.1304495502306369)	(3.0, 0.6705453111133025)	(4.0, 0.45634333672988636)	(5.0, 0.37868827312669145)	(6.0, 0.3418466291950169)	(7.0, 0.27418948383350317)	(8.0, 0.2629589455346284)	(9.0, 0.2391282910955527)	('>10', 5.91657627452914)	('>50', 4.534672232631014)	('>100', 12.124872629260757)	('>500', 12.763917650023556)	('>1k', 26.37272787036124)	('>5k', 5.994505253700599)	('>10k+', 23.748890641948524)
16s-C03_S74_L001_R1_001	(1.0, 2.77191918356469)	(2.0, 0.9121027069002752)	(3.0, 0.5917180155218285)	(4.0, 0.442496174682602)	(5.0, 0.38827545961245974)	(6.0, 0.3411769571150904)	(7.0, 0.3168235850920603)	(8.0, 0.301430415983164)	(9.0, 0.22331582647533185)	('>10', 4.283895988126583)	('>50', 1.7403471044759662)	('>100', 5.2507937820786745)	('>500', 3.852657504284815)	('>1k', 15.96593284902288)	('>5k', 9.971097601882102)	('>10k+', 52.64601684518148)
16s-C03_S74_L001_R2_001	(1.0, 4.833455100193448)	(2.0, 1.151960446447854)	(3.0, 0.8270956536123402)	(4.0, 0.5968873633569055)	(5.0, 0.4416920539082567)	(6.0, 0.4052768702700467)	(7.0, 0.3473801745171829)	(8.0, 0.2839695077402368)	(9.0, 0.25433191348579465)	('>10', 3.430149474564511)	('>50', 1.7427594667990018)	('>100', 5.6373461257461095)	('>500', 4.824609771675649)	('>1k', 36.25183224662155)	('>5k', 22.620836377504837)	('>10k+', 16.350417453556283)
16s-C04_S82_L001_R1_001	(1.0, 3.3283526796739937)	(2.0, 1.111138552729069)	(3.0, 0.7690787848851568)	(4.0, 0.6045937268461348)	(5.0, 0.5192640158063719)	(6.0, 0.46307730303778705)	(7.0, 0.3414423314398617)	(8.0, 0.3428006915287725)	(9.0, 0.2922943936774512)	('>10', 4.061867127685848)	('>50', 1.2620400098789823)	('>100', 5.0272906890590265)	('>500', 5.4477648802173375)	('>1k', 24.00580390219807)	('>5k', 18.229809829587555)	('>10k+', 34.19338108174858)
16s-C04_S82_L001_R2_001	(1.0, 3.9454186218819465)	(2.0, 1.0311187947641394)	(3.0, 0.6320079031859718)	(4.0, 0.4949370214867869)	(5.0, 0.38219313410718697)	(6.0, 0.31637441343541617)	(7.0, 0.2679673993578661)	(8.0, 0.19362805631020005)	(9.0, 0.19338108174857987)	('>10', 2.5237095579155344)	('>50', 2.1120029636947395)	('>100', 7.333168683625586)	('>500', 8.38676216349716)	('>1k', 30.412817979748084)	('>5k', 30.949123240306246)	('>10k+', 10.825388984934552)
16s-C05_S90_L001_R1_001	(1.0, 2.8416667758288683)	(2.0, 0.853037110782169)	(3.0, 0.5545003209368736)	(4.0, 0.4443338267464861)	(5.0, 0.3504106682036705)	(6.0, 0.3088853665885065)	(7.0, 0.2805905238475746)	(8.0, 0.25255767039128096)	(9.0, 0.24640092220228194)	('>10', 4.519839138579232)	('>50', 1.8985053511311387)	('>100', 3.6142731762270923)	('>500', 2.460472366680203)	('>1k', 15.406672867079738)	('>5k', 6.127143399834947)	('>10k+', 59.84071051493994)
16s-C05_S90_L001_R2_001	(1.0, 2.8433697061790175)	(2.0, 0.8121667823786007)	(3.0, 0.583188147604763)	(4.0, 0.46686490522537627)	(5.0, 0.3628551592239877)	(6.0, 0.32303278795897244)	(7.0, 0.24666291148692018)	(8.0, 0.2431260561443037)	(9.0, 0.2157481758996057)	('>10', 2.1354746590864435)	('>50', 1.1514429059851452)	('>100', 3.571568922831056)	('>500', 3.918704724976749)	('>1k', 16.900404773444766)	('>5k', 34.267281468187946)	('>10k+', 31.958107913386343)
16s-C06_S98_L001_R1_001	(1.0, 2.69499568165348)	(2.0, 0.8289239871740144)	(3.0, 0.5468664687838146)	(4.0, 0.4442436937249957)	(5.0, 0.3393872911558278)	(6.0, 0.3290877865247734)	(7.0, 0.32486871233855835)	(8.0, 0.28292615131089116)	(9.0, 0.24793265364875464)	('>10', 4.187058858566706)	('>50', 1.6856442278101518)	('>100', 3.9068626964351303)	('>500', 1.2932703284921525)	('>1k', 13.089677662732175)	('>5k', 14.674188200490404)	('>10k+', 55.124065599158165)
16s-C06_S98_L001_R2_001	(1.0, 4.9938947514717125)	(2.0, 1.0689148541193054)	(3.0, 0.7251843983600211)	(4.0, 0.5608886859321175)	(5.0, 0.45479137919053336)	(6.0, 0.3960966118352476)	(7.0, 0.31965691481441033)	(8.0, 0.2779625346212264)	(9.0, 0.25351672242462747)	('>10', 3.2337962733165893)	('>50', 1.2932703284921525)	('>100', 4.838657639502447)	('>500', 5.195169408237618)	('>1k', 28.055602434157624)	('>5k', 20.66949261910198)	('>10k+', 27.66310444442238)
16s-C07_S106_L001_R1_001	(1.0, 2.989471569891033)	(2.0, 0.8854593843630217)	(3.0, 0.5992333829904759)	(4.0, 0.49154991658715946)	(5.0, 0.4428691785369555)	(6.0, 0.385819259160069)	(7.0, 0.29292134643389184)	(8.0, 0.28901572848143997)	(9.0, 0.277438360979529)	('>10', 4.446685525221923)	('>50', 1.5510882725451796)	('>100', 4.019159845783885)	('>500', 3.0130447639611893)	('>1k', 14.215612428792216)	('>5k', 14.262479844221637)	('>10k+', 51.8381511920504)
16s-C07_S106_L001_R2_001	(1.0, 3.350322771426499)	(2.0, 0.9856105875723238)	(3.0, 0.6101133187151633)	(4.0, 0.4179011209123524)	(5.0, 0.30268539131502153)	(6.0, 0.24856468540247392)	(7.0, 0.21285617840862808)	(8.0, 0.18189020749990237)	(9.0, 0.13181460589525132)	('>10', 1.7763587365883868)	('>50', 1.5117531203097712)	('>100', 6.6269967471781905)	('>500', 11.091815498607927)	('>1k', 38.839417728157834)	('>5k', 15.533758487744729)	('>10k+', 18.178140814265547)
16s-C08_S114_L001_R1_001	(1.0, 2.0550837455478215)	(2.0, 0.6564832640043644)	(3.0, 0.46698699622843415)	(4.0, 0.35302695699155984)	(5.0, 0.3062102320116242)	(6.0, 0.30607909272596606)	(7.0, 0.23867349989771133)	(8.0, 0.24024717132560838)	(9.0, 0.21716665704978574)	('>10', 4.028205437559341)	('>50', 1.5306577422011467)	('>100', 3.5175490592067646)	('>500', 1.7554304778191012)	('>1k', 9.911769488609242)	('>5k', 11.143429659509959)	('>10k+', 63.27300051931157)
16s-C08_S114_L001_R2_001	(1.0, 4.559057265903261)	(2.0, 1.026558328131475)	(3.0, 0.6932022639886276)	(4.0, 0.5434411997670966)	(5.0, 0.4412836962394498)	(6.0, 0.3792548141231765)	(7.0, 0.31945529986309057)	(8.0, 0.26962237131301897)	(9.0, 0.2561150248902364)	('>10', 3.248451245036378)	('>50', 1.1302895030870188)	('>100', 4.203276383912882)	('>500', 7.137649039798151)	('>1k', 20.819672991077283)	('>5k', 34.20991203176718)	('>10k+', 20.762758541101675)
16s-C09_S122_L001_R1_001	(1.0, 4.824214848377275)	(2.0, 1.5207441874668386)	(3.0, 0.9680239104959595)	(4.0, 0.7043875352925384)	(5.0, 0.6126492020291857)	(6.0, 0.44202353641731906)	(7.0, 0.4123771679702162)	(8.0, 0.3338715485201627)	(9.0, 0.32292911209762687)	('>10', 4.718098662605241)	('>50', 2.053106443186488)	('>100', 8.55545843082917)	('>500', 7.025044183267997)	('>1k', 28.389133397206624)	('>5k', 7.831985250613603)	('>10k+', 31.285952583623754)
16s-C09_S122_L001_R2_001	(1.0, 3.97045033215384)	(2.0, 1.0609073824546937)	(3.0, 0.6157029052168702)	(4.0, 0.49011936162334857)	(5.0, 0.3664443825221298)	(6.0, 0.27406986109467624)	(7.0, 0.23068182830299355)	(8.0, 0.2086697178251017)	(9.0, 0.2015444103871714)	('>10', 3.9915717792019914)	('>50', 2.943133684763675)	('>100', 9.961434273492202)	('>500', 6.969950288256857)	('>1k', 38.654792850771884)	('>5k', 9.276895808919612)	('>10k+', 20.78363113301295)
16s-C10_S130_L001_R1_001	(1.0, 3.0260181733275244)	(2.0, 0.953017017601987)	(3.0, 0.6194741057475822)	(4.0, 0.49985781706143084)	(5.0, 0.42067887787659564)	(6.0, 0.3592401952471766)	(7.0, 0.334195127168942)	(8.0, 0.3151504399844512)	(9.0, 0.28058302831397125)	('>10', 4.358102731738624)	('>50', 1.6810197516885856)	('>100', 5.369166912334435)	('>500', 4.561724352937187)	('>1k', 16.409345984571193)	('>5k', 13.782874912929255)	('>10k+', 47.029550571471056)
16s-C10_S130_L001_R2_001	(1.0, 4.230007643963487)	(2.0, 1.0959826145485758)	(3.0, 0.7454821045161997)	(4.0, 0.5629922595086471)	(5.0, 0.45589850486161293)	(6.0, 0.375676021173518)	(7.0, 0.2593208090600534)	(8.0, 0.21810080118129238)	(9.0, 0.19488193598376244)	('>10', 2.469417623901343)	('>50', 1.3515205747843124)	('>100', 5.714710585976327)	('>500', 4.540853462871991)	('>1k', 41.48115489070176)	('>5k', 36.30400016696712)	('>10k+', 0.0)
16s-C11_S138_L001_R1_001	(1.0, 8.008197589243949)	(2.0, 2.25259458524836)	(3.0, 1.338206851072214)	(4.0, 0.9012522903254775)	(5.0, 0.7217792360801155)	(6.0, 0.5894865515840942)	(7.0, 0.5028998502827471)	(8.0, 0.41711735982940007)	(9.0, 0.3799896256800608)	('>10', 7.184417610609149)	('>50', 4.817088944379437)	('>100', 20.37669236120326)	('>500', 11.907950026337906)	('>1k', 30.1806927740315)	('>5k', 5.35336354485419)	('>10k+', 5.068270799238144)
16s-C11_S138_L001_R2_001	(1.0, 5.792328632720927)	(2.0, 1.4060286325868916)	(3.0, 0.8259245408961322)	(4.0, 0.619242352960099)	(5.0, 0.5100037127734149)	(6.0, 0.4479454423360717)	(7.0, 0.4053222673920649)	(8.0, 0.37208155234139284)	(9.0, 0.37395804432005986)	('>10', 9.261694230993482)	('>50', 7.031483514347792)	('>100', 26.08806376855884)	('>500', 17.470810497096128)	('>1k', 28.688881650991256)	('>5k', 0.7062311596854464)	('>10k+', 0.0)
16s-C12_S146_L001_R1_001	(1.0, 1.9954142812020057)	(2.0, 0.6058877764890479)	(3.0, 0.3970623777962207)	(4.0, 0.314580821055943)	(5.0, 0.27813548203116906)	(6.0, 0.25396646773052955)	(7.0, 0.23452895358398346)	(8.0, 0.19744422264649425)	(9.0, 0.20831388516265492)	('>10', 3.9500353583727734)	('>50', 1.6188124446126755)	('>100', 3.50949433051191)	('>500', 1.2659959871763558)	('>1k', 9.359290939944476)	('>5k', 6.175758606534841)	('>10k+', 69.63527806514892)
16s-C12_S146_L001_R2_001	(1.0, 3.3859638129753082)	(2.0, 0.7191880234222046)	(3.0, 0.5294165037282942)	(4.0, 0.4378555818274588)	(5.0, 0.36509278216045415)	(6.0, 0.31304628046542615)	(7.0, 0.2918184689632772)	(8.0, 0.2925857392585356)	(9.0, 0.22442656136308126)	('>10', 3.0647333160271257)	('>50', 1.2752032307194565)	('>100', 2.2422195595101235)	('>500', 2.0819879461836615)	('>1k', 15.589142102295034)	('>5k', 14.002810766848297)	('>10k+', 55.18450932425226)
16s-D01_S59_L001_R1_001	(1.0, 4.445342581245165)	(2.0, 1.5784029968796989)	(3.0, 0.9951935195084005)	(4.0, 0.7109766803125516)	(5.0, 0.561335500450517)	(6.0, 0.4580497683676219)	(7.0, 0.36403512584055464)	(8.0, 0.3662080374552018)	(9.0, 0.3089880316028265)	('>10', 4.22747197668321)	('>50', 2.553605729533346)	('>100', 12.292305864833308)	('>500', 9.339029258979195)	('>1k', 35.1135273888266)	('>5k', 17.749066372309574)	('>10k+', 8.936461167172231)
16s-D01_S59_L001_R2_001	(1.0, 6.687932228335347)	(2.0, 1.5966554544427352)	(3.0, 0.8908937620053367)	(4.0, 0.6217424433377081)	(5.0, 0.47514333973617956)	(6.0, 0.3911240906364893)	(7.0, 0.32753021071448235)	(8.0, 0.3186937034815839)	(9.0, 0.25683815285129463)	('>10', 5.657682401443973)	('>50', 3.1815771861663755)	('>100', 14.790864500128926)	('>500', 12.343007135841741)	('>1k', 40.46410494873377)	('>5k', 11.996210442144054)	('>10k+', 0.0)
16s-D02_S67_L001_R1_001	(1.0, 4.4655178766918935)	(2.0, 1.4810570896396136)	(3.0, 0.9242937342726832)	(4.0, 0.6856129448668772)	(5.0, 0.5491559995292948)	(6.0, 0.4457435061114406)	(7.0, 0.3602796178730071)	(8.0, 0.315705267261863)	(9.0, 0.30060942052155554)	('>10', 4.6395361414778)	('>50', 2.467398319963009)	('>100', 10.86984170756611)	('>500', 8.845096405405501)	('>1k', 32.91156092243944)	('>5k', 12.835867731854972)	('>10k+', 17.902723314524938)
16s-D02_S67_L001_R2_001	(1.0, 6.100505057108658)	(2.0, 1.3348532196350609)	(3.0, 0.8190982668303833)	(4.0, 0.5605670332857478)	(5.0, 0.4499037788351474)	(6.0, 0.37513773474338846)	(7.0, 0.2995396361068881)	(8.0, 0.26815929327664273)	(9.0, 0.22037558942149624)	('>10', 5.617319096483856)	('>50', 4.930398637332386)	('>100', 12.229894293413338)	('>500', 10.976344689293004)	('>1k', 29.87028269647482)	('>5k', 6.686390321541536)	('>10k+', 19.261230656217645)
16s-D03_S75_L001_R1_001	(1.0, 2.940220082752218)	(2.0, 0.9281760845860493)	(3.0, 0.5994422670568729)	(4.0, 0.45914726838398773)	(5.0, 0.39411289553480433)	(6.0, 0.37228156895999004)	(7.0, 0.3024213239205845)	(8.0, 0.26473356014932625)	(9.0, 0.26473356014932625)	('>10', 4.552061394286397)	('>50', 1.9051853996683938)	('>100', 5.475411606682224)	('>500', 4.4180859901483265)	('>1k', 13.944702398803182)	('>5k', 11.293689942307847)	('>10k+', 51.885594656610465)
16s-D03_S75_L001_R2_001	(1.0, 4.1079662510671495)	(2.0, 1.0860510462376005)	(3.0, 0.761798395742202)	(4.0, 0.5290075134233932)	(5.0, 0.42226381664443324)	(6.0, 0.34263692550576863)	(7.0, 0.3128773803327324)	(8.0, 0.2279650101285865)	(9.0, 0.2150960176213276)	('>10', 3.0093909174787346)	('>50', 1.7975224891389152)	('>100', 6.359235627805757)	('>500', 3.8115198165249353)	('>1k', 35.096385306827806)	('>5k', 30.120336570114752)	('>10k+', 11.799946915405908)
16s-D04_S83_L001_R1_001	(1.0, 3.355027353329561)	(2.0, 1.1491093324709623)	(3.0, 0.7898779206079716)	(4.0, 0.6139003422534831)	(5.0, 0.5335920446276983)	(6.0, 0.39210930552186923)	(7.0, 0.3659686851537446)	(8.0, 0.32015522677661895)	(9.0, 0.28256124181421294)	('>10', 3.7362222761204085)	('>50', 1.468725577384321)	('>100', 6.056269706524375)	('>500', 4.312932869808931)	('>1k', 30.521599698170153)	('>5k', 18.02948230792034)	('>10k+', 28.072466111515347)
16s-D04_S83_L001_R2_001	(1.0, 4.452663917859164)	(2.0, 1.1022179103673162)	(3.0, 0.7053925135419193)	(4.0, 0.4554396744549546)	(5.0, 0.35572802975179885)	(6.0, 0.2942840973401245)	(7.0, 0.2178834182229768)	(8.0, 0.20265718058587331)	(9.0, 0.15886490419597382)	('>10', 2.7948904519362925)	('>50', 2.266283989543752)	('>100', 6.455790012666074)	('>500', 8.984827660549223)	('>1k', 36.82634004365753)	('>5k', 25.067776969304983)	('>10k+', 9.658959226022045)
16s-D05_S91_L001_R1_001	(1.0, 3.3361887496596743)	(2.0, 0.949326320962076)	(3.0, 0.5928641153853816)	(4.0, 0.49245970874753475)	(5.0, 0.39046158136940456)	(6.0, 0.3091818236149571)	(7.0, 0.3012132199135406)	(8.0, 0.28155733078338013)	(9.0, 0.26894037492280415)	('>10', 4.832825334847368)	('>50', 2.2142093485002423)	('>100', 4.278077707167095)	('>500', 2.563101380560591)	('>1k', 14.512819491204654)	('>5k', 8.51246090403809)	('>10k+', 56.16431260832321)
16s-D05_S91_L001_R2_001	(1.0, 2.6097177122138775)	(2.0, 0.7785325816283841)	(3.0, 0.5625834213199992)	(4.0, 0.4207422754347869)	(5.0, 0.3433140094693574)	(6.0, 0.29244775584198257)	(7.0, 0.24822200529912145)	(8.0, 0.21249609870443784)	(9.0, 0.18168416439229437)	('>10', 1.9584171696847754)	('>50', 1.0619492532754282)	('>100', 3.775258813607719)	('>500', 4.087229648518171)	('>1k', 17.408344456176)	('>5k', 32.17669050607274)	('>10k+', 33.882370128360925)
16s-D06_S99_L001_R1_001	(1.0, 2.277053808731159)	(2.0, 0.8141969461483519)	(3.0, 0.561906250862172)	(4.0, 0.46534298352906556)	(5.0, 0.36556094061818883)	(6.0, 0.3540653135547238)	(7.0, 0.27359592411046835)	(8.0, 0.2562758460015144)	(9.0, 0.21243918813283424)	('>10', 3.968597012363164)	('>50', 1.372577871377728)	('>100', 3.4612566712955726)	('>500', 1.5813384588502535)	('>1k', 16.55661519691243)	('>5k', 14.461805395894068)	('>10k+', 53.01737219161831)
16s-D06_S99_L001_R2_001	(1.0, 4.495556556952402)	(2.0, 1.0625024907191971)	(3.0, 0.6970948251285211)	(4.0, 0.537688796515139)	(5.0, 0.4307028273111575)	(6.0, 0.35222601322456937)	(7.0, 0.27896055007341874)	(8.0, 0.22562084049894088)	(9.0, 0.21243918813283424)	('>10', 2.4376860375646436)	('>50', 1.586396534758178)	('>100', 5.2982578760372885)	('>500', 7.1305075549261066)	('>1k', 31.331101648932748)	('>5k', 22.95722707082226)	('>10k+', 20.9660311884026)
16s-D07_S107_L001_R1_001	(1.0, 3.0337662055960233)	(2.0, 0.9107534797208902)	(3.0, 0.5685769714125355)	(4.0, 0.48587979626669703)	(5.0, 0.40738526444794215)	(6.0, 0.3278061795125205)	(7.0, 0.3368893118646044)	(8.0, 0.27113827916668365)	(9.0, 0.29160921924376826)	('>10', 4.732854231994046)	('>50', 1.748299624066776)	('>100', 4.076292888991921)	('>500', 2.536905309023075)	('>1k', 12.405389686713274)	('>5k', 11.19136804174445)	('>10k+', 56.675085510234794)
16s-D07_S107_L001_R2_001	(1.0, 3.4083437382647963)	(2.0, 0.9845030916542282)	(3.0, 0.6511385774187907)	(4.0, 0.4734074354250296)	(5.0, 0.34570130593752163)	(6.0, 0.27900128926251744)	(7.0, 0.2571746577895994)	(8.0, 0.1572602019166765)	(9.0, 0.1647165045937603)	('>10', 1.8407577772626151)	('>50', 1.2464226693292446)	('>100', 7.0161096808566885)	('>500', 10.048791333336045)	('>1k', 35.48196862658972)	('>5k', 27.926836046749663)	('>10k+', 9.717867063613108)
16s-D08_S115_L001_R1_001	(1.0, 1.835482480753788)	(2.0, 0.6604016358117515)	(3.0, 0.462281145068226)	(4.0, 0.38259888196793485)	(5.0, 0.32322474428814596)	(6.0, 0.3218295295646)	(7.0, 0.2669510837717925)	(8.0, 0.21827359230585588)	(9.0, 0.20370134963770925)	('>10', 3.7331295286344566)	('>50', 1.3921142463825182)	('>100', 2.4183721874796533)	('>500', 1.8874154732413317)	('>1k', 12.290601523574479)	('>5k', 12.277114447913535)	('>10k+', 61.32650814960422)
16s-D08_S115_L001_R2_001	(1.0, 4.202231723462241)	(2.0, 0.9918426445830013)	(3.0, 0.7041183638161913)	(4.0, 0.5320418812455238)	(5.0, 0.4387175186261165)	(6.0, 0.35717496922776415)	(7.0, 0.308187430045484)	(8.0, 0.2765625629784424)	(9.0, 0.2581147238560014)	('>10', 2.8194189085700287)	('>50', 0.6842753099702045)	('>100', 4.322375213545365)	('>500', 7.990549745605849)	('>1k', 21.742251132449283)	('>5k', 36.10986230780917)	('>10k+', 18.262275564209332)
16s-D09_S123_L001_R1_001	(1.0, 4.150605406201487)	(2.0, 1.3789766178103786)	(3.0, 0.9174642820109374)	(4.0, 0.6660445041560156)	(5.0, 0.531242626848266)	(6.0, 0.4580558774069349)	(7.0, 0.39238316794931327)	(8.0, 0.3306177592832207)	(9.0, 0.31784389131091445)	('>10', 4.390453562481497)	('>50', 1.890682740701)	('>100', 9.006478605273955)	('>500', 6.688096708700206)	('>1k', 28.153454730163308)	('>5k', 14.414032619950376)	('>10k+', 26.31356689975219)
16s-D09_S123_L001_R2_001	(1.0, 4.3252316954228975)	(2.0, 1.1274065591557825)	(3.0, 0.6929447672976957)	(4.0, 0.5259827988596694)	(5.0, 0.429051683069816)	(6.0, 0.3408368536610657)	(7.0, 0.26719926182071196)	(8.0, 0.23323580109434477)	(9.0, 0.21775687872790309)	('>10', 3.977181363377471)	('>50', 2.7012973741435875)	('>100', 7.944895036375467)	('>500', 9.674476759825733)	('>1k', 37.25731529362614)	('>5k', 19.864867504932967)	('>10k+', 10.420320368608746)
16s-D10_S131_L001_R1_001	(1.0, 2.734648622468789)	(2.0, 0.8992745762802321)	(3.0, 0.5972037097077624)	(4.0, 0.5091441814666715)	(5.0, 0.42495393552708294)	(6.0, 0.32261808982872425)	(7.0, 0.3278216074066069)	(8.0, 0.28285787859259526)	(9.0, 0.2773875139594366)	('>10', 4.023119628869116)	('>50', 1.5569191440080161)	('>100', 5.466095080274266)	('>500', 4.805248347883169)	('>1k', 16.793085459103686)	('>5k', 13.983319390574694)	('>10k+', 46.99630283404915)
16s-D10_S131_L001_R2_001	(1.0, 4.150405674235783)	(2.0, 1.043905680239842)	(3.0, 0.7104802846724385)	(4.0, 0.5795918040595442)	(5.0, 0.42562105316527304)	(6.0, 0.3682489362809259)	(7.0, 0.26431200825091095)	(8.0, 0.21774719710524315)	(9.0, 0.19693312679371255)	('>10', 2.4264402736249706)	('>50', 1.387604687435373)	('>100', 5.565495608364588)	('>500', 5.255819600716751)	('>1k', 40.85401731570541)	('>5k', 35.114270580245574)	('>10k+', 1.4391061691036475)
16s-D11_S139_L001_R1_001	(1.0, 6.128232334241817)	(2.0, 1.9067324564836972)	(3.0, 1.0962025529885429)	(4.0, 0.716831201426918)	(5.0, 0.5907353902888159)	(6.0, 0.4444064404007607)	(7.0, 0.4299541984365083)	(8.0, 0.3786487394634123)	(9.0, 0.31867193531176496)	('>10', 6.379460473720404)	('>50', 4.476220642378069)	('>100', 19.94252825112216)	('>500', 12.279226949577332)	('>1k', 29.39429449574321)	('>5k', 10.129094651345683)	('>10k+', 5.388759287070903)
16s-D11_S139_L001_R2_001	(1.0, 7.7878314531368)	(2.0, 1.6487599374217923)	(3.0, 0.9878107382566501)	(4.0, 0.7081598562483666)	(5.0, 0.5594221993662692)	(6.0, 0.4733109243292654)	(7.0, 0.4063488698948961)	(8.0, 0.4258593965466368)	(9.0, 0.37178392453039244)	('>10', 8.718314964935248)	('>50', 6.469666550647279)	('>100', 24.390687457019634)	('>500', 15.4441475043989)	('>1k', 27.57030112450486)	('>5k', 4.037595098763008)	('>10k+', 0.0)
16s-D12_S147_L001_R1_001	(1.0, 1.872812413707356)	(2.0, 0.6121265832667088)	(3.0, 0.41724074617565454)	(4.0, 0.34582115899243443)	(5.0, 0.29999118098214944)	(6.0, 0.2957985331515555)	(7.0, 0.2560406657924755)	(8.0, 0.2301619084932925)	(9.0, 0.21078898403468618)	('>10', 4.011785677625863)	('>50', 1.5087749227613068)	('>100', 3.467319755901152)	('>500', 1.2061814086429268)	('>1k', 10.622145565841198)	('>5k', 7.6311973479333854)	('>10k+', 67.01181314669785)
16s-D12_S147_L001_R2_001	(1.0, 3.9082706484291303)	(2.0, 0.8035426428427886)	(3.0, 0.6015726766586621)	(4.0, 0.5187317384886516)	(5.0, 0.416373301796911)	(6.0, 0.3782057491321942)	(7.0, 0.28538920060663275)	(8.0, 0.2995574587927777)	(9.0, 0.24461931480568525)	('>10', 3.229784570188539)	('>50', 1.3537915270924565)	('>100', 2.564454731692225)	('>500', 2.128997653562956)	('>1k', 18.09387772214889)	('>5k', 19.485836801906064)	('>10k+', 45.68699426185543)
16s-E01_S60_L001_R1_001	(1.0, 4.163534128057378)	(2.0, 1.4375650026781703)	(3.0, 0.8942446959015585)	(4.0, 0.6480451758104768)	(5.0, 0.5152175322881664)	(6.0, 0.46189431915624424)	(7.0, 0.3556081848730211)	(8.0, 0.3209000574065223)	(9.0, 0.28427037271004424)	('>10', 4.4946424582481646)	('>50', 2.450225662877196)	('>100', 9.950904212774033)	('>500', 8.695406757636388)	('>1k', 32.90126318368406)	('>5k', 13.223436272755439)	('>10k+', 19.20284198314314)
16s-E01_S60_L001_R2_001	(1.0, 5.825681131989365)	(2.0, 1.2391642186828205)	(3.0, 0.7220251291646751)	(4.0, 0.5471634212365701)	(5.0, 0.4377547564546308)	(6.0, 0.3307480382101655)	(7.0, 0.27574346250201165)	(8.0, 0.27958657696197)	(9.0, 0.24968234257041907)	('>10', 5.729603270490405)	('>50', 4.495242944882532)	('>100', 11.73975389655777)	('>500', 12.323667099817692)	('>1k', 27.051322391666204)	('>5k', 4.689560419764177)	('>10k+', 24.06330089904859)
