Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
16s-G04_S86_L001_R2_001	(1.0, 4.803082412393917)	(2.0, 1.2110776469018998)	(3.0, 0.8075871968327061)	(4.0, 0.5862889034063264)	(5.0, 0.46381697115391907)	(6.0, 0.383785807503831)	(7.0, 0.2917802841409458)	(8.0, 0.227967557063887)	(9.0, 0.20871763701926357)	('>10', 3.671278058274207)	('>50', 1.9854700997206487)	('>100', 10.248081449897915)	('>500', 6.4660026707369385)	('>1k', 45.11241498583539)	('>5k', 23.532648319118202)	('>10k+', 0.0)
16s-G05_S94_L001_R1_001	(1.0, 2.1717237794931563)	(2.0, 0.6959406661969447)	(3.0, 0.48252526355841974)	(4.0, 0.4143475646277774)	(5.0, 0.3204831974380549)	(6.0, 0.2700701102006081)	(7.0, 0.27307088920283706)	(8.0, 0.23526107377475192)	(9.0, 0.22577861212770833)	('>10', 4.521213707078357)	('>50', 1.6273824684888198)	('>100', 2.920238093809153)	('>500', 2.3816582784890956)	('>1k', 12.861578865873579)	('>5k', 9.670070350262929)	('>10k+', 60.9286570793778)
16s-G05_S94_L001_R2_001	(1.0, 3.540919222630195)	(2.0, 0.8459796163083937)	(3.0, 0.638805833994505)	(4.0, 0.5579048320944118)	(5.0, 0.4681215243477207)	(6.0, 0.4047450718206447)	(7.0, 0.34785030193838323)	(8.0, 0.30824001910896065)	(9.0, 0.24954478182536186)	('>10', 2.444194512895548)	('>50', 1.2498844700084142)	('>100', 2.7519544073641518)	('>500', 2.7781212002635884)	('>1k', 14.882423477134665)	('>5k', 51.09570444487389)	('>10k+', 17.43560628339117)
16s-G06_S102_L001_R1_001	(1.0, 3.691101382342881)	(2.0, 1.2060986280971528)	(3.0, 0.8295705711934744)	(4.0, 0.6044230026910561)	(5.0, 0.5309306603183935)	(6.0, 0.42199715096975554)	(7.0, 0.39809496859060917)	(8.0, 0.36045589978666615)	(9.0, 0.3300973807878654)	('>10', 4.521221428993347)	('>50', 1.314620030853047)	('>100', 4.13782492887727)	('>500', 5.43609806488481)	('>1k', 25.406646180390048)	('>5k', 20.721543696348874)	('>10k+', 30.089276024874756)
16s-G06_S102_L001_R2_001	(1.0, 3.914325786745828)	(2.0, 1.179723806161543)	(3.0, 0.642474178087743)	(4.0, 0.4154034454858531)	(5.0, 0.3077062559154467)	(6.0, 0.23984603697695087)	(7.0, 0.16058420230587375)	(8.0, 0.15934788252764204)	(9.0, 0.13723149538371932)	('>10', 1.95709420894079)	('>50', 1.3967666116733315)	('>100', 8.829658487266594)	('>500', 11.50258184780354)	('>1k', 52.80953669603156)	('>5k', 16.347719058693595)	('>10k+', 0.0)
16s-G07_S110_L001_R1_001	(1.0, 1.7309309631518406)	(2.0, 0.5238551319657349)	(3.0, 0.35312885100581765)	(4.0, 0.2783374857793844)	(5.0, 0.24299304314073242)	(6.0, 0.2149068342582322)	(7.0, 0.20985762816699616)	(8.0, 0.19313213298977694)	(9.0, 0.1789312408581757)	('>10', 3.723000553834793)	('>50', 1.5325918363804767)	('>100', 2.4540719480310464)	('>500', 1.2129139757290974)	('>1k', 6.833311506036169)	('>5k', 5.521938011527968)	('>10k+', 74.79609885714376)
16s-G07_S110_L001_R2_001	(1.0, 3.65246945624784)	(2.0, 0.8198648390644452)	(3.0, 0.5917038388167185)	(4.0, 0.5055517598850043)	(5.0, 0.401569671943613)	(6.0, 0.3843708136953404)	(7.0, 0.31036838692066276)	(8.0, 0.27139482740393495)	(9.0, 0.2840178426320249)	('>10', 3.3432055831596355)	('>50', 0.574662768258797)	('>100', 2.2341159076815784)	('>500', 1.22869274476421)	('>1k', 20.328261511006477)	('>5k', 23.89378994987085)	('>10k+', 41.175960098648865)
16s-G08_S118_L001_R1_001	(1.0, 3.9707837090599747)	(2.0, 1.3510208421948107)	(3.0, 0.8621331348362399)	(4.0, 0.728945129732029)	(5.0, 0.5596022968949383)	(6.0, 0.45618885580604)	(7.0, 0.44196618460229686)	(8.0, 0.36154827732879624)	(9.0, 0.34812313908974907)	('>10', 4.666232454274777)	('>50', 2.079567205444492)	('>100', 7.292242662696726)	('>500', 6.547612717992343)	('>1k', 29.461798170991067)	('>5k', 17.297426626967248)	('>10k+', 23.574808592088473)
16s-G08_S118_L001_R2_001	(1.0, 5.552956188855806)	(2.0, 1.085974053594215)	(3.0, 0.703025308379413)	(4.0, 0.5731603572947681)	(5.0, 0.4871597192683964)	(6.0, 0.4585814547001276)	(7.0, 0.4382443641003828)	(8.0, 0.3966397277754147)	(9.0, 0.3158230540195661)	('>10', 4.67088472990217)	('>50', 2.5050510421097405)	('>100', 11.7654721395151)	('>500', 2.4159931943853676)	('>1k', 12.978652700978307)	('>5k', 24.760075499787323)	('>10k+', 30.892306465333903)
16s-G09_S126_L001_R1_001	(1.0, 3.8912408433140304)	(2.0, 1.348725306864208)	(3.0, 0.8622772593553648)	(4.0, 0.7008149836991809)	(5.0, 0.5284740440803464)	(6.0, 0.4575909599447593)	(7.0, 0.3815548244584429)	(8.0, 0.3343757765362105)	(9.0, 0.26692805996777624)	('>10', 3.848527773229097)	('>50', 1.6839026691660874)	('>100', 8.996655097112116)	('>500', 6.9565048112322785)	('>1k', 28.251317749742633)	('>5k', 18.911125895915234)	('>10k+', 22.57998394538224)
16s-G09_S126_L001_R2_001	(1.0, 5.30981862404368)	(2.0, 1.302462356959883)	(3.0, 0.8399473701688711)	(4.0, 0.5885929765055211)	(5.0, 0.45003315129702304)	(6.0, 0.3153667426646314)	(7.0, 0.25971378807675527)	(8.0, 0.2125347401545228)	(9.0, 0.19787717186800402)	('>10', 3.699203796310186)	('>50', 3.0565610367481266)	('>100', 10.815911248424024)	('>500', 6.606898905148356)	('>1k', 47.01231808297329)	('>5k', 18.0495357100733)	('>10k+', 1.283224298583827)
16s-G10_S134_L001_R1_001	(1.0, 3.2517915473016252)	(2.0, 0.9528790296800995)	(3.0, 0.5952431984891111)	(4.0, 0.45659807489041276)	(5.0, 0.3913172878956193)	(6.0, 0.35788078723974953)	(7.0, 0.28635362100155176)	(8.0, 0.2792498955874842)	(9.0, 0.27116634597837286)	('>10', 4.964646718262576)	('>50', 2.139078695805005)	('>100', 5.085777484374867)	('>500', 2.9122824637189475)	('>1k', 15.128240615427577)	('>5k', 7.6429961554148145)	('>10k+', 55.28449807893219)
16s-G10_S134_L001_R2_001	(1.0, 3.0004666412728898)	(2.0, 0.7711216414994739)	(3.0, 0.5588672252481098)	(4.0, 0.3973187110902626)	(5.0, 0.3588606114347933)	(6.0, 0.2968867310982727)	(7.0, 0.24948773566302865)	(8.0, 0.19400519061867325)	(9.0, 0.20943742169061313)	('>10', 2.660345167568309)	('>50', 1.3291315205769205)	('>100', 5.108925830982776)	('>500', 3.709124490338321)	('>1k', 19.43273078227939)	('>5k', 25.357115299587374)	('>10k+', 36.36617499905079)
16s-G11_S142_L001_R1_001	(1.0, 2.5931770712462288)	(2.0, 0.6593950645934865)	(3.0, 0.4098398700394523)	(4.0, 0.3211882107217452)	(5.0, 0.2978262551249323)	(6.0, 0.2664191227663031)	(7.0, 0.21660091281813257)	(8.0, 0.2190763518217684)	(9.0, 0.21443490368995127)	('>10', 4.615920167092133)	('>50', 1.9624042701322812)	('>100', 3.3302390345787884)	('>500', 1.6356463216523554)	('>1k', 4.470952270441711)	('>5k', 5.216832985224724)	('>10k+', 73.57004718805601)
16s-G11_S142_L001_R2_001	(1.0, 2.6165390268430415)	(2.0, 0.6231917691653129)	(3.0, 0.5221629148294268)	(4.0, 0.4424847218998994)	(5.0, 0.38756091900673006)	(6.0, 0.3035507078208401)	(7.0, 0.29132822774038836)	(8.0, 0.21288775431267887)	(9.0, 0.211650034810861)	('>10', 2.6084938500812256)	('>50', 0.6463990098243986)	('>100', 3.1577318790129185)	('>500', 1.9251179701400172)	('>1k', 2.820143884892086)	('>5k', 33.31105438230061)	('>10k+', 49.919702947319564)
16s-G12_S150_L001_R1_001	(1.0, 1.6839832504579952)	(2.0, 0.4360115153101282)	(3.0, 0.2889295995812614)	(4.0, 0.22454854750065428)	(5.0, 0.21852918084271133)	(6.0, 0.1766553258309343)	(7.0, 0.19052604030358544)	(8.0, 0.18110442292593562)	(9.0, 0.17076681496990317)	('>10', 4.095263020151792)	('>50', 1.652970426589898)	('>100', 2.7289976445956556)	('>500', 1.1866003663962315)	('>1k', 2.4057838262235016)	('>5k', 0.0)	('>10k+', 84.35933001831981)
16s-G12_S150_L001_R2_001	(1.0, 3.0389950274797175)	(2.0, 0.5535200209369275)	(3.0, 0.43928291023292326)	(4.0, 0.4260664747448312)	(5.0, 0.36181627846113584)	(6.0, 0.34310389950274794)	(7.0, 0.3242606647474483)	(8.0, 0.3349908400942162)	(9.0, 0.2708714996074326)	('>10', 2.8026694582570006)	('>50', 0.8086888249149438)	('>100', 1.8296257524208321)	('>500', 1.3039780162261188)	('>1k', 0.0)	('>5k', 17.643941376602985)	('>10k+', 69.51818895577074)
16s-H01_S63_L001_R1_001	(1.0, 5.953873488905831)	(2.0, 1.7919948265778225)	(3.0, 1.2072903408847757)	(4.0, 0.9066168767048598)	(5.0, 0.702945078354205)	(6.0, 0.5896179687660976)	(7.0, 0.4959447914701934)	(8.0, 0.46915838374936797)	(9.0, 0.39513913874566703)	('>10', 5.366474512495305)	('>50', 2.241499278034987)	('>100', 9.622343351027157)	('>500', 8.473222309749143)	('>1k', 33.034614695752374)	('>5k', 17.415127504885746)	('>10k+', 11.33413745389647)
16s-H01_S63_L001_R2_001	(1.0, 4.237641401325373)	(2.0, 1.102205202903076)	(3.0, 0.6623692181380435)	(4.0, 0.5325581653371204)	(5.0, 0.38753116495513673)	(6.0, 0.33475084678333283)	(7.0, 0.2718265635574885)	(8.0, 0.24345516129696934)	(9.0, 0.25962210560184623)	('>10', 5.11667937303956)	('>50', 3.5088609119741583)	('>100', 9.709993549072223)	('>500', 15.394259466776136)	('>1k', 25.345806183697693)	('>5k', 21.21689540779532)	('>10k+', 11.675545277746519)
16s-H02_S71_L001_R1_001	(1.0, 3.4759117389815803)	(2.0, 1.0861444505586657)	(3.0, 0.6994238000917595)	(4.0, 0.5300429273782974)	(5.0, 0.4477088534079237)	(6.0, 0.39586888090805894)	(7.0, 0.3386231358747857)	(8.0, 0.2938522505339933)	(9.0, 0.27195194129608247)	('>10', 5.011705576678112)	('>50', 2.106726582955738)	('>100', 5.894232595145062)	('>500', 4.485127888103281)	('>1k', 16.32959133745743)	('>5k', 11.123832387785173)	('>10k+', 47.50925565284406)
16s-H02_S71_L001_R2_001	(1.0, 5.504601144083243)	(2.0, 1.32649341396713)	(3.0, 0.9310403617154872)	(4.0, 0.6969288281532634)	(5.0, 0.5696852592899587)	(6.0, 0.4698863817501119)	(7.0, 0.3240691329002247)	(8.0, 0.3315540487157132)	(9.0, 0.30563406246578073)	('>10', 3.8234058861932407)	('>50', 2.061124040302113)	('>100', 6.175194157330158)	('>500', 5.817165684155958)	('>1k', 41.27432077854213)	('>5k', 24.182376904321984)	('>10k+', 6.206519916113499)
16s-H03_S79_L001_R1_001	(1.0, 3.8055181364981663)	(2.0, 1.3067718114866127)	(3.0, 0.8510240803925232)	(4.0, 0.6071720042084149)	(5.0, 0.5125318335119615)	(6.0, 0.4056007315562286)	(7.0, 0.39834908211325354)	(8.0, 0.3205474872420133)	(9.0, 0.275439769520457)	('>10', 4.050599305808202)	('>50', 2.011656719206301)	('>100', 8.670883275484016)	('>500', 6.967606021573043)	('>1k', 28.55711841574812)	('>5k', 16.685062093784722)	('>10k+', 24.57411923186596)
16s-H03_S79_L001_R2_001	(1.0, 5.033013441362425)	(2.0, 1.1130667348403653)	(3.0, 0.7267627653612059)	(4.0, 0.5702992104305759)	(5.0, 0.4430880718970315)	(6.0, 0.3775774082850709)	(7.0, 0.36651557015171926)	(8.0, 0.28219978171306087)	(9.0, 0.26769648282711084)	('>10', 3.546671124177737)	('>50', 3.1694624438304437)	('>100', 9.525963363192103)	('>500', 9.16018524891594)	('>1k', 20.70210715725509)	('>5k', 30.77821260361255)	('>10k+', 13.93717859214757)
16s-H04_S87_L001_R1_001	(1.0, 2.9577928326506258)	(2.0, 1.0142110255875898)	(3.0, 0.6904515436938645)	(4.0, 0.52430132066082)	(5.0, 0.43957495607097424)	(6.0, 0.4017669546679785)	(7.0, 0.34596598874187046)	(8.0, 0.2897095047265696)	(9.0, 0.2962006374975658)	('>10', 4.087591573370868)	('>50', 1.5406760571720755)	('>100', 5.4333058883684595)	('>500', 4.851153770380164)	('>1k', 18.57226965304326)	('>5k', 20.340704754811696)	('>10k+', 38.214323538555625)
16s-H04_S87_L001_R2_001	(1.0, 4.6514090882691566)	(2.0, 1.1223965717708606)	(3.0, 0.7246154003833185)	(4.0, 0.5971842149316552)	(5.0, 0.5044862837809367)	(6.0, 0.40040040040040037)	(7.0, 0.3491546153662195)	(8.0, 0.27513292587240257)	(9.0, 0.2582787565722719)	('>10', 3.341452943273194)	('>50', 1.921489179737189)	('>100', 8.090798420718786)	('>500', 6.706820586229005)	('>1k', 29.903965398845944)	('>5k', 37.35715237421722)	('>10k+', 3.79526283963144)
16s-H05_S95_L001_R1_001	(1.0, 3.012757163410507)	(2.0, 0.8440956942109902)	(3.0, 0.5959067834548235)	(4.0, 0.44147499950728236)	(5.0, 0.37868869536817273)	(6.0, 0.32941693203030636)	(7.0, 0.31533928536234457)	(8.0, 0.26578596909111896)	(9.0, 0.27873740402564384)	('>10', 5.04641400106427)	('>50', 1.9168123703096802)	('>100', 3.366528424176387)	('>500', 2.3616660050172733)	('>1k', 12.887944748052357)	('>5k', 10.308356772615035)	('>10k+', 57.6500747523038)
16s-H05_S95_L001_R2_001	(1.0, 3.421431246181438)	(2.0, 0.8964645398158081)	(3.0, 0.6723484048618561)	(4.0, 0.5479020083170736)	(5.0, 0.4596351637089531)	(6.0, 0.36235862523333695)	(7.0, 0.31435385009558725)	(8.0, 0.2984461093607904)	(9.0, 0.25846559282377884)	('>10', 2.259321513741191)	('>50', 1.565152756543994)	('>100', 2.859592367663083)	('>500', 2.163030410532332)	('>1k', 21.889614356947177)	('>5k', 50.36461104870021)	('>10k+', 11.66727200547339)
16s-H06_S103_L001_R1_001	(1.0, 3.6006175799507836)	(2.0, 1.1932677462020413)	(3.0, 0.8394239433428359)	(4.0, 0.6333883112982353)	(5.0, 0.4828136773935175)	(6.0, 0.45923287295874543)	(7.0, 0.3771611346187287)	(8.0, 0.3562150569364451)	(9.0, 0.2916642515004769)	('>10', 4.1896107454695874)	('>50', 1.4016746323238818)	('>100', 3.874629162209587)	('>500', 4.987537742460729)	('>1k', 27.212380054064596)	('>5k', 17.822082171857957)	('>10k+', 32.278300917411855)
16s-H06_S103_L001_R2_001	(1.0, 4.260353158773904)	(2.0, 1.2230401585051616)	(3.0, 0.7256037476353328)	(4.0, 0.47952026895290684)	(5.0, 0.3425144778235049)	(6.0, 0.2474008420586701)	(7.0, 0.2047182686683564)	(8.0, 0.15176026094333755)	(9.0, 0.15057463390471773)	('>10', 2.018068956068566)	('>50', 1.278105947632171)	('>100', 7.9102401289962225)	('>500', 11.245540724971413)	('>1k', 52.91242695220079)	('>5k', 16.85013147286495)	('>10k+', 0.0)
16s-H07_S111_L001_R1_001	(1.0, 1.707428743042132)	(2.0, 0.5270387049569609)	(3.0, 0.3449306384676423)	(4.0, 0.2926684205179996)	(5.0, 0.251741951250392)	(6.0, 0.24997534106617872)	(7.0, 0.21022661192137995)	(8.0, 0.20139356100031358)	(9.0, 0.19741868808583368)	('>10', 3.7787791840321994)	('>50', 1.344537567701655)	('>100', 2.6740589488374966)	('>500', 1.0222784265980829)	('>1k', 6.9704549168441865)	('>5k', 7.2559096791099815)	('>10k+', 72.97115861656756)
16s-H07_S111_L001_R2_001	(1.0, 3.3670117935951547)	(2.0, 0.7840804867599928)	(3.0, 0.6315631408562465)	(4.0, 0.5011284222551662)	(5.0, 0.3915985908339431)	(6.0, 0.3436056808294824)	(7.0, 0.3174009630969854)	(8.0, 0.2567473467723296)	(9.0, 0.21066826446743328)	('>10', 2.9241815074190267)	('>50', 0.9093625923237844)	('>100', 2.020707615709287)	('>500', 1.6246924994148104)	('>1k', 22.64382047118438)	('>5k', 29.36915822496897)	('>10k+', 33.704272399513)
16s-H08_S119_L001_R1_001	(1.0, 4.17685448319751)	(2.0, 1.3910395308752033)	(3.0, 0.8784495796478987)	(4.0, 0.6616391026648494)	(5.0, 0.5346188232202346)	(6.0, 0.4506256972588869)	(7.0, 0.44276744467661355)	(8.0, 0.3885326194776452)	(9.0, 0.33623015147103913)	('>10', 4.901230782707722)	('>50', 2.2354796239375254)	('>100', 7.624566185810315)	('>500', 6.239581374137846)	('>1k', 27.163789172100884)	('>5k', 19.092075531977933)	('>10k+', 23.482519896837893)
16s-H08_S119_L001_R2_001	(1.0, 4.869024829501684)	(2.0, 1.013328111674787)	(3.0, 0.6921703463041736)	(4.0, 0.5714624336879424)	(5.0, 0.4811569408982111)	(6.0, 0.44135038273554794)	(7.0, 0.37423317625416425)	(8.0, 0.35864549490244174)	(9.0, 0.3315924942093696)	('>10', 4.507674034529935)	('>50', 2.4369600671945006)	('>100', 11.792660649735783)	('>500', 2.90317344580511)	('>1k', 12.078649514205402)	('>5k', 27.025818868566216)	('>10k+', 30.122099209794733)
16s-H09_S127_L001_R1_001	(1.0, 4.01009981609208)	(2.0, 1.414634012244034)	(3.0, 0.8634600529456881)	(4.0, 0.6812015317412974)	(5.0, 0.4886342706497805)	(6.0, 0.4090507987211664)	(7.0, 0.3848596224527104)	(8.0, 0.31778408825380944)	(9.0, 0.31049924540024026)	('>10', 3.6040729144044708)	('>50', 1.9967341912037584)	('>100', 10.773320431372657)	('>500', 7.454730886909)	('>1k', 32.19488191682084)	('>5k', 19.801302474922274)	('>10k+', 15.294733745866196)
16s-H09_S127_L001_R2_001	(1.0, 5.2470111526820595)	(2.0, 1.2975267271262807)	(3.0, 0.7908865241403199)	(4.0, 0.505265704334344)	(5.0, 0.37798712919462624)	(6.0, 0.27215073302013093)	(7.0, 0.20205130178767294)	(8.0, 0.20122660259670283)	(9.0, 0.17566092767662994)	('>10', 4.146862431927954)	('>50', 3.1625839475051474)	('>100', 13.2981370045276)	('>500', 5.813167147283028)	('>1k', 50.32012073596156)	('>5k', 12.804279639001672)	('>10k+', 1.3850822912342722)
16s-H10_S135_L001_R1_001	(1.0, 2.7617595997941145)	(2.0, 0.8554475583477797)	(3.0, 0.5742864727369711)	(4.0, 0.42722526661075017)	(5.0, 0.35581334194098363)	(6.0, 0.3267749851380942)	(7.0, 0.2721878594742936)	(8.0, 0.28714323636848554)	(9.0, 0.24003379915178086)	('>10', 4.214549836924078)	('>50', 1.7942713428806798)	('>100', 4.837939797130312)	('>500', 3.069217223110544)	('>1k', 15.956390120976534)	('>5k', 9.273579955806861)	('>10k+', 54.75337960360773)
16s-H10_S135_L001_R2_001	(1.0, 4.283219942496576)	(2.0, 0.9329662619160082)	(3.0, 0.639342362226706)	(4.0, 0.500008100829151)	(5.0, 0.3975637691039361)	(6.0, 0.3604245831500261)	(7.0, 0.2381643770400069)	(8.0, 0.2632146333377784)	(9.0, 0.22433065341287933)	('>10', 3.214159750843421)	('>50', 1.5412762170872658)	('>100', 5.467810420657364)	('>500', 3.585177725960166)	('>1k', 20.318624304730758)	('>5k', 30.850076085479948)	('>10k+', 27.183640811728004)
16s-H11_S143_L001_R1_001	(1.0, 1.6411949448176504)	(2.0, 0.5070278323821776)	(3.0, 0.3435975019444271)	(4.0, 0.2605696433083812)	(5.0, 0.26910215051999065)	(6.0, 0.2599132965997959)	(7.0, 0.2182352806046266)	(8.0, 0.2074055599129684)	(9.0, 0.20379565301574903)	('>10', 3.937916164834913)	('>50', 1.2930030159131258)	('>100', 2.9205787665276306)	('>500', 1.7800122736834505)	('>1k', 5.157080176032188)	('>5k', 5.533330926728735)	('>10k+', 75.46723681317418)
16s-H11_S143_L001_R2_001	(1.0, 3.665040020740556)	(2.0, 0.7013064581234392)	(3.0, 0.5119504326965676)	(4.0, 0.47913309726730047)	(5.0, 0.43565012782352147)	(6.0, 0.3751021439565236)	(7.0, 0.32620431416691553)	(8.0, 0.3032321793664285)	(9.0, 0.24809905584525968)	('>10', 3.1888604836618892)	('>50', 0.6732476363314157)	('>100', 3.06300600229065)	('>500', 2.480990558452597)	('>1k', 5.186123517887089)	('>5k', 34.56748392770997)	('>10k+', 43.794570043679876)
16s-H12_S151_L001_R1_001	(1.0, 1.7273593462530008)	(2.0, 0.4758321339769323)	(3.0, 0.3004352018495363)	(4.0, 0.25637137224493767)	(5.0, 0.24821670248045025)	(6.0, 0.23176429856964234)	(7.0, 0.1872712758195443)	(8.0, 0.16023210765308604)	(9.0, 0.15450953237976156)	('>10', 4.20523443960251)	('>50', 1.7322235352353266)	('>100', 3.0662988958291013)	('>500', 1.002738252268286)	('>1k', 2.1452504055875226)	('>5k', 1.2476644739665743)	('>10k+', 82.85859802628379)
16s-H12_S151_L001_R2_001	(1.0, 3.030675864752656)	(2.0, 0.573402042387115)	(3.0, 0.47812116408626215)	(4.0, 0.4646731121939495)	(5.0, 0.4306237893176687)	(6.0, 0.3442129026904688)	(7.0, 0.33748887674431244)	(8.0, 0.3193197002515072)	(9.0, 0.2716792611010807)	('>10', 2.9062098525578484)	('>50', 0.7409304335136898)	('>100', 2.0031874744272415)	('>500', 0.7343494719493667)	('>1k', 0.0)	('>5k', 24.30806911726415)	('>10k+', 63.05705693676268)
