[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210323_QEIC21-03-4_pt3_1-12,,,,,
EXPERIMENT NAME,20210323_QEIC21-03-4_pt3_1-12,,,,,
DATE,20210323,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
217243,4,A01,Group1,,205097260062,R01C01
207354,4,B01,Group1,,205097260062,R02C01
257243,4,C01,Group1,,205097260062,R03C01
247354,4,D01,Group1,,205097260062,R04C01
211675,4,E01,Group1,,205097260062,R05C01
203476,4,F01,Group1,,205097260062,R06C01
251675,4,G01,Group1,,205097260062,R07C01
243476,4,H01,Group1,,205097260062,R08C01
214220,4,A02,Group1,,205097260076,R01C01
212788,4,B02,Group1,,205097260076,R02C01
254220,4,C02,Group1,,205097260076,R03C01
252788,4,D02,Group1,,205097260076,R04C01
212891,4,E02,Group1,,205097260076,R05C01
203439,4,F02,Group1,,205097260076,R06C01
252891,4,G02,Group1,,205097260076,R07C01
243439,4,H02,Group1,,205097260076,R08C01
206474,4,A03,Group1,,205097260079,R01C01
200916,4,B03,Group1,,205097260079,R02C01
246474,4,C03,Group1,,205097260079,R03C01
240916,4,D03,Group1,,205097260079,R04C01
201063,4,E03,Group1,,205097260079,R05C01
207099,4,F03,Group1,,205097260079,R06C01
241063,4,G03,Group1,,205097260079,R07C01
247099,4,H03,Group1,,205097260079,R08C01
200551,4,A04,Group1,,205097260098,R01C01
205270,4,B04,Group1,,205097260098,R02C01
240551,4,C04,Group1,,205097260098,R03C01
245270,4,D04,Group1,,205097260098,R04C01
208219,4,E04,Group1,,205097260098,R05C01
205204,4,F04,Group1,,205097260098,R06C01
248219,4,G04,Group1,,205097260098,R07C01
245204,4,H04,Group1,,205097260098,R08C01
207308,4,A05,Group1,,205097260061,R01C01
202931,4,B05,Group1,,205097260061,R02C01
247308,4,C05,Group1,,205097260061,R03C01
242931,4,D05,Group1,,205097260061,R04C01
204552,4,E05,Group1,,205097260061,R05C01
214647,4,F05,Group1,,205097260061,R06C01
244552,4,G05,Group1,,205097260061,R07C01
254647,4,H05,Group1,,205097260061,R08C01
204511,4,A06,Group1,,205097260066,R01C01
204077,4,B06,Group1,,205097260066,R02C01
244511,4,C06,Group1,,205097260066,R03C01
244077,4,D06,Group1,,205097260066,R04C01
210353,4,E06,Group1,,205097260066,R05C01
203736,4,F06,Group1,,205097260066,R06C01
250353,4,G06,Group1,,205097260066,R07C01
243736,4,H06,Group1,,205097260066,R08C01
212714,4,A07,Group1,,205097260075,R01C01
202058,4,B07,Group1,,205097260075,R02C01
252714,4,C07,Group1,,205097260075,R03C01
242058,4,D07,Group1,,205097260075,R04C01
200935,4,E07,Group1,,205097260075,R05C01
212719,4,F07,Group1,,205097260075,R06C01
240935,4,G07,Group1,,205097260075,R07C01
252719,4,H07,Group1,,205097260075,R08C01
201305,4,A08,Group1,,205097260073,R01C01
209485,4,B08,Group1,,205097260073,R02C01
241305,4,C08,Group1,,205097260073,R03C01
249485,4,D08,Group1,,205097260073,R04C01
201931,4,E08,Group1,,205097260073,R05C01
212920,4,F08,Group1,,205097260073,R06C01
241931,4,G08,Group1,,205097260073,R07C01
252920,4,H08,Group1,,205097260073,R08C01
209954,4,A09,Group1,,205097260026,R01C01
205242,4,B09,Group1,,205097260026,R02C01
249954,4,C09,Group1,,205097260026,R03C01
245242,4,D09,Group1,,205097260026,R04C01
214023,4,E09,Group1,,205097260026,R05C01
206470,4,F09,Group1,,205097260026,R06C01
254023,4,G09,Group1,,205097260026,R07C01
246470,4,H09,Group1,,205097260026,R08C01
213305,4,A10,Group1,,205097260040,R01C01
201343,4,B10,Group1,,205097260040,R02C01
253305,4,C10,Group1,,205097260040,R03C01
241343,4,D10,Group1,,205097260040,R04C01
209633,4,E10,Group1,,205097260040,R05C01
200970,4,F10,Group1,,205097260040,R06C01
249633,4,G10,Group1,,205097260040,R07C01
240970,4,H10,Group1,,205097260040,R08C01
pool_women,4,A11,Group1,,205097260007,R01C01
201491,4,B11,Group1,,205097260007,R02C01
pool_men,4,C11,Group1,,205097260007,R03C01
241491,4,D11,Group1,,205097260007,R04C01
206033,4,E11,Group1,,205097260007,R05C01
204780,4,F11,Group1,,205097260007,R06C01
246033,4,G11,Group1,,205097260007,R07C01
244780,4,H11,Group1,,205097260007,R08C01
203595,4,A12,Group1,,205097260019,R01C01
202461,4,B12,Group1,,205097260019,R02C01
243595,4,C12,Group1,,205097260019,R03C01
242461,4,D12,Group1,,205097260019,R04C01
203322,4,E12,Group1,,205097260019,R05C01
209362,4,F12,Group1,,205097260019,R06C01
243322,4,G12,Group1,,205097260019,R07C01
249362,4,H12,Group1,,205097260019,R08C01
