[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210929_QEIC21-03-10_MCU04_1-12,,,,,
EXPERIMENT NAME,20210929_QEIC21-03-10_MCU04_1-12,,,,,
DATE,20210929,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
216958-216758,MCU04,A01,Group1,,205689140140,R01C01
206841,MCU04,B01,Group1,,205689140140,R02C01
209603,MCU04,C01,Group1,,205689140140,R03C01
403440,MCU04,D01,Group1,,205689140140,R04C01
210407,MCU04,E01,Group1,,205689140140,R05C01
405056,MCU04,F01,Group1,,205689140140,R06C01
403322,MCU04,G01,Group1,,205689140140,R07C01
404875,MCU04,H01,Group1,,205689140140,R08C01
217105,MCU04,A02,Group1,,205689140098,R01C01
207791,MCU04,B02,Group1,,205689140098,R02C01
403580,MCU04,C02,Group1,,205689140098,R03C01
404181,MCU04,D02,Group1,,205689140098,R04C01
210477,MCU04,E02,Group1,,205689140098,R05C01
219112,MCU04,F02,Group1,,205689140098,R06C01
401370,MCU04,G02,Group1,,205689140098,R07C01
410685,MCU04,H02,Group1,,205689140098,R08C01
202989,MCU04,A03,Group1,,205689140055,R01C01
211295,MCU04,B03,Group1,,205689140055,R02C01
218502,MCU04,C03,Group1,,205689140055,R03C01
202675,MCU04,D03,Group1,,205689140055,R04C01
208768,MCU04,E03,Group1,,205689140055,R05C01
217675,MCU04,F03,Group1,,205689140055,R06C01
201521,MCU04,G03,Group1,,205689140055,R07C01
205405,MCU04,H03,Group1,,205689140055,R08C01
403787,MCU04,A04,Group1,,205689140046,R01C01
211638,MCU04,B04,Group1,,205689140046,R02C01
213110,MCU04,C04,Group1,,205689140046,R03C01
404023,MCU04,D04,Group1,,205689140046,R04C01
216429,MCU04,E04,Group1,,205689140046,R05C01
214834,MCU04,F04,Group1,,205689140046,R06C01
209751,MCU04,G04,Group1,,205689140046,R07C01
217683,MCU04,H04,Group1,,205689140046,R08C01
402457,MCU04,A05,Group1,,205689140137,R01C01
403350,MCU04,B05,Group1,,205689140137,R02C01
403920,MCU04,C05,Group1,,205689140137,R03C01
404388,MCU04,D05,Group1,,205689140137,R04C01
211955,MCU04,E05,Group1,,205689140137,R05C01
212053,MCU04,F05,Group1,,205689140137,R06C01
212363,MCU04,G05,Group1,,205689140137,R07C01
210721-200421,MCU04,H05,Group1,,205689140137,R08C01
212344,MCU04,A06,Group1,,205689140007,R01C01
216667,MCU04,B06,Group1,,205689140007,R02C01
206728,MCU04,C06,Group1,,205689140007,R03C01
403769,MCU04,D06,Group1,,205689140007,R04C01
211283,MCU04,E06,Group1,,205689140007,R05C01
202546,MCU04,F06,Group1,,205689140007,R06C01
400243,MCU04,G06,Group1,,205689140007,R07C01
202537,MCU04,H06,Group1,,205689140007,R08C01
404649,MCU04,A07,Group1,,205689140034,R01C01
216530,MCU04,B07,Group1,,205689140034,R02C01
400900,MCU04,C07,Group1,,205689140034,R03C01
400465,MCU04,D07,Group1,,205689140034,R04C01
218812,MCU04,E07,Group1,,205689140034,R05C01
212983,MCU04,F07,Group1,,205689140034,R06C01
400025,MCU04,G07,Group1,,205689140034,R07C01
207204,MCU04,H07,Group1,,205689140034,R08C01
218452,MCU04,A08,Group1,,205689140036,R01C01
206560,MCU04,B08,Group1,,205689140036,R02C01
211104,MCU04,C08,Group1,,205689140036,R03C01
202294,MCU04,D08,Group1,,205689140036,R04C01
206331,MCU04,E08,Group1,,205689140036,R05C01
404560,MCU04,F08,Group1,,205689140036,R06C01
217623,MCU04,G08,Group1,,205689140036,R07C01
400201,MCU04,H08,Group1,,205689140036,R08C01
208309,MCU04,A09,Group1,,205689130155,R01C01
211882,MCU04,B09,Group1,,205689130155,R02C01
205843,MCU04,C09,Group1,,205689130155,R03C01
400210,MCU04,D09,Group1,,205689130155,R04C01
201826,MCU04,E09,Group1,,205689130155,R05C01
218960,MCU04,F09,Group1,,205689130155,R06C01
217811,MCU04,G09,Group1,,205689130155,R07C01
211808,MCU04,H09,Group1,,205689130155,R08C01
213205,MCU04,A10,Group1,,205689130137,R01C01
213772,MCU04,B10,Group1,,205689130137,R02C01
213557,MCU04,C10,Group1,,205689130137,R03C01
201572,MCU04,D10,Group1,,205689130137,R04C01
203825,MCU04,E10,Group1,,205689130137,R05C01
208738,MCU04,F10,Group1,,205689130137,R06C01
201972,MCU04,G10,Group1,,205689130137,R07C01
217467,MCU04,H10,Group1,,205689130137,R08C01
214393,MCU04,A11,Group1,,205689130016,R01C01
206108,MCU04,B11,Group1,,205689130016,R02C01
404087,MCU04,C11,Group1,,205689130016,R03C01
402331,MCU04,D11,Group1,,205689130016,R04C01
pool_women,MCU04,E11,Group1,,205689130016,R05C01
400335,MCU04,F11,Group1,,205689130016,R06C01
pool_men,MCU04,G11,Group1,,205689130016,R07C01
401241,MCU04,H11,Group1,,205689130016,R08C01
214679,MCU04,A12,Group1,,205689130136,R01C01
214648,MCU04,B12,Group1,,205689130136,R02C01
402392,MCU04,C12,Group1,,205689130136,R03C01
404984,MCU04,D12,Group1,,205689130136,R04C01
404375,MCU04,E12,Group1,,205689130136,R05C01
206841,MCU04,F12,Group1,,205689130136,R06C01
213289,MCU04,G12,Group1,,205689130136,R07C01
403440,MCU04,H12,Group1,,205689130136,R08C01
