[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210621_QEIC21-03-8_pt21_1-12,,,,,
EXPERIMENT NAME,20210621_QEIC21-03-8_pt21_1-12,,,,,
DATE,20210621,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
206501,21,A01,Group1,,205289440077,R01C01
207228,21,B01,Group1,,205289440077,R02C01
246501,21,C01,Group1,,205289440077,R03C01
247228,21,D01,Group1,,205289440077,R04C01
218699,21,E01,Group1,,205289440077,R05C01
210461,21,F01,Group1,,205289440077,R06C01
258699,21,G01,Group1,,205289440077,R07C01
250461,21,H01,Group1,,205289440077,R08C01
pool_women,21,A02,Group1,,205289440023,R01C01
213426,21,B02,Group1,,205289440023,R02C01
pool_men,21,C02,Group1,,205289440023,R03C01
253426,21,D02,Group1,,205289440023,R04C01
202045,21,E02,Group1,,205289440023,R05C01
209720,21,F02,Group1,,205289440023,R06C01
242045,21,G02,Group1,,205289440023,R07C01
249720,21,H02,Group1,,205289440023,R08C01
206816,21,A03,Group1,,205289440162,R01C01
209640,21,B03,Group1,,205289440162,R02C01
246816,21,C03,Group1,,205289440162,R03C01
249640,21,D03,Group1,,205289440162,R04C01
206349,21,E03,Group1,,205289440162,R05C01
207555,21,F03,Group1,,205289440162,R06C01
246349,21,G03,Group1,,205289440162,R07C01
247555,21,H03,Group1,,205289440162,R08C01
206037,21,A04,Group1,,205289440172,R01C01
201960,21,B04,Group1,,205289440172,R02C01
246037,21,C04,Group1,,205289440172,R03C01
241960,21,D04,Group1,,205289440172,R04C01
205529,21,E04,Group1,,205289440172,R05C01
203648,21,F04,Group1,,205289440172,R06C01
245529,21,G04,Group1,,205289440172,R07C01
243648,21,H04,Group1,,205289440172,R08C01
205560,21,A05,Group1,,205289440103,R01C01
200637,21,B05,Group1,,205289440103,R02C01
245560,21,C05,Group1,,205289440103,R03C01
240637,21,D05,Group1,,205289440103,R04C01
202587,21,E05,Group1,,205289440103,R05C01
207189,21,F05,Group1,,205289440103,R06C01
242587,21,G05,Group1,,205289440103,R07C01
247189,21,H05,Group1,,205289440103,R08C01
202683,21,A06,Group1,,205289440168,R01C01
200985,21,B06,Group1,,205289440168,R02C01
242683,21,C06,Group1,,205289440168,R03C01
240985,21,D06,Group1,,205289440168,R04C01
207665,21,E06,Group1,,205289440168,R05C01
211773,21,F06,Group1,,205289440168,R06C01
247665,21,G06,Group1,,205289440168,R07C01
251773,21,H06,Group1,,205289440168,R08C01
213857,21,A07,Group1,,205289440165,R01C01
205065,21,B07,Group1,,205289440165,R02C01
253857,21,C07,Group1,,205289440165,R03C01
245065,21,D07,Group1,,205289440165,R04C01
201167,21,E07,Group1,,205289440165,R05C01
210956,21,F07,Group1,,205289440165,R06C01
241167,21,G07,Group1,,205289440165,R07C01
250956,21,H07,Group1,,205289440165,R08C01
210338,21,A08,Group1,,205289440037,R01C01
218139,21,B08,Group1,,205289440037,R02C01
250338,21,C08,Group1,,205289440037,R03C01
258139,21,D08,Group1,,205289440037,R04C01
200474,21,E08,Group1,,205289440037,R05C01
206938,21,F08,Group1,,205289440037,R06C01
240474,21,G08,Group1,,205289440037,R07C01
246938,21,H08,Group1,,205289440037,R08C01
201734,21,A09,Group1,,205289440128,R01C01
203195,21,B09,Group1,,205289440128,R02C01
241734,21,C09,Group1,,205289440128,R03C01
243195,21,D09,Group1,,205289440128,R04C01
210915,21,E09,Group1,,205289440128,R05C01
210436,21,F09,Group1,,205289440128,R06C01
250915,21,G09,Group1,,205289440128,R07C01
250436,21,H09,Group1,,205289440128,R08C01
201705,21,A10,Group1,,205289440154,R01C01
218588,21,B10,Group1,,205289440154,R02C01
241705,21,C10,Group1,,205289440154,R03C01
258588,21,D10,Group1,,205289440154,R04C01
210453,21,E10,Group1,,205289440154,R05C01
214501,21,F10,Group1,,205289440154,R06C01
250453,21,G10,Group1,,205289440154,R07C01
254501,21,H10,Group1,,205289440154,R08C01
214831,21,A11,Group1,,205289440159,R01C01
213316,21,B11,Group1,,205289440159,R02C01
254831,21,C11,Group1,,205289440159,R03C01
253316,21,D11,Group1,,205289440159,R04C01
210664,21,E11,Group1,,205289440159,R05C01
213810,21,F11,Group1,,205289440159,R06C01
250664,21,G11,Group1,,205289440159,R07C01
253810,21,H11,Group1,,205289440159,R08C01
208147,21,A12,Group1,,205289440110,R01C01
208274,21,B12,Group1,,205289440110,R02C01
248147,21,C12,Group1,,205289440110,R03C01
248274,21,D12,Group1,,205289440110,R04C01
206646,21,E12,Group1,,205289440110,R05C01
210636,21,F12,Group1,,205289440110,R06C01
246646,21,G12,Group1,,205289440110,R07C01
250636,21,H12,Group1,,205289440110,R08C01
