Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
its-H07_S207_L001_R1_001	its-H07_S207_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	649744.0	162.2 Mbp	0.0	35-251	42.0	2.3304563027900222	250.11845280602822	251	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
its-H07_S207_L001_R2_001	its-H07_S207_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	649744.0	162.8 Mbp	0.0	35-251	41.0	2.261352163313551	250.63493006476398	251	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
its-H08_S215_L001_R1_001	its-H08_S215_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	864323.0	216 Mbp	0.0	35-251	60.0	2.7539473090499733	250.29336833568007	251	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
its-H08_S215_L001_R2_001	its-H08_S215_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	864323.0	216.3 Mbp	0.0	35-251	58.0	3.222637833310001	250.5061394872056	251	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
its-H09_S223_L001_R1_001	its-H09_S223_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	709629.0	177.1 Mbp	0.0	35-251	58.0	3.0952793642875363	250.22150024872153	251	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
its-H09_S223_L001_R2_001	its-H09_S223_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	709629.0	177.2 Mbp	0.0	35-251	56.0	2.993113302866709	250.1519216379263	251	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
its-H10_S231_L001_R1_001	its-H10_S231_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	720343.0	179.8 Mbp	0.0	35-251	61.0	3.4125409700656495	250.3113502872937	251	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
its-H10_S231_L001_R2_001	its-H10_S231_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	720343.0	180 Mbp	0.0	35-251	60.0	2.4099630315002716	250.1297423588485	251	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
its-H11_S239_L001_R1_001	its-H11_S239_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	911574.0	226.9 Mbp	0.0	35-251	62.0	3.0220256391691733	249.25422620653947	251	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
its-H11_S239_L001_R2_001	its-H11_S239_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	911574.0	226 Mbp	0.0	35-251	60.0	2.527935197800727	247.23088635700447	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
its-H12_S247_L001_R1_001	its-H12_S247_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	740038.0	184.8 Mbp	0.0	35-251	57.0	3.3006413184187835	249.81219342790504	251	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
its-H12_S247_L001_R2_001	its-H12_S247_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	740038.0	184.2 Mbp	0.0	35-251	55.0	1.7588286006934781	248.62592596596392	251	pass	warn	pass	pass	fail	fail	pass	warn	fail	fail	pass
