Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
its-G07_S206_L001_R1_001	(1.0, 2.282527051649128)	(2.0, 0.4572193507604209)	(3.0, 0.2775443423939315)	(4.0, 0.20228312200200796)	(5.0, 0.20377049789908155)	(6.0, 0.15260476703975012)	(7.0, 0.1259807384821329)	(8.0, 0.11899007176588702)	(9.0, 0.11378425612612948)	('>10', 2.1192131781504484)	('>50', 1.3813259956122412)	('>100', 4.582605138883725)	('>500', 1.2928271297363627)	('>1k', 2.762057040865653)	('>5k', 1.397389655300636)	('>10k+', 82.52987766333246)
its-G07_S206_L001_R2_001	(1.0, 1.7028966645595507)	(2.0, 0.25969583162904847)	(3.0, 0.15349719257799427)	(4.0, 0.12612947607184025)	(5.0, 0.09667943330978322)	(6.0, 0.07853344736548544)	(7.0, 0.05518164578143011)	(8.0, 0.04640612798869594)	(9.0, 0.05086825567991671)	('>10', 1.021827241289555)	('>50', 1.1357602350053917)	('>100', 2.8148588852117653)	('>500', 1.1741345331498902)	('>1k', 0.49975830141672556)	('>5k', 1.5898560963819581)	('>10k+', 89.19391663258097)
its-G08_S214_L001_R1_001	(1.0, 2.645201683806682)	(2.0, 0.5221932114882507)	(3.0, 0.30532317365588535)	(4.0, 0.2648265572547557)	(5.0, 0.21647040017051208)	(6.0, 0.19342462833697446)	(7.0, 0.18090264826557256)	(8.0, 0.1598550647413012)	(9.0, 0.14027281931049182)	('>10', 2.7802792135130816)	('>50', 1.1452283263174723)	('>100', 3.31939041935312)	('>500', 1.6130708157936804)	('>1k', 2.247029360046891)	('>5k', 4.715990834976288)	('>10k+', 79.55054084296904)
its-G08_S214_L001_R2_001	(1.0, 2.8576757073586614)	(2.0, 0.4294772739382959)	(3.0, 0.2821441892683967)	(4.0, 0.18862897639473544)	(5.0, 0.17983694783396387)	(6.0, 0.1470666595619971)	(7.0, 0.1165609847071988)	(8.0, 0.11189854531891084)	(9.0, 0.09471412585922097)	('>10', 2.3356157084243616)	('>50', 1.277908030052752)	('>100', 2.3442745244311824)	('>500', 1.175067938402515)	('>1k', 4.7686097937869665)	('>5k', 2.3162998881014545)	('>10k+', 81.37422070655938)
its-G09_S222_L001_R1_001	(1.0, 1.5783629128185674)	(2.0, 0.39360276944599226)	(3.0, 0.24619932265547506)	(4.0, 0.1912688156745585)	(5.0, 0.15214564883203516)	(6.0, 0.150169731314736)	(7.0, 0.11987232938281557)	(8.0, 0.1074899129410742)	(9.0, 0.10314289440301605)	('>10', 1.985401921382194)	('>50', 1.34546810144624)	('>100', 3.719730590232908)	('>500', 1.0484218346789331)	('>1k', 3.2505160437916016)	('>5k', 2.8578353691870153)	('>10k+', 82.75037180181283)
its-G09_S222_L001_R2_001	(1.0, 2.784199509709)	(2.0, 0.43470185380581466)	(3.0, 0.23473900105513995)	(4.0, 0.172826918846433)	(5.0, 0.12250688607254778)	(6.0, 0.1391045932178607)	(7.0, 0.10696300160312774)	(8.0, 0.09800550885803823)	(9.0, 0.08180298521618513)	('>10', 2.7550876582874593)	('>50', 1.5258035068584097)	('>100', 2.394153391794146)	('>500', 1.1372063951229088)	('>1k', 2.693834215251185)	('>5k', 3.7340889241919486)	('>10k+', 81.5849756501098)
its-G10_S230_L001_R1_001	(1.0, 2.806595593889953)	(2.0, 0.6201275690999292)	(3.0, 0.3822549270926007)	(4.0, 0.29253434262707906)	(5.0, 0.22335901804967054)	(6.0, 0.2001749174419832)	(7.0, 0.1649275449733854)	(8.0, 0.14777508029615333)	(9.0, 0.142497398857005)	('>10', 2.491442616523667)	('>50', 1.3015139406185443)	('>100', 4.776678679674895)	('>500', 3.1722635221738016)	('>1k', 3.185269237148846)	('>5k', 1.790264939608245)	('>10k+', 78.30232067192424)
its-G10_S230_L001_R2_001	(1.0, 1.8833783192846478)	(2.0, 0.3147760001206327)	(3.0, 0.21713889349638857)	(4.0, 0.142497398857005)	(5.0, 0.12440249106563928)	(6.0, 0.12553342280259963)	(7.0, 0.09631768626445707)	(8.0, 0.1100773557308081)	(9.0, 0.11535503716995643)	('>10', 2.790008595081201)	('>50', 1.4451422712125097)	('>100', 2.2614864966750607)	('>500', 0.6376570110228147)	('>1k', 2.79811360586275)	('>5k', 1.0809822519112746)	('>10k+', 85.85713316344226)
its-G11_S238_L001_R1_001	(1.0, 2.111078699344648)	(2.0, 0.4617465605175548)	(3.0, 0.28122109542312407)	(4.0, 0.1893493089892131)	(5.0, 0.15779109082434425)	(6.0, 0.1233261946706059)	(7.0, 0.1184471280464321)	(8.0, 0.11377568127860613)	(9.0, 0.08502033117443286)	('>10', 1.8404462165952626)	('>50', 1.0906271053951058)	('>100', 4.854878910909282)	('>500', 1.6669798266166578)	('>1k', 5.471717504118659)	('>5k', 0.5947270785083344)	('>10k+', 80.83886726758773)
its-G11_S238_L001_R2_001	(1.0, 2.0465089240204755)	(2.0, 0.32409459575894917)	(3.0, 0.1787606963154742)	(4.0, 0.12457191380869284)	(5.0, 0.087200339666085)	(6.0, 0.06726883345669413)	(7.0, 0.051593534302433616)	(8.0, 0.05647260092660742)	(9.0, 0.05512307186034658)	('>10', 1.8838387665719574)	('>50', 1.4653809461029235)	('>100', 3.2915013926101864)	('>500', 1.11834435621754)	('>1k', 3.139004608122711)	('>5k', 0.0)	('>10k+', 86.11033542025892)
its-G12_S246_L001_R1_001	(1.0, 2.0436406358038415)	(2.0, 0.43791570887477893)	(3.0, 0.26831770611307487)	(4.0, 0.19295214745949738)	(5.0, 0.16725238997546285)	(6.0, 0.13951296919904463)	(7.0, 0.11207949791648396)	(8.0, 0.1191163362752077)	(9.0, 0.08994915119412086)	('>10', 2.0595500094844343)	('>50', 1.439798318093649)	('>100', 4.95821749745552)	('>500', 1.257554402919166)	('>1k', 2.913964962663963)	('>5k', 1.017180083911748)	('>10k+', 82.78299818266001)
its-G12_S246_L001_R2_001	(1.0, 1.9768416629782755)	(2.0, 0.2857568272629554)	(3.0, 0.16551867617693672)	(4.0, 0.1244194608354053)	(5.0, 0.10453274373466429)	(6.0, 0.09362054512041153)	(7.0, 0.08495197612778083)	(8.0, 0.06771682130713862)	(9.0, 0.08811345423097555)	('>10', 2.211810874260877)	('>50', 1.33965085043761)	('>100', 2.58037803119461)	('>500', 0.7708907413564169)	('>1k', 0.5672303616119051)	('>5k', 2.2899299783591722)	('>10k+', 87.24863699500487)
its-H01_S159_L001_R1_001	(1.0, 2.5080153653040544)	(2.0, 0.6019085643422107)	(3.0, 0.38224218501882856)	(4.0, 0.2737322867988446)	(5.0, 0.27032953737731197)	(6.0, 0.18601696837711537)	(7.0, 0.19849371625606824)	(8.0, 0.1920663006820622)	(9.0, 0.14631822512590173)	('>10', 2.803865523342861)	('>50', 1.626136140223523)	('>100', 4.353250759947371)	('>500', 1.453163044628949)	('>1k', 6.074663883973806)	('>5k', 5.847057756000181)	('>10k+', 73.08273974260091)
its-H01_S159_L001_R2_001	(1.0, 3.5099360283108756)	(2.0, 0.5285604101447303)	(3.0, 0.3017104487092237)	(4.0, 0.22684996143550656)	(5.0, 0.17486351193986963)	(6.0, 0.14631822512590173)	(7.0, 0.1402688928209549)	(8.0, 0.161819639157328)	(9.0, 0.14121410099360285)	('>10', 3.191400874128518)	('>50', 1.771320115542247)	('>100', 3.2706093189964163)	('>500', 0.980180875035918)	('>1k', 5.80660284621085)	('>5k', 7.162031365788001)	('>10k+', 72.48631338566007)
its-H02_S167_L001_R1_001	(1.0, 4.285845610600854)	(2.0, 0.9665897901080687)	(3.0, 0.5876595549090594)	(4.0, 0.44395536653355216)	(5.0, 0.3643299978099644)	(6.0, 0.28876025058333354)	(7.0, 0.243202102434184)	(8.0, 0.23468529729057447)	(9.0, 0.20562000989571647)	('>10', 4.007359601143144)	('>50', 2.423233844431767)	('>100', 5.605815220477103)	('>500', 2.5157020145623847)	('>1k', 7.660122696069021)	('>5k', 7.670126562428181)	('>10k+', 62.49699208072309)
its-H02_S167_L001_R2_001	(1.0, 2.889630316581814)	(2.0, 0.613480345106352)	(3.0, 0.3852840422109085)	(4.0, 0.2930862468467543)	(5.0, 0.2575319650567652)	(6.0, 0.21575906363810876)	(7.0, 0.18074553138104726)	(8.0, 0.19899582811735345)	(9.0, 0.1739861622194524)	('>10', 3.190962993805714)	('>50', 1.4949020837783251)	('>100', 3.00616184092771)	('>500', 2.195307916302787)	('>1k', 14.306610392665272)	('>5k', 5.577696244764869)	('>10k+', 65.01985902659678)
its-H03_S175_L001_R1_001	(1.0, 1.9828738969822919)	(2.0, 0.4579662488048069)	(3.0, 0.29002176927392237)	(4.0, 0.21781034740279975)	(5.0, 0.16582753230990696)	(6.0, 0.1538314980577009)	(7.0, 0.14653979096322273)	(8.0, 0.12043077523783315)	(9.0, 0.13230920131109597)	('>10', 2.3540453097270198)	('>50', 1.2658168299656232)	('>100', 4.0710071141187445)	('>500', 1.6613331357515928)	('>1k', 2.760381567975763)	('>5k', 3.610335877198244)	('>10k+', 80.60946910491943)
its-H03_S175_L001_R2_001	(1.0, 2.3347575683803354)	(2.0, 0.38693090872311625)	(3.0, 0.2434489304124166)	(4.0, 0.1811165955725225)	(5.0, 0.15877104157331517)	(6.0, 0.1340733239952439)	(7.0, 0.13583744667939188)	(8.0, 0.125135102395561)	(9.0, 0.09843804577545541)	('>10', 2.514698082163426)	('>50', 1.314741832405993)	('>100', 2.4595398462390667)	('>500', 0.5064208185294038)	('>1k', 5.34058740581055)	('>5k', 0.5974495490314379)	('>10k+', 83.46805350231277)
its-H04_S183_L001_R1_001	(1.0, 1.9581451013868152)	(2.0, 0.49172099149878984)	(3.0, 0.27975023898663276)	(4.0, 0.22550533550312946)	(5.0, 0.19502588089353826)	(6.0, 0.1560207047148306)	(7.0, 0.14994612809683516)	(8.0, 0.12873839569365803)	(9.0, 0.10358751706476459)	('>10', 2.389972898862562)	('>50', 1.326389133115288)	('>100', 4.265525072548562)	('>500', 1.204577886196537)	('>1k', 4.25550734970485)	('>5k', 0.9345256554947742)	('>10k+', 81.93506171023843)
its-H04_S183_L001_R2_001	(1.0, 2.163614991202521)	(2.0, 0.3755580351195786)	(3.0, 0.24074506280792507)	(4.0, 0.18884473275592883)	(5.0, 0.16092299461707255)	(6.0, 0.15090527177336074)	(7.0, 0.1223441045168207)	(8.0, 0.12362296275218818)	(9.0, 0.11893381588917414)	('>10', 2.5953362171586543)	('>50', 1.1015232267298423)	('>100', 1.9113602042762887)	('>500', 0.46561096919337086)	('>1k', 2.4503989504836747)	('>5k', 4.668365416689313)	('>10k+', 83.16191304403429)
its-H05_S191_L001_R1_001	(1.0, 2.0602822447067286)	(2.0, 0.4841320170747636)	(3.0, 0.2807539776437962)	(4.0, 0.22573897570348214)	(5.0, 0.17746774819456143)	(6.0, 0.1597209733751053)	(7.0, 0.1565265539076032)	(8.0, 0.12304430541489593)	(9.0, 0.11393429434090843)	('>10', 2.3171372322603236)	('>50', 1.4380803195365963)	('>100', 4.154401673402554)	('>500', 1.8649494098605814)	('>1k', 3.907603191579984)	('>5k', 1.4132348347893575)	('>10k+', 81.12299224820876)
its-H05_S191_L001_R2_001	(1.0, 2.4391167311860524)	(2.0, 0.40202360557674655)	(3.0, 0.2523591379326664)	(4.0, 0.1907186733930887)	(5.0, 0.16327032833899652)	(6.0, 0.1384248435917579)	(7.0, 0.1565265539076032)	(8.0, 0.10506090693118038)	(9.0, 0.1054158424275695)	('>10', 2.4580466243268058)	('>50', 1.3679214030836795)	('>100', 2.443375957142722)	('>500', 1.0464681551872639)	('>1k', 3.1399960247224405)	('>5k', 6.21551210093419)	('>10k+', 79.37576311131723)
its-H06_S199_L001_R1_001	(1.0, 1.7692811458120703)	(2.0, 0.4029308702456284)	(3.0, 0.2551541130843029)	(4.0, 0.2109274001496904)	(5.0, 0.154155609988433)	(6.0, 0.1435241886099204)	(7.0, 0.13916530584473022)	(8.0, 0.10206164523372117)	(9.0, 0.09855327617881202)	('>10', 2.1257527046335984)	('>50', 1.2822557324624073)	('>100', 3.89152548139076)	('>500', 1.2572718922229025)	('>1k', 2.0687682860447714)	('>5k', 3.147857555963802)	('>10k+', 82.95081479213445)
its-H06_S199_L001_R2_001	(1.0, 2.1137391984758795)	(2.0, 0.3223446961965027)	(3.0, 0.19519289650949173)	(4.0, 0.14416207389263114)	(5.0, 0.11960349050826699)	(6.0, 0.11545723617064707)	(7.0, 0.1034437300129278)	(8.0, 0.07909777505613391)	(9.0, 0.08898499693815065)	('>10', 2.2975564741103627)	('>50', 1.186891882697149)	('>100', 2.446927944478465)	('>500', 0.43121045111247197)	('>1k', 0.9503427570252432)	('>5k', 1.6420230319112745)	('>10k+', 87.7630213649044)
its-H07_S207_L001_R1_001	(1.0, 1.7699278485064887)	(2.0, 0.3946169568322293)	(3.0, 0.24009456031914106)	(4.0, 0.1896131399443473)	(5.0, 0.1662193109901746)	(6.0, 0.14405673619148465)	(7.0, 0.10342534906055308)	(8.0, 0.10219409490507031)	(9.0, 0.09280578196951414)	('>10', 2.0865140732349974)	('>50', 1.4822760964318253)	('>100', 4.0691410771011345)	('>500', 1.1558398384594548)	('>1k', 2.6301127828806425)	('>5k', 1.3756187052131301)	('>10k+', 83.99754364795982)
its-H07_S207_L001_R2_001	(1.0, 1.8635031643231796)	(2.0, 0.29550099731586593)	(3.0, 0.18930532640547662)	(4.0, 0.15821615897953656)	(5.0, 0.09080499396685464)	(6.0, 0.09511438351104434)	(7.0, 0.09157452781403137)	(8.0, 0.07633775763993204)	(9.0, 0.06094708069639735)	('>10', 1.1258280184195621)	('>50', 1.1995493609790933)	('>100', 2.6381159348912804)	('>500', 1.3442217242483192)	('>1k', 1.6797384816173755)	('>5k', 3.7782572828683296)	('>10k+', 85.31298480632373)
its-H08_S215_L001_R1_001	(1.0, 2.0912320972599363)	(2.0, 0.4570050779627523)	(3.0, 0.2853100056344677)	(4.0, 0.22075080727922314)	(5.0, 0.19090085535152945)	(6.0, 0.1756287869234071)	(7.0, 0.136870128412642)	(8.0, 0.1332835062817951)	(9.0, 0.1322422288889686)	('>10', 2.6654387306597185)	('>50', 1.203832363595554)	('>100', 3.482494391564265)	('>500', 1.6020631176076536)	('>1k', 1.2896798997596963)	('>5k', 4.807462025191971)	('>10k+', 81.12580597762641)
its-H08_S215_L001_R2_001	(1.0, 2.661042226112229)	(2.0, 0.41165166263075265)	(3.0, 0.23775833802872304)	(4.0, 0.18095087137563157)	(5.0, 0.13941547315066244)	(6.0, 0.13120095149614208)	(7.0, 0.11419342074664217)	(8.0, 0.10921842875869323)	(9.0, 0.10100390710417285)	('>10', 2.208896442649334)	('>50', 1.3342234326750533)	('>100', 2.4530181425231077)	('>500', 0.5677275740666394)	('>1k', 4.471592217261371)	('>5k', 3.5313187315390198)	('>10k+', 81.34678817988183)
its-H09_S223_L001_R1_001	(1.0, 2.377439478938995)	(2.0, 0.5182989984907607)	(3.0, 0.32679047784123816)	(4.0, 0.23899812437203102)	(5.0, 0.2240607415987791)	(6.0, 0.17924859327902326)	(7.0, 0.147964640678439)	(8.0, 0.12513581040233698)	(9.0, 0.12048549312387176)	('>10', 2.44310759565914)	('>50', 1.582517061732257)	('>100', 4.13892329653946)	('>500', 1.137073033937452)	('>1k', 3.7894449071275274)	('>5k', 3.3955771255120637)	('>10k+', 79.25493462076662)
its-H09_S223_L001_R2_001	(1.0, 2.4187286596235498)	(2.0, 0.3863990902288379)	(3.0, 0.22997932722591663)	(4.0, 0.17586654434923038)	(5.0, 0.1381003312998764)	(6.0, 0.12259927370499232)	(7.0, 0.11245312691561364)	(8.0, 0.10484351682357965)	(9.0, 0.10780280963714843)	('>10', 2.9188491451166736)	('>50', 1.4687956664679713)	('>100', 1.9308681015009252)	('>500', 0.989812986786053)	('>1k', 3.4223516795395903)	('>5k', 4.61269198412128)	('>10k+', 80.85985775665876)
its-H10_S231_L001_R1_001	(1.0, 2.6830273911178426)	(2.0, 0.5586227672095099)	(3.0, 0.3302593347891213)	(4.0, 0.25543386969818543)	(5.0, 0.19504597115540792)	(6.0, 0.17241786204627518)	(7.0, 0.1564532451901386)	(8.0, 0.1310486809755908)	(9.0, 0.12618988454111443)	('>10', 2.3688714959401285)	('>50', 1.335752551215185)	('>100', 4.102767709271833)	('>500', 2.1194070047185853)	('>1k', 2.949011790216605)	('>5k', 3.6325750371697927)	('>10k+', 78.88311540474469)
its-H10_S231_L001_R2_001	(1.0, 1.9464338516512272)	(2.0, 0.3129064903802772)	(3.0, 0.17200139378046292)	(4.0, 0.12938280791234175)	(5.0, 0.1221640246382626)	(6.0, 0.1032841299214402)	(7.0, 0.09814768797642234)	(8.0, 0.08329365316245178)	(9.0, 0.08371012142826403)	('>10', 2.3211164681269896)	('>50', 1.3667100256405629)	('>100', 2.2693355804109987)	('>500', 0.723821845981706)	('>1k', 2.088588353048478)	('>5k', 3.9610296761403943)	('>10k+', 84.21807388979971)
its-H11_S239_L001_R1_001	(1.0, 2.369089070113891)	(2.0, 0.49036062897800947)	(3.0, 0.2912544675473412)	(4.0, 0.22334994196850722)	(5.0, 0.18319960858909973)	(6.0, 0.14809549197322433)	(7.0, 0.13668665407306485)	(8.0, 0.1114555702554044)	(9.0, 0.10070493454179255)	('>10', 2.156380063494571)	('>50', 1.3988990471426346)	('>100', 4.643067924271644)	('>500', 1.7333754582732723)	('>1k', 4.44714307340929)	('>5k', 2.3512079107126795)	('>10k+', 79.21573015465557)
its-H11_S239_L001_R2_001	(1.0, 2.0841972237031774)	(2.0, 0.30847742476200507)	(3.0, 0.18890402753917948)	(4.0, 0.12549721690175455)	(5.0, 0.10311834255913399)	(6.0, 0.08227527331845796)	(7.0, 0.07832606019917199)	(8.0, 0.08863789445508538)	(9.0, 0.07898426238571965)	('>10', 2.0292373411264473)	('>50', 1.6163251694322127)	('>100', 2.656942826364069)	('>500', 1.2390656161759768)	('>1k', 2.8403618356820184)	('>5k', 2.4565202605603056)	('>10k+', 84.02312922483529)
its-H12_S247_L001_R1_001	(1.0, 2.535950856577635)	(2.0, 0.5710517568016777)	(3.0, 0.35633305316754005)	(4.0, 0.2816071607133688)	(5.0, 0.21215126790786418)	(6.0, 0.17269383464092383)	(7.0, 0.1371551190614536)	(8.0, 0.14593845180923143)	(9.0, 0.12039922274261591)	('>10', 2.3086652307043694)	('>50', 1.8761198749253416)	('>100', 5.78848653717782)	('>500', 1.486410157316246)	('>1k', 2.4092006086173954)	('>5k', 0.7838786656901402)	('>10k+', 80.81395820214638)
its-H12_S247_L001_R2_001	(1.0, 1.3302019626019206)	(2.0, 0.24404152219210368)	(3.0, 0.1414792213372827)	(4.0, 0.11188614638707742)	(5.0, 0.11891281258529966)	(6.0, 0.11269691556379537)	(7.0, 0.11066999262200049)	(8.0, 0.08756307108553885)	(9.0, 0.11066999262200049)	('>10', 2.587569827495345)	('>50', 1.151427359135612)	('>100', 2.152457035990044)	('>500', 0.6376699574886695)	('>1k', 2.337717792870096)	('>5k', 0.0)	('>10k+', 88.76503639002321)
