[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,ORID0086C-01_Cattinara_PT01,,,,,
EXPERIMENT NAME,ORID0086C-01_Cattinara_PT01,,,,,
DATE,20251022,,,,,
[Manifests],,,,,,
A,GDA-8v1-0_D1,,,,,
[Data],,,,,,
Sample_ID,Sample_Plate,Sample_Well,Sample_Group,Pool_ID,SentrixBarcode_A,SentrixPosition_A
DF0130,,,209673720136,,209673720136,R01C01
DF0163,,,209673720136,,209673720136,R02C01
DF0173,,,209673720136,,209673720136,R03C01
DF0177,,,209673720136,,209673720136,R04C01
DF0179,,,209673720136,,209673720136,R05C01
DF0180,,,209673720136,,209673720136,R06C01
DF0194,,,209673720136,,209673720136,R07C01
DF0200,,,209673720136,,209673720136,R08C01
DF0204,,,209673720087,,209673720087,R01C01
DF0206,,,209673720087,,209673720087,R02C01
DF0220,,,209673720087,,209673720087,R03C01
DF0222,,,209673720087,,209673720087,R04C01
DF0223,,,209673720087,,209673720087,R05C01
DF0229,,,209673720087,,209673720087,R06C01
CMP0002,,,209673720087,,209673720087,R07C01
CMP0019,,,209673720087,,209673720087,R08C01
CMP0027,,,209673720102,,209673720102,R01C01
CMP0031,,,209673720102,,209673720102,R02C01
CMP0052,,,209673720102,,209673720102,R03C01
CMP0054,,,209673720102,,209673720102,R04C01
CMP0062,,,209673720102,,209673720102,R05C01
CMP0065,,,209673720102,,209673720102,R06C01
CMP0079,,,209673720102,,209673720102,R07C01
CMP0095,,,209673720102,,209673720102,R08C01
CMP0148,,,209673720086,,209673720086,R01C01
CMP0169,,,209673720086,,209673720086,R02C01
CMP0175,,,209673720086,,209673720086,R03C01
CMP0176,,,209673720086,,209673720086,R04C01
CMP0184,,,209673720086,,209673720086,R05C01
CMP0203,,,209673720086,,209673720086,R06C01
CMP0204,,,209673720086,,209673720086,R07C01
CMP0205,,,209673720086,,209673720086,R08C01
CMP0385,,,209673720137,,209673720137,R01C01
CMP0390,,,209673720137,,209673720137,R02C01
CMP0391,,,209673720137,,209673720137,R03C01
CMP0393,,,209673720137,,209673720137,R04C01
CMP0403,,,209673720137,,209673720137,R05C01
CMP0419,,,209673720137,,209673720137,R06C01
CMP0422,,,209673720137,,209673720137,R07C01
CMP0425,,,209673720137,,209673720137,R08C01
CMP0229,,,209673720138,,209673720138,R01C01
CMP0236,,,209673720138,,209673720138,R02C01
CMP0254,,,209673720138,,209673720138,R03C01
CMP0255,,,209673720138,,209673720138,R04C01
CMP0260,,,209673720138,,209673720138,R05C01
CMP0267,,,209673720138,,209673720138,R06C01
CMP0298,,,209673720138,,209673720138,R07C01
CMP0303,,,209673720138,,209673720138,R08C01
CMP0315,,,209673720109,,209673720109,R01C01
CMP0316,,,209673720109,,209673720109,R02C01
CMP0318,,,209673720109,,209673720109,R03C01
CMP0325,,,209673720109,,209673720109,R04C01
CMP0335,,,209673720109,,209673720109,R05C01
CMP0336,,,209673720109,,209673720109,R06C01
CMP0338,,,209673720109,,209673720109,R07C01
CMP0342,,,209673720109,,209673720109,R08C01
CMP0344,,,209673720160,,209673720160,R01C01
CMP0346,,,209673720160,,209673720160,R02C01
CMP0354,,,209673720160,,209673720160,R03C01
CMP0356,,,209673720160,,209673720160,R04C01
CMP0366,,,209673720160,,209673720160,R05C01
CMP0367,,,209673720160,,209673720160,R06C01
CMP0368,,,209673720160,,209673720160,R07C01
CMP0378,,,209673720160,,209673720160,R08C01
CMP0206,,,209673720162,,209673720162,R01C01
CMP0208,,,209673720162,,209673720162,R02C01
CMP0211,,,209673720162,,209673720162,R03C01
CMP0212,,,209673720162,,209673720162,R04C01
CMP0213,,,209673720162,,209673720162,R05C01
CMP0220,,,209673720162,,209673720162,R06C01
CMP0221,,,209673720162,,209673720162,R07C01
CMP0222,,,209673720162,,209673720162,R08C01
CMP0432,,,209673720155,,209673720155,R01C01
CMP0433,,,209673720155,,209673720155,R02C01
CMP0434,,,209673720155,,209673720155,R03C01
CMP0436,,,209673720155,,209673720155,R04C01
CMP0437,,,209673720155,,209673720155,R05C01
CMP0453,,,209673720155,,209673720155,R06C01
CMP0454,,,209673720155,,209673720155,R07C01
CMP0455,,,209673720155,,209673720155,R08C01
CMP0460,,,209673720161,,209673720161,R01C01
CMP0461,,,209673720161,,209673720161,R02C01
CMP0462,,,209673720161,,209673720161,R03C01
CMP0463,,,209673720161,,209673720161,R04C01
CMP0465,,,209673720161,,209673720161,R05C01
CMP0482,,,209673720161,,209673720161,R06C01
CMP0499,,,209673720161,,209673720161,R07C01
CMP0520,,,209673720161,,209673720161,R08C01
CMP0545,,,209673720147,,209673720147,R01C01
CMP0556,,,209673720147,,209673720147,R02C01
CMP0558,,,209673720147,,209673720147,R03C01
CMP0591,,,209673720147,,209673720147,R04C01
CMP0593,,,209673720147,,209673720147,R05C01
CMP0594,,,209673720147,,209673720147,R06C01
CMP0595,,,209673720147,,209673720147,R07C01
CMP0597,,,209673720147,,209673720147,R08C01
