[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,ORID0054-Sassari-04,,,,,
EXPERIMENT NAME,ORID0054-Sassari-04,,,,,
DATE,20240529,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position
P16A,,,206905690005,0,206905690005,R01C01
P16B,,,206905690005,0,206905690005,R02C01
P16C,,,206905690005,0,206905690005,R03C01
W01D,,,206905690005,0,206905690005,R04C01
W02D,,,206905690005,0,206905690005,R05C01
W03D,,,206905690005,0,206905690005,R06C01
W04D,,,206905690005,0,206905690005,R07C01
W05D,,,206905690005,0,206905690005,R08C01
W06D,,,206905690007,0,206905690007,R01C01
W07D,,,206905690007,0,206905690007,R02C01
W08D,,,206905690007,0,206905690007,R03C01
W09D,,,206905690007,0,206905690007,R04C01
W10D,,,206905690007,0,206905690007,R05C01
W11D,,,206905690007,0,206905690007,R06C01
W12D,,,206905690007,0,206905690007,R07C01
W13D,,,206905690007,0,206905690007,R08C01
W14D,,,206905690003,0,206905690003,R01C01
W16D,,,206905690003,0,206905690003,R02C01
W17D,,,206905690003,0,206905690003,R03C01
W18A,,,206905690003,0,206905690003,R04C01
W18B,,,206905690003,0,206905690003,R05C01
W18C,,,206905690003,0,206905690003,R06C01
W19A,,,206905690003,0,206905690003,R07C01
W19B,,,206905690003,0,206905690003,R08C01
W19C,,,206905690092,0,206905690092,R01C01
W20A,,,206905690092,0,206905690092,R02C01
W20B,,,206905690092,0,206905690092,R03C01
W20C,,,206905690092,0,206905690092,R04C01
W21A,,,206905690092,0,206905690092,R05C01
W21B,,,206905690092,0,206905690092,R06C01
W21C,,,206905690092,0,206905690092,R07C01
W22A,,,206905690092,0,206905690092,R08C01
