[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,ORID0086C-01_Cattinara,,,,,
EXPERIMENT NAME,ORID0086C-01_Cattinara,,,,,
DATE,20251030,,,,,
[Manifests],,,,,,
A,GDA-8v1-0_D1,,,,,
[Data],,,,,,
Sample_ID,Sample_Plate,Sample_Well,Sample_Group,Pool_ID,SentrixBarcode_A,SentrixPosition_A
DF0130,,,,,209673720136,R01C01
DF0163,,,,,209673720136,R02C01
DF0173,,,,,209673720136,R03C01
DF0177,,,,,209673720136,R04C01
DF0179,,,,,209673720136,R05C01
DF0180,,,,,209673720136,R06C01
DF0194,,,,,209673720136,R07C01
DF0200,,,,,209673720136,R08C01
DF0204,,,,,209673720087,R01C01
DF0206,,,,,209673720087,R02C01
DF0220,,,,,209673720087,R03C01
DF0222,,,,,209673720087,R04C01
DF0223,,,,,209673720087,R05C01
DF0229,,,,,209673720087,R06C01
CMP0002,,,,,209673720087,R07C01
CMP0019,,,,,209673720087,R08C01
CMP0027,,,,,209673720102,R01C01
CMP0031,,,,,209673720102,R02C01
CMP0052,,,,,209673720102,R03C01
CMP0054,,,,,209673720102,R04C01
CMP0062,,,,,209673720102,R05C01
CMP0065,,,,,209673720102,R06C01
CMP0079,,,,,209673720102,R07C01
CMP0095,,,,,209673720102,R08C01
CMP0148,,,,,209673720086,R01C01
CMP0169,,,,,209673720086,R02C01
CMP0175,,,,,209673720086,R03C01
CMP0176,,,,,209673720086,R04C01
CMP0184,,,,,209673720086,R05C01
CMP0203,,,,,209673720086,R06C01
CMP0204,,,,,209673720086,R07C01
CMP0205,,,,,209673720086,R08C01
CMP0385,,,,,209673720137,R01C01
CMP0390,,,,,209673720137,R02C01
CMP0391,,,,,209673720137,R03C01
CMP0393,,,,,209673720137,R04C01
CMP0403,,,,,209673720137,R05C01
CMP0419,,,,,209673720137,R06C01
CMP0422,,,,,209673720137,R07C01
CMP0425,,,,,209673720137,R08C01
CMP0229,,,,,209673720138,R01C01
CMP0236,,,,,209673720138,R02C01
CMP0254,,,,,209673720138,R03C01
CMP0255,,,,,209673720138,R04C01
CMP0260,,,,,209673720138,R05C01
CMP0267,,,,,209673720138,R06C01
CMP0298,,,,,209673720138,R07C01
CMP0303,,,,,209673720138,R08C01
CMP0315,,,,,209673720109,R01C01
CMP0316,,,,,209673720109,R02C01
CMP0318,,,,,209673720109,R03C01
CMP0325,,,,,209673720109,R04C01
CMP0335,,,,,209673720109,R05C01
